phone,website,location,moreInfoLink,name,startDate,venue,price,description,endDate
480-829-0607 480-829-1300,,"730 N. Mill Ave. , Tempe, AZ 85281",http://www.azcentral.com/thingstodo/music/G._Love_&amp;_Special_Sauce_382808760164,G. Love & Special Sauce,04/07/2011,Marquee Theatre,,,
480-968-3238,,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Talib_Kweli_590630070762,Talib Kweli,04/08/2011,Clubhouse Music Venue,$22,"This celebrated New York hip-hop artist first rose to fame with his group Black Star, a collaboration with Mos Def. Know for his interesting samples and literate lyrics, Kweli has collaborated with Kayne West, Common and Questlove. Kweli arrives in support of his fourth album, 2010's ""Gutter Rainbows.""",
602-267-1600,,"440 N. 32nd St. Phoenix, AZ, 85008",http://www.azcentral.com/thingstodo/music/Soulja_Boy_587154749302,Soulja Boy,04/08/2011,Celebrity Theatre,$13 - $45,"This Chicago rapper scored a huge hit with his 2007 single, ""Crank That (Soulja Boy),"" which hit No. 1 on the Billboard 100, inspired a dance craze and earned a Grammy nomination for Best Rap Song. He arrives in support of his third album, 2010's ""The DeAndre Way.""",
602-379-7800,,"201 E. Jefferson St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Lil_Wayne_665333862476,Lil Wayne,04/19/2011,US Airways Center,$49.75 - $89.75,"This Grammy Award-winning rapper returns to the Valley behind his eighth album, 2010's ""I Am Not a Human Being,"" which debuted at No. 2 on the US Billboard 200 chart. The tour is Lil Wayne's first major tour since serving an eight-month prison sentence in New York, and ""I Am Not a Human Being"" is his hip-hop follow-up to his multi-platinum 2008 breakthrough, ""Tha Carter III."" Lil Wayne recently released his new single, ""6 Foot 7 Foot,"" the first song off his heavily anticipated ""The Carter IV"" album, slated to be released this year. Rappers Nicki Minaj, Rick Ross and Travis Barker and Mixmaster also perform at this all-ages show.",
480-947-3580,,"423 N. Scottsdale Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/Mad_Rad_592998875391,Mad Rad,04/20/2011,The Rogue Bar,$5 - $10,"These Seattle-based dance-rappers have been hipster blog favorites since the release of their debut record, 2008's ""White Gold."" The band arrives behind its sophomore release, 2010's ""The Youth Die Young."" Rock band the Premiere opens this show.",
520-796-7777,,"5040 W. Wild Horse Pass Blvd. Gila River Reservation, AZ, 85246",http://www.azcentral.com/thingstodo/music/Diddy-Dirty_Money_Tour_featuring_Sean_“Diddy”_Combs_948532613317,Diddy-Dirty Money Tour featuring Sean “Diddy” Combs,05/10/2011,Wild Horse Pass Hotel & Casino,$47.50 - $100,"Rap mogul Sean ""Diddy"" Combs performs with his latest project, Diddy-Dirty Money, featuring singers Dawn Richards and Kalenna Harper, playing songs from the group's debut album, 2010's ""Last Train to Paris."" The head of Bad Boy Records, Combs helped launch the careers of the Notorious B.I.G. and a number of other big rappers, while scoring his own hits starting with his 1997 Grammy Award-winning debut ""No Way Out."" In addition, Combs also heads the clothing line Sean John, a movie production company and two restaurants. He's also appeared in several movies and is the producer of MTV's ""Making the Band.""",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Tech_N9ne_958320031740,Tech N9ne,06/13/2011,Marquee Theatre,$33 - $35,"This Kansas City, Mo., rapper arrives in support of his latest record, this year's ""All 6’s And 7’s,"" which features collaborations with T-Pain, Lil Wayne, and Yelawolf. The album is the followup to Tech N9ne's 2010 release, ""The Gates Mixed Plate.""",
602-229-1265,,"130 E. Washington St. , Phoenix, AZ 85004","http://www.azcentral.com/thingstodo/music/&quot;Bass,_Lettuce_&amp;_Techno&quot;_765628497269","""Bass, Lettuce & Techno""",12/16/2010,Bar Smith,,,05/31/2011
602-266-0015,http://facebook.com/obscuraaz,"3045 N. 16th St. Phoenix, AZ, 85016",http://www.azcentral.com/thingstodo/music/Obscura_652552854876,Obscura,,Rips Ales and Cocktails,$5,"Resident DJs Roya and Funkfinger entertain by spinning Britpop, indie, '80s new wave and mod tunes. The dance party highlights upcoming CD releases. Drink specials include $3 well drinks and $2 house pints. Age 21 and older.",
602-264-1700,http://www.tranzylvania.net,"4343 N. Seventh Ave Phoenix, AZ, 85017",http://www.azcentral.com/thingstodo/music/Tranzylvania_756254766839,Tranzylvania,,Club Sanctum,$7,"Arizona's largest goth/industrial club. DJs spin EBM, gothic, industrial and synthpop music. For ages 21 and older from 10 p.m.-2 a.m. For ages 18 and older from 2-3:30 a.m.",
602-277-1749,http://www.padresmexican.com,"1044 E. Camelback Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/The_Kickback_507156156289,The Kickback,,Padre's Modern Mexican Cuisine,Menu prices vary,"Sunday afternoons on the patio of Padre's offers patrons drink specials, live music and a chance to socialize. Enjoy $4 sangrias, $3 domestics, $2 domestic drafts and a $5 food menu. Resident DJs spin a variety of tunes.",
480-429-7674,,"1420 N. Scottsdale Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/Salsa_Night_925053974635,Salsa Night,,Trinity,$7,"Salsa classes and dancing, with a DJ and live entertainment. For ages 21 and older.",
480-945-4985,http://www.myspace.com/chasersliveaz,"8005 E. Roosevelt Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/Chasers_Bar_and_Nightclub_584368842731,Chasers Bar and Nightclub,,Chasers,,"Back in the day, this club earned a reputation for being a regular meeting ground for the gothy dance crowd. Chasers is known for evenings filled with loud rock and metal acts as well as special events. Monday nights, the mike is open to anyone wanting to take their chance belting it out in this giant room, solo or with a band. You can even pause the head banging for a game of shuffleboard, pool, foosball or something in the video game realm.",
480-947-0080,http://www.bellmarshops.com/springfling.php,"11340 W. Bell Road Surprise, AZ, 85374",http://www.azcentral.com/thingstodo/music/Spring_Fling_707130799355,Spring Fling,03/12/2011,Bell Mar Plaza,Free admission,"Bell Mar Plaza thanks customers with six weeks of events. Activities include live music, an art show, food, wine and beer tastings, balloons for kids, a fashion show, a car show and etching classes. Saturday event times vary. A detailed event schedule is available online.",04/17/2011
623-935-2471,http://www.doingthangs.com,"12351 W. Indian School Road Avondale, AZ, 85392",http://www.azcentral.com/thingstodo/music/Soulful_Showcase_Sundays_164147752769,Soulful Showcase Sundays,11/28/2010,Lighthouse Sports Bar,$10,"On second and forth Sundays of the month, this Avondale bar plays host to up-and-coming comedians, musicians, singers and poets. Admission includes a chicken and waffle dinner.",04/24/2011
480-833-7775,http://www.skatelandmesa.com/,"7 E. Southern Ave. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Adult_Skate_Night_932672563038,Adult Skate Night,01/24/2011,USA Skateland,$7,Skaters 16 and older can roll around the rink to R&amp;B and rock and roll music. Skate rental is additional or bring your own. An arcade features pinball and video games and snacks are available from the cafe.,07/25/2011
480-855-3232,http://www.pitajungle.com,"1949 W. Ray Road Chandler, AZ, 85224",http://www.azcentral.com/thingstodo/music/Jazz_Thursdays_177394533508,Jazz Thursdays,03/31/2011,Pita Jungle,No cover,"Every Thursday night for the past 10 years, musicians from across the Valley have performed at this Chandler eatery, playing a mix of jazz, rock, blues and pop music.",10/27/2011
602-225-9000,http://www.chuckebaby.com,"The Buttes 2000 Westcourt Way Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Chuck_E._Baby_and_the_All_Stars_732416829496,Chuck E. Baby and the All Stars,04/17/2010,Thirsty Cactus,"Free, menu items vary","This local band rocks this resort bar every Saturday night, performing a range of classic rock tunes, blues tracks and original songs. Songs off the group's first album, ""Never in a Million Years,"" were picked up by MTV and used in several episodes of the series ""The Real World.""",03/27/2027
480-502-9095,http://www.sassi.biz,"10455 E. Pinnacle Peak Parkway Scottsdale, AZ, 85255",http://www.azcentral.com/thingstodo/music/Renee_Patrick_911266413620,Renee Patrick,02/13/2010,Sassi,"No cover, menu items vary","This Phoenix based pop/gospel/jazz artist comes from a musical family. Her father was a member of the doo-wop group the Ink Spots, and her mother recorded duets with Terry Johnson of the Flamingos. Patrick performs pop and jazz tunes with emotion and energy.",02/26/2033
602-265-4842,,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Miniature_Tigers_798483550266,Miniature Tigers,03/24/2011,Rhythm Room,$11,"These indie-poppers might live in Brooklyn now, but they cut their teeth playing shows around the Valley. Led by Phoenix native Charlie Brand, the Miniature Tigers specialize in catchy, sunny indie rock songs, and were named ""one of the 25 best bands on Myspace"" by Rolling Stone in 2006. The band released its sophomore effort, ""Fortress,"" in 2010. Indie rockers Pepper Rabbit open this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Dashboard_Confessional_517229819220,Dashboard Confessional,03/24/2011,Marquee Theatre,$23 - $26,"Celebrating the 10th anniversary of his debut album, 2000's ""The Swiss Army Romance,"" Florida singer-songwriter Chris Carrabba, the man behind Dashboard Confessional, performs a solo acoustic show. Carrabba's emotional songwriting has landed him hits such as ""Screaming Infidelities,"" ""Hands Down"" and ""Vindicated,"" and he's earned three gold records. His latest album, 2009's ""Alter the Ending,"" debuted at No. 19 on the Billboard 200 chart.",
602-261-7625,http://www.psykosteve.com,"3 S. Second St., Suite 117 Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Kinch_677589238413,Kinch,03/25/2011,Hard Rock Cafe,Free,"These Phoenix indie-rockers have been making big waves across the country with their brand of stomping indie-pop, drawing comparisons to everyone from Ben Folds and the Arcade Fire to 1960s British invasion groups. A long time favorite on the local scene, Kinch's debut album, ""Advances,"" was named ""Best Arizona Album of 2008"" by the Phoenix New Times.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Toad_the_Wet_Sprocket_521342360620,Toad the Wet Sprocket,03/25/2011,Marquee Theatre,$22 - $25,"These California alt-rockers scored a number of hits in the '90s with songs such as ""Walk on the Ocean,"" ""Something's Always Wrong"" and ""Fall Down."" The group recently announced its official reunion and is currently writing songs for a new studio album, its first since 1997's ""Coil.""",
480-634-5192,,"730 S. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Boneyard_978532250297,Boneyard,03/25/2011,MADCAP Theaters,$7 - $12,"Led by Phoenix guitarist Carole Pellatt, this Valley four-piece performs jazzy evenings of experimental grooves and instrumental jam sessions.",
480-970-0500,http://www.statesidepresents.com,"7295 E. Stetson Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/The_Baseball_Project_826037157629,The Baseball Project,03/25/2011,Martini Ranch,$10,"This indie-rock supergroup features Peter Buck of R.E.M., Scott McCaughey of the Young Fresh Fellows and the Minus 5 and Steve Wynn of Dream Syndicate. True to its name, the band's first album, 2008's ""Volume 1: Frozen Ropes and Dying Quails,"" and 2009 EP, ""Homerun,"" both pay power-pop homage to the game of baseball.",
602-261-7625,http://www.psykosteve.com,"3 S. Second St., Suite 117 Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Lady_Gaga_After_Party_with_Super_Stereo_369487544772,Lady Gaga After Party with Super Stereo,03/26/2011,Hard Rock Cafe,Free,"After the Lady Gaga concert at US Airways Center, head across the street to the Hard Rock Cafe and check out Tempe's Super Stereo. Combining pulsing electro indie-pop with wistful vocals and plenty of hooks, the group performs the danceable songs from its debut album, 2010's “This is Electropop.” A 21-and-older show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Lords_of_Acid_429734986768,Lords of Acid,03/26/2011,Marquee Theatre,$21.25 - $26.25,"Known for their outrageously sexual lyrics and their pounding electronic music, these Belgian post-industrial rockers hit the rave scene with their controversial 1988 single ""I Sit on Acid."" The group has sold more than 1.5 million albums worldwide and is set to release a new album this year, its first in more than 10 years. Electronic bands Angel Spit, Radical G and Chant also perform at this 18-and-older show.",
480-968-3238,,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Katastro_288920586638,Katastro,03/26/2011,Clubhouse Music Venue,$10 - $12,"Combining elements of hip-hop, blues, rock and funk, these Tempe rockers have toured with groups such as the Dirty Heads, Method Man, Redman and Ghostface Killah. The group released its latest EP, ""Poking Holes in a Pattern,"" in 2009, and recently hit the road with Tomorrow's Bad Seeds and Passafire. Local bands Seedless and the Veragroove also perform at this all-ages show.",
480-464-8030,http://www.goatheadsaloon.com,"1423 S. Country Club Drive Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/The_Persuaders_882629840897,The Persuaders,03/26/2011,Goat Head Saloon,$3,"The Persuaders are a new local band, making their debut at this Goat Head Saloon show. The band features members of the Pistoleros, Dead Hot Workshop and the Gin Blossoms. Local rock bands Franko Ditty Danko, Michael Treatch, A Few Random Drunks and Creepy Jack also perform at this 21-and-older show.",
602-953-6538,,"6166 N. Scottsdale Road , Scottsdale, AZ 85253",http://www.azcentral.com/thingstodo/music/Free_Outdoor_Concert:_Otis_&amp;_The_Beat_488313536520,Free Outdoor Concert: Otis & The Beat,03/26/2011,The Borgata,,,
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/B-Side_Players_247018412451,B-Side Players,03/27/2011,Rhythm Room,$12 - $13,"This large San Diego band plays a high-energy blend of Cuban, Jamaican and Mexican music, blending the traditional sounds with elements of funk, rock, jazz and hip-hop. The B-Side Players have performed with bands such as the Wailers, Ben Harper and Ozomatli, and released their latest album, ""Radio Afro Mexica,"" in 2009. A 21-and-older show.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Men_896527499049,Men,03/28/2011,Rhythm Room,$10 - $12,"Featuring JD Samson of indie-electronic band Le Tigre, this Brooklyn-based art and music collective focuses on wild live performances, as well as hyperactive dance tunes. The band is set to released its debut album this year.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Rebelution_766555125048,Rebelution,03/30/2011,Marquee Theatre,$17 - $20,"The debut album by this Santa Barbara, Calif., reggae band, 2007's ""Courage to Grow,"" reached No. 4 on the Billboard Reggae Album chart. The band released its follow-up, ""Bright Side of Life,"" in 2009.",
520-796-7777,,"5040 W. Wild Horse Pass Blvd. Gila River Reservation, AZ, 85246",http://www.azcentral.com/thingstodo/music/Blues_Traveler_382438382303,Blues Traveler,04/02/2011,Wild Horse Pass Hotel & Casino,$27 - $85,"Led by harmonica virtuoso John Popper, these New Jersey alt-rockers hit it big with their Grammy Award-winning 1994 single ""Run Around,"" which hit No. 8 on the Billboard Hot 100 chart. Known for jammy live shows, the group arrives behind its ninth album, 2008's ""North Hollywood Shootout.""",
480-559-5859,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/The_Author_871389322327,The Author,04/02/2011,The Underground,$8,"These Mesa hardcore rockers celebrate the release of their new EP, ""Your Young."" Rock bands the Fair and Debonair, Run With the Hunted, Red Son, Georgianna Hawkins and Before You Fled also perform at this all-ages show.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Brendan_James_and_Matt_White_125626275060,Brendan James and Matt White,04/03/2011,Rhythm Room,$12 - $15,"New York singer-songwriter Brendan James preforms the songs from his self-titled sophomore album, which debuted at No. 93 on the Billboard 200 chart. He's joined by fellow New Yorker Matt White, playing songs from his latest record, 2010's ""It's the Good Crazy."" Singer-songwriter Laura Pritchard also performs at this 21-and-older show.",
480-559-5859,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/War_of_Ages_513168637931,War of Ages,04/05/2011,The Underground,$10 - $15,"These Christian metalcore rockers from Erie, Penn., perform the hardcore songs from their fourth album, 2010's ""Eternal, which hit No. 179 on the Billboard 200 chart. Rock bands Onward to Olympus, Your Memorial, As Hell Retreats and Gideon also perform at this all-ages show.",
,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Four_Year_Strong_899867285973,Four Year Strong,04/06/2011,Nile Theatre,$12,"These punk rockers from Worcester, Mass., have earned a huge following with their blend of hardcore and pop punk. The group's third album, 2010's ""Enemy of the World,"" debuted at No. 40 on the Billboard 200 charts. Punk band Go Great Guns opens this all-ages show.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Papercuts_569910744549,Papercuts,04/07/2011,Rhythm Room,$8,"Centered around San Francisco singer-songwriter Jason Robert Quever, these California indie-rockers perform the lo-fi dream pop from their fourth album, 2011's ""Fading Parade."" London indie-rockers Banjo or Freakout also perform at this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/A_Day_to_Remember_894986875070,A Day to Remember,04/08/2011,Marquee Theatre,$26 - $28,"These Florida rockers have found a winning combination with their blend of metalcore and pop punk, with their most recent album, 2010's ""What Separates Me from You,"" reaching No. 11 on the Billboard 200 chart. Metalcore bands Bring Me the Horizon, Pierce the Veil and We Came as Romans also perform at this all-ages show.",04/09/2011
480-968-3238,http://www.statesidepresents.com,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/British_Sea_Power_564602493647,British Sea Power,04/09/2011,Clubhouse Music Venue,$13 - $15,"Known for their dynamic live shows, these English rockers have been indie-pop favorites since the release of their sophomore album, 2005's ""Open Season."" The group arrives behind its latest album, 2010's ""Valhalla Dancehall."" Indie rockers A Classic Education opens this all-ages show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/All_Time_Low_509605257873,All Time Low,04/11/2011,Marquee Theatre,$25,"This Baltimore pop punk band was named Alternative Press magazine's ""Band of the Year"" in 2008, and its 2009 album, ""Nothing Personal,"" hit No. 1 on the U.S. Alternative Albums charts. The band arrives behind its latest, 2011's ""Dirty Work."" Punk bands Yellowcard, Hey Monday and the Summer Set open this all-ages show.",
480-966-9565,http://www.psykosteve.com,"26 S. Farmer Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Voxhaul_Broadcast_396819201015,Voxhaul Broadcast,04/11/2011,Sail Inn,$8,"These Los Angeles indie-rockers blend their Beatles-esque tunes with elements of R&amp;B and soul. The group has been stars in the United Kingdom and has appeared at the Noisepop Pop Fest in San Francisco. The group arrives behind its latest album, 2011's ""Timing is Everything."" A 21-and-older show.",
480-947-3580,http://www.psykosteve.com,"423 N. Scottsdale Road Scottsdale, AZ, 85257",http://www.azcentral.com/thingstodo/music/The_Plurals_672428609590,The Plurals,04/11/2011,The Rogue Bar,$5 - $10,"This power-punk trio from Lansing, Mich., arrives in support of its latest record, 2011's ""The Plurals Today, The Plurals Tomorrow: A Futurospective.""",
480-559-5859,http://www.psykosteve.com,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/The_Dangerous_Summer_571275558109,The Dangerous Summer,04/11/2011,The Underground,$12,"The debut album by these Maryland indie-punks, 2009's ""Reach for the Sun,"" hit No. 42 on the Billboard Top Heatseekers charts. The group is working on a followup. Rock bands Sparks the Rescue, the Graduate and the Scenic open this all-ages show.",
,,"105 W. Main St. Mesa, AZ, 85210",http://www.azcentral.com/thingstodo/music/Protest_the_Hero_852308457858,Protest the Hero,04/12/2011,Nile Theatre,$13,"After stints on the Warped Tour and tours with bands such as Killswitch Engage, Alexisonfire and Bullet For My Valentine, the latest album by this Canadian metal group find them moving in a more progressive, experimental direction. Rock bands Maylene and the Sons of Disaster and Tesseract also perform at this all-ages show.",
877-598-8497 602-379-2800,,"400 W. Washington St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Arcade_Fire_242589013317,Arcade Fire,04/13/2011,Comerica Theatre,$36,"Fresh off their win for ""Album of the Year"" at this year's Grammy Awards, these celebrated Canadian indie-rockers arrive in the Valley in support of their third album, 2010's ""The Suburbs."" Known for their cinematic blend of driving indie-folk rock and lead singer Win Butler's intense vocals, the group has been critically celebrated since its 2004 debut ""Funeral."" Upon its release, ""The Suburbs"" hit No. 1 on the U.S. Billboard 200 charts and appeared on the best of 2010 lists from Spin, Pitchfork, NPR, Rolling Stone and many more. Los Angeles indie-rockers Local Natives open this all-ages show.",
602-265-4842,http://www.rhythmroom.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Fervor_Records_Artist_Showcase_852943141434,Fervor Records Artist Showcase,04/14/2011,Rhythm Room,$5,"The indie record label shows off some of its top artists at this showcase, featuring performances by Super Stereo and Tarik NuClothes. President Gator offers a DJ set. A 21-and-older show.",
480-644-2560,http://www.luckymanonline.com,"263 N. Center St. Mesa, AZ, 85201",http://www.azcentral.com/thingstodo/music/The_Black_Keys_374440128890,The Black Keys,04/14/2011,Mesa Amphitheatre,$35,"Playing their hard-driving brand of blues-influences garage rock, these Akron, Ohio, rockers have been critical favorites and underground heroes for nearly a decade. Known for its exhaustive touring schedule, the band scored a big breakthrough with its sixth album, 2010's ""Brothers,"" which hit No. 3 on the Billboard 200 and was ranked No. 2 on Rolling Stone magazine's ""Best Albums of 2010"" list. The Black Keys were also named ""Artist of the Year"" by Spin magazine. Indie-rock bands Cage the Elephant and the Stone Foxes also perform at this all-ages show.",
480-829-0607 480-829-1300,http://www.statesidepresents.com,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/The_New_Pornographers_216227525487,The New Pornographers,04/15/2011,Marquee Theatre,$23 - $25,"These celebrated Canadian indie-rockers have been critical darlings and indie-rock favorites since the release of their debut album, 2000's ""Mass Romantic."" The band's fifth album, 2010's ""Together,"" debuted at No. 18 on the Billboard 200 chart and earned a 9/10 review from PopMatters magazine. Indie-rockers Menomena open this all-ages show.",
480-649-8224,http://www.greenstocksrock.com,"7025 E. Via Soleri Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/GreenStock_Concerts:_Candlebox_885883592613,GreenStock Concerts: Candlebox,04/15/2011,Scottsdale Waterfront,$20 - $30,"Performing as part of the GreenStock Expo, these Seattle alternative rockers perform songs from their latest album, 2008's ""Into the Sun."" Candlebox's 1993 self-titled debut featured the hit ""Far Behind"" and was certified quadruple platinum. The group scored other radio hits and performed as part of Woodstock '94.",
480-968-3238,http://www.clubhousemusicvenue.com,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Biffy_Clyro_644552961964,Biffy Clyro,04/15/2011,Clubhouse Music Venue,$8 - $10,"These Scottish indie-rockers arrive behind their fourth album, 2009's ""Only Revolutions."" The record has been certified platinum in the UK and was nominated for the 2010 Mercury Prize, which is awarded annually for the best album in the United Kingdom or Ireland.",
480-820-7117,,"2610 W. Baseline Road Mesa, AZ, 85202",http://www.azcentral.com/thingstodo/music/Jeff_Dahl_900899477954,Jeff Dahl,04/15/2011,Hollywood Alley,$5,"This punk rock singer-songwriter from Hawaii has served time in punk bands such as Vox Pop, Powertrip and the Angry Samoans. Dahl has released more than 26 albums since his debut single, 1977's ""Rock N Roll Critic.""",
602-866-3823,http://www.psykosteve.com,"525 S. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Super_Happy_Funtime_Burlesque_702090079524,Super Happy Funtime Burlesque,04/16/2011,The Duce,$15,"This sexy musical comedy theater troupe from Grand Rapids, Mich., presents an evening full of laughs, sideshow tricks, magic acts and sexy striptease shows. The End of Times Orchestra adds in a mix of jazz, Zydeco and polka music. Local burlesque troupe Provocatease also performs at this 21-and-older show.",
480-829-0607 480-829-1300,,"730 N. Mill Ave. Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/(Sic)monic_885277670700,(Sic)monic,04/16/2011,Marquee Theatre,$10 - $12,"Creating a heavy mixture of jazz fusion, prog-rock and heavy metal, this Phoenix band released its sophomore album, “Somnambulist,” in 2010.",
480-967-4777,http://www.psykosteve.com,"29 W. Southern Ave. Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Race_You_There_EP_Release_Show_470982862050,Race You There EP Release Show,04/16/2011,Yucca Tap Room,Free,"These Tucson indie-rockers celebrate the release of their new EP, ""Catalyst."" Local rockers What Laura Says, Milo the Mayor and Madera Strand also perform at this 21-and-older show.",
480-649-8224,http://www.greenstocksrock.com,"7025 E. Via Soleri Drive Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/GreenStock_Concerts:_Carolina_Liar_397202797976,GreenStock Concerts: Carolina Liar,04/16/2011,Scottsdale Waterfront,$20 - $30,"These Los Angeles alt-rockers perform songs from their 2008 debut album, ""Coming to Terms,"" which hit No. 3 on the Billboard Heatseekers chart and featured the hit single, ""Show Me What I'm Looking For.""",
602-256-6006,http://www.psykosteve.com,"1506 N.W. Grand Ave. Phoenix, AZ, 85007",http://www.azcentral.com/thingstodo/music/Lake_713486737024,Lake,04/17/2011,The Trunk Space,$8,"These Olympia, Wash., indie-rockers perform the sunny indie-pop off their latest record, 2010's ""Let's Build A Roof."" Indie-rockers Ages and Ages and French Quarter also perform at this all-ages show.",
602-265-4842,,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Titus_Andronicus_154317692252,Titus Andronicus,04/18/2011,Rhythm Room,$14 - $15,"The New Jersey indie-punks were named one of the best new bands of 2010 by Rolling Stone. The group's most recent album, 2010's ""The Monitor,"" is a loose concept album about the Civil War and was ranked No. 10 on Pitchfork's ""Best of 2010"" list.",
480-968-3238,http://www.niletheater.com,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Subhumans_400712346937,Subhumans,04/18/2011,Clubhouse Music Venue,$12,"These influential English hardcore punks formed in 1980, and have split up a couple of times since. The group released its latest album, ""Internal Riot,"" in 2007. Punk bands MDC and the Grim open this all-ages show.",
480-945-5150,http://www.statesidepresents.com,"7117 E. Third Ave. Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/CSS_498731010871,CSS,04/19/2011,The Venue Scottsdale,$18 - $20,"These Brazilian New Rave rockers perform their danceable mix of indie-rock and electronica. Singing in both English and Portuguese, the group performs songs from its latest release, 2008's ""Donkey.""",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/The_Joy_Formidable_980993094090,The Joy Formidable,04/19/2011,Rhythm Room,$12 - $14,"Led by the frantic vocals of lead singer Ritzy Bryan, these Welsh indie-rockers have toured with bands such as the Temper Trap, the Editors and Passion Pit. The group released its debut EP, ""A Balloon Called Moaning,"" in 2010, and is set to release its debut album, ""The Big Roar,"" this year.",
480-968-3238,http://www.statesidepresents.com,"1320 E. Broadway Road Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Pinback_120358929522,Pinback,04/20/2011,Clubhouse Music Venue,$15 - $16,"The latest album by these San Diego indie-rockers, 2007's ""Autumn of the Seraphs,"" earned a 7.8/10 review from Pitchfork, and debuted at No. 3 on the Billboard Independence Album Charts. The group recently made a guest appearance on the TV show ""Yo Gabba Gabba!,"" and is currently working a new album.",
602-265-4842,http://www.statesidepresents.com,"1019 E. Indian School Road Phoenix, AZ, 85014",http://www.azcentral.com/thingstodo/music/Joe_Purdy_247528187229,Joe Purdy,04/27/2011,Rhythm Room,$17,"This Arkansas singer-songwriter adds his soulful voice to the delicate folk songs from his latest album, ""This American.""",
