location,moreInfoLink,timeResult,title,image,date
"Bethlehem, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LEH/lehigh-mountain-hawks,,Lehigh Mountain Hawks vs American,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LEH.gif,"Mar  7, 2011"
"Bethlehem, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LEH/lehigh-mountain-hawks,,Lehigh Mountain Hawks vs Lafayette,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LEH.gif,"Mar 12, 2011"
"Easton, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LAF/lafayette-leopards,,Lafayette Leopards vs @Army,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LAF.gif,"Feb 24, 2011"
"Easton, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LAF/lafayette-leopards,,Lafayette Leopards vs @American,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LAF.gif,"Feb 27, 2011"
"Easton, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LAF/lafayette-leopards,,Lafayette Leopards vs Colgate,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LAF.gif,"Mar  3, 2011"
"Easton, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LAF/lafayette-leopards,,Lafayette Leopards vs Holy Cross,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LAF.gif,"Mar  7, 2011"
"Easton, Pa.",http://www.cbssports.com/collegebasketball/teams/page/LAF/lafayette-leopards,,Lafayette Leopards vs @Lehigh,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LAF.gif,"Mar 12, 2011"
"Hamilton, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/COLG/colgate-raiders,,Colgate Raiders vs @Holy Cross,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/COLG.gif,"Feb 24, 2011"
"Hamilton, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/COLG/colgate-raiders,,Colgate Raiders vs Navy,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/COLG.gif,"Feb 27, 2011"
"Hamilton, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/COLG/colgate-raiders,,Colgate Raiders vs @Lafayette,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/COLG.gif,"Mar  3, 2011"
"Lewisburg, Pa.",http://www.cbssports.com/collegebasketball/teams/page/BUCK/bucknell-bison,,Bucknell Bison vs @Lehigh,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BUCK.gif,"Feb 24, 2011"
"Lewisburg, Pa.",http://www.cbssports.com/collegebasketball/teams/page/BUCK/bucknell-bison,,Bucknell Bison vs @Army,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BUCK.gif,"Feb 27, 2011"
"Lewisburg, Pa.",http://www.cbssports.com/collegebasketball/teams/page/BUCK/bucknell-bison,,Bucknell Bison vs Holy Cross,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/BUCK.gif,"Mar  3, 2011"
"West Point, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/ARMY/army-black-knights,,Army Black Knights vs Lafayette,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ARMY.gif,"Feb 24, 2011"
"West Point, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/ARMY/army-black-knights,,Army Black Knights vs Bucknell,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ARMY.gif,"Feb 27, 2011"
"West Point, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/ARMY/army-black-knights,,Army Black Knights vs @Lehigh,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ARMY.gif,"Mar  3, 2011"
"Washington, D.C.",http://www.cbssports.com/collegebasketball/teams/page/AMER/american-eagles,,American Eagles vs @Navy,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AMER.gif,"Feb 24, 2011"
"Washington, D.C.",http://www.cbssports.com/collegebasketball/teams/page/AMER/american-eagles,,American Eagles vs Lafayette,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AMER.gif,"Feb 27, 2011"
"Washington, D.C.",http://www.cbssports.com/collegebasketball/teams/page/AMER/american-eagles,,American Eagles vs Navy,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AMER.gif,"Mar  3, 2011"
"Washington, D.C.",http://www.cbssports.com/collegebasketball/teams/page/AMER/american-eagles,,American Eagles vs @Lehigh,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AMER.gif,"Mar  7, 2011"
"Pullman, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WAST/washington-state-cougars,,Washington St. Cougars vs Washington,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WAST.gif,"Feb 27, 2011"
"Pullman, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WAST/washington-state-cougars,,Washington St. Cougars vs @Oregon St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WAST.gif,"Mar  4, 2011"
"Pullman, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WAST/washington-state-cougars,,Washington St. Cougars vs @Oregon,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WAST.gif,"Mar  6, 2011"
"Pullman, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WAST/washington-state-cougars,,Washington St. Cougars vs @Oregon,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WAST.gif,"Mar 10, 2011"
"Seattle, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WA/washington-huskies,,Washington Huskies vs @Washington St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WA.gif,"Feb 27, 2011"
"Seattle, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WA/washington-huskies,,Washington Huskies vs @Oregon,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WA.gif,"Mar  4, 2011"
"Seattle, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WA/washington-huskies,,Washington Huskies vs @Oregon St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WA.gif,"Mar  6, 2011"
"Seattle, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WA/washington-huskies,,Washington Huskies vs Stanford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WA.gif,"Mar 12, 2011"
"Seattle, Wash.",http://www.cbssports.com/collegebasketball/teams/page/WA/washington-huskies,,Washington Huskies vs @California,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/WA.gif,"Mar 13, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/UCLA/ucla-bruins,,UCLA Bruins vs Oregon St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/UCLA.gif,"Feb 25, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/UCLA/ucla-bruins,,UCLA Bruins vs Oregon,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/UCLA.gif,"Feb 27, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/UCLA/ucla-bruins,,UCLA Bruins vs @Arizona,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/UCLA.gif,"Mar  4, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/UCLA/ucla-bruins,,UCLA Bruins vs @Arizona St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/UCLA.gif,"Mar  6, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/UCLA/ucla-bruins,,UCLA Bruins vs @Arizona,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/UCLA.gif,"Mar 11, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/UCLA/ucla-bruins,,UCLA Bruins vs @California,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/UCLA.gif,"Mar 12, 2011"
"Stanford, Calif.",http://www.cbssports.com/collegebasketball/teams/page/STAN/stanford-cardinal,,Stanford Cardinal vs Arizona St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STAN.gif,"Feb 25, 2011"
"Stanford, Calif.",http://www.cbssports.com/collegebasketball/teams/page/STAN/stanford-cardinal,,Stanford Cardinal vs Arizona,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STAN.gif,"Feb 27, 2011"
"Stanford, Calif.",http://www.cbssports.com/collegebasketball/teams/page/STAN/stanford-cardinal,,Stanford Cardinal vs California,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STAN.gif,"Mar  6, 2011"
"Stanford, Calif.",http://www.cbssports.com/collegebasketball/teams/page/STAN/stanford-cardinal,,Stanford Cardinal vs @Arizona St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STAN.gif,"Mar 11, 2011"
"Stanford, Calif.",http://www.cbssports.com/collegebasketball/teams/page/STAN/stanford-cardinal,,Stanford Cardinal vs @Washington,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STAN.gif,"Mar 12, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/USC/southern-california-trojans,,USC Trojans vs Oregon,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/USC.gif,"Feb 25, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/USC/southern-california-trojans,,USC Trojans vs Oregon St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/USC.gif,"Feb 27, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/USC/southern-california-trojans,,USC Trojans vs @Arizona St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/USC.gif,"Mar  4, 2011"
"Los Angeles, Calif.",http://www.cbssports.com/collegebasketball/teams/page/USC/southern-california-trojans,,USC Trojans vs @Arizona,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/USC.gif,"Mar  6, 2011"
"Corvallis, Ore.",http://www.cbssports.com/collegebasketball/teams/page/ORST/oregon-state-beavers,,Oregon St. Beavers vs @UCLA,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ORST.gif,"Feb 25, 2011"
"Corvallis, Ore.",http://www.cbssports.com/collegebasketball/teams/page/ORST/oregon-state-beavers,,Oregon St. Beavers vs @USC,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ORST.gif,"Feb 27, 2011"
"Corvallis, Ore.",http://www.cbssports.com/collegebasketball/teams/page/ORST/oregon-state-beavers,,Oregon St. Beavers vs Washington St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ORST.gif,"Mar  4, 2011"
"Corvallis, Ore.",http://www.cbssports.com/collegebasketball/teams/page/ORST/oregon-state-beavers,,Oregon St. Beavers vs Washington,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/ORST.gif,"Mar  6, 2011"
"Berkeley, Calif.",http://www.cbssports.com/collegebasketball/teams/page/CA/california-golden-bears,,California Golden Bears vs Arizona,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CA.gif,"Feb 25, 2011"
"Berkeley, Calif.",http://www.cbssports.com/collegebasketball/teams/page/CA/california-golden-bears,,California Golden Bears vs Arizona St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CA.gif,"Feb 27, 2011"
"Berkeley, Calif.",http://www.cbssports.com/collegebasketball/teams/page/CA/california-golden-bears,,California Golden Bears vs @Stanford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CA.gif,"Mar  6, 2011"
"Berkeley, Calif.",http://www.cbssports.com/collegebasketball/teams/page/CA/california-golden-bears,,California Golden Bears vs Oregon,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CA.gif,"Mar 11, 2011"
"Berkeley, Calif.",http://www.cbssports.com/collegebasketball/teams/page/CA/california-golden-bears,,California Golden Bears vs UCLA,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CA.gif,"Mar 12, 2011"
"Berkeley, Calif.",http://www.cbssports.com/collegebasketball/teams/page/CA/california-golden-bears,,California Golden Bears vs Washington,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CA.gif,"Mar 13, 2011"
"Tucson, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZ/arizona-wildcats,,Arizona Wildcats vs @California,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZ.gif,"Feb 25, 2011"
"Tucson, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZ/arizona-wildcats,,Arizona Wildcats vs @Stanford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZ.gif,"Feb 27, 2011"
"Tucson, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZ/arizona-wildcats,,Arizona Wildcats vs UCLA,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZ.gif,"Mar  4, 2011"
"Tucson, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZ/arizona-wildcats,,Arizona Wildcats vs USC,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZ.gif,"Mar  6, 2011"
"Tucson, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZ/arizona-wildcats,,Arizona Wildcats vs UCLA,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZ.gif,"Mar 11, 2011"
"Tempe, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZST/arizona-state-sun-devils,,Arizona St. Sun Devils vs @Stanford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZST.gif,"Feb 25, 2011"
"Tempe, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZST/arizona-state-sun-devils,,Arizona St. Sun Devils vs @California,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZST.gif,"Feb 27, 2011"
"Tempe, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZST/arizona-state-sun-devils,,Arizona St. Sun Devils vs USC,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZST.gif,"Mar  4, 2011"
"Tempe, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZST/arizona-state-sun-devils,,Arizona St. Sun Devils vs UCLA,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZST.gif,"Mar  6, 2011"
"Tempe, Ariz.",http://www.cbssports.com/collegebasketball/teams/page/AZST/arizona-state-sun-devils,,Arizona St. Sun Devils vs Stanford,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AZST.gif,"Mar 11, 2011"
"Martin, Tenn.",http://www.cbssports.com/collegebasketball/teams/page/TNMART/tennessee-martin-skyhawks,,UT-Martin Skyhawks vs @Eastern Ky.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/TNMART.gif,"Feb 25, 2011"
"Martin, Tenn.",http://www.cbssports.com/collegebasketball/teams/page/TNMART/tennessee-martin-skyhawks,,UT-Martin Skyhawks vs @Morehead St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/TNMART.gif,"Feb 27, 2011"
"Cookeville, Tenn.",http://www.cbssports.com/collegebasketball/teams/page/TNTECH/tennessee-tech-golden-eagles,,Tennessee Tech Golden Eagles vs @Morehead St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/TNTECH.gif,"Mar  5, 2011"
"Nashville, Tenn.",http://www.cbssports.com/collegebasketball/teams/page/TNST/tennessee-state-tigers,,Tennessee St. Tigers vs @SE Missouri St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/TNST.gif,"Feb 25, 2011"
"Nashville, Tenn.",http://www.cbssports.com/collegebasketball/teams/page/TNST/tennessee-state-tigers,,Tennessee St. Tigers vs @Eastern Ill.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/TNST.gif,"Feb 27, 2011"
"Nashville, Tenn.",http://www.cbssports.com/collegebasketball/teams/page/TNST/tennessee-state-tigers,,Tennessee St. Tigers vs @Murray St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/TNST.gif,"Mar  2, 2011"
"Murray, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MURYST/murray-state-racers,,Murray St. Racers vs Tennessee St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MURYST.gif,"Mar  2, 2011"
"Murray, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MURYST/murray-state-racers,,Murray St. Racers vs Eastern Ill.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MURYST.gif,"Mar  5, 2011"
"Murray, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MURYST/murray-state-racers,,Murray St. Racers vs Morehead St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MURYST.gif,"Mar  6, 2011"
"Morehead, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MOREHDST/morehead-state-eagles,,Morehead St. Eagles vs Murray St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MOREHDST.gif,"Feb 25, 2011"
"Morehead, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MOREHDST/morehead-state-eagles,,Morehead St. Eagles vs UT-Martin,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MOREHDST.gif,"Feb 27, 2011"
"Morehead, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MOREHDST/morehead-state-eagles,,Morehead St. Eagles vs Jacksonville St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MOREHDST.gif,"Mar  2, 2011"
"Morehead, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MOREHDST/morehead-state-eagles,,Morehead St. Eagles vs Tennessee Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MOREHDST.gif,"Mar  5, 2011"
"Morehead, Ky.",http://www.cbssports.com/collegebasketball/teams/page/MOREHDST/morehead-state-eagles,,Morehead St. Eagles vs @Murray St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MOREHDST.gif,"Mar  6, 2011"
"Jacksonville, Ala.",http://www.cbssports.com/collegebasketball/teams/page/JAXST/jacksonville-state-gamecocks,,Jacksonville St. Gamecocks vs @Tennessee Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/JAXST.gif,"Feb 27, 2011"
"Jacksonville, Ala.",http://www.cbssports.com/collegebasketball/teams/page/JAXST/jacksonville-state-gamecocks,,Jacksonville St. Gamecocks vs @Morehead St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/JAXST.gif,"Mar  2, 2011"
"Richmond, Ky.",http://www.cbssports.com/collegebasketball/teams/page/EKY/eastern-kentucky-colonels,,Eastern Ky. Colonels vs UT-Martin,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EKY.gif,"Feb 25, 2011"
"Richmond, Ky.",http://www.cbssports.com/collegebasketball/teams/page/EKY/eastern-kentucky-colonels,,Eastern Ky. Colonels vs Murray St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EKY.gif,"Feb 27, 2011"
"Richmond, Ky.",http://www.cbssports.com/collegebasketball/teams/page/EKY/eastern-kentucky-colonels,,Eastern Ky. Colonels vs @Eastern Ill.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EKY.gif,"Mar  2, 2011"
"Charleston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/EIL/eastern-illinois-panthers,,Eastern Ill. Panthers vs Austin Peay,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EIL.gif,"Feb 25, 2011"
"Charleston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/EIL/eastern-illinois-panthers,,Eastern Ill. Panthers vs Tennessee St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EIL.gif,"Feb 27, 2011"
"Charleston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/EIL/eastern-illinois-panthers,,Eastern Ill. Panthers vs Eastern Ky.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EIL.gif,"Mar  2, 2011"
"Charleston, Ill.",http://www.cbssports.com/collegebasketball/teams/page/EIL/eastern-illinois-panthers,,Eastern Ill. Panthers vs @Murray St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/EIL.gif,"Mar  5, 2011"
Clarksville Tenn.,http://www.cbssports.com/collegebasketball/teams/page/AP/austin-peay-governors,,Austin Peay Governors vs @Eastern Ill.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AP.gif,"Feb 25, 2011"
Clarksville Tenn.,http://www.cbssports.com/collegebasketball/teams/page/AP/austin-peay-governors,,Austin Peay Governors vs @SE Missouri St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AP.gif,"Feb 27, 2011"
Clarksville Tenn.,http://www.cbssports.com/collegebasketball/teams/page/AP/austin-peay-governors,,Austin Peay Governors vs Tennessee Tech,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/AP.gif,"Mar  2, 2011"
"Loretto, Pa.",http://www.cbssports.com/collegebasketball/teams/page/STFRPA/st-francis-pa-red-flash,,St. Francis (Pa.) Red Flash vs @Mt. St. Mary&acute;s,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STFRPA.gif,"Feb 25, 2011"
"Loretto, Pa.",http://www.cbssports.com/collegebasketball/teams/page/STFRPA/st-francis-pa-red-flash,,St. Francis (Pa.) Red Flash vs @Wagner,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STFRPA.gif,"Feb 27, 2011"
"Loretto, Pa.",http://www.cbssports.com/collegebasketball/teams/page/STFRPA/st-francis-pa-red-flash,,St. Francis (Pa.) Red Flash vs @Mt. St. Mary&acute;s,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/STFRPA.gif,"Mar  4, 2011"
"Fairfield, Conn.",http://www.cbssports.com/collegebasketball/teams/page/SACHRT/sacred-heart-pioneers,,Sacred Heart Pioneers vs Fair. Dickinson,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/SACHRT.gif,"Feb 25, 2011"
"Fairfield, Conn.",http://www.cbssports.com/collegebasketball/teams/page/SACHRT/sacred-heart-pioneers,,Sacred Heart Pioneers vs @Monmouth,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/SACHRT.gif,"Feb 27, 2011"
"Hamden, Conn.",http://www.cbssports.com/collegebasketball/teams/page/QPC/quinnipiac-bobcats,,Quinnipiac Bobcats vs Monmouth,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/QPC.gif,"Feb 25, 2011"
"Hamden, Conn.",http://www.cbssports.com/collegebasketball/teams/page/QPC/quinnipiac-bobcats,,Quinnipiac Bobcats vs @Fair. Dickinson,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/QPC.gif,"Feb 27, 2011"
"Hamden, Conn.",http://www.cbssports.com/collegebasketball/teams/page/QPC/quinnipiac-bobcats,,Quinnipiac Bobcats vs Monmouth,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/QPC.gif,"Mar  4, 2011"
"Hamden, Conn.",http://www.cbssports.com/collegebasketball/teams/page/QPC/quinnipiac-bobcats,,Quinnipiac Bobcats vs Long Island,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/QPC.gif,"Mar  7, 2011"
"Hamden, Conn.",http://www.cbssports.com/collegebasketball/teams/page/QPC/quinnipiac-bobcats,,Quinnipiac Bobcats vs Robert Morris,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/QPC.gif,"Mar 10, 2011"
"West Long Branch, N.J.",http://www.cbssports.com/collegebasketball/teams/page/MONNJ/monmouth-hawks,,Monmouth Hawks vs @Quinnipiac,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MONNJ.gif,"Feb 25, 2011"
"West Long Branch, N.J.",http://www.cbssports.com/collegebasketball/teams/page/MONNJ/monmouth-hawks,,Monmouth Hawks vs Sacred Heart,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MONNJ.gif,"Feb 27, 2011"
"West Long Branch, N.J.",http://www.cbssports.com/collegebasketball/teams/page/MONNJ/monmouth-hawks,,Monmouth Hawks vs @Quinnipiac,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/MONNJ.gif,"Mar  4, 2011"
"Brooklyn, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/LIU/liu-brooklyn-blackbirds,,Long Island Blackbirds vs @C. Connecticut St.,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LIU.gif,"Feb 25, 2011"
"Brooklyn, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/LIU/liu-brooklyn-blackbirds,,Long Island Blackbirds vs @Bryant,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LIU.gif,"Feb 27, 2011"
"Brooklyn, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/LIU/liu-brooklyn-blackbirds,,Long Island Blackbirds vs Fair. Dickinson,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LIU.gif,"Mar  4, 2011"
"Brooklyn, N.Y.",http://www.cbssports.com/collegebasketball/teams/page/LIU/liu-brooklyn-blackbirds,,Long Island Blackbirds vs @Quinnipiac,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/LIU.gif,"Mar  7, 2011"
"Teaneck, N.J.",http://www.cbssports.com/collegebasketball/teams/page/FRDICK/fairleigh-dickinson-knights,,Fair. Dickinson Knights vs @Sacred Heart,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/FRDICK.gif,"Feb 25, 2011"
"Teaneck, N.J.",http://www.cbssports.com/collegebasketball/teams/page/FRDICK/fairleigh-dickinson-knights,,Fair. Dickinson Knights vs Quinnipiac,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/FRDICK.gif,"Feb 27, 2011"
"Teaneck, N.J.",http://www.cbssports.com/collegebasketball/teams/page/FRDICK/fairleigh-dickinson-knights,,Fair. Dickinson Knights vs @Long Island,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/FRDICK.gif,"Mar  4, 2011"
"New Britain, Conn.",http://www.cbssports.com/collegebasketball/teams/page/CCTST/central-connecticut-state-blue-devils,,C. Connecticut St. Blue Devils vs Long Island,http://sports.cbsimg.net/images/cbss/ui2/logos/collegebasketball/160x100/CCTST.gif,"Feb 25, 2011"
