phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
215-482-7300ext110,http://www.schuylkillcenter.org,Home School Class: Pennsylvania Mammals,scee@schuylkillcenter.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Home-School-Class-Pennsylvania-Mammals/event/13330/,05/10/2011,3:00 pm,"8480 Hagy's Mill Rd., 				Philadelphia, PA","<p>Explore mammal species and artifacts such as hides, bones &amp; skulls. Explore adaptations, threatened &amp; endangered species. Ages 6-9.",The Schuylkill Center for Environmental Education,1:00 pm,,
609-884-5404,http://www.capemaymac.org,A Ride with the Ghost Writer,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/A-Ride-with-the-Ghost-Writer/event/13878/,05/13/2011,10:15 pm,"1048 Washington St., 				Cape May, NJ","<p>45-min. evening trolley ride takes you through the streets of Cape May's Historic District with well-known psychic medium Craig McManus providing the narration. Craig will talk about ghosts &amp; spirits, the history of the houses where he has sensed activity and legends of ghost activity in Cape May. Teens &amp; adults.",Emlen Physick Estate,9:30 pm,,
609-884-5404,http://www.capemaymac.org,A Walk with the Ghost Writer,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/A-Walk-with-the-Ghost-Writer/event/13879/,05/14/2011,9:45 pm,"Washington & Ocean Sts., 				Cape May, NJ",<p>One-hr. walking tour with ghost writer &amp; psychic medium&nbsp;Craig McManus focuses on the haunted properties in Cape May's Historic District. Teens &amp; adults.,Washington Street Mall Information Booth,8:45 pm,,
215-409-6700,http://www.constitutioncenter.org,National Constitution Center Boy Scout Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/National-Constitution-Center-Boy-Scout-Day/event/14237/,05/14/2011,3:00 pm,"525 Arch St., 				Philadelphia, PA",<p>Scouts can enjoy a fun-filled day learning about our country while meeting requirements and working toward badges.,National Constitution Center,9:00 am,http://www.metrokids.com/images/cache/7b20b17623e15fb92bf0523be2c3fcca.jpeg,
610-827-1906,http://www.anselmamill.org,Spring Festival & Wheat Weaving Demonstration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Festival-Wheat-Weaving-Demonstration/event/14155/,05/14/2011,4:00 pm,"1730 Conestoga Rd., 				Chester Springs, PA","<p>Expert weaver Linda Beiler shows visitors how to make their own straw art &amp; other uses for wheat weaving. A milling demonstration runs continuously throughout the day in the historic grist mill. The new Historic Grain Garden, featuring wheat, corn, oats, barley &amp; rye, is open for tours.",The Mill at Anselma,10:00 am,http://www.metrokids.com/images/cache/20363f81dbe8f7f2e5b364a0b26b0cd1.jpeg,
215-646-8866,http://www.wvwa.org,WVWA Evans-Mumbower Open House,info@wvwa.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/WVWA-Evans-Mumbower-Open-House/event/14108/,05/15/2011,4:00 pm,"corner of Swedesford & Township Line Rds., 				Upper Gwynedd, PA","<p>After 81 years, the Evans-Mumbower Mill&rsquo;s waterwheel is finally turning &amp; the millstones are grinding again. WVWA&rsquo;s dedicated Mill volunteers have worked for 24 years to achieve this milestone. The Evans-Mumbower is the only remaining mill in Montgomery County that is fully operational &amp; open to the public.",Evans-Mumbower Mill,1:00 pm,http://www.metrokids.com/images/cache/72222053b908606ec07b419a71e0382c.jpeg,
215-409-6700,http://www.constitutioncenter.org,The Spy and Space Race: The Cold War and America,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Spy-and-Space-Race-The-Cold-War-and-America/event/14238/,05/20/2011,3:00 pm,"525 Arch St., 				Philadelphia, PA","<p>On the anniversary of Neil Armstrong&rsquo;s historic moon landing in 1969, participate in a 20-minute interactive program that will examine the role of spies during the Cold War era and how they influenced space exploration, in connection with the Center&rsquo;s Spies, Traitors &amp; Saboteurs: Fear and Freedom in America exhibition.  Footage from the first moon landing is shown on the Grand Hall Overlook at 12noon.",National Constitution Center,10:00 am,http://www.metrokids.com/images/cache/a8deeaf9639eb051d3da7b4e4ebe1831.jpeg,
877-496-9498,http://www.dayinoldnewcastle.org,A Day in Old New Castle,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/A-Day-in-Old-New-Castle/event/14207/,05/21/2011,5:00 pm,"Rtes. 141 & 273, 				New Castle, DE","<p>Tour homes dating from the 18th century &amp; learn about New Castle history. Also enjoy an antique car show, concerts &amp; art sale. Event is the oldest home &amp; garden tour in the U.S.",Free parking & shuttle from First Baptist Church,10:00 am,,
609-884-5404,http://www.capemaymac.org,Armed Forces Day Veterans Acknowledgement Ceremony,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Armed-Forces-Day-Veterans-Acknowledgement-Ceremony/event/13881/,05/21/2011,3:00 pm,"536 Sunset Blvd., 				Lower Township, NJ","<p>Ceremony honors Cape May&rsquo;s World War II veterans &amp; their families. There will be tales of civilian life in Cape May during the war by those who lived it, music of the WWII era, free tours of tower, several area WWII veterans on hand to share their stories &amp; World War II re-enactors.&nbsp;",World War II Lookout Tower,11:00 am,http://www.metrokids.com/images/cache/81bba8104f29ee81db0056d1cc605d1b.jpeg,
609-884-5404,http://www.capemaymac.org,Delaware Bay Lighthouse Adventure,mac4arts@capemaymac.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Delaware-Bay-Lighthouse-Adventure/event/13882/,05/21/2011,5:00 pm,"3rd Ave. & Wilson Dr., 				Cape May, NJ",<p>Enjoy a cruise up the Delaware Bay aboard the Cape May Whale Watcher&rsquo;s Spirit of Cape May for a full day of lighthouse viewing. Continental breakfast &amp; luncheon buffet included. Cash bar available.,Miss Chris Marina,10:00 am,http://www.metrokids.com/images/cache/9eec1755914fa0937b85f67d462aacfd.jpeg,
215-357-4005,http://www.churchvillenaturecenter.org,Native American Lecture: Pride In Our Circle,churchvillenaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Native-American-Lecture-Pride-In-Our-Circle/event/13934/,05/21/2011,5:00 pm,"501 Churchville Lane, 				Churchville, PA",<p>Join guest speaker Frank Little Bear for a presentation on Native American Life past &amp; present.,Churchville Nature Center,4:00 pm,,
215-357-4005,http://www.churchvillenaturecenter.org,Native American Social Dancing,churchvillenaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Native-American-Social-Dancing/event/13932/,05/21/2011,9:00 pm,"501 Churchville Lane, 				Churchville, PA","<p>Come out for a fun night of Native American social dancing with Frank Little Bear, a Cree Indian.",Churchville Nature Center,6:00 pm,,
215-409-6700,http://www.constitutioncenter.org,Navy Week Celebration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Navy-Week-Celebration/event/14239/,05/24/2011,12:00 pm,"525 Arch St., 				Philadelphia, PA","<p>In celebration of Philadelphia's Navy Week (May 20-29) and Memorial Day, join in a tribute to the American Flag, narrated by Rear Admiral Kenneth J. Braithwaite. Event includes a reading of the patriotic poem &ldquo;Old Glory&rdquo; and a performance by the Navy Band.",National Constitution Center,11:00 am,http://www.metrokids.com/images/cache/c2904e8d02fa7d75d0aa4a6e086a2bf8.jpeg,
215-409-6700,http://www.constitutioncenter.org,Memorial Day Weekend Celebration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Memorial-Day-Weekend-Celebration/event/14241/,05/28/2011,3:00 pm,"525 Arch St., 				Philadelphia, PA",<p>Celebrate the people and events of our nation&rsquo;s past during special museum programs.,National Constitution Center,10:00 am,http://www.metrokids.com/images/cache/6970fa974ca98ac874c9cc0849975a97.jpeg,05/30/2011
215-438-1861,http://www.ebenezermaxwellmansion.org,Old-Fashioned Picnic,emaxwellmansion@yahoo.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Old-Fashioned-Picnic/event/13853/,05/28/2011,3:00 pm,"200 W. Tulpehocken St., 				Philadelphia, PA","<p>Picnic offers activities for children including croquet, scavenger hunt, face painting, juggler, photos in Victorian clothing, hot dogs, ice cream &amp; duck hunt.",Ebenezer Maxwell Mansion,12:00 pm,http://www.metrokids.com/images/cache/11e8916973f6fdec8b18bdf3f024213b.jpeg,
609-898-2300,http://www.hcsv.org,Village Sampler,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Village-Sampler/event/12380/,05/28/2011,4:30 pm,"720 Rte. 9, 				Cape May, NJ","<p>Visit this 19th century, open-air living history museum, for free. A selection of historic buildings will be open on this preview weekend.",Historic Cold Spring Village,10:00 am,,05/29/2011
610-358-3632,http://www.darlingtonarts.org,"""Hands""-On Family Plaques Workshop",info@darlingtonarts.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Hands-On-Family-Plaques-Workshop/event/13083/,,7:00 pm,"977 Shavertown Rd., 				Garnet Valley, PA","<p>Using your handprints, design an artistic family plaque.&nbsp;",Darlington Arts Center,6:00 pm,http://www.metrokids.com/images/cache/08dbcae3bd03022fc6b909652811bbdb.jpeg,
215-574-3550,http://www.walnutstreettheatre.org,Click Clack Moo at Walnut Street Theatre for Kids,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Click-Clack-Moo-at-Walnut-Street-Theatre-for-Kids/event/14272/,,3:30 pm,"825 Walnut St., 				Philadelphia , PA","Normal    0            false    false    false                                     MicrosoftInternetExplorer4                  /* Style Definitions */   table.MsoNormalTable  	{mso-style-name:""Table Normal"";  	mso-tstyle-rowband-size:0;  	mso-tstyle-colband-size:0;  	mso-style-noshow:yes;  	mso-style-parent:"""";  	mso-padding-alt:0in 5.4pt 0in 5.4pt;  	mso-para-margin:0in;  	mso-para-margin-bottom:.0001pt;  	mso-pagination:widow-orphan;  	font-size:10.0pt;  	font-family:""Times New Roman"";  	mso-ansi-language:#0400;  	mso-fareast-language:#0400;  	mso-bidi-language:#0400;}      <p>Farmer Brown has a problem! His cows type letters, demanding blankets. When he refuses, the animals go on strike. Don&rsquo;t miss this hilariously &quot;moo-ving&quot; musical.",Walnut Street Theatre,10:30 am,http://www.metrokids.com/images/cache/fff5f99b07b31ca559a96be19e68bfa1.jpeg,
215-887-4882,http://www.abingtonartcenter.org,EUREKA! Family Art Workshop,programs@abingtonartcenter.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/EUREKA-Family-Art-Workshop/event/13402/,,3:00 pm,"515 Meetinghouse Rd., 				Jenkintown, PA",<p>Families of any size &amp; artistic ability can explore the galleries and make art together. Each month features a different project.,Abington Art Center,11:00 am,,
610-388-8382,http://www.brandywinemuseum.org/ed-family-children.html,Free Sunday Mornings at Brandywine River Museum,education@brandywine.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Free-Sunday-Mornings-at-Brandywine-River-Museum/event/12969/,01/16/2011,12:00 pm,"Rte. 1, 				Chadds Ford, PA","<p>Admission is free on Sunday mornings from 9:30am-12noon. The restaurant serves &quot;Breakfast on the Brandywine&quot; during the same time (not free).<p>Admission fee is not waived on Sun., May 29, 2011 during the 40th Annual Antiques Show.",Brandywine River Museum,9:30 am,,11/20/2011
856-833-1330,http://www.paintatallfiredup.com,Story Time & Pottery Painting,pamandkim@paintatallfiredup.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Story-Time-Pottery-Painting/event/14173/,04/27/2011,2:00 pm,"602 Haddon Ave., 				Collingswood, NJ","<p>Read a story &amp; paint a related pottery piece every other week. Wed., 10am. Thurs., 1pm. Sat., 10am.<p>April 27-30: Read &quot;The Grandma Book&quot; &amp; paint an Essential Bowl for Grandma<p>May 11-14: Read &quot;Daddy is a Cozy Hug&quot; &amp; paint an ice cream cone bowl for Dad<p>May 25-28: Read &quot;How Do Dinosaurs Love Their Dogs&quot; &amp; paint a dinosaur or a dog<p>June 8-11: Read &quot;The Grandpa Book&quot; &amp; paint a large mug for Grandpa<p>June 22-25: Read &quot;I Broke My Trunk&quot; &amp; paint an elephant or a piggy",All Fired Up!,1:00 pm,,06/25/2011
856-833-1330,http://paintatallfiredup.com,"PJ's, Pizza & Painting",pamandkim@paintatallfiredup.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/PJs-Pizza-Painting/event/14204/,06/10/2011,8:30 pm,"602 Haddon Ave., 				Collingswood, NJ","<p>Wear your PJ's, watch a Scooby-Doo&nbsp;movie,&nbsp;eat&nbsp;pizza &amp; dessert and choose a piece of pottery to paint). Ages 5 &amp; up.",All Fired Up!,6:30 pm,http://www.metrokids.com/images/cache/0f4ac00bccfecbaa199fe2df72425cfa.jpeg,
610-827-1906,http://www.anselmamill.org,Flour Milling & Blacksmithing Demonstration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Flour-Milling-Blacksmithing-Demonstration/event/14156/,06/11/2011,4:00 pm,"1730 Conestoga Rd., 				Chester Springs, PA","Normal    0            false    false    false                                     MicrosoftInternetExplorer4                 st1:*{behavior:url(#ieooui) }         /* Style Definitions */   table.MsoNormalTable  	{mso-style-name:""Table Normal"";  	mso-tstyle-rowband-size:0;  	mso-tstyle-colband-size:0;  	mso-style-noshow:yes;  	mso-style-parent:"""";  	mso-padding-alt:0in 5.4pt 0in 5.4pt;  	mso-para-margin:0in;  	mso-para-margin-bottom:.0001pt;  	mso-pagination:widow-orphan;  	font-size:10.0pt;  	font-family:""Times New Roman"";  	mso-ansi-language:#0400;  	mso-fareast-language:#0400;  	mso-bidi-language:#0400;}      <p class=""MsoNormal"">Don Plummer, a modern blacksmith, will work his forge and hand-craft colonial items. Tour the historic mill to see how grain was turned into flour &amp; visit the new educational grain garden to learn about how agriculture changed the history of Chester County.",The Mill at Anselma,10:00 am,http://www.metrokids.com/images/cache/ee86790175462fa61435e2cc72944440.jpeg,
215-393-8380,http://www.MudShack.com,Make a Father's Day Present,info@mudshack.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Make-a-Fathers-Day-Present/event/14154/,06/12/2011,,"515 Stump Rd., 				North Wales, PA",<p>Create a one-of-a-kind present for dad by putting your child's hand print on a ceramic mug or beer stein.,The Mud Shack,1:30 pm,,
215-898-4000,http://www.penn.museum/press-releases/931-may-and-june-2011-calendar-of-events.html,Summer Wonders: Daria's Worldfest,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Summer-Wonders-Darias-Worldfest/event/14266/,06/22/2011,11:30 am,"3260 South St., 				Philadelphia, PA",<p>Travel around the world in song with  internationally known multicultural musician &amp; recording artist Daria.,Penn Museum,10:30 am,http://www.metrokids.com/images/cache/578f599cb7ab918b55ecff789906c7e3.jpeg,
610-688-7092,,Live at the Library! Junior,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Live-at-the-Library-Junior/event/14252/,06/23/2011,3:00 pm,"582 Upper Gulph Rd., 				Strafford, PA","<p>Roberta Halpern, choreographer &amp; dance instructor presents &quot;Global Rhythms,&quot; a dance &amp; movement workshop. Ages 3-6. Parents/caregivers required to attend. Registration required.",Tredyffrin Public Library,2:00 pm,,
610-688-7092,,"""Rhythms of the World""",,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Rhythms-of-the-World/event/14163/,06/27/2011,8:30 pm,"582 Upper Gulph Rd., 				Strafford, PA",<p>Program with percussionist Bill Marconi. Ages 7-12. Parents also welcome to register and attend.,Tredyffrin Public Library,7:30 pm,,
215-898-4000,http://www.penn.museum/press-releases/931-may-and-june-2011-calendar-of-events.html,Summer Wonders: Chariot of the Sun,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Summer-Wonders-Chariot-of-the-Sun/event/14267/,06/29/2011,11:30 am,"3260 South St., 				Philadelphia, PA","<p>Meet the heroes, gods &amp; monsters of Greek mythology.",Penn Museum,10:30 am,http://www.metrokids.com/images/cache/0ff6d636b31b28131c62474793f1f103.jpeg,
215-409-6700,http://www.constitutioncenter.org,Flag Day,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Flag-Day/event/14242/,06/14/2011,3:00 pm,"525 Arch St., 				Philadelphia, PA",<p>Participate in a flag etiquette workshop and flag raising ceremony. Discover the history and symbolism behind the American Flag.,National Constitution Center,10:00 am,http://www.metrokids.com/images/cache/94e9396b3e0c5cedebce791daa122e01.jpeg,
,http://www.nps.gov/hofu,Children's Games & Pastimes,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Childrens-Games-Pastimes/event/13892/,06/25/2011,4:00 pm,"2 Mark Bird Lane, 				Elverson, PA",<p>Learn about some of the games that children played in the 18th &amp; 19th centuries.,Hopewell Furnace National Historic Site,10:00 am,,
215-409-6700,http://www.constitutioncenter.org,5 After 5: Summer Nights at the Constitution Center,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/5-After-5-Summer-Nights-at-the-Constitution-Center/event/14243/,06/30/2011,8:00 pm,"525 Arch St., 				Philadelphia, PA",<p>The museum is open for extended hours from 5-8pm and reduced $5 admission on Thursdays in the summer.,National Constitution Center,5:00 pm,http://www.metrokids.com/images/cache/cf7ae63d359f178ff3a94dba6286b4ca.jpeg,08/25/2011
215-409-6700,http://www.constitutioncenter.org,Independence Day Celebration,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Independence-Day-Celebration/event/14244/,06/30/2011,3:00 pm,"525 Arch St., 				Philadelphia, PA","<p>Celebrate Independence Day with patriotic fanfare and fun &ndash; all with a George Washington twist, in connection with the Center&rsquo;s summer exhibition, Discover the Real George Washington: New Views from Mount Vernon.",National Constitution Center,10:00 am,http://www.metrokids.com/images/cache/806a8fa7cef813c140f3ee9aa0a2d0b0.jpeg,07/5/2011
,http://museums.bankofamerica.com,Bank of America Museums on Us,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Bank-of-America-Museums-on-Us/event/13352/,,,PA,"<p>Bank of America cardholders receive free admission to participating museums nationwide the first weekend of every month. Museums include the African American Museum in Phila., National Constitution Center, Phila. Museum of Art, Please Touch Museum, Garden State Discovery Museum, Delaware Art Museum, Delaware Museum of Natural History, Winterthur &amp; others.",Participating museums nationwide,,,
215-448-1200,http://www.fi.edu,Night Skies in the Observatory,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Night-Skies-in-the-Observatory/event/10079/,01/13/2011,,"222 N. 20th St., 				Philadelphia, PA","<p>The Joel N. Bloom Observatory is open for families to look through telescopes, enjoy a Fels Planetarium show &amp; listen to a lecture or presentation. 6pm-9pm. June, July &amp; August, 7pm-10pm.",The Franklin Institute,6:00 pm,,12/8/2011
,http://www.shophaddonfieldnj.com,First Friday Haddonfield,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/First-Friday-Haddonfield/event/14195/,,9:00 pm,"2 Kings Court, 				Haddonfield, NJ",<p>Enjoy live entertainment &amp; shopping specials.,Haddonfield Information Center,5:00 pm,,
856-273-1370,http://www.eliteclimbing.com,Kids Club at Elite Climbing,contactus@eliteclimbing.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Club-at-Elite-Climbing/event/10911/,09/30/2011,8:00 pm,"67 Old Kings Hwy., 				Maple Shade, NJ",<p>Bring your kids (ages 5-14) to go climbing with the help of one of the Elite instructors. Stay &amp; watch or leave &amp; come back. Walk-ins&nbsp; welcome.,Elite Climbing,6:00 pm,,
215-729-5218ext110,http://www.bartramsgarden.org,Little Explorers,lgale@bartramsgarden.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Little-Explorers/event/13983/,,11:30 am,"54th St. & Lindbergh Blvd., 				Philadelphia, PA","<p>Encourage your child's curiosity about the natural world. Activities, stories, snack,&nbsp;garden walks &amp; exciting discoveries. Ages 2-4.",Bartram's Garden,10:00 am,http://www.metrokids.com/images/cache/bc7190999eb77663eb323c65bc3cf195.jpeg,
215-862-2924,http://www.bhwp.org,Wildflower Walk,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Wildflower-Walk/event/13940/,10/30/2011,,"1635 River Rd., 				New Hope, PA","<p>Enjoy a guided wildflower walk, Tues.-Sun., 2pm. See flowers &amp; fruits in season and discover fun facts about the plants &amp; animals.",Bowman's Hill Wildflower Preserve,2:00 pm,,
302-239-5160,http://www2.nccde.org/libraries/Hockessin/Youth/default.aspx,"Rhythm, Rhyme & Story Time",,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Rhythm-Rhyme-Story-Time/event/13214/,02/15/2011,10:45 am,"1023 Valley Rd., 				Hockessin, DE","<p>Stories, fingerplays &amp; crafts. Ages 3 &amp; up. Every other Tuesday, 10:15am.",Hockessin Library,10:15 am,,08/30/2011
302-731-7550,http://www.nccde.org/newark,Chess Night,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Chess-Night/event/10508/,08/11/2010,8:30 am,"750 Library Ave., 				Newark, DE",<p>All ages &amp; abilities welcome.,Newark Free Library,6:30 am,,12/28/2011
215-923-9643,http://www.shantiyogashala.org,Karma Kids Yoga (Ages 3-5),info@shantiyogashala.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Karma-Kids-Yoga-Ages-3-5/event/12965/,01/19/2011,5:00 pm,"242 N. 3rd St., 				Philadelphia, PA","<p>Kids participate in fun-filled yoga poses &amp; breathing exercises. Play yoga by imitating animals &amp;  nature and by using creative expression, games, music, art &amp;  storytelling. Ages 3-5.",Shanti Yoga Shala,4:15 pm,http://www.metrokids.com/images/cache/b22435b5a42025054c6c9497003ad366.jpeg,12/28/2011
215-923-9643,http://www.shantiyogashala.org,Karma Kids Yoga (Ages 6-9),info@shantiyogashala.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Karma-Kids-Yoga-Ages-6-9/event/12962/,01/19/2011,6:15 pm,"242 N. 3rd St., 				Philadelphia, PA","<p>Kids participate in fun-filled yoga poses &amp; breathing exercises to promote physical strength &amp; flexibility, concentration, body awareness, confidence, relaxation and a feeling of well-being &amp; respect for others. Ages 6-9.",Shanti Yoga Shala,5:15 pm,http://www.metrokids.com/images/cache/498af5efdff69ebd353dd1853a05cf1d.jpeg,12/28/2011
302-239-5160,http://www2.nccde.org/libraries/Hockessin/Youth/default.aspx,Explore & Discover Story Time,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Explore-Discover-Story-Time/event/13215/,08/23/2011,10:45 am,"1023 Valley Rd., 				Hockessin, DE","<p>Stories &amp;activities about math &amp; science concepts. Ages 3 &amp; up.Every other Tuesday, 10:15am.",Hockessin Library,10:15 am,,
,http://www.loopdihoops.com,Loopdihoops/Live Well Hoop Jam,Leah@loopdihoops.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Loopdihoops-Live-Well-Hoop-Jam/event/14103/,05/11/2011,7:00 am,"E. Athens & Linwood Ave., 				Ardmore, PA","<p>Grab the family &amp; hula hoop to music or just enjoy the beautiful park. Hoops are provided, but the fun is yours!",Linwood Park,6:00 pm,http://www.metrokids.com/images/cache/44c07cf668ea380e6e7e64c20e6dbb50.jpeg,09/14/2011
610-278-5100,http://www.mc-npl.org,Roll Over & Read,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Roll-Over-Read/event/12797/,01/15/2011,1:00 pm,"1001 Powell St., 				Norristown, PA",<p>Read to specially-trained dogs. Bring your own book or read one from the Library. Meet in the Children&rsquo;s Department on the second floor. For elementary school age children.,Montgomery County-Norristown Public Library,11:00 am,,08/20/2011
,http://www.thewiggles.com.au/us/events/,The Wiggles Big Birthday Tour,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Wiggles-Big-Birthday-Tour/event/14258/,07/16/2011,4:00 pm,"19 S. 69th St., 				Philadelphia, PA","<p>Wiggle in the aisles for the Big Birthday show. The Wiggles bring their highly interactive, fun &amp; educational message in a live tour.",Tower Theater,12:30 pm,http://www.metrokids.com/images/cache/511ac0022090d62c9375716d676751c9.jpeg,
610-666-5593,http://pa.audubon.org/centers_mill_grove.html,Young Naturalists Series,Cashley@audubon.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Young-Naturalists-Series/event/12963/,05/27/2011,2:00 pm,"1201 Pawlings Rd., 				Audubon, PA","<p>&nbsp;Learn about animals with songs, crafts &amp; stories. Ages 3-5.",John James Audubon Center at Mill Grove,1:00 pm,http://www.metrokids.com/images/cache/d0c359064309daaaf5b1ed19077569f7.jpeg,08/19/2011
856-869-011,http://www.thepopshopusa.com,Kids Karaoke,cuizine1@aol.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Karaoke/event/13112/,02/23/2011,8:30 pm,"729 Haddon Ave., 				Collingswood, NJ",<p>Move over American Idol! Kids &amp; their families are invited to belt out their favorite songs karaoke-style or just sing along. Hosted by a professional DJ.,The Pop Shop,4:30 pm,http://www.metrokids.com/images/cache/cf195086fffb8e327e871b80f27c6e74.jpeg,12/28/2011
,http://www.discoverymuseum.com,The Land of Sand,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/The-Land-of-Sand/event/14225/,,5:30 pm,"2040 Springdale Rd., 				Cherry Hill, NJ","<p>The outdoor adventure garden marks its official opening with sand sculpting, dino digging &amp; summer crafting.",Garden State Discovery Museum,9:30 am,http://www.metrokids.com/images/cache/ed075e4675e8b48c6515e62c3d5835ba.jpeg,
215-729-5281ext1,http://www.bartramsgarden.org,Homeschoolers Days,lgale@bartramsgarden.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Homeschoolers-Days/event/12659/,01/12/2011,12:00 pm,"54th St. & Lindbergh Blvd., 				Philadelphia, PA",<p>Connect to nature during a fun morning of hands-on learning at Bartram's Garden. For homeschoolers ages 5-13 &amp; their parents. Reservations required.,Bartram's Garden,10:00 am,,06/8/2011
,http://www.discoverymuseum.com,Look How Our Garden Grows,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Look-How-Our-Garden-Grows/event/14226/,06/11/2011,5:30 pm,"2040 Springdale Rd., 				Cherry Hill, NJ","<p>Bring your green thumbs and get ready to get down and dirty, as you spruce up the Museum's edible garden.",Garden State Discovery Museum,9:30 am,http://www.metrokids.com/images/cache/bb4897a00c55f7bdb9571991d00b953e.jpeg,06/12/2011
,http://www.discoverymuseum.com,Summer Safety at the Discovery Museum,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Summer-Safety-at-the-Discovery-Museum/event/14227/,06/18/2011,5:30 pm,"2040 Springdale Rd., 				Cherry Hill, NJ",<p>School&rsquo;s out and it&rsquo;s time to play. Learn how to play safely.,Garden State Discovery Museum,9:30 am,http://www.metrokids.com/images/cache/5449256770078d1c0a43de37b70eb4aa.jpeg,06/19/2011
,http://www.discoverymuseum.com,A Shore Thing at the Discovery Museum,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/A-Shore-Thing-at-the-Discovery-Museum/event/14229/,06/25/2011,5:30 pm,"2040 Springdale Rd., 				Cherry Hill, NJ","<p>Enjoy crafts, games and music to get you in the spirit of summer and the shore.",Garden State Discovery Museum,9:30 am,http://www.metrokids.com/images/cache/4ab85b7b35b64a53435273bac0bb4bd7.jpeg,06/26/2011
