startDate,parkName,fullAddress,startHour,endDate,image,endHour,phone,title,moreInfo,desc
06/11/2011,Ogden Mills & Ruth Livingston Mills State Park,"Ogden Mills & Ruth Livingston Mills State Park, NY",10:00 AM,06/11/2011,http://nysparks.state.ny.us/events/images/7ec077c3-debb-44aa-8725-f56da0174719.JPG,01:00 PM,,Fishing at Norrie: Public seining & angling,http://nysparks.state.ny.us/events/event.aspx?e=33-3232.0,"Try your luck at fishing off our back patio or help us catch fish with the seine net in Norrie Cove. Free. Family-friendly. All equipment provided.   No registration required. Angling wheelchair accessible. Norrie Point Environmental Center, 845-889-4745 x109."
04/01/2011,Rockefeller State Park Preserve,"Rockefeller State Park Preserve, NY",09:00 AM,04/30/2011,,04:30 PM,,"New Art Exhibit: ""Snap! Love that Park""",http://nysparks.state.ny.us/events/event.aspx?e=59-3137.0,The annual community photography exhibition!  Parking fee - $6.00 weekends
04/09/2011,Olana State Historic Site,"Olana State Historic Site, NY",,04/09/2011,,,(518) 828-0135,Family Tour at Olana,http://nysparks.state.ny.us/events/event.aspx?e=23-3144.0,"Explore the house, its paintings and treasures from a child's perspective. Tours are geared for families with 6-12 year olds, but all ages are welcome. Children must be accompanied by an adult. Reservations are required by 4PM the preceding Friday."
04/09/2011,Belmont Lake State Park,"Belmont Lake State Park, NY",10:00 AM,04/09/2011,,04:00 PM,,2011 SPRING FAMILY FRESHWATER FISHING CLINIC,http://nysparks.state.ny.us/events/event.aspx?e=88-3132.0,Fly fishing instructionl fish cleaning services; loaner fishing reels; loaner bait. Games and Refreshments.   Free to public ($8 Vehicle Use Fee in effect)
04/09/2011,Lorenzo State Historic Site,"Lorenzo State Historic Site, NY",10:00 AM,04/09/2011,,11:30 AM,(315) 436-7988,Horses in History and at Lorenzo,http://nysparks.state.ny.us/events/event.aspx?e=15-3173.0,"When horses and carriages were the norm of transportation, the village of Cazenovia was characterized by numerous carriage stables, hitching posts and blacksmith shops. Today, Lorenzo State Historic Site is home to an extensive collection of horse-drawn vehicles and a renowned annual pleasure driving competition. In celebration of the 35th Annual Lorenzo Driving Competition, and in association with the Cazenovia Public Library's equine-centered series of programs this spring, a special family program will be held on Saturday, April 9 at the Lorenzo visitor center. Program participants will learn how to identify breeds of horse, meet a miniature horse—or two (courtesy Cazenovia College), receive a guided tour of the Lorenzo carriage and sleigh collection and find out how these vehicles were used throughout the year. Special horse-related handouts and giveaways will be available to all participants, 12 and under, and refreshments will be served. Admission is free and open to the public, but pre-registration by April 5 is required as space is limited. Sponsored by the Lorenzo Driving Competition, Inc."
04/09/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",10:00 AM,04/09/2011,,01:00 PM,,Spring Trail Clean Up Day,http://nysparks.state.ny.us/events/event.aspx?e=112-3201.0,"It's that time of the year folks! It's time to dust off the rakes, shovels, and gloves for the spring trail clean up. Join us to help clean up and start work on new trails with family and friends. Don't forget to bring water and a lunch! Please call (518) 584-2000 Ext. 150 to register."
04/09/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",10:00 AM,04/09/2011,,12:00 PM,,Hug A Tree and Survive,http://nysparks.state.ny.us/events/event.aspx?e=112-3203.0,"The Hug a Tree and Survive program teaches children how to survive in the woods should they become lost. This program is appropriate for children ages 6 to 12, and lasts approximately 45 minutes. The program includes a video and demonstrations. Each child receives a survival pack with their own safety whistle. Thisprogram costs $3 per student. Please call (518) 584-2000 Ext. 116 to register."
04/10/2011,Walkway Over the Hudson State Historic Park,"Walkway Over the Hudson State Historic Park, NY",12:00 PM,04/10/2011,http://nysparks.state.ny.us/events/images/10e365b0-85a3-44b0-a62b-1a6f12f40063.JPG,03:00 PM,,Parkinson’s Disease Awareness,http://nysparks.state.ny.us/events/event.aspx?e=178-3139.0,Hosted by the Parkinson's Disease Support Group of the Mid-Hudson Valley. From 12:00 – 3:00 PM representatives will be at the park to answer questions and provide information. For more information http://midhudsonparkinsons.org/.   The public is invited to this FREE event and encouraged to stop by and ask questions.
04/12/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",10:00 AM,04/12/2011,,02:30 PM,,Tuesday Trek: High Peter's Kill Loop,http://nysparks.state.ny.us/events/event.aspx?e=127-3190.0,"Join Laura Conner, Environmental Educator, for this approximately five-mile-long hike that features breathtaking views of the Rondout Valley and more from high atop the High Peter's Kill footpath. And, the hike will conclude with a walk up the Awosting Falls Carriage Road and past Awosting Falls."
04/12/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",07:00 PM,04/12/2011,,08:30 PM,,Frog Watch,http://nysparks.state.ny.us/events/event.aspx?e=112-3204.0,Help the Park Naturalist study the frogs that live in Saratoga Spa State Park! We will learn many different frog calls before walking through the wetlands in search of the amphibians. Please bring a flashlight and dress for wet ground. Registration is required. Fee is $3 per person or $5 per family. Please call 518-584-2000 Ext. 116 to register.
04/14/2011,Caleb Smith State Park Preserve,"Caleb Smith State Park Preserve, NY",10:00 AM,06/24/2011,,11:00 AM,(631) 265-1054,TINY TOTS:  Let's Discover Nature Hour,http://nysparks.state.ny.us/events/event.aspx?e=124-3229.0,The Let's Discover Nature Hour is a special time for both parent and child to discover the wonders of their natural world together. Each program's theme will use nature explorations and hands-on activities as a springboard for learning. Program is held on Thursdays from 10am-11am. Pre-registration is required (registrations are accepted by phone up to two weeks in advance of each program date).     April 14-Preciptation Observation  April 28-A Planting We Will Go!  May 12-On Butterfly Wings  May 26-Eggstravaganza  June 9-Buzz Says the Bee  June 23-Flower Power
04/14/2011,Caleb Smith State Park Preserve Nature Museum,"Caleb Smith State Park Preserve Nature Museum, NY",10:00 AM,06/24/2011,,11:00 AM,(631) 265-1054,TINY TOTS:  Let's Discover Nature Hour,http://nysparks.state.ny.us/events/event.aspx?e=9-3229.0,The Let's Discover Nature Hour is a special time for both parent and child to discover the wonders of their natural world together. Each program's theme will use nature explorations and hands-on activities as a springboard for learning. Program is held on Thursdays from 10am-11am. Pre-registration is required (registrations are accepted by phone up to two weeks in advance of each program date).     April 14-Preciptation Observation  April 28-A Planting We Will Go!  May 12-On Butterfly Wings  May 26-Eggstravaganza  June 9-Buzz Says the Bee  June 23-Flower Power
04/15/2011,Walkway Over the Hudson State Historic Park,"Walkway Over the Hudson State Historic Park, NY",06:00 PM,04/15/2011,http://nysparks.state.ny.us/events/images/aa650b25-6e38-4604-9f94-9748b6a473e7.JPG,09:00 PM,,A Celebration of Education,http://nysparks.state.ny.us/events/event.aspx?e=178-3209.0,"Kick off the Walkway's spring season with ""A Celebration of Education,"" a night of fun and engaging educational activities for families Friday, April 15.Event is Free.DUE members will present educational activities such as chemistry and physics demonstrations, information about the Hudson River's geological rock formations, music, Spanish language fun and wellness and fitness activities. In addition, DCC's Jazz Ensemble will perform swing and funk music, followed by songs from the college's Barbershop Quartet.  For more information, contact Barbara Kabbash at kabbash@sunydutchess.edu or (845) 431-8581."
04/15/2011,Walkway Over the Hudson State Historic Park,"Walkway Over the Hudson State Historic Park, NY",06:00 PM,04/15/2011,http://nysparks.state.ny.us/events/images/8d959089-d3a7-46e8-bce8-b0c8dcd4eabf.JPG,09:00 PM,,A Celebration of Education,http://nysparks.state.ny.us/events/event.aspx?e=178-3210.0,"Kick off the Walkway's spring season with ""A Celebration of Education,"" a night of fun and engaging educational activities for families Friday, April 15.Event is Free.DUE members will present educational activities such as chemistry and physics demonstrations, information about the Hudson River's geological rock formations, music, Spanish language fun and wellness and fitness activities. In addition, DCC's Jazz Ensemble will perform swing and funk music, followed by songs from the college's Barbershop Quartet.  For more information, contact Barbara Kabbash at kabbash@sunydutchess.edu or (845) 431-8581."
04/16/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",10:00 AM,04/16/2011,,02:00 PM,,Earth Day Volunteer Trails Day Event,http://nysparks.state.ny.us/events/event.aspx?e=127-3191.0,"In honor of Earth Day, Minnewaska State Park Preserve is looking for volunteers to help improve our trails. Participants will work with Park Preserve staff as well as with trained and experienced volunteers of the New York-New Jersey Trail Conference. Volunteers will use hand tools to clip back an overgrown footpath and clear it of any debris left behind by storms this past winter. Families and individuals are invited to join us for this fun day outside during which they can gain valuable experience, make new friends and contribute to the improvement of trail conditions for all users. This event is also a great way for students in public school to accrue necessary community service hours for completion of their requirements. This program is recommended for adults and teenagers, who must be accompanied by an adult over the age of 18 years. Participants are encouraged to bring their own work gloves and tools including loppers, bow saws and clipping shears. The parking fee will be waived for participants volunteering for this program. Please wear appropriate clothing, sturdy hiking shoes, and bring plenty of snacks, water and lunch. Pre-registration is required."
04/16/2011,Olana State Historic Site,"Olana State Historic Site, NY",01:00 PM,04/16/2011,,05:00 PM,(518) 828-1872 ext 103,Framing the Viewshed: The Transformative Power of Art and Landscape in the Hudson Valley,http://nysparks.state.ny.us/events/event.aspx?e=23-3145.0,"Viewsheds are an intrinsic part of every nationally significant region. America's first art and conservation movement had deep roots in the Hudson Valley, and thissymposium, hosted by The Olana Partnership, will offer a fresh look aticonic Hudson Valley scenes through the lens of art history, environmental conservation, and landscape architecture. Featuring lectures by Linda S. Ferber, Vice-President &amp; Senior Art Historian, New-York Historical Society, Harvey K. Flad, Emeritus Professor of Geography, Vassar College, Laurie Olin, OLIN / Partner, RLA, FASLA, and moderated by David Schuyler, Arthur and Katherine Shadek Professor of the Humanities and Professor of American Studies, Franklin &amp; Marshall College.Please join us as we span three centuries of thought and explore historic and contemporary perspectives on the famed ""borrowed views"" of the Hudson Valley. $40 Members/$50 Non-members/$10 Students. Registration begins at 12:30PM."
04/17/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",01:00 PM,04/17/2011,,03:30 PM,,Two Views for the Price of One Hike,http://nysparks.state.ny.us/events/event.aspx?e=127-3192.0,"Laura Conner, Environmental Educator will lead this moderately challenging hike in the Peter's Kill area. This outing will follow an approximately two-mile long route that features two gorgeous views, one out over the Clove and the other of the Rondout Valley."
04/18/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",10:00 AM,04/18/2011,http://nysparks.state.ny.us/events/images/112643cd-4bca-4281-b64a-53588ed12f19.jpg,12:00 PM,,School Break Program: Freaky Frogs,http://nysparks.state.ny.us/events/event.aspx?e=127-3193.0,"Bring your family to learn about the unique amphibians who call Minnewaska State Park Preserve home. We'll play a tag game that teaches about the frog life cycle, make frog masks to take home and also visit some vernal pools, where many of these animals are found. At the vernal pools, participants will look for breeding frogs and salamanders by listening for their unique breeding calls and searching the woods for animals. Adults and older children can help inventory these animals too and the data they collect will contribute to our annual inventory of amphibian populations. This program is recommended for families with children over the age of five years, accompanied by an adult at least 18 years of age."
04/18/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",10:00 AM,04/18/2011,,11:30 AM,,Homeschool Nature Class,http://nysparks.state.ny.us/events/event.aspx?e=112-3205.0,Join other homeschoolers for Spa Park's monthly nature class! Each class focuses on a different aspect of the outdoor world and lasts about an hour and a half. All ages are welcome. Registration is required. Fee is $3 per person or $5 per family. Please call 518-584-2000 Ext. 116 to register
04/19/2011,Emma Treadwell Thacher Nature Center,"Emma Treadwell Thacher Nature Center, NY",,04/19/2011,,,(518) 872-0800,Signs of Spring at Thacher Nature Center,http://nysparks.state.ny.us/events/event.aspx?e=8-3065.0,The Nature Center is alive with spring activity. The honeybees are very busy and the salamanders have made their journey and laid their eggs. The migrant bird species are returning and birdsong is in the air. Come and see all the activity indoors and out. Dress for cool air and wet feet. Call 872-0800 for more information.
04/19/2011,Thacher State Park (John Boyd Thacher),"Thacher State Park (John Boyd Thacher), NY",,04/19/2011,,,(518) 872-0800,Signs of Spring at Thacher Nature Center,http://nysparks.state.ny.us/events/event.aspx?e=128-3065.0,The Nature Center is alive with spring activity. The honeybees are very busy and the salamanders have made their journey and laid their eggs. The migrant bird species are returning and birdsong is in the air. Come and see all the activity indoors and out. Dress for cool air and wet feet. Call 872-0800 for more information.
04/19/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",07:00 PM,04/19/2011,,08:30 PM,,Frog Watch,http://nysparks.state.ny.us/events/event.aspx?e=112-3206.0,Help the Park Naturalist study the frogs that live in Saratoga Spa State Park! We will learn many different frog calls before walking through the wetlands in search of the amphibians. Please bring a flashlight and dress for wet ground. Registration is required. Fee is $3 per person or $5 per family. Please call 518-584-2000 Ext. 116 to register.
04/20/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",,04/20/2011,,,,Geyser Creek Fish Stocking,http://nysparks.state.ny.us/events/event.aspx?e=112-3131.0,"Come early and bring a bucket! Saratoga Spa State Park's annual fish stocking event is back! Children are invited to help the NYSDEC stock Geyser Creek with trout. Food and drinks will be provided by the Friends of Saratoga Spa State Park and donations will be welcomed. Additional activities include fly fishing demonstrations, exhibits from local organizations, crafts and live music by Rich Ortiz."
04/21/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",02:00 PM,04/21/2011,,03:00 PM,,School Break Program: Scrambled Snakes,http://nysparks.state.ny.us/events/event.aspx?e=127-3195.0,"Join Park Preserve educator Jillian Koehnken in the Minnewaska Nature Center for a program about slippery snakes. A brief lesson about the snakes found in the Park Preserve will be followed by our Snake Scents Game, where you are the snake and must determine what is inside a container by scent alone. After this short game, everyone will create their own snake jig-saw puzzle to take home! This program is recommended for children seven years of age and older, accompanied by an adult over the age of 18."
04/22/2011,Emma Treadwell Thacher Nature Center,"Emma Treadwell Thacher Nature Center, NY",,04/22/2011,,,(518) 872-0800,Observe Earth Day at Thacher Nature Center,http://nysparks.state.ny.us/events/event.aspx?e=8-3067.0,"Celebrate the spirit of Earth Day with some give and take. Give an hour of your time to cleanup up the grounds and trails at the Nature Center, and then decorate a reusable canvas bag to take home. Materials fee is $2. Please call 872-0800 to register."
04/22/2011,Thacher State Park (John Boyd Thacher),"Thacher State Park (John Boyd Thacher), NY",,04/22/2011,,,(518) 872-0800,Observe Earth Day at Thacher Nature Center,http://nysparks.state.ny.us/events/event.aspx?e=128-3067.0,"Celebrate the spirit of Earth Day with some give and take. Give an hour of your time to cleanup up the grounds and trails at the Nature Center, and then decorate a reusable canvas bag to take home. Materials fee is $2. Please call 872-0800 to register."
04/23/2011,Caleb Smith State Park Preserve,"Caleb Smith State Park Preserve, NY",09:00 AM,04/23/2011,,03:00 PM,(631) 265-1054,2011 JUNIOR ANGLER FLY FISHING CLINIC,http://nysparks.state.ny.us/events/event.aspx?e=124-3133.0,"Junior anglers will learn the basics of fly fishing, casting, equipment selection, stream ethics and safety. Sponsored by the Nissequogue River Fly Fishing School.  Two Sessions: 9:00 AM to 11:00 AM 1:00 PM to 3:00 PM  Pre-registration is required by calling Caleb Smith State Park Preserve at (631) 265-1054."
04/23/2011,Caleb Smith State Park Preserve Nature Museum,"Caleb Smith State Park Preserve Nature Museum, NY",09:00 AM,04/23/2011,,03:00 PM,(631) 265-1054,2011 JUNIOR ANGLER FLY FISHING CLINIC,http://nysparks.state.ny.us/events/event.aspx?e=9-3133.0,"Junior anglers will learn the basics of fly fishing, casting, equipment selection, stream ethics and safety. Sponsored by the Nissequogue River Fly Fishing School.  Two Sessions: 9:00 AM to 11:00 AM 1:00 PM to 3:00 PM  Pre-registration is required by calling Caleb Smith State Park Preserve at (631) 265-1054."
04/23/2011,Emma Treadwell Thacher Nature Center,"Emma Treadwell Thacher Nature Center, NY",,04/23/2011,,,(518) 872-0800,Woodland Wildflowers at Thacher Park,http://nysparks.state.ny.us/events/event.aspx?e=8-3068.0,"The park woodlands support a great variety of spring wildflowers. Meet at Paint Mine picnic area to find the early spring ephemerals. We'll look for Bloodroot, Spring Beauties, Hepatica, Trillium, Trout Lily, and other early bloomers. Call 872-0800 for more information."
04/23/2011,Green Lakes State Park,"Green Lakes State Park, NY",10:00 AM,04/23/2011,http://nysparks.state.ny.us/events/images/bfca205a-eb76-4cd5-9921-1f4513416553.jpg,12:00 PM,(315) 637-6111,Easter Egg Hunt,http://nysparks.state.ny.us/events/event.aspx?e=172-3181.0,Come join Green Lakes State Park's first annual Easter egg hunt. Enjoy a beautiful morning at Green Lakes State Park while watching the kids hunt for candy filled eggs.This program is designed for children ages 12 years and under. Pre-registration is required. Please call (315)637-6111 to register. Please contact us for more information about Green Lakes State Park programming.
04/23/2011,Thacher State Park (John Boyd Thacher),"Thacher State Park (John Boyd Thacher), NY",,04/23/2011,,,(518) 872-0800,Woodland Wildflowers at Thacher Park,http://nysparks.state.ny.us/events/event.aspx?e=128-3068.0,"The park woodlands support a great variety of spring wildflowers. Meet at Paint Mine picnic area to find the early spring ephemerals. We'll look for Bloodroot, Spring Beauties, Hepatica, Trillium, Trout Lily, and other early bloomers. Call 872-0800 for more information."
04/23/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",11:00 AM,04/23/2011,,01:00 PM,,Lurking in the Trees- Film and Walk,http://nysparks.state.ny.us/events/event.aspx?e=127-3196.0,"It started when a sinister-looking bug fell on someone's lap in a back yard on a summer afternoon. That chance discovery led to a terrible realization: insect-invaders...were killing trees in New England, and the only way to stop the pests was to cut down and grind up over 25,000 trees"" (TNC, 2009). Come to the Minnewaska Nature Center for a screening of the brief film, Lurking in the Trees, a documentary by The Nature Conservancy on one of the many invasive species threatening our forests. Following the film will be a brief walk on the trails near Lake Minnewaska, where we will discuss identifying these insects, the signs they leave behind, and what could happen if they come to your area. This program is recommended for adults and children nine years old and up, accompanied by a parent or guardian over the age of 18 years old."
04/24/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",12:00 PM,04/24/2011,,05:00 PM,,Easter Day Hike: Millbrook Mountain,http://nysparks.state.ny.us/events/event.aspx?e=127-3197.0,"Join Laura Conner, Environmental Educator, for this challenging five-mile hike along the Millbrook Mountain footpath. This hike features various terrain including exposed bedrock, twisting trees, and a tranquil stream meandering through it all. Our destination is Millbrook Mountain, a white cliff offering one of the most expansive views in the Park Preserve."
04/26/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",11:00 AM,04/26/2011,,01:30 PM,,Tuesday Trek: Mosses and Liverworts,http://nysparks.state.ny.us/events/event.aspx?e=127-3198.0,"Join naturalist Eric Van Deusen for a guided hike to learn about mosses and their close cousins, liverworts. These small and overlooked plants are often the first species of plants to inhabit the rocks of the Ridge and they play a vital role in the ecology of the Shawangunks."
04/26/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",02:00 PM,04/26/2011,,03:30 AM,,Preschool Naturalists,http://nysparks.state.ny.us/events/event.aspx?e=112-3207.0,Preschool Naturalists is a nature class designed for children ages 3 to 5. This hour long program will focus on using all five senses to explore a certain aspect of the outdoor world. Children will also enjoy a nature related story and craft. Registration is required. Fee is $3 per person or $5 per family. Please call 518-584-2000 Ext. 116 to register.
04/26/2011,Saratoga Spa State Park,"Saratoga Spa State Park, NY",07:30 PM,04/26/2011,,09:00 PM,,Frog Watch,http://nysparks.state.ny.us/events/event.aspx?e=112-3208.0,Help the Park Naturalist study the frogs that live in Saratoga Spa State Park! We will learn many different frog calls before walking through the wetlands in search of the amphibians. Please bring a flashlight and dress for wet ground. Registration is required. Fee is $3 per person or $5 per family. Please call 518-584-2000 Ext. 116 to register.
04/30/2011,Green Lakes State Park,"Green Lakes State Park, NY",09:00 AM,04/30/2011,,04:00 PM,(315) 637-6111,Green Lakes Through a Lens- Photography exhibit,http://nysparks.state.ny.us/events/event.aspx?e=172-3182.0,"Green Lakes State Park presents, a photo series by local photographer Genie Dibble highlighting the wildlife found within the recreational area throughout the seasons. The gallery will be housed within the historic Old Administration Building on the waters edge. Refreshments will be served. This event is free and open to the public.For more information about Green Lakes State Park programming please contact Katie Miles at 315-637-6111."
04/30/2011,Minnewaska State Park Preserve,"Minnewaska State Park Preserve, NY",11:00 AM,04/30/2011,,02:30 PM,,The Road Less Traveled Hike,http://nysparks.state.ny.us/events/event.aspx?e=127-3199.0,"This four-mile round trip hike will travel along the Old Minnewaska Trail, which follows the route of the original road built to cross over the Shawangunk Ridge from New Paltz to Kerhonkson. This recreational hike will expose participants to a footpath less traveled by the public, offering a more tranquil experience in an area loaded with cultural history. This program is recommended for adults and children ten years of age and older, accompanied by a parent or guardian over the age of 18 years. This program is recommended for experienced hikers."
05/06/2011,Allegany State Park - Red House Area,"Allegany State Park - Red House Area, NY",,05/08/2011,,,,Allegany Just Ride- Equestrian Event,http://nysparks.state.ny.us/events/event.aspx?e=73-3219.0,"This ride will feature the beautiful challenging trails of Allegany State Park. It is mountainous and wooded. Very little pavement. Footing will be tricky in spots, necessitating some slow goingThis is not a fast ride – it will require pacing, horsemanship and thoughtful riding. 7:30 AMFor more information please contact Laura Hayes at 716-792-4022 or lhayes@netsync.nethttp://www.doublejoy.com/erol/Calendar/RideDetails.asp?rideID=5421"
05/13/2011,Olana State Historic Site,"Olana State Historic Site, NY",,05/13/2011,,,,Superstitions!,http://nysparks.state.ny.us/events/event.aspx?e=23-3146.0,"Do you believe a broken mirror brings seven years bad luck? Do you throw spilled salt over your left shoulder? Do you think a red sky in the morning is reason to take warning... even if you're not a sailor? Skeptics and believers alike are welcome at Olana to hear stories of the superstitious practices our ancestors used to ward off evil. You might be surprised! Come join up to 13 others on a tour through Frederic Church's home and history.11:00AM, 1:00PM &amp; 3:00PM."
05/14/2011,Allegany State Park - Quaker Area,"Allegany State Park - Quaker Area, NY",,05/14/2011,,,,Lifeguard Exam,http://nysparks.state.ny.us/events/event.aspx?e=1-3127.0,"The Allegany Region lifeguard exam will be held at Salamanca H.S. 50 Iroquois Drive Salamanca, NY 14779. at 10AMFor information please call (716) 354-9101 ext. 223. 2011 lifeguard qualifications can be found at http://nysparks.com/employment/lifeguards/default.aspx"
05/14/2011,Allegany State Park - Red House Area,"Allegany State Park - Red House Area, NY",,05/14/2011,,,,Lifeguard Exam,http://nysparks.state.ny.us/events/event.aspx?e=73-3222.0,"The Allegany Region lifeguard exam will be held at Salamanca H.S. 50 Iroquois Drive Salamanca, NY 14779. at 10AMFor information please call (716) 354-9101 ext. 223. 2011 lifeguard qualifications can be found at http://nysparks.com/employment/lifeguards/default.aspx"
05/14/2011,Fort Montgomery State Historic Site,"Fort Montgomery State Historic Site, NY",10:00 AM,05/14/2011,,04:00 PM,,British Brigade Academy,http://nysparks.state.ny.us/events/event.aspx?e=28-3178.0,"British regulars, German mercenaries and Loyalist troops will be on site to give visitors a view of the non-rebellious side of the American Revolution."
05/14/2011,Lorenzo State Historic Site,"Lorenzo State Historic Site, NY",10:00 AM,05/14/2011,,11:30 AM,(315) 655-3200,Walking Tour of Historic Cazenovia,http://nysparks.state.ny.us/events/event.aspx?e=15-3153.0,"In celebration of ""Preservation Month,"" step into an informative walking tour focusing on Cazenovia's historic water-powered industrial development offered by tour leaders Jerry Munger and Ted Bartlett. The heart of Cazenovia's forgotten industrial area along Chittenango Creek, from the Lake to Clark Street, will be featured. The tour will begin promptly at 10 a.m. at Carpenter's Barn, 1 Forman Street and conclude on the Clark Street bridge near NYS Route 13 . Space is limited for this free walking tour, and advance reservations are required. Comfortable shoes are a must!"
05/14/2011,National Purple Heart Hall of Honor,"National Purple Heart Hall of Honor, NY",11:00 AM,05/14/2011,,01:00 PM,,Encore Presentation of CHOSIN,http://nysparks.state.ny.us/events/event.aspx?e=38-3174.0,"Following up on requests for additional screenings of this powerful film about the Chosin reservoir campaign of 1950, the Hall of Honor is proud to offer this as part of this year's statewide heritage weekend. Seating is limited and reservations are strongly recommended. Please call 845-561-1765"
05/14/2011,National Purple Heart Hall of Honor,"National Purple Heart Hall of Honor, NY",01:00 PM,05/14/2011,,04:00 PM,,Were You Ever In A War?,http://nysparks.state.ny.us/events/event.aspx?e=38-3175.0,"Have you ever wondered if your family had a place in American military history? Find out how you can research your family military history. Learn where to look, what to look for and how to preserve the objects and memories of your own family participation in American military history. The program includes workshops on indentifying the paperwork needed for this research, where to obtain the paperwork, and how to conserve the original documents that you might have in the attic.From 1:00 p.m. -4:00 p.m. there will also be the opportunity for Purple Heart recipients to sit for a short interview to tell about their experiences. Reservations for the interview are encouraged"
05/14/2011,Mills Norrie State Park (Margaret Lewis Norrie),"Mills Norrie State Park (Margaret Lewis Norrie), NY",02:00 PM,05/14/2011,http://nysparks.state.ny.us/events/images/9f01d24d-3cc3-4e58-815e-ca16cd30cb25.JPG,03:30 PM,,"Discover Norrie: Bugs, Bugs, and More bugs!",http://nysparks.state.ny.us/events/event.aspx?e=171-3230.0,"Lady bugs, black flies, and mourning cloak butterflies: the good, not-so-good and the beautiful. This walk will focus on emerging insects and how their re-appearance affects other creatures coming to life. Free. Family-friendly. No registration required. Norrie Point Environmental Center, 845-889-4745 x109."
05/14/2011,Ogden Mills & Ruth Livingston Mills State Park,"Ogden Mills & Ruth Livingston Mills State Park, NY",02:00 PM,05/14/2011,http://nysparks.state.ny.us/events/images/157a3939-02a6-4e61-a681-0d95dc5d72b6.JPG,03:30 PM,,"Discover Norrie: Bugs, Bugs, and More bugs!",http://nysparks.state.ny.us/events/event.aspx?e=33-3231.0,"Lady bugs, black flies, and mourning cloak butterflies: the good, not-so-good and the beautiful. This walk will focus on emerging insects and how their re-appearance affects other creatures coming to life. Free. Family-friendly. No registration required. Norrie Point Environmental Center, 845-889-4745 x109."
05/19/2011,Lorenzo State Historic Site,"Lorenzo State Historic Site, NY",07:00 PM,05/19/2011,,09:00 PM,,"Historic Preservation, Tax Credits & the NYS Historic Preservation Office",http://nysparks.state.ny.us/events/event.aspx?e=15-3154.0,"Join Julian Adams of the New York State Historic Preservation Office (SHPO) to learn more about how SHPO helps communities identify, evaluate, preserve, and revitalize their historic, archeological, and cultural resources through a variety of programs including the New York State and National Registers of Historic Places, the federal historic rehabilitation tax credit, the state historic preservation grants program and a wide range of technical assistance. The SHPO works with both the public and private sector to raise historic preservation awareness, to instill in New Yorkers a sense of pride in the state's unique history and to encourage heritage tourism and community revitalization. Held in cooperation with the Cazenovia Public Library, this free program is offered in celebration of ""Preservation Month"" **LOCATION**: Programwill take place in the Community Room of the Cazenovia Public Library, 100 Albany St., Cazenovia."
05/21/2011,Caleb Smith State Park Preserve,"Caleb Smith State Park Preserve, NY",09:00 AM,05/21/2011,,03:00 PM,,2011 JUNIOR ANGLER FRESHWATER FISHING CLINIC,http://nysparks.state.ny.us/events/event.aspx?e=124-3134.0,"Junior anglers will learn the basics of freshwater fishing, casting, equipment selection, bait, lures, and safety.  Two Sessions: 9:00 AM to 11:00 AM 1:00 PM to 3:00 PM  Pre-registration is required by calling Caleb Smith State Park Preserve at (631) 265-1054."
05/21/2011,Caleb Smith State Park Preserve Nature Museum,"Caleb Smith State Park Preserve Nature Museum, NY",09:00 AM,05/21/2011,,03:00 PM,,2011 JUNIOR ANGLER FRESHWATER FISHING CLINIC,http://nysparks.state.ny.us/events/event.aspx?e=9-3134.0,"Junior anglers will learn the basics of freshwater fishing, casting, equipment selection, bait, lures, and safety.  Two Sessions: 9:00 AM to 11:00 AM 1:00 PM to 3:00 PM  Pre-registration is required by calling Caleb Smith State Park Preserve at (631) 265-1054."
05/21/2011,Fort Montgomery State Historic Site,"Fort Montgomery State Historic Site, NY",10:00 AM,05/21/2011,,04:00 PM,,5th New York Regiment Muster Day,http://nysparks.state.ny.us/events/event.aspx?e=28-3179.0,"Fort Montgomery's own 5th NY Regiment will be garrisoning the fort and preparing for the campaign season by establishing a camp, conducting military drills and camp life activities, and firing the fort's three cannons. Be prepared to be immersed in the action!"
