longitude,email,state,zipcode,address,city,venue,tickets,dates,latitude,times,location,moreInfoLink,ticketPhone,website,title
-79.822644,nealdavismanagement@gmail.com,NC,27403,1819 Spring Garden Street,Greensboro,The Blind Tiger,Ticket Price: $12 adv/ $15 dos,04/21/2011,36.063257,Doors: 8:30pm,"The Blind Tiger, Greensboro",http://www.gotriadscene.com/event/detail/441151039/Tea_Leaf_Green_The_Blind_Tiger,336-272-9888,http://tealeafgreen.com/,Tea Leaf Green @ The Blind Tiger
-79.7905427,alanavallen@gmail.com,NC,,232 S. Elm Street,Greensboro,Triad Stage--Upstage Cabaret,$15,04/22/2011,36.0706378,8 p.m.,"Triad Stage--Upstage Cabaret, Greensboro",http://www.gotriadscene.com/event/detail/441093365/Road_to_the_Release_Boundless,3362027119,,Road to the Release: Boundless
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,04/23/2011,36.096567,2-5p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441132579/Maggie_Bishop_Book_Signing,,http://onlyatbarnhills.com,Maggie Bishop Book Signing
-79.8256684,,NC,27403,1921 W. Lee St.,Greensboro,Greensboro Coliseum,,04/23/2011,36.0597573,,"Greensboro Coliseum, Greensboro",http://www.gotriadscene.com/event/detail/441151741/Bob_Seger,(336) 373-7474,http://www.livenation.com/Bob-Seger-tickets/artist/771811,Bob Seger
-80.2401027,boxoffice@uncsa.edu,NC,27101,1533 S. Main St.,Winston-Salem,"Thrust Theatre, Performance Place",$12 adults / $10 seniors and students plus $1 facility usage fee.,04/14/2011-04/23/2011,36.0769745,April 14-16 &amp; 20-23 8:00pm,"Thrust Theatre, Performance Place, Winston-Salem",http://www.gotriadscene.com/event/detail/441165747/Harpers_Ferry_by_Barrie_Stavis,336-721-1945,http://www.uncsa.edu/performances,"""Harpers Ferry"" by Barrie Stavis"
-80.2401027,boxoffice@uncsa.edu,NC,27101,"N.C. School of the Arts, 1533 S. Main St.",Winston-Salem,Catawba Theatre,$12 adults / $10 seniors and students plus $1 facility usage fee.,04/20/2011-04/23/2011,36.0769745,April 20-23 8:00pm,"Catawba Theatre, Winston-Salem",http://www.gotriadscene.com/event/detail/441165763/As_It_Is_In_Heaven_by_Arlene_Hutton,336-721-1945,http://www.uncsa.edu/performances,"""As It Is In Heaven"" by Arlene Hutton"
-79.7897138,,NC,27401,520 S. Elm St.,Greensboro,The Broach Theatre,,04/14/2011-04/23/2011,36.0796469,doors open 7:30 p.m.,"The Broach Theatre, Greensboro",http://www.gotriadscene.com/event/detail/441182283/Balvollus_In_3D,,,Balvollus In 3D
-80.2412499,,NC,27101,211 East 3rd Street,Winston-Salem,Krankies Coffee/Lounge (The Werehouse),$7 at the door,04/23/2011,36.098222,9pm-12am,"Krankies Coffee/Lounge (The Werehouse), Winston-Salem",http://www.gotriadscene.com/event/detail/441200399/Lean_In,(336)722-3016,http://www.krankiescoffee.com/,Lean In
-80.2460739,richard@the-garage.ws,NC,27101,110 W. 7th St.,Winston-Salem,The Garage,Tickets available at the door.,04/23/2011-04/24/2011,36.102688,Door open at 8 PM Show at 9,"The Garage, Winston-Salem",http://www.gotriadscene.com/event/detail/441172721/Ken_Mickey_Americana_Songwriter_The_Garage_performing_songs_from_his_upcoming_album_FALL,336-777-1127,http://www.the-garage.ws/,Ken Mickey Americana Songwriter @ The Garage performing songs from his upcoming album FALL.
-79.990017,,NC,27263,234 Kettering Rd,High Point,Successful Life Event Center,Free,04/22/2011-04/24/2011,35.926362,4/22/11 @ 7pm,"Successful Life Event Center, High Point",http://www.gotriadscene.com/event/detail/441199371/How_Ya_Livin_Youth_Conference,(336)889-3293,http://www.successfullife.org,"""How Ya Livin'?!"" Youth Conference"
-80.2401027,boxoffice@uncsa.edu,NC,27127,1533 S Main St,NC School of the Arts<br />						Winston-Salem,Watson Hall,FREE,04/26/2011,36.0769745,7:30pm,"Watson Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165781/Percussion_Ensemble_Concert,336-721-1945,http://www.uncsa.edu/performances,Percussion Ensemble Concert
-79.818209,,NC,27408,2618 Lawndale Dr.,Greensboro,Asiano Bistro,Free,04/28/2011,36.1042,6:00-9:00 pm,"Asiano Bistro, Greensboro",http://www.gotriadscene.com/event/detail/441183779/Book_release_event_for_Second_Times_a_Charm_by_Mary_Flinn,(336) 288-8883,http://www.TheOneNovel.com,Book release event for Second Time's a Charm by Mary Flinn
-79.8078525,,NC,27408,1305 Battleground Ave.,Greensboro,Carousel Cinema,$10,04/28/2011,36.0861039,7 p.m.,"Carousel Cinema, Greensboro",http://www.gotriadscene.com/event/detail/441093369/Greensboros_City_Slam_Public_,3362027119,,Greensboro’s City Slam (Public)
-79.8078525,,NC,27408,1305 Battleground Ave.,Greensboro,Carousel Cinema,$10,04/29/2011,36.0861039,Time: 7p.m.,"Carousel Cinema, Greensboro",http://www.gotriadscene.com/event/detail/441093317/The_Freedom_Slam,3362027119,,The Freedom Slam
-80.014915,rob.taylor@ncshakes.org,nc,,807 W. Ward Ave.,High Point,Spirit Center,Pay-What-You-Can ($5 suggested minimum),04/29/2011,35.939559,7:30pm,"Spirit Center, High Point",http://www.gotriadscene.com/event/detail/441132235/StarCrossed_Shakespeare,8412273,http://www.ncshakes.org,Star-Crossed Shakespeare
-79.748733,ypfoster@gmail.com,NC,27405,2812 East Bessemer Ave,Greensboro,Genesis Baptist Church,,04/29/2011,36.084544,7pm,"Genesis Baptist Church, Greensboro",http://www.gotriadscene.com/event/detail/441198811/Fifth_Friday_Fire_with_Jekalyn_Carr,336-379-1133,http://www.genesisbaptistchurch.org,Fifth Friday Fire with Jekalyn Carr
-80.2456609,emileeam@gmail.com,NC,27101,101 W. Fifth St.,Winston-Salem,The Millennium Center,$50; proceeds benefit student scholarships,04/29/2011,36.1000326,10 p.m.-12:30 a.m.,"The Millennium Center, Winston-Salem",http://www.gotriadscene.com/event/detail/441199009/Oklahoma_Downtown_Hoedown,5304011233,http://www.uncsa.edu/hoedown,Oklahoma! Downtown Hoedown
-80.2464338,,NC,27410,701 Trade St.,Winston-Salem,Elliott's Revue,$3 at the door,04/29/2011,36.1028532,9pm-12am,"Elliott's Revue, Winston-Salem",http://www.gotriadscene.com/event/detail/441200415/Joe_Next_Door_and_Ever_the_Bear,(336)721-2111,http://www.myspace.com/elliottsrevue,Joe Next Door and Ever the Bear
-80.2401027,boxoffice@uncsa.edu,NC,27127,1533 S Main St,NC School of the Arts<br />						Winston-Salem,Watson Hall,$12 adults / $10 seniors and students plus $1 facility usage fee,04/30/2011,36.0769745,7:30pm,"Watson Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165789/Berio_Sequenza_Concert,336-721-1945,http://www.uncsa.edu/performances,Berio Sequenza Concert
-80.2464338,,NC,27410,701 Trade St.,Winston-Salem,Elliott's Revue,,04/01/2011-04/30/2011,36.1028532,,"Elliott's Revue, Winston-Salem",http://www.gotriadscene.com/event/detail/441177973/Elliotts_Revue_Music_Schedule_for_April,,,Elliott's Revue Music Schedule for April
-80.2537773,,NC,27105,421 W. 27th St.,Winston-Salem,Dixie Classic Fairground,,04/28/2011-04/30/2011,36.1242001,"on  April 28 - 29 from 9 am - 9 pm, and","Dixie Classic Fairground, Winston-Salem",http://www.gotriadscene.com/event/detail/441177974/Shepherds_Center_24th_Annual_Used_Book_Sale_,,,Shepherd’s Center 24th Annual Used Book Sale
-80.2464338,,NC,27410,701 Trade St.,Winston-Salem,Elliott's Revue,N/A Tips 5$ suggested w/ free ep,04/30/2011,36.1028532,Doors 9,"Elliott's Revue, Winston-Salem",http://www.gotriadscene.com/event/detail/441178233/Asheville_rock_trio_Pick_Your_Switch_at_Elliots_Revue,http://www.myspace.com/elliottsrevue,http://www.pickyourswitch.com,"Asheville rock trio, Pick Your Switch at Elliot's Revue"
-80.0612822,,NC,27284,1160 Hwy 66 South,Kernersville,Bucked Up Super Saloon,,04/30/2011,36.1007451,Doors @ 8,"Bucked Up Super Saloon, Kernersville",http://www.gotriadscene.com/event/detail/441181987/The_Plaids,336-310-4690,http://www.buckedupsupersaloon.com,The Plaids
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,04/30/2011,36.096567,2-4p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441183611/Lynn_Salsi_Book_Signing,336-602-1383,http://onlyatbarnhills.com,Lynn Salsi Book Signing
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,05/01/2011,36.096567,2-4p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441151651/Jim_Minick_Book_Signing,336-602-1383,http://onlyatbarnhills.com,Jim Minick Book Signing
-79.787387,,NC,27401,130 Summit Avenue,Greensboro,Greensboro Historical Museum,,04/30/2011-05/01/2011,36.075224,General Public Performances:,"Greensboro Historical Museum, Greensboro",http://www.gotriadscene.com/event/detail/441200091/2011_John_Dortch_Endowment_Series_James_Evans,336-272-0160,,2011 John Dortch Endowment Series: “James Evans”
-80.2460739,,NC,27101,110 W. 7th St.,Winston-Salem,The Garage,$10 admission,04/30/2011-05/01/2011,36.102688,10pm-2am,"The Garage, Winston-Salem",http://www.gotriadscene.com/event/detail/441198795/Purrrlesque_Im_A_Big_Top_Kitty_Now,336-725-1083,http://meowbaby.wordpress.com/,Purrrlesque! I'm A Big Top Kitty Now!
-78.9373099,,NC,27705,Duke Universtiy,Durham,Duke Universtiy Chapel,"$15 adults, $5 students. Group rates available",05/01/2011,36.0023378,4:00 PM,"Duke Universtiy Chapel, Durham",http://www.gotriadscene.com/event/detail/441200479/Return_to_Joy_a_spring_concert_by_Womens_Voices_Chorus_and_string_orchestra,,,"“Return to Joy,” a spring concert by Women’s Voices Chorus and string orchestra"
-79.8418834,jcarlson@belcantocompany.com,NC,,3501 West Market Street,Greensboro,Starmount Presbyterian Church,General: $20 Seniors: $18 Students: $5,04/30/2011-05/02/2011,36.074826,8:00 PM (Saturday) 7:30 PM (Monday),"Starmount Presbyterian Church, Greensboro",http://www.gotriadscene.com/event/detail/440864557/Rytmus,336-333-2220,http://www.belcantocompany.com,Rytmus
-80.2401027,boxoffice@uncsa.edu,NC,27127,1533 S Main St,NC School of the Arts<br />						Winston-Salem,Watson Hall,FREE,05/03/2011,36.0769745,7:30pm,"Watson Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165801/Guitar_in_the_Golden_Age,336-721-1945,http://www.uncsa.edu/performances,Guitar in the Golden Age
-79.8256684,boxoffice@greensborosymphony.org,NC,27403,Greensboro Coliseum Complex,1921 W. Lee St.<br />						Greensboro,War Memorial Auditorium,Adults: $22/$28/$32/$38 Students: $5,05/05/2011,36.0597573,7:30 PM,"War Memorial Auditorium, Greensboro",http://www.gotriadscene.com/event/detail/440749935/Greensboro_Symphony_Orchestra_Salzburgs_Genius,336-335-5456 x 224,http://www.greensborosymphony.org,Greensboro Symphony Orchestra -  Salzburg's Genius
-79.7919754,scauthen@greensborosymphony.org,NC,,School of Music Building,Greensboro,UNCG - School of Music Recital Hall,Adults: $25 Students: $5,05/06/2011,36.0726354,8:00 PM,"UNCG - School of Music Recital Hall, Greensboro",http://www.gotriadscene.com/event/detail/440749897/Greensboro_Symphony_Orchestra_Rice_Toyota_Sitkovetsky_Friends_Series,336-335-5456 x 224,http://www.greensborosymphony.org,Greensboro Symphony Orchestra - Rice Toyota Sitkovetsky & Friends Series
-79.8256684,boxoffice@greensborosymphony.org,NC,27403,Greensboro Coliseum Complex,1921 W. Lee St.<br />						Greensboro,War Memorial Auditorium,Adults: $22/$28/$32/$38 Students: $5,05/07/2011,36.0597573,8:00 PM,"War Memorial Auditorium, Greensboro",http://www.gotriadscene.com/event/detail/440749937/Greensboro_Symphony_Orchestra_Salzburgs_Genius,336-335-5456 x 224,http://www.greensborosymphony.org,Greensboro Symphony Orchestra -  Salzburg's Genius
-80.0033151,,NC,27260,220 E. Commerce Avenue,High Point,High Point Theatre,$30/$35,05/07/2011,35.9553084,8 PM,"High Point Theatre, High Point",http://www.gotriadscene.com/event/detail/441021937/Juice_Newton,336-887-3001,http://www.highpointtheatre.com,Juice Newton
-79.2680636,,VA,24551,1542 Bateman Bridge Rd.,Forest,Thomas Jefferson's Poplar Forest,,05/07/2011,37.3589047,"Matinee: Reception at 1:30, Performance at 2:15","Thomas Jefferson's Poplar Forest, Forest",http://www.gotriadscene.com/event/detail/441086763/Conversations_with_Thomas_Jefferson_and_George_III,,,Conversations with Thomas Jefferson and George III
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,05/07/2011,36.096567,2-5p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441152957/Valerie_Nieman_Book_Signing,336-602-1383,http://onlyatbarnhills.com,Valerie Nieman Book Signing
-79.7905427,,NC,27401,232 S. Elm St.,Greensboro,Triad Stage at the Pyrle Theater,$10-$44,04/10/2011-05/08/2011,36.0706378,Tuesday-Thursday at 7:30pm;,"Triad Stage at the Pyrle Theater, Greensboro",http://www.gotriadscene.com/event/detail/440828611/Steel_Magnolias,336-272-0160,http://triadstage.org/mainstage/steel/index.php,Steel Magnolias
-80.2482437,www.uncsa.edu/performances,NC,27101,405 West 4th Street,Winston-Salem,UNCSA Stevens Center,,04/28/2011-05/08/2011,36.0980725,"Thursday, April 28th -","UNCSA Stevens Center, Winston-Salem",http://www.gotriadscene.com/event/detail/441164521/Oklahoma,336.721.1945,http://www.uncsa.edu/performances,Oklahoma!
-79.822644,,NC,27403,1819 Spring Garden Street,Greensboro,The Blind Tiger,$10,05/08/2011,36.063257,9pm-2am,"The Blind Tiger, Greensboro",http://www.gotriadscene.com/event/detail/441198797/Purrrlesque_Im_A_Big_Top_Kitty_Now,336-272-9888,http://meowbaby.wordpress.com/,Purrrlesque! I'm A Big Top Kitty Now!
-80.2401027,boxoffice@uncsa.edu,NC,27127,1533 S Main St,NC School of the Arts<br />						Winston-Salem,Watson Hall,FREE,05/10/2011,36.0769745,7:30pm,"Watson Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165803/Guitar_Class_Recital,336-721-1945,http://www.uncsa.edu/performances,Guitar Class Recital
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,05/12/2011,36.096567,6-7:30p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441199757/Terri_Kirby_Erickson_Poetry_ReadingBook_Signing,336-602-1383,http://www.onlyatbarnhills.com,Terri Kirby Erickson Poetry Reading/Book Signing
-79.8256684,,NC,27403,Greensboro Coliseum Complex,1921 W. Lee St.<br />						Greensboro,War Memorial Auditorium,$45-$55,05/13/2011,36.0597573,8:00 PM,"War Memorial Auditorium, Greensboro",http://www.gotriadscene.com/event/detail/440771059/Triad_Best_of_Broadway_Series_presents_Monty_Pythons_Spamalot,1-800-745-3000,,"Triad Best of Broadway Series presents ""Monty Python's Spamalot"""
-79.8256684,,NC,27403,1921 W. Lee St.,Greensboro,Greensboro Coliseum Complex,25.00,05/13/2011,36.0597573,7:00pm,"Greensboro Coliseum Complex, Greensboro",http://www.gotriadscene.com/event/detail/441128311/Third_Day_,,,Third Day
-80.2401027,,NC,27127,1533 S Main St,NC School of the Arts<br />						Winston-Salem,Watson Hall,$12 adults / $10 seniors and students plus $1 facility usage fee,05/14/2011,36.0769745,7:30pm,"Watson Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165843/Grand_Piano,336-721-1945,http://www.uncsa.edu/performances,Grand Piano
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,05/14/2011,36.096567,2-5p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441153989/Sean_Keefer_Book_Signing,336-602-1383,http://onlyatbarnhills.com,Sean Keefer Book Signing
-80.2401027,,NC,27101,"N.C. School of the Arts, 1533 S. Main St.",Winston-Salem,Crawford Hall,$12 adults / $10 seniors and students plus $1 facility usage fee,05/14/2011,36.0769745,7:30pm,"Crawford Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165829/Wind_Ensemble,336-721-1945,http://www.uncsa.edu/performances,Wind Ensemble
-80.0003119,tickets@highpointravens.com,NC,27260,121 South Centennial Street,High Point,Centennial Station,$25 per person &amp; $40 per couple,05/14/2011,35.957853,9pm-1am,"Centennial Station, High Point",http://www.gotriadscene.com/event/detail/441181395/Black_White_Bash,336-410-2694,,Black & White Bash
-79.7905427,,NC,,232 S. Elm Street,Greensboro,Triad Stage--Upstage Cabaret,$18 general admission; $15 for Triad Stage Season Passholders,04/28/2011-05/14/2011,36.0706378,8:00pm,"Triad Stage--Upstage Cabaret, Greensboro",http://www.gotriadscene.com/event/detail/441181561/The_America_Play,336-272-0160,http://www.triadstage.org/upstage/america,The America Play
-79.7905427,,NC,,232 S. Elm Street,Greensboro,Triad Stage--Upstage Cabaret,Tickets are $18 to all performances. Seating is general admission. The doors open thirty minutes prior to each performance for bar service inside The UpStage Cabaret space. Tickets are on sale now at the Triad Stage Box Office and online through Triad Stage&rsquo;s website. MainStage Season Passholders receive $3 off tickets when purchased through the Box Office.,04/28/2011-05/14/2011,36.0706378,"Thursday, April 28 8:00 p.m. Opening Night","Triad Stage--Upstage Cabaret, Greensboro",http://www.gotriadscene.com/event/detail/441200478/Triad_Stage_presents_The_America_Play_,,,Triad Stage presents The America Play
,boxoffice@uncsa.edu,NC,27127,,Winston-Salem,DeMille Theatre at UNC School of the Arts,$12 adults / $10 seniors and students plus $1 facility usage fee.,05/11/2011-05/15/2011,,May 11 &amp; 13 8:00pm,"DeMille Theatre at UNC School of the Arts, Winston-Salem",http://www.gotriadscene.com/event/detail/441165809/AJ_Fletcher_Opera_Institute_Hotel_Casablanca,336-721-1945,http://www.uncsa.edu/performances,A.J. Fletcher Opera Institute: Hotel Casablanca
-80.2401027,,NC,27101,1533 S. Main St.,Winston-Salem,"Thrust Theatre, Performance Place",$12 adults / $10 seniors and students plus $1 facility usage fee.,05/12/2011-05/15/2011,36.0769745,May 12-14 7:30pm,"Thrust Theatre, Performance Place, Winston-Salem",http://www.gotriadscene.com/event/detail/441165821/Spring_Dance_Concert,336-721-1945,http://www.uncsa.edu/performances,Spring Dance Concert
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,05/15/2011,36.096567,2-5p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441173605/Carolyn_Peterson_author_of_Fishing_for_Memories_Book_Signing,336-602-1383,http://onlyatbarnhills.com,"Carolyn Peterson, author of 'Fishing for Memories’, Book Signing"
-79.803157,,NC,,1327 Beaman Place,Greensboro,Music Academy of North Carolina,Free,05/15/2011,36.084427,"12:30, 1:30, 3:30pm","Music Academy of North Carolina, Greensboro",http://www.gotriadscene.com/event/detail/441183059/Merit_Scholarship_and_Student_Showcase_Recitals,www.MusicAcademyNC.org,http://www.MusicAcademyNC.org,Merit Scholarship and Student Showcase Recitals
-80.0612822,,NC,27284,1160 Hwy 66 South,Kernersville,Bucked Up Super Saloon,,05/15/2011,36.1007451,Doors @ 7 PM for food / bar,"Bucked Up Super Saloon, Kernersville",http://www.gotriadscene.com/event/detail/441181985/Mitch_Ryder_w_special_guests_DAMFINO_AURA3,336-310-4690,http://www.buckedupsupersaloon.com,"Mitch Ryder w/ special guests DAM-FI-NO, AURA3"
-80.2633029,,NC,27106,710 E  Coliseum Drive,Winston-Salem,"Altair Casting and Production Services, LLC",,04/12/2011-05/17/2011,36.122985,Tuesday Evening: 6:00 &ndash; 9:00 p.m.,"Altair Casting and Production Services, LLC, Winston-Salem",http://www.gotriadscene.com/event/detail/441198807/Acting_and_Audition_Techniques_for_Film,,,Acting and Audition Techniques for Film
-80.2401027,,NC,27127,1533 S Main St,NC School of the Arts<br />						Winston-Salem,Watson Hall,FREE,05/17/2011-05/18/2011,36.0769745,7:30pm,"Watson Hall, Winston-Salem",http://www.gotriadscene.com/event/detail/441165847/Student_Composers_Concerts,336-721-1945,,Student Composers Concerts
-79.7593118,,NC,27405,2000 E Wendover Ave,Greensboro,Emerald Event Center,$10,05/20/2011,36.0870986,9p.m.,"Emerald Event Center, Greensboro",http://www.gotriadscene.com/event/detail/441093321/The_Poetry_Cafe,3362027119,,The Poetry Café
-80.2401027,,NC,27101,1533 S. Main St.,Winston-Salem,"Thrust Theatre, Performance Place",$12 adults / $10 seniors and students plus $1 facility usage fee.,05/20/2011,36.0769745,7:30pm,"Thrust Theatre, Performance Place, Winston-Salem",http://www.gotriadscene.com/event/detail/441165853/UNCSA_Jazz_Ensemble,336-721-1945,http://www.uncsa.edu/performances,UNCSA Jazz Ensemble
-80.0033151,,NC,27260,220 E. Commerce Avenue,High Point,High Point Theatre,$35/$40/$45,05/21/2011,35.9553084,8 PM,"High Point Theatre, High Point",http://www.gotriadscene.com/event/detail/441022003/Boney_James,336-887-3001,http://www.highpointtheatre.com,Boney James
-80.0096522,,NC,27262,112 Gatewood Avenue,High Point,YWCA of High Point,free/donation,05/21/2011,35.9613323,2pm,"YWCA of High Point, High Point",http://www.gotriadscene.com/event/detail/441165531/For_the_Love_of_HipHop_Theatre_Play,336-392-9279,,For the Love of Hip-Hop (Theatre Play)
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,05/21/2011,36.096567,2-5p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441183599/Jo_Maeder_Book_Signing,336-602-1383,http://onlyatbarnhills.com,Jo Maeder Book Signing
-79.863055,ostheatre@aol.com,NC,27407,4609 West Market Street,Greensboro,Open Space Cafe Theatre,$20 Adults; $17 Sr Citizens; $10 ages 17 and under,05/12/2011-05/22/2011,36.069863,8:00pm,"Open Space Cafe Theatre, Greensboro",http://www.gotriadscene.com/event/detail/441090619/Man_of_LaMancha,292-2285,http://www.osctheatre.com,Man of LaMancha
-80.2401027,,NC,27101,1533 S. Main St.,Winston-Salem,"Thrust Theatre, Performance Place",$5 general admission,05/22/2011,36.0769745,1:00pm,"Thrust Theatre, Performance Place, Winston-Salem",http://www.gotriadscene.com/event/detail/441165859/Preparatory_Dance_Program_Workshop_Performance,336-721-1945,,Preparatory Dance Program: Workshop Performance
-79.911659,,NC,,120 Stage Coach Trail,Greensboro,The Barn Dinner Theatre,,04/02/2011-05/29/2011,36.079168,Always sells out early!,"The Barn Dinner Theatre , Greensboro",http://www.gotriadscene.com/event/detail/441093424/A_Closer_Walk_With_Patsy_Cline,,,A Closer Walk With Patsy Cline
,,NC,27101,Trade St. between 5th & 7th Streets,Winston-Salem,Winston-Salem Arts District,free,05/01/2011-05/29/2011,,1:00 pm - 5:00 pm,"Winston-Salem Arts District, Winston-Salem",http://www.gotriadscene.com/event/detail/441199567/AFAS_Arts_On_Sunday_Series,336-413-6667,http://www.theafasgroup.com,AFAS Arts On Sunday Series
-79.911659,,NC,,120 Stage Coach Trail,Greensboro,The Barn Dinner Theatre,,05/30/2011-05/31/2011,36.079168,6 p.m.,"The Barn Dinner Theatre , Greensboro",http://www.gotriadscene.com/event/detail/441094830/Branson_On_The_Road,,,Branson On The Road
-79.7905427,,NC,27401,232 S. Elm St.,Greensboro,Triad Stage at the Pyrle Theater,"New 2011-2012 Season Passes go on sale Monday, April 4. Passes range in price from $70 to $190. Tickets to individual shows will not be available until August 8, 2011. Prices vary depending on the day of the week and seat location desired. Triad Stage performs every night of the week except Mondays, with matinees on Sundays.",04/04/2011-05/31/2011,36.0706378,,"Triad Stage at the Pyrle Theater, Greensboro",http://www.gotriadscene.com/event/detail/441183781/Triad_Stages_20112012_MainStage_Season_Passes_go_on_sale_,,,Triad Stage’s 2011-2012 MainStage Season Passes go on sale
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,06/03/2011,36.096567,5:30-7:30p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441183603/Allen_Paul_Speer_and_Janet_Barton_Speer_Presentation,336-602-1383,http://onlyatbarnhills.com,Allen Paul Speer and Janet Barton Speer Presentation
-79.822644,nealdavismanagement@gmail.com,NC,27403,1819 Spring Garden Street,Greensboro,The Blind Tiger,Ticket Price: $20 adv/ $25 dos,06/08/2011,36.063257,Doors: 8:30pm,"The Blind Tiger, Greensboro",http://www.gotriadscene.com/event/detail/441151065/Trombone_Shorty_Orleans_Ave_The_Blind_Tiger,336-272-9888,http://www.tromboneshorty.com/,Trombone Shorty & Orleans Ave. @ The Blind Tiger
-80.256037,,NC,27101,811 Burke St,Winston-Salem,Barnhill's Books * Wine * Gifts * Art,free,06/11/2011,36.096567,2-5p,"Barnhill's Books * Wine * Gifts * Art, Winston-Salem",http://www.gotriadscene.com/event/detail/441153175/LaunchRelease_Party_for_Serioulsy_Dangerous_by_Helen_Losse,336-602-1383,http://onlyatbarnhills.com,Launch/Release Party for Serioulsy Dangerous by Helen Losse
-81.1414283,directorwhm@wilkes.net,NC,28659,613 Cherry Street,North Wilkesboro,Stone Center for Performing Arts,$35 per person and include the dinner and ceremony.,06/11/2011,36.1600325,Doors open @ 6pm;,"Stone Center for Performing Arts, North Wilkesboro",http://www.gotriadscene.com/event/detail/441198595/2011_Blue_Ridge_Hall_of_Fame_Induction_Ceremony,336-667-3171,http://www.blueridgemusichalloffame.com,2011 Blue Ridge Hall of Fame Induction Ceremony
-79.8957209,marymcconnell@bellsouth.net,NC,,Guilford School Rd,Greensboro,Guilford Grange,$25 per semester for the first semester,09/21/2010-06/14/2011,36.0817144,7:30 p.m. to 10 p.m.,"Guilford Grange, Greensboro",http://www.gotriadscene.com/event/detail/440868269/Greensboro_Scottish_Country_Dancers_sessions,336-282-6507,http://www.gsoscds.org,Greensboro Scottish Country Dancers sessions
-80.242493,,NC,27101,600 S. Main St.,Winston-Salem,Old Salem Museums and Gardens,$21/Adults; $10/Children ages 6-16,06/18/2011,36.087143,9:30am-4:30pm,"Old Salem Museums and Gardens, Winston-Salem",http://www.gotriadscene.com/event/detail/441146721/Music_for_the_First_President,,http://www.oldsalem.org/george-washington,Music for the First President
-79.885656,thecompleteunknown@bellsouth.net,NC,27409,5340 W. Market St.,Greensboro,Cooper's Ale House,Free!,06/18/2011-06/19/2011,36.073327,10p - 2a,"Cooper's Ale House, Greensboro",http://www.gotriadscene.com/event/detail/441204785/TCU_Live,336-294-0575,http://www.facebook.com/pages/TCU/378916271353#!/event.php?eid=178919412156030,TCU Live
-79.7905427,,NC,27401,232 S. Elm St.,Greensboro,Triad Stage at the Pyrle Theater,$10-$42,06/05/2011-06/26/2011,36.0706378,Tuesday-Thursday at 7:30pm;,"Triad Stage at the Pyrle Theater, Greensboro",http://www.gotriadscene.com/event/detail/440828613/Masquerade,336-272-0160,http://triadstage.org/mainstage/masquerade/index.php,Masquerade
-80.0804439,kltheatre@embarqmail.com,NC,,512 W. Mountain St.,Kernersville,Kernersville Elementary School,"$16 adult, $14 student and senior, $8 children (discounted prices on June 16 preview)",06/16/2011-06/26/2011,36.1253002,"June 16, 17, 18, 23, 24, 25 at 8:00 p.m.","Kernersville Elementary School, Kernersville",http://www.gotriadscene.com/event/detail/441083399/The_Adventures_of_Tom_Sawyer,336-993-6556,http://www.kltheatre.com,The Adventures of Tom Sawyer
