city,startDate,address,name,description,price,venueName,state,endDate,image,moreInfoLink
Minneapolis,03/10/2011,2027 E. Franklin Ave.,Les Exodus,with Prince Jabba & Lynval Jackson</p>,$10,Blue Nile Restaurant & Lounge,MN,,,http://www.citypages.com//events/les-exodus-266768/
Minneapolis,03/16/2011,409 E. Hennepin Ave.,Wain McFarlane,,,Terminal Bar,MN,,,http://www.citypages.com//events/wain-mcfarlane-1625210/
Minneapolis,03/16/2011,501 Cedar Ave. S.,Wain McFarlane & Friends,on the patio</p>,,Nomad World Pub,MN,,,http://www.citypages.com//events/wain-mcfarlane-and-friends-1465283/
Minneapolis,03/24/2011,112 Hennepin Ave. E.,The New Primitives,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/the-new-primitives-1277512/
Minneapolis,03/24/2011,2027 E. Franklin Ave.,Les Exodus,with Prince Jabba & Lynval Jackson</p>,$10,Blue Nile Restaurant & Lounge,MN,,,http://www.citypages.com//events/les-exodus-266768/
Minneapolis,03/30/2011,409 E. Hennepin Ave.,Wain McFarlane,,,Terminal Bar,MN,,,http://www.citypages.com//events/wain-mcfarlane-1625210/
Minneapolis,03/30/2011,501 Cedar Ave. S.,Wain McFarlane & Friends,on the patio</p>,,Nomad World Pub,MN,,,http://www.citypages.com//events/wain-mcfarlane-and-friends-1465283/
Minneapolis,03/10/2011,205 E. Hennepin Ave.,Mark Stillman & Francine Roche,,,Honey,MN,,,http://www.citypages.com//events/mark-stillman-and-francine-roche-1438784/
Minneapolis,03/15/2011,327 14th Ave. SE,Dan Newton's Cafe Accordion Orchestra,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/dan-newtons-cafe-accordion-orchestra-811674/
Minneapolis,03/15/2011,3601 E. Lake St.,Staving,,free,Merlins Rest,MN,,,http://www.citypages.com//events/staving-1375614/
Minneapolis,03/17/2011,205 E. Hennepin Ave.,Mark Stillman & Francine Roche,,,Honey,MN,,,http://www.citypages.com//events/mark-stillman-and-francine-roche-1438784/
St. Paul,03/10/2011,501 Payne Ave.,Bluprint,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/bluprint-1248376/
Woodbury,03/10/2011,1424 Weir Dr.,Kurt Jorgensen,,,Axel's Bonfire,MN,,,http://www.citypages.com//events/kurt-jorgensen-1665018/
Minneapolis,03/10/2011,901 Cedar Ave. S.,Saints of Circumstance,,,Whiskey Junction,MN,,,http://www.citypages.com//events/saints-of-circumstance-1615546/
Minneapolis,03/10/2011,1528 University Ave. NE,The Butanes,,free,Shaw's Bar & Grill,MN,,,http://www.citypages.com//events/the-butanes-1653727/
Fridley,03/10/2011,7777 NE Hwy 65,The Elijah Blue Band,,free,Biff's Sports Bar & Grill,MN,,,http://www.citypages.com//events/the-elijah-blue-band-1450399/
Minneapolis,03/13/2011,501 Cedar Ave. S.,Cadillac vs. Cornbread,"Don't let that ""vs."" fool you: eighty-something local music vet James Samuel ""Cornbread"" Harris isn't so much a rival to rockabilly revivalist Cadillac Kolstad as he is a mentor. The two pianists have been sharing double-bills in a number of local music hot-spots, including their regular Sunday gig at the beloved West Bank dive Palmer's, and you couldn't ask for a more fascinating '50s-tinged duo. Harris is a WWII vet who joined Augie Garcia to record the Twin Cities' first rock'n'roll record (1955's ""Hi Ho Silver""), but also has roots in country, blues and jazz, giving him the repertoire and background that stretches all the way back to the very roots of rock and soul music. Kolstad's been spending years carrying the torch for that heritage, and the revivalism he's cultivated with his rockabilly band the Flats has carried over to a tight, ivories-based rapport with Harris, making them the must-see dueling-piano act in town.</p>",free,Nomad World Pub,MN,,http://vvoice.vo.llnwd.net/e5/4545519.47.jpg,http://www.citypages.com//events/cadillac-vs-cornbread-1330606/
Burnsville,03/13/2011,3120 W. Hwy 13,"The Big River Blues Band, the S.O.B.s",,,McKracken's Pub,MN,,,http://www.citypages.com//events/the-big-river-blues-band-the-s-o-b-s-1450459/
Maplewood,03/13/2011,1638 Rice St.,Classified,with Bambi & Ritchie Rich</p>,free,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/classified-1702679/
Minneapolis,03/13/2011,3001 Hennepin Ave. S.,Open Blues Jam with Moses Oakland,,free,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/open-blues-jam-with-moses-oakland-164630/
Minneapolis,03/16/2011,4415 Nicollet Ave. S.,Willie Murphy Blues Jam,,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/willie-murphy-blues-jam-1734052/
Minneapolis,03/16/2011,1933 Lyndale Ave. S.,Peter K,,,Rudolph's Bar-b-que,MN,,,http://www.citypages.com//events/peter-k-1248199/
Maplewood,03/16/2011,1638 Rice St.,Tim O'Brien Project & Friends,,,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/tim-obrien-project-and-friends-1664970/
Minneapolis,03/20/2011,501 Cedar Ave. S.,Cadillac vs. Cornbread,"Don't let that ""vs."" fool you: eighty-something local music vet James Samuel ""Cornbread"" Harris isn't so much a rival to rockabilly revivalist Cadillac Kolstad as he is a mentor. The two pianists have been sharing double-bills in a number of local music hot-spots, including their regular Sunday gig at the beloved West Bank dive Palmer's, and you couldn't ask for a more fascinating '50s-tinged duo. Harris is a WWII vet who joined Augie Garcia to record the Twin Cities' first rock'n'roll record (1955's ""Hi Ho Silver""), but also has roots in country, blues and jazz, giving him the repertoire and background that stretches all the way back to the very roots of rock and soul music. Kolstad's been spending years carrying the torch for that heritage, and the revivalism he's cultivated with his rockabilly band the Flats has carried over to a tight, ivories-based rapport with Harris, making them the must-see dueling-piano act in town.</p>",free,Nomad World Pub,MN,,http://vvoice.vo.llnwd.net/e5/4545519.47.jpg,http://www.citypages.com//events/cadillac-vs-cornbread-1330606/
Hopkins,03/20/2011,814 Mainstreet,Blues Sunday Jam,with the L Train</p>,,Mainstreet Bar and Grill,MN,,,http://www.citypages.com//events/blues-sunday-jam-1689932/
Burnsville,03/20/2011,3120 W. Hwy 13,"The Big River Blues Band, the S.O.B.s",,,McKracken's Pub,MN,,,http://www.citypages.com//events/the-big-river-blues-band-the-s-o-b-s-1450459/
Maplewood,03/20/2011,1638 Rice St.,Classified,with Bambi & Ritchie Rich</p>,free,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/classified-1702679/
Minneapolis,03/20/2011,3001 Hennepin Ave. S.,Open Blues Jam with Moses Oakland,,free,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/open-blues-jam-with-moses-oakland-164630/
St. Paul,03/24/2011,501 Payne Ave.,Bluprint,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/bluprint-1248376/
Woodbury,03/24/2011,1424 Weir Dr.,Kurt Jorgensen,,,Axel's Bonfire,MN,,,http://www.citypages.com//events/kurt-jorgensen-1665018/
Minneapolis,03/24/2011,901 Cedar Ave. S.,Saints of Circumstance,,,Whiskey Junction,MN,,,http://www.citypages.com//events/saints-of-circumstance-1615546/
Minneapolis,03/24/2011,1528 University Ave. NE,The Butanes,,free,Shaw's Bar & Grill,MN,,,http://www.citypages.com//events/the-butanes-1653727/
Fridley,03/24/2011,7777 NE Hwy 65,The Elijah Blue Band,,free,Biff's Sports Bar & Grill,MN,,,http://www.citypages.com//events/the-elijah-blue-band-1450399/
Minneapolis,03/30/2011,4415 Nicollet Ave. S.,Willie Murphy Blues Jam,,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/willie-murphy-blues-jam-1734052/
Minneapolis,03/30/2011,1933 Lyndale Ave. S.,Peter K,,,Rudolph's Bar-b-que,MN,,,http://www.citypages.com//events/peter-k-1248199/
Maplewood,03/30/2011,1638 Rice St.,Tim O'Brien Project & Friends,,,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/tim-obrien-project-and-friends-1664970/
St. Paul,03/01/2011,1567 University Ave. W.,Local Underground's Battle of the Bands,,,Christensen's Big V's Saloon,MN,03/29/2011,,http://www.citypages.com//events/local-undergrounds-battle-of-the-bands-1745773/
Minneapolis,03/01/2011,416 Cedar Ave. S.,Portland Cello Project,with Laura Gibson</p>,$12/$15,The Cedar,MN,03/01/2011,,http://www.citypages.com//events/portland-cello-project-1746053/
St. Paul,03/01/2011,"275 E. 4th St, Ste 100",r nt,,$10,Studio Z,MN,03/01/2011,,http://www.citypages.com//events/r-nt-1748265/
St. Paul,03/01/2011,1601 University Ave. W.,Nicole Atkins & the Sea,"with Cotton Jones, Buffalo Moon</p>",$10,Turf Club,MN,03/01/2011,,http://www.citypages.com//events/nicole-atkins-and-the-sea-1695252/
Minneapolis,03/01/2011,901 Cedar Ave. S.,Church of Cash,,,Whiskey Junction,MN,,,http://www.citypages.com//events/church-of-cash-1450354/
Minneapolis,03/03/2011,701 1st Ave. N.,"SOLD OUT: Dropkick Murphys, Against Me",with Off With Their Heads. All ages</p>,$29.50,First Avenue,MN,03/03/2011,,http://www.citypages.com//events/sold-out-dropkick-murphys-against-me-1673831/
St. Paul,03/01/2011,501 Payne Ave.,Duxbury & Travers,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/duxbury-and-travers-1757032/
Minneapolis,03/03/2011,2411 Hennepin Ave. S.,Open Mic,hosted by Big Quarters</p>,free,Fifth Element,MN,03/03/2011,,http://www.citypages.com//events/open-mic-1754961/
Minneapolis,03/03/2011,701 1st Ave. N.,Homeless Ryan K (CD-release),"with K. Raydio, Don Royal. 18+</p>",$8,7th St. Entry,MN,03/03/2011,,http://www.citypages.com//events/homeless-ryan-k-cd-release-1757488/
Minneapolis,03/03/2011,318 1st Ave. N.,Murs,"with Tabi Bonney, Whole Wheat Bread, Ab-Soul, DJ Foundation. 18+</p>",$15/$17,Fine Line Music Cafe,MN,03/03/2011,,http://www.citypages.com//events/murs-1740625/
Minneapolis,03/01/2011,3010 Minnehaha Ave. S.,African Dance,with Fode Bangoura</p>,$12,Patrick's Cabaret,MN,,,http://www.citypages.com//events/african-dance-1748264/
Minneapolis,03/03/2011,414 3rd Ave. N.,Hybrid Thursdays,,,414 Sound Bar,MN,,,http://www.citypages.com//events/hybrid-thursdays-641972/
Eden Prairie,03/03/2011,13000 Technology Dr.,Kimberly Michaels & Sam Kuusisto,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/kimberly-michaels-and-sam-kuusisto-1718090/
Maple Grove,03/03/2011,7885 Main St. N.,Maxx J,,,Sawatdee,MN,,,http://www.citypages.com//events/maxx-j-1017322/
Minneapolis,03/03/2011,112 Hennepin Ave. E.,Mike 'Piano Man' Maresh,in the Piano Bar</p>,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/mike-piano-man-maresh-1277515/
Minneapolis,03/03/2011,901 Cedar Ave. S.,Saints of Circumstance,,,Whiskey Junction,MN,,,http://www.citypages.com//events/saints-of-circumstance-1615546/
Minneapolis,03/03/2011,1428 4th St. NE,The House Band,,,Mayslack's Music Lounge,MN,,,http://www.citypages.com//events/the-house-band-850869/
Shoreview,03/03/2011,3833 Lexington Ave. N.,Ultra Mega Jam,,,Blue Fox,MN,,,http://www.citypages.com//events/ultra-mega-jam-862353/
St. Paul,03/03/2011,308 Prince St.,Rahjta Ren,,,Black Dog Coffee and Wine Bar,MN,,,http://www.citypages.com//events/rahjta-ren-1704994/
Chanhassen,03/03/2011,600 Market St. Ste 170,Carol Z & Jeff Carver,,,The School II,MN,,,http://www.citypages.com//events/carol-z-and-jeff-carver-1732798/
St. Paul,03/01/2011,501 Payne Ave.,Karaoke With Mike,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/karaoke-with-mike-1757039/
St. Paul,03/03/2011,501 Payne Ave.,Kyle Fletcher,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/kyle-fletcher-1582244/
St. Paul,03/01/2011,1834 St. Clair Ave.,Sassy Lassy Trivia,,,Groveland Tap,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514731/
Minneapolis,03/03/2011,125 Main St. SE,Mad Ripple Hootenanny,,$5,Aster Cafe,MN,,,http://www.citypages.com//events/mad-ripple-hootenanny-1725517/
Minneapolis,03/03/2011,1110 Nicollet Mall,Sassy Lassy Trivia,,,Brit's Pub,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514764/
Minneapolis,03/03/2011,650 Hennepin Ave.,Dueling Pianos,,free; $8 after 7 p.m. Fri-Sat,Shout House Dueling Pianos,MN,,,http://www.citypages.com//events/dueling-pianos-811673/
Minneapolis,03/03/2011,1010 Nicollet Mall,Glen David Andrews,,$20,Dakota Jazz Club & Restaurant,MN,03/03/2011,,http://www.citypages.com//events/glen-david-andrews-1755012/
Minneapolis,03/03/2011,3745 42nd Ave. S.,Open Mic,,,Riverview Cafe & Wine Bar,MN,,,http://www.citypages.com//events/open-mic-776162/
St. Paul,03/03/2011,380 Cedar St.,Ray Evangelista,,free,Hunan Garden,MN,,,http://www.citypages.com//events/ray-evangelista-164660/
Minneapolis,03/01/2011,761 Washington Ave. N.,Jaybee & the Routine,,,Bunker's Music Bar & Grill,MN,,,http://www.citypages.com//events/jaybee-and-the-routine-1725588/
Chanhassen,03/03/2011,600 Market St. Ste 170,The Peterson Family,,free,The School II,MN,,,http://www.citypages.com//events/the-peterson-family-1278717/
Minneapolis,03/03/2011,629 Cedar Ave. S.,Blingo,hosted by Ellie Blades</p>,free,Triple Rock Social Club,MN,,,http://www.citypages.com//events/blingo-1671696/
Chanhassen,03/03/2011,600 Market St. Ste 170,Open Mic,with MJ Kroll</p>,free,The School II,MN,,,http://www.citypages.com//events/open-mic-602442/
Minneapolis,03/01/2011,3001 Hennepin Ave. S.,Sensacion Latina,,$5,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/sensacion-latina-1718898/
St. Paul,03/01/2011,57 S. Hamline Ave.,Trivia Night,hosted by Martin Devaney</p>,,Green Mill,MN,,,http://www.citypages.com//events/trivia-night-641849/
Minneapolis,03/03/2011,2901 27th Ave. S.,Open Jam,with Head Over Heels</p>,,Schooner Tavern,MN,,,http://www.citypages.com//events/open-jam-699697/
Minneapolis,03/03/2011,4415 Nicollet Ave. S.,Grateful Dead Thursdays,with the Saints of Circumstance</p>,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/grateful-dead-thursdays-1734053/
Eden Prairie,03/03/2011,13000 Technology Dr.,A Thin Place,,,Santorini Taverna & Grill,MN,,,http://www.citypages.com//events/a-thin-place-1616590/
Minneapolis,03/03/2011,5411 Penn Ave. S.,DJ HWH the Third,,free,Cafe Maude,MN,,,http://www.citypages.com//events/dj-hwh-the-third-791916/
St. Paul,03/03/2011,1183 University Ave.,Karaoke,with Tryphena</p>,,Arnellia's,MN,,,http://www.citypages.com//events/karaoke-164763/
Burnsville,03/03/2011,3120 W. Hwy 13,Dirty Word,,,McKracken's Pub,MN,,,http://www.citypages.com//events/dirty-word-1653697/
Minneapolis,03/03/2011,2916 Lyndale Ave. S.,Karaoke,,free,James Ballentine VFW Post 246,MN,,,http://www.citypages.com//events/karaoke-1039559/
Eagan,03/03/2011,1960 Rahncliff Road,The Feelin' Band,,,Ansari's Mediterranean Grill and Lounge,MN,,,http://www.citypages.com//events/the-feelin-band-876402/
Minneapolis,03/03/2011,533 Hennepin Ave.,Plain Ole Bill,,free,Caterpillar Lounge,MN,,,http://www.citypages.com//events/plain-ole-bill-1747880/
Minneapolis,03/03/2011,701 1st Ave. N.,Ritmo Caliente,with DJ Christian Velasco</p>,$3,First Avenue,MN,,,http://www.citypages.com//events/ritmo-caliente-775856/
Minneapolis,03/03/2011,355 NE Monroe St.,SpringBeat!,with Shannon Blowtorch & SoSupreme</p>,free,Spring Street Tavern,MN,,,http://www.citypages.com//events/springbeat--1301889/
St. Paul,03/06/2011,201 E. 4th St.,Atticus Metal Tour III,"with Born of Osiris, Darkest Hour, As Blood Runs Black, the Human Abstract, In the Midst of Lions, more</p>",$15/$18,Station 4,MN,03/06/2011,,http://www.citypages.com//events/atticus-metal-tour-iii-1755078/
Minneapolis,03/06/2011,"711 W. Lake St, Ste 101",IMSOM 30-Year Celebration Concert,"with Dr. Pooja Goswami Pavan, Vikas Falnikar & A. Pavan</p>",$25,Pangea World Theater,MN,03/06/2011,,http://www.citypages.com//events/imsom-30-year-celebration-concert-1764769/
Minneapolis,03/06/2011,701 1st Ave. N.,Gayngs Affiliyated Showcase,"with Gayngs, Doomtree, Solid Gold, Megafaun, Leisure Birds, more. 18+</p>",$20,First Avenue,MN,03/06/2011,,http://www.citypages.com//events/gayngs-affiliyated-showcase-1766310/
Minneapolis,03/06/2011,901 Cedar Ave. S.,PB & the Jam,,,Whiskey Junction,MN,,,http://www.citypages.com//events/pb-and-the-jam-1766453/
St. Paul,03/08/2011,408 St. Peter St.,B-3 Organ Night,"The B3 organ is second only to the good old piano in the annals of jazz and soul keyboard instruments, hitting its peak of popularity between the late '50s and early '70s with the classic recordings of Richard ""Groove"" Holmes, Booker T. & the MGs and the legendary Smiths -- Jimmy, Johnny and Dr. Lonnie. The Artists' Quarter has dedicated every Tuesday night over the last several years to the instantly-recognizable sounds of this venerable instrument, with ""Downtown"" Bill Brown manning the keys and jazz-scene vets Billy Franze and Kenny Horst sitting in on guitar and drums respectively. Thanks to the Tuesday Night Band this showcase has become a downtown St. Paul institution, the one night a week where the Hamm Building becomes the Hammond Building. (Photo by Maschinenraum)</p>",$4,Artists' Quarter,MN,,http://vvoice.vo.llnwd.net/e5/4192863.47.jpg,http://www.citypages.com//events/b-3-organ-night-164594/
Minneapolis,03/06/2011,411 2nd Ave. N.,Sunday Reggae,,,The Lounge,MN,,,http://www.citypages.com//events/sunday-reggae-1242342/
Minneapolis,03/08/2011,629 Cedar Ave. S.,The Weekly Triple Double,"What softens a recession's bite as effectively as cheap booze? Nothing...except free entertainment. While ""Triple Double""&mdash;the Triple Rock's freshly reinvented Tuesday bacchanal&mdash;offers both commodities by the truckload, the night's ever-changing DJ roster and floating-genre music selection make leaving the house to drink a far more attractive proposition than mere two-for-one tap beers and well drinks (or fucking karaoke) ever could. We who are about to rock, er, hip-hop, uh, soul or whatever, can only salute them.</p>",free,Triple Rock Social Club,MN,,http://vvoice.vo.llnwd.net/e5/4192870.47.jpg,http://www.citypages.com//events/the-weekly-triple-double-366484/
Minneapolis,03/08/2011,318 1st Ave. N.,Edisun,with Quarterfly. 18+</p>,$10/$12,Fine Line Music Cafe,MN,03/08/2011,,http://www.citypages.com//events/edisun-1755063/
St. Paul,03/08/2011,164 Snelling Ave. N.,Beasley's Big Band,in the Shamrock Room</p>,,O'Gara's Bar & Grill,MN,,,http://www.citypages.com//events/beasleys-big-band-1398253/
Navarre,03/08/2011,3380 Shoreline Dr.,Blues Music Jam,,,Narrows Saloon,MN,,,http://www.citypages.com//events/blues-music-jam-1090343/
Minneapolis,03/08/2011,901 Cedar Ave. S.,Church of Cash,,,Whiskey Junction,MN,,,http://www.citypages.com//events/church-of-cash-1450354/
Minneapolis,03/08/2011,830 Hennepin Ave.,Fiesta Latino,with DJ Riscko. 18+</p>,,The Saloon,MN,,,http://www.citypages.com//events/fiesta-latino-1217886/
Maple Grove,03/08/2011,7885 Main St. N.,Kimberly & Tony,,,Sawatdee,MN,,,http://www.citypages.com//events/kimberly-and-tony-1017317/
Fridley,03/08/2011,7820 University Ave.,Rising,,,G.B. Leighton's Pickle Park,MN,,,http://www.citypages.com//events/rising-1558156/
Minneapolis,03/08/2011,112 Hennepin Ave. E.,St. Dominic's Trio,,,Nye's Polonaise Room,MN,,,http://www.citypages.com//events/st-dominics-trio-1277509/
St. Paul,03/08/2011,501 Payne Ave.,Duxbury & Travers,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/duxbury-and-travers-1757032/
Chanhassen,03/08/2011,600 Market St. Ste 170,Carol Zimmerman,,free,The School II,MN,,,http://www.citypages.com//events/carol-zimmerman-785403/
Minneapolis,03/08/2011,4171 Lyndale Ave. N.,Chris Johnson,,,42nd Avenue Station,MN,,,http://www.citypages.com//events/chris-johnson-1302031/
St. Paul,03/06/2011,1560 St. Clair Ave.,Sunday Night Dance,with Jerry O'Hagan. Dance lessons at 6:15 p.m</p>,$12,Cinema Ballroom,MN,,,http://www.citypages.com//events/sunday-night-dance-1636396/
Minneapolis,03/08/2011,327 14th Ave. SE,Dan Newton's Cafe Accordion Orchestra,,,Loring Pasta Bar,MN,,,http://www.citypages.com//events/dan-newtons-cafe-accordion-orchestra-811674/
St. Paul,03/08/2011,201 E. 4th St.,Open Mic Music Night,,free,Station 4,MN,,,http://www.citypages.com//events/open-mic-music-night-1572864/
Hopkins,03/08/2011,9451 Excelsior Blvd.,Open Mic,,,The Depot Coffee House,MN,,,http://www.citypages.com//events/open-mic-942960/
Minneapolis,03/08/2011,3010 Minnehaha Ave. S.,African Dance,with Fode Bangoura</p>,$12,Patrick's Cabaret,MN,,,http://www.citypages.com//events/african-dance-1748264/
St. Paul,03/08/2011,408 St. Peter St.,Cory Wong Quartet,,,Artists' Quarter,MN,,,http://www.citypages.com//events/cory-wong-quartet-301186/
Minneapolis,03/08/2011,16 University Ave. NE,Pub Quiz,,,Keegan's Irish Pub,MN,,,http://www.citypages.com//events/pub-quiz-793871/
Minneapolis,03/08/2011,3601 E. Lake St.,Staving,,free,Merlins Rest,MN,,,http://www.citypages.com//events/staving-1375614/
Maplewood,03/08/2011,1638 Rice St.,Twin Cities Jam Master Series,,,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/twin-cities-jam-master-series-1577329/
Brooklyn Center,03/08/2011,5000 W. Broadway Ave.,Variety Open Mic,,free,Doyle's Bowling And Lounge,MN,,,http://www.citypages.com//events/variety-open-mic-802531/
St. Paul,03/08/2011,501 Payne Ave.,Karaoke With Mike,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/karaoke-with-mike-1757039/
Minneapolis,03/08/2011,1612 Harmon Place,Kevin Anthony & the Twin City Playboys,,free,Nick and Eddie,MN,,,http://www.citypages.com//events/kevin-anthony-and-the-twin-city-playboys-1591372/
St. Paul,03/08/2011,1834 St. Clair Ave.,Sassy Lassy Trivia,,,Groveland Tap,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514731/
Minneapolis,03/08/2011,1301 4th St. SE,Sassy Lassy Trivia,,,The Library Bar,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514762/
Minneapolis,03/08/2011,3601 E. Lake St.,Open Folk Jam,,,Merlins Rest,MN,,,http://www.citypages.com//events/open-folk-jam-1145380/
Minneapolis,03/08/2011,711 Hennepin Ave.,Amplitude,free for 21+; $5 for 18+</p>,,Bar Fly,MN,,,http://www.citypages.com//events/amplitude-1652905/
Minneapolis,03/08/2011,500 S. Cedar Ave.,Drew Peterson & Friends,,,Palmer's Bar,MN,,,http://www.citypages.com//events/drew-peterson-and-friends-1471759/
Minneapolis,03/08/2011,2917 Lyndale Ave. S.,Galactic Pizza Trivia Night,,free,Galactic Pizza,MN,,,http://www.citypages.com//events/galactic-pizza-trivia-night-1074386/
Minneapolis,03/08/2011,761 Washington Ave. N.,Jaybee & the Routine,,,Bunker's Music Bar & Grill,MN,,,http://www.citypages.com//events/jaybee-and-the-routine-1725588/
Minneapolis,03/08/2011,2229 E. 35th St.,Open Mic Night,,,Chatterbox Pub,MN,,,http://www.citypages.com//events/open-mic-night-1039541/
Minneapolis,03/08/2011,501 Cedar Ave. S.,Out of the Box,with That Dude Trey & B Rock</p>,,Nomad World Pub,MN,,,http://www.citypages.com//events/out-of-the-box-1440496/
St. Paul,03/08/2011,1601 University Ave. W.,Pocahontas County,,free,Turf Club,MN,,,http://www.citypages.com//events/pocahontas-county-1731621/
Minneapolis,03/08/2011,3001 Hennepin Ave. S.,Sensacion Latina,,$5,Famous Dave's BBQ and Blues,MN,,,http://www.citypages.com//events/sensacion-latina-1718898/
Minneapolis,03/08/2011,409 E. Hennepin Ave.,"The Avenue Army, Black and Tan",,$3,Terminal Bar,MN,,,http://www.citypages.com//events/the-avenue-army-black-and-tan-1464840/
St. Paul,03/08/2011,57 S. Hamline Ave.,Trivia Night,hosted by Martin Devaney</p>,,Green Mill,MN,,,http://www.citypages.com//events/trivia-night-641849/
Minneapolis,03/14/2011,761 Washington Ave. N.,Dr. Mambo's Combo,"1987 was a notable year for Minnesota: the Twins won the World Series, Prince released one of his best albums in Sign 'O' the Times, and St. Louis Park's own Coen Brothers released their first great comedy Raising Arizona. 1987 was also the year that Dr. Mambo's Combo was formed, and it just so happens that their crowd-pleasing funk/R&B sound has endured well enough to land them a regular Sunday/Monday night residency at Bunker's. You might wander in with a ""nothing else to do tonight"" attitude, only stagger out having your head blown clean off by their top-notch soul sounds, the end product of 21 years' worth of hard work and refinement.</p>",$7,Bunker's Music Bar & Grill,MN,,http://vvoice.vo.llnwd.net/e5/5819969.47.jpg,http://www.citypages.com//events/dr-mambos-combo-1696352/
Minneapolis,03/14/2011,416 Cedar Ave. S.,Mark Kozelek,,$18/$20,The Cedar,MN,03/14/2011,,http://www.citypages.com//events/mark-kozelek-1746066/
St. Paul,03/14/2011,501 Payne Ave.,Mary Elias Acoustic Jam,,,Minnesota Music Cafe,MN,,,http://www.citypages.com//events/mary-elias-acoustic-jam-937529/
St. Paul,03/14/2011,2162 University Ave. W.,Sea Shanty Sing,,,Dubliner Pub,MN,,,http://www.citypages.com//events/sea-shanty-sing-1618824/
Minneapolis,03/14/2011,4415 Nicollet Ave. S.,Acoustic Jam,,,Driftwood Char Bar,MN,,,http://www.citypages.com//events/acoustic-jam-1734051/
Minneapolis,03/14/2011,16 University Ave. NE,Learners Irish Session,,,Keegan's Irish Pub,MN,,,http://www.citypages.com//events/learners-irish-session-626226/
Minneapolis,03/14/2011,331 13th Ave. NE,Pocahontas County,,free,331 Club,MN,,,http://www.citypages.com//events/pocahontas-county-1218178/
St. Paul,03/14/2011,134 E. 5th St.,Semi-Acoustic Open Stage,hosted by Scrapegoat</p>,free,Hat Trick Lounge,MN,,,http://www.citypages.com//events/semi-acoustic-open-stage-609526/
Maple Grove,03/14/2011,7885 Main St. N.,Then & Now Acoustic,with Chuck & Mike</p>,,Sawatdee,MN,,,http://www.citypages.com//events/then-and-now-acoustic-1017312/
Minneapolis,03/14/2011,3001 Lyndale Ave. S.,Trivia Night,,free,Cause Spirits & Soundbar,MN,,,http://www.citypages.com//events/trivia-night-1155406/
Minneapolis,03/14/2011,1528 University Ave. NE,Shaw's Cocktail Jam,,free,Shaw's Bar & Grill,MN,,,http://www.citypages.com//events/shaws-cocktail-jam-1499906/
St. Paul,03/14/2011,201 E. 4th St.,Thinkin' & Drinkin' Trivia,,,Station 4,MN,,,http://www.citypages.com//events/thinkin-and-drinkin-trivia-1530476/
Minneapolis,03/14/2011,629 Cedar Ave. S.,Triple Rock Trivia,with Jecca & Kevin</p>,free,Triple Rock Social Club,MN,,,http://www.citypages.com//events/triple-rock-trivia-1457093/
Maplewood,03/14/2011,1638 Rice St.,Americana Open Jam,,,Wilebski's Blues Saloon,MN,,,http://www.citypages.com//events/americana-open-jam-1702680/
Minneapolis,03/14/2011,101 Glenwood Ave. N.,Country Dance Night,with Dan Lund and Buffaloaf</p>,free,Lee's Liquor Lounge,MN,,,http://www.citypages.com//events/country-dance-night-1096272/
Minneapolis,03/14/2011,2901 27th Ave. S.,Mystic Order of Reverb & Twang,,free,Schooner Tavern,MN,,,http://www.citypages.com//events/mystic-order-of-reverb-and-twang-1763750/
Minneapolis,03/14/2011,409 E. Hennepin Ave.,Open Mic,,free,Terminal Bar,MN,,,http://www.citypages.com//events/open-mic-164659/
Minneapolis,03/14/2011,331 13th Ave. NE,Roe Family Singers,,free,331 Club,MN,,,http://www.citypages.com//events/roe-family-singers-164609/
St. Paul,03/14/2011,735 White Bear Ave. N.,Sassy Lassy Trivia,,,The Cherry Pit Bar & Grill,MN,,,http://www.citypages.com//events/sassy-lassy-trivia-1514730/
