mail,address,startDate,venue,eventTitle,endDate,phone,moreInfo
pbha@localaccess.com,"ELMA, WA",04/30/2011,Grays Harbor Fairgrounds,Barrel Racing - Pacific Barrel Horse Association,05/01/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,05/06/2011,&nbsp;,Barrel Racing - &nbsp;,05/06/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
JuliePinkal@aol.com,"1500 S. Oak  , KENNEWICK, WA 99337",05/07/2011,Kennewick Fairgrounds 4H Arena,Barrel Racing - TCBRA Fundraiser,05/07/2011,509-531-6203&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
12basket@wildblue.net,"309 E Insert Rd , DEER PARK, WA 99006",05/08/2011,Diamond Pine Ranch,Barrel Racing - Diamond Pine Ranch,05/08/2011,509-991-1566&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
BbarFarena@aol.com,"11109 Vail Rd, YELM, WA",05/14/2011,Stewart's Arena,Barrel Racing - B-F PRODUCTIONS,05/14/2011,360-981-8733 OR 360-894-5667&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bobomac@charter.net,"6600 Burden Blvd , PASCO, WA 99302",05/14/2011,TRAC,Barrel Racing - Best of Barrels Only Series,05/14/2011,509-520-3756&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
&nbsp;,"6409 Sandridge Rd  , LONG BEACH, WA 98631",05/14/2011,Red Barn Arena,Barrel Racing - Red Barn Arena,05/14/2011,360-642-2009&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,05/20/2011,&nbsp;,Barrel Racing - &nbsp;,05/20/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
masdr@my180.net,"380 Hussey Rd , WALLA WALLA, WA 99362",05/21/2011,Don Johnson Arena,Barrel Racing - Don Johnson Arena,05/21/2011,509-520-6302 or 509-386-4779&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
Joy@featherlandranch.com,"5297 So. Naches Rd  , NACHES, WA 98937",05/21/2011,Featherland Ranch,Barrel Racing - May Madness,05/22/2011,509-945-2201 or 509-966-0726&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
12basket@wildblue.net,"309 E Insert Rd , DEER PARK, WA 99006",05/22/2011,Diamond Pine Ranch,Barrel Racing - Diamond Pine Spring Saddle Series Race #5,05/22/2011,509-991-1566&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,05/27/2011,2011 BRN4D Championship Finals - TRAC,Barrel Racing - 2011 BRN4D Championship Finals - TRAC,05/30/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,06/04/2011,Grant County Fairgrounds Rodeo Arena,Barrel Racing - Grant County Fairgrounds Rodeo Arena,06/05/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
12basket@wildblue.net,"309 E Insert Rd , DEER PARK, WA 99006",06/05/2011,Diamond Pine Ranch,Barrel Racing - Diamond Pine Ranch,06/05/2011,509-991-1566&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,06/10/2011,&nbsp;,Barrel Racing - &nbsp;,06/10/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bcjfra@gmail.com,"38804 N. Hayes Rd., BENTON CITY, WA",06/11/2011,BCJFRA Arena,Barrel Racing - Benton Co Jr Fair &amp; Rodeo Association,06/12/2011,509-302-8384 or 509-539-5834&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
pbha@localaccess.com,"Gore Road Salkum, SALKUM, WA",06/11/2011,Rocky Top Arena,Barrel Racing - Pacific Barrel Horse Association,06/12/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bobomac@charter.net,"6600 Burden Blvd , PASCO, WA 99302",06/17/2011,TRAC,Barrel Racing - PRODUCERS GONE WILD,06/19/2011,509-520-3756&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
masdr@my180.net,"380 Hussey Rd , WALLA WALLA, WA 99362",06/25/2011,Don Johnson Arena,Barrel Racing - Don Johnson Arena,06/25/2011,509-520-6302 or 509-386-4779&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
pbha@localaccess.com,"12648 175th Ave, ROCHESTER, WA",06/25/2011,Rock N Horse Arena,Barrel Racing - Pacific Barrel Horse Association,06/26/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
JuliePinkal@aol.com,"1500 S. Oak  , KENNEWICK, WA 99337",07/16/2011,Kennewick Fairgrounds 4H Arena,Barrel Racing - TCBRA Fundraiser,07/16/2011,509-531-6203&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
12basket@wildblue.net,"309 E Insert Rd , DEER PARK, WA 99006",07/16/2011,Diamond Pine Ranch,Barrel Racing - Diamond Pine Summer Extravaganza - Outdoor Arena,07/17/2011,509-991-1566&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
pbha@localaccess.com,"175th Ave, ROCHESTER, WA",07/16/2011,Rock N Horse Arena,Barrel Racing - Pacific Barrel Horse Association,07/17/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
masdr@my180.net,"WALLA WALLA, WA",07/23/2011,Don Johnson Arena,Barrel Racing - Featherlite Trailer Appreciation Race,07/24/2011,Gary Aichele 509-386-4779&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bcjfra@gmail.com,"38804 N. Hayes Rd., BENTON CITY, WA",07/30/2011,BCJFRA Arena,Barrel Racing - Benton Co Jr Fair &amp; Rodeo Association,07/31/2011,509-302-8384 or 509-539-5834&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
pbha@localaccess.com,"175th Ave, ROCHESTER, WA",08/06/2011,Rock N Horse Arena,Barrel Racing - Pacific Barrel Horse Association,08/07/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
masdr@my180.net,"380 Hussey Rd , WALLA WALLA, WA 99362",08/13/2011,Don Johnson Arena,Barrel Racing - Don Johnson Arena,08/13/2011,509-520-6302 or 509-386-4779&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
pbha@localaccess.com,"175th Ave, ROCHESTER, WA",09/03/2011,Rock N Horse Arena,Barrel Racing - Pacific Barrel Horse Association,09/04/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,09/04/2011,Grant County Ardell Pavilion,Barrel Racing - Grant County Ardell Pavilion,09/05/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
JuliePinkal@aol.com,"1500 S. Oak  , KENNEWICK, WA 99337",09/17/2011,Kennewick Fairgrounds 4H Arena,Barrel Racing - TCBRA Fundraiser,09/17/2011,509-531-6203&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bobomac@charter.net,"6600 Burden Blvd , PASCO, WA 99302",09/24/2011,TRAC,Barrel Racing - TRAC,09/24/2011,509-520-3756&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
masdr@my180.net,"Corner of S 9th and Orchard st, WALLA WALLA, WA",10/01/2011,Walla Walla Fairgrounds,Barrel Racing - Autumn Daze,10/01/2011,509-522-1137 or 509-520-6302&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
masdr@my180.net,"South 9th and Orchard st, WALLA WALLA, WA",10/02/2011,Walla Walla Fairgrounds,Barrel Racing - Trailswest Appreciation Race,10/02/2011,509-522-1137 or 509-520-6302&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bobomac@charter.net,"6600 Burden Blvd , PASCO, WA 99302",10/15/2011,TRAC,Barrel Racing - Team Challenge Weekend,10/16/2011,509-520-3756&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
pbha@localaccess.com,"ELMA, WA",10/15/2011,Grays Harbor Fairgrounds,Barrel Racing - Pacific Barrel Horse Association,10/16/2011,360-789-4289&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
bobomac@charter.net,"6600 Burden Blvd, PASCO, WA",11/05/2011,TRAC,Barrel Racing - TRAC,11/05/2011,509-520-3756&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,03/09/2012,Clark Co Fairgrounds,Barrel Racing - Clark Co Fairgrounds,03/11/2012,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,03/31/2012,Rocky Top Arena,Barrel Racing - Rocky Top Arena,04/01/2012,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@barrelsbythebay.com,"5th St.  , FERNDALE, CA 95536",03/02/2011,Humboldt County Fairgrounds,Barrel Racing - Barrels by the Bay Wednesday Nite Races,03/02/2011,707-845-0291&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
sharra@run2win.net,"600 South CHurch St , IONE, CA 95640",03/05/2011,Howard Park Indoor Arena,Barrel Racing - Run2Win Winter Buckle Series,03/05/2011,530-520-4846&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@barrelsbythebay.com,"5th St.  , FERNDALE, CA 95536",03/16/2011,Humboldt County Fairgrounds,Barrel Racing - Barrels by the Bay Wednesday Nite Races,03/16/2011,707-845-0291&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",03/19/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,03/19/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
sharra@run2win.net,"Trinity Ave, RED BLUFF, CA",03/19/2011,Pauline Davis Pavilion,Barrel Racing - Run2Win Roundup 2011,03/20/2011,530-520-4846&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",03/20/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,03/20/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@barrelsbythebay.com,"5th St.  , FERNDALE, CA 95536",04/06/2011,Humboldt County Fairgrounds,Barrel Racing - Barrels by the Bay Wednesday Nite Races,04/06/2011,707-845-0291&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@barrelsbythebay.com,"5th St.  , FERNDALE, CA 95536",04/20/2011,Humboldt County Fairgrounds,Barrel Racing - Barrels by the Bay Wednesday Nite Races,04/20/2011,707-845-0291&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",04/23/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,04/23/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",05/22/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,05/22/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",06/12/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,06/12/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,06/17/2011,2011 BRN4D SW Championship Finals - Diamond Bar,Barrel Racing - 2011 BRN4D SW Championship Finals - Diamond Bar,06/19/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",07/02/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,07/02/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@barrelsbythebay.com,"Park St.  , FORTUNA, CA 95540",07/16/2011,Fortuna Rodeo Grounds,Barrel Racing - Barrels by the Bay Fortuna Rodeo Barrel Race,07/16/2011,707-845-0291&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",07/30/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,07/30/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jwjranch@aol.com,"2095 Adobe Road  , MORRO BAY, CA 93442",08/27/2011,Jones Ranch Arena,Barrel Racing - Jones Ranch Arena,08/27/2011,805-772-8986   805-550-6669&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
amy@fbararena.com,"1857 W. Kuna Rd , KUNA, ID 83634",03/06/2011,F Bar Arena,Barrel Racing - F Bar Arena,03/06/2011,208.631.5380&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
judyrowland@qwestoffice.net,"4600 Tammany Creek Road , LEWISTON, ID 83501",03/12/2011,Rockin Y Arena,Barrel Racing - Winter Saddle Series Rockin Y Arena,03/12/2011,208-790-0375 / 208-816-0141&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
judyrowland@qwestoffice.net,"4066 Lucky Lane , LEWISTON, ID 83501",03/19/2011,Rockin Y Stables and Event Center,Barrel Racing - Rockin Y Stables and Event Center,03/19/2011,208-743-2921 / 208-790-0375&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
amy@fbararena.com,"1857 W Kuna Rd  , KUNA, ID 83634",03/19/2011,F Bar Arena,Barrel Racing - Get Lucky Barrel Race,03/19/2011,208.631.5380&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
amy@fbararena.com,"1857 W Kuna Rd  , KUNA, ID 83634",04/16/2011,F Bar Arena,Barrel Racing - F Bar Arena,04/16/2011,208.631.5380&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
amy@fbararena.com,"1857 W Kuna Rd  , KUNA, ID 83634",04/22/2011,F Bar Arena,Barrel Racing - Spring Fling Barrel Race,04/24/2011,208.631.5380&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
mmytty@msn.com,"12521 Arena Drive  , LOLO, MT 59847",02/23/2011,Lolo Peak Arena,Barrel Racing - Lolo Peak Arena,02/23/2011,406-273-4763&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@dbleforkranch.net,"2275 Eastside Hwy, Corvallis, OR  , CORVALLIS, MT 59828",02/24/2011,Diamond A Arena,Barrel Racing - Diamond A Arena,02/24/2011,406-642-3315&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
mmytty@msn.com,"12521 Arena Drive  , LOLO, MT 59847",03/09/2011,Lolo Peak Arena,Barrel Racing - Lolo Peak Arena,03/09/2011,406-273-4763&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@dbleforkranch.net,"2275 Eastside Hwy, Corvallis, OR  , CORVALLIS, MT 59828",03/10/2011,Diamond A Arena,Barrel Racing - Diamond A Arena,03/10/2011,406-642-3315&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
codylavern@hotmail.com,"425 Winfield Lane  , COLUMBIA FALLS, MT 59912",03/13/2011,Thomson's Arena,Barrel Racing - ELMO THOMSON MEMORIAL BARREL RACE,03/13/2011,406-270-3624&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
mmytty@msn.com,"12521 Arena Drive  , LOLO, MT 59847",03/23/2011,Lolo Peak Arena,Barrel Racing - Lolo Peak Arena,03/23/2011,406-273-4763&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
office@dbleforkranch.net,"2275 Eastside Hwy, Corvallis, OR  , CORVALLIS, MT 59828",03/24/2011,Diamond A Arena,Barrel Racing - Diamond A Arena,03/24/2011,406-642-3315&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
codylavern@hotmail.com,"425 Winfield Lane  , COLUMBIA FALLS, MT 59912",03/27/2011,Thomson's Arena,Barrel Racing - Thomson's Arena,03/27/2011,406-270-3624&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
codylavern@hotmail.com,"425 Winfield Lane  , COLUMBIA FALLS, MT 59912",04/17/2011,Thomson's Arena,Barrel Racing - Thomson's Arena,04/17/2011,406-270-3624&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jessica97038@yahoo.com,"9936 S. Schneider Rdegon , MOLALLA, OR 97038",02/24/2011,Para Hevea Arena,Barrel Racing - Para Hevea Arena Barrel Racing,02/24/2011,503-803-2161&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
leachiv@gmail.com,"Iinterstate 5 Exit 123, ROSEBURG, OR",02/26/2011,Douglas Co. Fairgrounds River Arena,Barrel Racing - Roseburg SOGO Double Headers,02/26/2011,541 673-0690    541 580-3683&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jessica97038@yahoo.com,"9936 S. Schneider Rdegon , MOLALLA, OR 97038",03/03/2011,Para Hevea Arena,Barrel Racing - Para Hevea Arena Barrel Racing,03/03/2011,503-803-2161&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
doubled@web-ster.com or seqkellyw@yahoo.com,"694 NE 4th Avenue  , CANBY, OR 97013",03/05/2011,"Clackamas Co Fairgrounds, Ely Arena","Barrel Racing - Clackamas Co Fairgrounds, Ely Arena",03/05/2011,503-307-2504 or 541-720-9488&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jessica97038@yahoo.com,"9936 S. Schneider Rdegon , MOLALLA, OR 97038",03/10/2011,Para Hevea Arena,Barrel Racing - Para Hevea Arena Barrel Racing,03/10/2011,503-803-2161&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
lfastponies@oigp.net,"CENTRAL POINT, OR",03/13/2011,Jackson County Fairgrounds,Barrel Racing - SOBRA Winter Series,03/13/2011,541-761-6092&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jessica97038@yahoo.com,"9936 S. Schneider Rdegon , MOLALLA, OR 97038",03/17/2011,Para Hevea Arena,Barrel Racing - Para Hevea Arena Barrel Racing,03/17/2011,503-803-2161&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
superturbopony@aol.com,"PRINEVILLE, OR",03/19/2011,"Crook Co Fairgrounds, Indoor Arena",Barrel Racing - 17th Annual Turn &quot;N Burn Winter Series,03/19/2011,541-548-6837 or 541-410-9737&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
leachiv@gmail.com,"Exit 123 off Interstate 5, ROSEBURG, OR",03/19/2011,Douglas Co. Fairgrounds River Arena,Barrel Racing - Roseburg SOGO Double Headers,03/19/2011,541 673-0690    541 580-3683&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
wolkau@gmail.com,"17037 S.W. Alfalfa Road  , POWELL BUTTE, OR 97753",03/20/2011,Rim Rock Riders Event Center,Barrel Racing - T3BT RIM ROCK RIDERS DOUBLE HEADER,03/20/2011,541-815-8334&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jessica97038@yahoo.com,"9936 S. Schneider Rdegon , MOLALLA, OR 97038",03/24/2011,Para Hevea Arena,Barrel Racing - Para Hevea Arena Barrel Racing,03/24/2011,503-803-2161&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
jessica97038@yahoo.com,"9936 S. Schneider Rdegon , MOLALLA, OR 97038",03/31/2011,Para Hevea Arena,Barrel Racing - Para Hevea Arena Barrel Racing,03/31/2011,503-803-2161&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
wolkau@gmail.com,"17037 S.W. Alfalfa Road  , POWELL BUTTE, OR 97753",04/16/2011,Rim Rock Riders Event Center,Barrel Racing - T3BT RIM ROCK RIDERS DOUBLE HEADER,04/16/2011,541-815-8334&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd.  , SCAPPOOSE, OR 97056",04/16/2011,Strobel's Arena,Barrel Racing - Strobel's Spring Series,04/17/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd.  , SCAPPOOSE, OR 97056",05/07/2011,Strobel's Arena,Barrel Racing - Strobel's Spring Series,05/08/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
kathleenshelton@yahoo.com,"694 NE 4th Avenue  , CANBY, OR 97013",05/15/2011,Clackamas County Fairgrounds,Barrel Racing - Clackamas County Fairgrounds,05/15/2011,503-539-5639&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd.  , SCAPPOOSE, OR 97056",06/04/2011,Strobel's Arena,Barrel Racing - Strobel's Spring Series,06/05/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd.  , SCAPPOOSE, OR 97056",07/30/2011,Strobel's Arena,Barrel Racing - Strobel's Summer/Fall Series,07/31/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,08/16/2011,Pioneer Posse Grounds,Barrel Racing - Pioneer Posse Grounds,08/16/2011,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd.  , SCAPPOOSE, OR 97056",08/27/2011,Strobel's Arena,Barrel Racing - Strobel's Summer/Fall Series,08/28/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd  , SCAPPOOSE, OR 97056",10/01/2011,Strobel's Arena,Barrel Racing - Strobel's Summer/Fall Series,10/02/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
rodeorose@ados.net,"54444 Kalberer Rd.  , SCAPPOOSE, OR 97056",10/22/2011,Strobel's Arena,Barrel Racing - Strobel's Summer/Fall Series,10/23/2011,503-936-4304&nbsp,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
,,07/21/2012,TETWP - House Top H Arena,Barrel Racing - TETWP - House Top H Arena,07/21/2012,,http://paywindowpro.com/Brn4dRaces/Schedule/tblRaces/RaceSchedule.aspx
