state,address,authors,city,moreInfoAuthor,time,date,authorImg,authorBio,location,moreInfoLink,title
CA,51 Tamal Vista Blvd,Katie Crouch,Corte Madera,http://www.hachettebookgroup.com/teens_authors_Katie-Crouch-(1502620).htm,12:00 PM,05/05/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1502620_215X340_rdax_195x287_80.jpg,"Katie Crouch was raised in Charleston, South Carolina, where she attended Cotillion training but never was a debutante. She studied writing at Brown and Columbia Universities and now lives in San Francisco. Katie's second novel, Men and Dogs, was published by Little, Brown in April 2010.",BOOK PASSAGE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Katie Crouch Literary Luncheon
MO,37 South Old Orchard Avenue,Amy E. Sklansky,St. Louis,http://www.hachettebookgroup.com/kids_authors_Amy-E-Sklansky-(1010067).htm,02:00 PM,05/07/2011,,,PUDD'N HEAD BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Amy E. Sklansky Talk & Signing
TX,6637 Meadowbrook Drive,Isaiah Washington,Ft. Worth,http://www.hachettebookgroup.com/authors_Isaiah-Washington-(1536455).htm,04:00 PM,05/07/2011,http://www.hachettebookgroup.com/_images/Contributors/1536455_215x340.jpg,"Actor, producer and human rights activist, Isaiah Washington is an NAACP Image Award and Screen Actors Guild winning American actor. A veteran of several Spike Lee films, Washington is best known for his role as Dr. Preston Burke on the ABC medical drama Grey's Anatomy. After attending Howard University in Washington, D.C., Washington has been featured in four acclaimed Spike Lee films: Crooklyn, Clockers, Girl 6, and Get on the Bus. Other feature credits include Hurricane Season, True Crime, Romeo Must Die, Out of Sight, Ghostship, Welcome To Collinwood, Bulworth, Love Jones, Dead Presidents, Stonewall, Strictly Business and the acclaimed Dancing in September  a performance which earned him a nomination for an NAACP Image Award for Outstanding Actor. On television, he has guest-starred in several series, including NYPD Blue, Law &amp; Order, Homicide: Life on the Street, Ally McBeal, New York Undercover, Living Single, Soul Food, and Touched by an Angel. But Washingtons impact extends beyond the entertainment industry. Inspired by the discovery of his direct genetic link to the peoples of Sierra Leone, Washington has become known for his philanthropy in Africa. In 2007, he founded the Gondobay Manga Foundation, which advocates cooperative planning to achieve positive, timely improvements in the lives of the people of Sierra Leone. In May 2006, during a visit to Sierra Leone, Washington was named Chief Gondobay Manga by the Mende people.  In November 2007, Washington and the Gondobay Manga Foundation opened its first school, Chief Foday Golia Memorial School, for 150 students in grades K-5. In addition to building the school, Washington and the Gondobay Manga Foundation also donated uniforms and school supplies for each student. In March 2007, Washington donated &#36;25,000 to the computer reconstruction project of Bunce Island.  Washingtons interest in Africa also extends to Washington. He was the Master of Ceremonies for the first White House Summit on Malaria to fight the war against malaria in 15 African countries. Additionally, in September of 2008, he attended the 63rd United Nations General Assembly in New York City as an advisor to President Ernest Bai Koroma of the Republic of Sierra Leone.  Website: www.gondobaymangafoundation.org &nbsp;",THE DOCK BOOKSHOP,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Isaiah Washington Live
LA,513 Octavia Street,Katie Crouch,New Orleans,http://www.hachettebookgroup.com/teens_authors_Katie-Crouch-(1502620).htm,05:30 PM,05/10/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1502620_215X340_rdax_195x287_80.jpg,"Katie Crouch was raised in Charleston, South Carolina, where she attended Cotillion training but never was a debutante. She studied writing at Brown and Columbia Universities and now lives in San Francisco. Katie's second novel, Men and Dogs, was published by Little, Brown in April 2010.",OCTAVIA BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Katie Crouch Reading and Signing
NC,4139 Park Rd.,Katie Crouch,Charlotte,http://www.hachettebookgroup.com/teens_authors_Katie-Crouch-(1502620).htm,07:00 PM,05/11/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1502620_215X340_rdax_195x287_80.jpg,"Katie Crouch was raised in Charleston, South Carolina, where she attended Cotillion training but never was a debutante. She studied writing at Brown and Columbia Universities and now lives in San Francisco. Katie's second novel, Men and Dogs, was published by Little, Brown in April 2010.",PARK ROAD BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Katie Crouch Reading and Signing
NC,55 Haywood Street,Katie Crouch,Asheville,http://www.hachettebookgroup.com/teens_authors_Katie-Crouch-(1502620).htm,07:00 PM,05/12/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1502620_215X340_rdax_195x287_80.jpg,"Katie Crouch was raised in Charleston, South Carolina, where she attended Cotillion training but never was a debutante. She studied writing at Brown and Columbia Universities and now lives in San Francisco. Katie's second novel, Men and Dogs, was published by Little, Brown in April 2010.",MALAPROPS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Katie Crouch Reading and Signing
CA,4331 Degnan Boulevard,Isaiah Washington,Los Angeles,http://www.hachettebookgroup.com/authors_Isaiah-Washington-(1536455).htm,12:00 PM,05/12/2011,http://www.hachettebookgroup.com/_images/Contributors/1536455_215x340.jpg,"Actor, producer and human rights activist, Isaiah Washington is an NAACP Image Award and Screen Actors Guild winning American actor. A veteran of several Spike Lee films, Washington is best known for his role as Dr. Preston Burke on the ABC medical drama Grey's Anatomy. After attending Howard University in Washington, D.C., Washington has been featured in four acclaimed Spike Lee films: Crooklyn, Clockers, Girl 6, and Get on the Bus. Other feature credits include Hurricane Season, True Crime, Romeo Must Die, Out of Sight, Ghostship, Welcome To Collinwood, Bulworth, Love Jones, Dead Presidents, Stonewall, Strictly Business and the acclaimed Dancing in September  a performance which earned him a nomination for an NAACP Image Award for Outstanding Actor. On television, he has guest-starred in several series, including NYPD Blue, Law &amp; Order, Homicide: Life on the Street, Ally McBeal, New York Undercover, Living Single, Soul Food, and Touched by an Angel. But Washingtons impact extends beyond the entertainment industry. Inspired by the discovery of his direct genetic link to the peoples of Sierra Leone, Washington has become known for his philanthropy in Africa. In 2007, he founded the Gondobay Manga Foundation, which advocates cooperative planning to achieve positive, timely improvements in the lives of the people of Sierra Leone. In May 2006, during a visit to Sierra Leone, Washington was named Chief Gondobay Manga by the Mende people.  In November 2007, Washington and the Gondobay Manga Foundation opened its first school, Chief Foday Golia Memorial School, for 150 students in grades K-5. In addition to building the school, Washington and the Gondobay Manga Foundation also donated uniforms and school supplies for each student. In March 2007, Washington donated &#36;25,000 to the computer reconstruction project of Bunce Island.  Washingtons interest in Africa also extends to Washington. He was the Master of Ceremonies for the first White House Summit on Malaria to fight the war against malaria in 15 African countries. Additionally, in September of 2008, he attended the 63rd United Nations General Assembly in New York City as an advisor to President Ernest Bai Koroma of the Republic of Sierra Leone.  Website: www.gondobaymangafoundation.org &nbsp;",ESO WON BOOK STORE/ SIGNING,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Isaiah Washington Live
IL,1 East Jackson Boulevard,Demetri Martin,Chicago,http://www.hachettebookgroup.com/authors_Demetri-Martin-(1522323).htm,6:00 PM,05/12/2011,,,DEPAUL UNIVERSITY BOOKSTORE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Demetri Martin Talk/Signing
TX,14532 Memorial Drive,Katie Crouch,Houston,http://www.hachettebookgroup.com/teens_authors_Katie-Crouch-(1502620).htm,07:00 PM,05/13/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1502620_215X340_rdax_195x287_80.jpg,"Katie Crouch was raised in Charleston, South Carolina, where she attended Cotillion training but never was a debutante. She studied writing at Brown and Columbia Universities and now lives in San Francisco. Katie's second novel, Men and Dogs, was published by Little, Brown in April 2010.",BLUE WILLOW BOOKSHOP,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Katie Crouch Reading and Signing
MI,3235 Washtenaw Ave,Demetri Martin,Ann Arbor,http://www.hachettebookgroup.com/authors_Demetri-Martin-(1522323).htm,4:00 PM,05/14/2011,,,BARNES & NOBLE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,"Demetri Martin Talk, Q&A & Book signing"
CT,28 Arcadia Road,Patricia Falvey,GREENWICH,http://www.hachettebookgroup.com/authors_Patricia-Falvey-(1525857).htm,,05/25/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1525857_215x340.jpg,"I was born in Newry, Northern Ireland. At the age of eight I went to live in England and at twenty I immigrated to America. I enrolled as an English major at Suffolk University. However, due to lack of money I switched my major to Business.  Although I progressed very successfully in my profession, I never lost my desire to write. It was only after years of struggle and doubt and yes... fear... that I eventually took the leap of faith, quit my profession, and devoted myself full time to finishing my first novel, The Yellow House.",JUST BOOKS/ BOOK SIGNING,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Patricia Falvey Live
CA,3885a Cesar Chavez Street,"Lisa Weiss, Emily Luchetti",San Francisco,http://www.hachettebookgroup.com/authors_Emily-Luchetti-(1532465).htm,06:00 PM,05/25/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1532465_215X340.jpg,"Emily Luchetti, executive pastry chef at Farallon and Waterbar Restaurants in San Francisco, is recognized around the world for her award-winning sweet creations.&nbsp; With five cookbooks to her credit and numerous awards, including a 2004 James Beard Award, patrons can always count on a delectable, exotic and innovative end to their meal.  Emily has been executive pastry chef at Farallon since 1997 when the restaurant opened. She has been executive pastry chef of Waterbar since its opening in 2008.&nbsp; Her history with Farallon and Waterbars co-owner Mark Franz spans more than 20 years when they were both part of the opening team of Stars Restaurant in San Francisco.&nbsp; It was at Stars that Emily began her Bay Area cooking career as a line cook, working her way up to lunch chef and eventually stoking her passion for desserts.&nbsp; She was named executive pastry chef at Stars in 1987, a position she held through July 1995.&nbsp; During that time Emily was also the co-owned StarBake, a retail bakery, with Jeremiah Tower. Emily has written many cookbooks:&nbsp; Stars Desserts (HarperCollins, 1991), Four Star Desserts (HarperCollins, 1995), A Passion for Desserts (Chronicle Books, 2003), and A Passion for Ice Cream (Chronicle Books, 2006).&nbsp; She created the dessert recipes for The Farallon Cookbook (Chronicle Books, 2000). Her first two books were rereleased as Classic Stars Desserts in 2007. Her latest book is The Fearless Baker (Little, Brown and Company, 2011). Since the debut of her first book, Emily has passionately taught baking to dessert lovers across the country so that people can obtain the same enjoyment she does from creating something with her hands and providing delectable treats to others to savor.&nbsp; Fundamental to her passion for baking is the belief that desserts increase the social experiences and interactions of friends and family as they linger around the table.&nbsp; Emily Luchetti and her recipes appear regularly in national newspapers and magazines and she has been featured on numerous news programs and The Food Networks The Ultimate Kitchen, Sweet Dreams, Cookin Live with Sara Moulton, Saras Secrets and The Martha Stewart Show. She was the co-host of the PBS Series The Holiday Table. Emily graduated from Denison University in 1979 with a BA in Sociology.&nbsp; Following graduation, she attended the New York Restaurant School and worked in various New York establishments (including David Leidermans Manhattan Market and The Silver Palate), building her resume and sharpening her culinary skills prior to moving to the Bay Area.&nbsp; She currently resides in Sausalito.&nbsp;  In addition to the James Beard Award, Emily received honors including the 1998 San Francisco Focus Magazine Pastry Chef of the Year, the 2001 Women Chefs &amp; Restaurateurs Golden Whisk Award and the 2003 Food Arts Magazine Silver Spoon Award. In 2009 The San Francisco Chronicle named her one of 20 Visionary Chefs in the Bay Area. She is currently Vice Chair of The James Beard Foundation.",OMNIVORE BOOKS,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=EVENT&regionid=&duration=,Emily Luchetti Signing
NY,18 West 18th Street,Jenny Han,New York,http://www.hachettebookgroup.com/kids_authors_Jenny-Han-(1530323).htm,12:00 PM,03/26/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1530323_215X340.jpg,"Jenny Han grew up in Richmond, Virginia and went to the University of North Carolina at Chapel Hill. She moved to NYC for graduate school and received her MFA in Writing for Children at the New School. She currently lives in Brooklyn and works part-time as a school librarian. Her debut novel Shug was published in 2006, and The Summer I Turned Pretty in Spring 2009.  Jenny's Clara Lee and the Apple Pie Dream will be out in January. What do Jenny and Clara Lee have in common? Read this author Q&amp;A&nbsp;and find out!",Books of Wonder,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Jenny Han Author panel and signing
CA,189 The Grove Drive,Chris Jericho,Los Angeles,http://www.hachettebookgroup.com/authors_Chris-Jericho-(1077234).htm,8:00 PM,03/28/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1077234_215X340.jpg,"<p>Chris Jericho, a talented actor, television personality, radio host, and rock star, has established himself as a multifaceted performer.  His unique ability to display such talent and charm in each outlet contributes to his successes across the board.  Most recently Chris completed his first book, A Lion's Tale: Around the World in Spandex in which he chronicles, with a witty and humorous narrative, his rise in the wrestling business and the pitfalls of the industry.  This memoir is set to drop on October 25, 2007.</p>    <p>Recently he made the cross over to film with his lead roles in the features, Android Apocalypse and Albino Farm.  Jericho also appeared on stage before sold-out crowds and received standing ovations when he starred in the hilarious Norm Foster play Opening Night at the Toronto Centre for the Arts. In addition, Chris has been invited to appear as a regular guest performer with the legendary comedy troupe, The Groundlings in the all-improv show, Cookin' with Gas. He also starred in the comedy pilot, Ebaum's World for the USA Network.</p>    <p>Chris' knack for comedy is obvious in his regular appearances on VH-1 and E! Networks. Lending his talent as a panelist or guest, Chris has appeared on over a dozen shows including G4TV's Attack of the Show, Filter (G4TV) Biggest Celebrity Oops (E! Networks), Best Week Ever and the I Love The 70's, 80's and 90's and soon to be released 00's series (VH-1).  Other recent guest appearances include Jimmy Kimmel Live, The Howard Stern Show, The Late, Late Show and Larry King Live. Chris also guest hosted The Best Damn Sports Show Period, MadTV and Headbanger's Ball on MTV2. </p>    <p>Jericho began wrestling at age 19 and is considered one of the most popular wrestling champions in history. In 2001 he was the first ever Undisputed Champion of the WWE and is the only performer to have held six different titles in the 44-year history of World Wrestling Entertainment.</p>    <p>Chris hosted his own show on XM Satellite Radio (Channel 41 Da Boneyard) entitled ""The Rock of Jericho"" airing Sunday nights for over 100 episodes.  The show allowed Chris to display his wide and unique range of knowledge of the music world.  </p>    <p>As lead singer of the rock band Fozzy, Chris proves that his knowledge of music spans beyond just facts. Their third CD, All That Remains was released in 2005, via Chris' own record label Ash Records. Fozzy's first three records sold over 150,000 units and the band played sold out shows worldwide, including the US, Canada, Europe, the United Kingdom and Australia. </p>    <p>Jericho's talent extends beyond the camera as he also wrote and directed a short comedy film for MTV about the band entitled, Unleashed, Uncensored, Unknown.  In addition Chris directed music videos for Fozzy's tracks ""Eat The Rich,"" ""With The Fire,"" and ""Enemy,"" all of which enjoyed rotation on MTV, MTV2, FUSE and Much Music. </p>     <p>Chris grew up in Winnipeg, Canada and currently resides in Los Angeles, CA and Tampa, FL.</p>    <p>I became obsessed with reading at a young age with Gordon Korman, Franklin W. Dixon and Beverly Cleary being my early favorites.  Once I became enthralled with an author's work, I decided I had to read everything published by them...a trend which continues to this day.   Then I graduated to the world of Stephen King and became a fanatic at 10 years old (maybe that explains why I'm a little warped).  King is still one of my favorites along with John Grisham, Douglas Preston and Lincoln Child and Tim LaHaye.  I'm also a fan of biographies and anything written about Rock n Roll, especially The Beatles.</p>",BARNES & NOBLE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Chris Jericho Signing
MA,279 Harvard St,Steven C.Schlozman,Brookline,http://www.hachettebookgroup.com/authors_Steven-C-Schlozman-(1537059).htm,07:00 PM,03/28/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1537059_215X340.jpg,,BROOKLINE BOOKSMITH,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Steven C.Schlozman Signing
NY,555 Fifth Avenue at 46th Street,Chris Jericho,New York,http://www.hachettebookgroup.com/authors_Chris-Jericho-(1077234).htm,12:00 PM,03/31/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1077234_215X340.jpg,"<p>Chris Jericho, a talented actor, television personality, radio host, and rock star, has established himself as a multifaceted performer.  His unique ability to display such talent and charm in each outlet contributes to his successes across the board.  Most recently Chris completed his first book, A Lion's Tale: Around the World in Spandex in which he chronicles, with a witty and humorous narrative, his rise in the wrestling business and the pitfalls of the industry.  This memoir is set to drop on October 25, 2007.</p>    <p>Recently he made the cross over to film with his lead roles in the features, Android Apocalypse and Albino Farm.  Jericho also appeared on stage before sold-out crowds and received standing ovations when he starred in the hilarious Norm Foster play Opening Night at the Toronto Centre for the Arts. In addition, Chris has been invited to appear as a regular guest performer with the legendary comedy troupe, The Groundlings in the all-improv show, Cookin' with Gas. He also starred in the comedy pilot, Ebaum's World for the USA Network.</p>    <p>Chris' knack for comedy is obvious in his regular appearances on VH-1 and E! Networks. Lending his talent as a panelist or guest, Chris has appeared on over a dozen shows including G4TV's Attack of the Show, Filter (G4TV) Biggest Celebrity Oops (E! Networks), Best Week Ever and the I Love The 70's, 80's and 90's and soon to be released 00's series (VH-1).  Other recent guest appearances include Jimmy Kimmel Live, The Howard Stern Show, The Late, Late Show and Larry King Live. Chris also guest hosted The Best Damn Sports Show Period, MadTV and Headbanger's Ball on MTV2. </p>    <p>Jericho began wrestling at age 19 and is considered one of the most popular wrestling champions in history. In 2001 he was the first ever Undisputed Champion of the WWE and is the only performer to have held six different titles in the 44-year history of World Wrestling Entertainment.</p>    <p>Chris hosted his own show on XM Satellite Radio (Channel 41 Da Boneyard) entitled ""The Rock of Jericho"" airing Sunday nights for over 100 episodes.  The show allowed Chris to display his wide and unique range of knowledge of the music world.  </p>    <p>As lead singer of the rock band Fozzy, Chris proves that his knowledge of music spans beyond just facts. Their third CD, All That Remains was released in 2005, via Chris' own record label Ash Records. Fozzy's first three records sold over 150,000 units and the band played sold out shows worldwide, including the US, Canada, Europe, the United Kingdom and Australia. </p>    <p>Jericho's talent extends beyond the camera as he also wrote and directed a short comedy film for MTV about the band entitled, Unleashed, Uncensored, Unknown.  In addition Chris directed music videos for Fozzy's tracks ""Eat The Rich,"" ""With The Fire,"" and ""Enemy,"" all of which enjoyed rotation on MTV, MTV2, FUSE and Much Music. </p>     <p>Chris grew up in Winnipeg, Canada and currently resides in Los Angeles, CA and Tampa, FL.</p>    <p>I became obsessed with reading at a young age with Gordon Korman, Franklin W. Dixon and Beverly Cleary being my early favorites.  Once I became enthralled with an author's work, I decided I had to read everything published by them...a trend which continues to this day.   Then I graduated to the world of Stephen King and became a fanatic at 10 years old (maybe that explains why I'm a little warped).  King is still one of my favorites along with John Grisham, Douglas Preston and Lincoln Child and Tim LaHaye.  I'm also a fan of biographies and anything written about Rock n Roll, especially The Beatles.</p>",BARNES & NOBLE #2234,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Chris Jericho Signing Only
IA,4550 University Avenue,Rand Paul,West Des Moines,http://www.hachettebookgroup.com/authors_Rand-Paul-(1556627).htm,02:00 PM,04/02/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1556627_215x340.jpg,"U.S. Senator Rand Paul lives in Bowling Green, Kentucky with his wife and three children. He has been a practicing ophthalmologist for seventeen years. His run for the US Senate representing Kentucky was his first bid for political office. He is the son of Ron Paul, Texas congressman and 2008 Republican Presidential candidate.",BARNES & NOBLE BOOKSIGNING,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Rand Paul Live
FL,591 South University Dr,Lisi Harrison,Plantation,http://www.hachettebookgroup.com/teens_authors_Lisi-(1074092).htm,07:00 PM,04/04/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1074092_215X340_rdax_195x123_80.jpg,"Lisi Harrison was the Senior Director of Production Development at MTV, Music Television, and was responsible for creating and developing original programming for air on MTV. She also served as Head Writer for MTV Production and before that had her own column in Jane Magazine.  Lisi lives in&nbsp;Laguna Beach, California, and is currently working on her next Alphas novel, coming in April 2010, as well as her next Clique novel.&nbsp;",BARNES & NOBLE,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Lisi Harrison Reading and Signing
CA,8818 Sunset Boulevard,"Margaret Stohl, Kami Garcia",West Hollywood,http://www.hachettebookgroup.com/teens_authors_Kami-Garcia-(1525739).htm,07:00 PM,04/05/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1525739_215X340_rdax_195x156_80.jpg,"Kami Garcia is a teacher and&nbsp;reading specialist with an MA in education, and leads book groups for children and teenagers. She lives in Los Angeles, California, with&nbsp;her family. Written with Margaret Stohl, ""Beautiful Creatures""&nbsp;was their debut novel and Beautiful Darkness is out in October.",BOOK SOUP,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Kami Garcia Group Author Event
DC,Cramton Auditorium,Tyrese Gibson,Washington,http://www.hachettebookgroup.com/authors_Tyrese-Gibson-(1541987).htm,6:30 PM,04/06/2011,http://www.hachettebookgroup.com/_images/Contributors/1541987_215x340.jpg,"Tyrese Gibson - known to his legions of fans as ""Tyrese"" - is an American multi-media entertainer who has been hugely successful as a multi-platinum and Grammy-nominated R&amp;B singer, songwriter, rapper, actor, fashion model, screenwriter and producer. Born and raised in the gritty South Central L.A. section of Watts, Tyrese was discovered at the age of fourteen when he won a local talent show. His performance in a 1995 Coke commercial, singing the phrase ""Always Coca-Cola,"" led to worldwide recognition and a longstanding music career. After releasing several award-winning albums, he transitioned into films, first with John Singleton's critically acclaimed Baby Boy, followed by some of Hollywood's biggest movies, including 2 Fast 2 Furious, Four Brothers and Michael Bay's Transformers. Tyrese created the bestselling comic book Mayhem and produced the television show First In. He is currently working on his fifth studio album and can be seen next in the upcoming mega-franchise films, Fast Five and Transformers 3: Dark of the Moon.",HOWARD UNIVERSITY,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Tyrese Gibson Interview/Q&A/Signing
CA,The Westin Bonaventure,"Kami Garcia, Margaret Stohl",Los Angeles,http://www.hachettebookgroup.com/teens_authors_Kami-Garcia-(1525739).htm,,04/06/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1525739_215X340_rdax_195x156_80.jpg,"Kami Garcia is a teacher and&nbsp;reading specialist with an MA in education, and leads book groups for children and teenagers. She lives in Los Angeles, California, with&nbsp;her family. Written with Margaret Stohl, ""Beautiful Creatures""&nbsp;was their debut novel and Beautiful Darkness is out in October.",ROMANTIC TIMES BOOKLOVERS CONVENTION,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Kami Garcia Panels and 'Teen Day&quot; Events
SC,Ocean One,Mark Childress,Pawleys Island,http://www.hachettebookgroup.com/authors_Mark-Childress-(1074649).htm,11:00 AM,04/08/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1074649_215x340.jpg,"Mark Childress was born in Monroeville, Alabama. He is the author of six previous novels and three books for children. He has lived in Ohio, Indiana, Mississippi, Louisiana, Georgia, California, Costa Rica, and currently lives in Key West, Florida. /P&gt;",LITCHFIELD BOOKS MOVABLE FEAST SERIES,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Mark Childress Luncheon
TX,1717 N. Harwood Street,Michael Connelly,Dallas,http://www.hachettebookgroup.com/authors_Michael-Connelly-(1000054).htm,07:30 PM,04/08/2011,http://www.hachettebookgroup.com/_images/Contributors/images_main/1000054_215x340.jpg,"MICHAEL CONNELLY decided to become a writer after discovering the books of Raymond Chandler while attending the University of Florida. Once he decided on this direction he chose a major in journalism and a minor in creative writinga curriculum in which one of his teachers was novelist Harry Crews. After graduating in 1980, Connelly worked at newspapers in Daytona Beach and Fort Lauderdale, Florida, primarily specializing in the crime beat. In Fort Lauderdale he wrote about police and crime during the height of the murder and violence wave that rolled over South Florida during the so-called cocaine wars. In 1986, he and two other reporters spent several months interviewing survivors of a major airline crash. They wrote a magazine story on the crash and the survivors which was later short-listed for the Pulitzer Prize for feature writing. You can read this story at the Sun-Sentinel web site. The magazine story also moved Connelly into the upper echelons of journalism, landing him a job as a crime reporter for the Los Angeles Times, one of the largest papers in the country, and landing him in the city about which Chandler, his literary hero, had written. After three years on the crime beat, Connelly began writing his first novel to feature LAPD Detective Hieronymus Bosch. The novel, The Black Echo, based in part on a true crime that had occurred in Los Angeles, was published in 1992, and later won the Edgar Award for best first novel by the Mystery Writers of America. Connelly followed up with three more Bosch books, The Black Ice, The Concrete Blonde, and The Last Coyote, before publishing The Poet, a thriller with a newspaper reporter as a protagonist, in 1996. In 1997, he went back to Bosch with Trunk Music, and in 1998 another non-series thriller, Blood Work, was published. Blood Work was inspired in part by a friend's receiving of a heart transplant and the attendant ""survivor's guilt"" the friend experienced, knowing that someone died in order that he have the chance to live. Connelly has been interested and fascinated by those same feelings as expressed by the survivors of the plane crash he wrote about years before. Blood Work is soon to be released as a major motion picture in early fall 2002 starring Clint Eastwood, Anjelica Houston, and Jeff Daniels. Angels Flight was released in 1999 and was another entry in the Harry Bosch series. Void Moon, was released in 2000, and introduced a new character, Cassie Black, a high-stakes Las Vegas thief. His 2001 release, A Darkness More Than Night, united Harry Bosch with Terry McCaleb from Blood Work, and was named one of the Best Books Of 2001 by the Los Angeles Times. Michael Connelly was also one of the creators, writers, and consulting producers of Level 9, a TV show about a task force fighting cyber crime that ran on UPN in the fall of 2000.. Connelly's books have won the Edgar, Anthony, Macavity, Nero, Maltese Falcon (Japan), .38 Caliber (France), and Grand Prix (France) awards. He lives with his wife and daughter.- Bio courtesy of www.michaelconnelly.com Click here to sign up for the Michael Connelly eNewsletter.",DALLAS MUSEUM OF ART,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Michael Connelly On-Stage Interview
TX,5303 FM 1960 West,Lavaille Lavette,Houston,http://www.hachettebookgroup.com/authors_Lavaille-Lavette-(1525577).htm,09:00 AM,04/09/2011,http://www.hachettebookgroup.com/_images/Contributors/1525577_215X340.jpg,"Lavaille Lavette has worked as a schoolteacher, school district administrator, speechwriter, marketing executive, columnist and Co- Host on Radio One's Christian Radio Station, 92.1 FM. From 2001-2005, she served as special advisor to the U.S. Secretary of Education, Dr. Rod Page.",BARNES & NOBLE BOOK SIGNING,http://www.hachettebookgroup.com/authors_tours-and-appearances.aspx?search=true&authorid=&mediaid=OTHER&regionid=&duration=,Lavaille Lavette Live
