moreInfo,contactPhone,title,website,zipcode,endDate,street,state,fees,startDate,city,venueName,description,time
http://www.visitmaine.com/event/7721/2011_bar_harbor_music_festival/,(212) 222-1026,2011 BAR HARBOR MUSIC FESTIVAL,"<a href=""http://www.barharbormusicfestival.org/"" class=""uvt_eweb"">www.barharbormusicfestival.org/</a>",04609,07/31/2011,59 Cottage Street,ME,<p>$25/$35 &amp; $15 for students opera: $45/$75</p>,07/1/2011,Bar Harbor,The Rodick Building,"<p>The Bar Harbor Music Festival, now in its 45th year, presents recitals, opera, string orchestra, tea, pops, jazz, and &quot;new composers&quot; concerts throughout the month of July. Venues include a beautiful and acoustically excellent New England church, Blackwoods Campground Amphitheatre, the elegant Balance Rock Inn by the ocean,and the historic Criterion Theatre and Bar Harbor Club. The Festival&#039;s guiding purpose is to provide performance opportunities for up-and-coming artists by giving them the international stage that Bar Harbor affords.</p><p>Its annual summer festival in Bar Harbor, Maine, coupled with its Touring Program and admission-free outdoor concerts in Acadia National Park, has brought the joy of music to millions of people.</p>",<p>8:15 p.m./4:00 p.m./8:00 p.m.</p>
http://www.visitmaine.com/event/7977/the_final_charge/,(207) 657-4977,The Final Charge,"<a href=""http://www.mainewildlifepark.com/"" class=""uvt_eweb"">www.mainewildlifepark.com/</a>",04039,07/9/2011,56 Game Farm Road,ME,<p>Regular Admission Fees Apply</p>,07/2/2011,Gray,Maine Wildlife Park,"<p>A massive, museum quality display showing two huge Bull Moose with locked antlers, created by taxidermist Mark Dufresne of Nature&#039;s Reflections Taxidermy in Gray.  Most often exhibited at L.L. Bean&#039;s flagship store in Freeport, this amazing display is on loan to us for our visitors to view and photograph up close!  www.llbean.com</p>",<p>Regular Park Hours</p>
http://www.visitmaine.com/event/7816/4th_of_july_blueberry_pancake_sausage_breakfast/,(207) 865-6624,4th of July Blueberry Pancake &amp; Sausage Breakfast,,04032,07/4/2011,134 Main Street,ME,"<p>$5 large order, $4 small order</p>",07/4/2011,Freeport,St. Jude Church,<p>20th Annual breakfast will be celebrated by serving FREE meals to &quot;active-duty military personnel&quot;.  Local parade down Main Street follows at l0 am</p>,<p>7 am to 10 am</p>
http://www.visitmaine.com/event/7978/chainsaw_wildlife_artists_at_the_maine_wildlife_park/,(207) 657-4977,Chainsaw Wildlife Artists at the Maine Wildlife Park,"<a href=""http://www.mainewildlifepark.com/"" class=""uvt_eweb"">www.mainewildlifepark.com/</a>",04039,07/9/2011,56 Game Farm Road,ME,<p>Regular Admission Fees Apply</p>,07/9/2011,Gray,Maine Wildlife Park,"<p>Join Maine Custom Wood Sculpture&#039;s Bill Fournier as he uses a chain saw to create eagles, bears &amp; more. Watch a block of wood become a work of art. Also see Ron Carlson whose lifelong chainsaw carving hobby became a business; now thousands of pieces later, Ron specializes in carving bears &amp; will have a variety of carvings on exhibit &amp; for sale. Bring your cameras &amp; your earplugs!</p>",<p>11am-2pm</p>
http://www.visitmaine.com/event/7741/maine_home_design_garden_tour_hidden_gardens_of_cape_elizabeth/,207-780-4205,Maine Home + DESIGN Garden Tour: Hidden Gardens of Cape Elizabeth,"<a href=""http://www.arboretumatfortwilliams.org/"" class=""uvt_eweb"">www.arboretumatfortwilliams.org/</a>",04107,07/9/2011,Shore Road,ME,"<p>$20 in advance, $25 on the day</p>",07/9/2011,Cape Elizabeth,Fort Williams Park,"<p>The Hidden Gardens of Cape Elizabeth, a garden tour to benefit the Arboretum at Fort Williams, will take place on Saturday, July 9, 2011 (rain date will be July 10) from 9:00am - 3:00pm.  The ten unique gardens on the tour will include an historical estate, a distinctive small farm, a Japanese-style garden, seaside gardens, a garden showcasing North American native plants, perennial gardens, a woodland garden, a native wetland garden, a cottage garden and several other exceptional gardens.</p>",<p>9 a.m. - 3 p.m.</p>
http://www.visitmaine.com/event/7954/we_will_sustain_the_structure_the_built_and_natural_environments_of_the_shakers/,(207) 926-4597,We Will Sustain The Structure: The Built and Natural Environments of the Shakers,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/17/2011,707 Shaker Rd. Route 26,ME,<p>$150.00- all fees including 5 meals. $125.00-sponsors members</p>,07/15/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>A three day conference to be held at the Sabbathday Lake Shaker Village. Speakers, special actvities and special programs will present issues and ideas related to the Shaker experience as seen in both their built environment and the Shakers relationship to the nature that surrounds them. Covers many areas of interest! Open to all! Free conference flyer available on request!</p>",<p>Conference sessions open daily at 9 am</p>
http://www.visitmaine.com/event/3580/31st_camden-rockport_antiques_show_sale/,(800) 641-6908,31st Camden-Rockport Antiques Show &amp; Sale,"<a href=""http://www.goosefareantiques.com/"" class=""uvt_eweb"">www.goosefareantiques.com/</a>",04856,07/24/2011,25 Keelson Drive,ME,"<p>Adult Admission $6.00, $5.00 with the ad in local papers or a print out of this page.  Admission is good for both days - get a Pass To Return when leaving the antiques show.</p>",07/23/2011,Rockport,Camden Hills Regional High School,"<p>The 31st annual Camden-Rockport Antiques Show and Sale, sponsored by the C-R Historical Society, will be held on Saturday and Sunday, July 23 &amp; 24, at the Camden Hills Regional High School.  The Camden Show has been the premier antiques show in Maine for early 18th and 19th century furniture, Americana, and accessories.  There are displays of American painted and period furniture antique &amp; estate jewelry, antique silver, marine antiques, decoys, sporting antiques, fine glass &amp; china including Staffordshire, Flow Blue, quimper, early soft paste; Americana, and early hearth equipment; Sandwich &amp; other fine glass;  pottery, brass, copper, and pewter; quilts and other textiles; antiquarian books, prints and paintings; and other fine antiques.</p>",<p>Saturday 10-5 &amp; Sunday 11-4</p>
http://www.visitmaine.com/event/6732/55th_annual_boothbay_harbor_antiques_show_sale/,(207) 284-8657,55th Annual Boothbay Harbor Antiques Show &amp; Sale,"<a href=""http://www.goosefareantiques.com/"" class=""uvt_eweb"">www.goosefareantiques.com/</a>",04538,07/31/2011,261 Townsend Ave Directly on Route 27 coming into,ME,"<p>Adult Admission $6.00,  with a printout of this listing $5.00 each.  Children free when accompanied by an adult</p>",07/30/2011,Boothbay Harbor,Boothbay Region YMCA,"<p>A small but fine antiques show &amp; sale featuring 30 dealers showing 18th and 19th century furniture, Americana,  antique &amp; estate jewelry, antique silver, decoys, sporting antiques, fine glass &amp; china including Staffordshire, Flow Blue, quimper, early soft paste; Americana, and early hearth equipment; Sandwich &amp; other fine glass; pottery, brass, copper, and pewter; quilts and other textiles; antiquarian books, prints and paintings; and other fine antiques.  The show has been running for 54 years and is an annual event that visitors and local residents look forward to.  Held at the Boothbay Region YMCA, the YMCA also hosts a silent auction to raise money for its activities.  Lunch &amp; snacks are available.</p>",<p>Saturday 10-5 &amp; Sunday 11-4</p>
http://www.visitmaine.com/event/7359/searsport_lobster_boat_races_and_antique_power_day/,(207) 548-2529,Searsport Lobster Boat Races and Antique Power Day,"<a href=""http://www.penobscotmarinemuseum.org/"" class=""uvt_eweb"">www.penobscotmarinemuseum.org/</a>",04974,07/9/2011,40 E. Main Street,ME,,07/9/2011,Searsport,"Penobscot Marine Museum, Mosman Park, and Town Dock","<p>A town-wide day of activities: Lobsterboat races, antique engine and lobsterboat exhibit, radio-control model racing, crafts for children, rowing race and more.</p>",<p>10am-5pm</p>
http://www.visitmaine.com/event/7936/cooking_with_garden_herbs/,(207) 926-4597,Cooking With Garden Herbs,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/2/2011,707 Shaker Rd. Route 26,ME,<p>$40.00</p>,07/2/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>Here is where you&#039;ll learn, hands on, how to use many fresh herbs. When to harvest, how to dry, useful recipes for everyday meals. Samples of prepared foods, receive recipes and make herbal blends. Betsey-Ann Golon, Shaker Village herbalist, is the instructor.</p>",<p>10 am - 2 pm</p>
http://www.visitmaine.com/event/4181/civil_war_cannon_firing_at_fort_knox/,(207) 469-6553,Civil War Cannon Firing at Fort Knox,"<a href=""http://fortknox.maineguide.com/"" class=""uvt_eweb"">fortknox.maineguide.com/</a>",04416,07/3/2011,711 Fort Knox Road,ME,<p>Admission Fees Fort Knox $3 Adults $1 Children 5 - 11 Children under 5 are free! Observator is an extra fee and non resident fees differ</p>,07/2/2011,Prospect,Fort Knox Historic Site,<p>The 6th Maine Battery brings a full sized rifled Parrot cannon to Fort Knox for firing demonstrations. This cannon is the real deal and will provide explosive excitement for those in attendance.</p>,<p>10 AM to 4 PM</p>
http://www.visitmaine.com/event/6689/black_fly_follies/,(207) 933-9999,Black Fly Follies,"<a href=""http://www.theateratmonmouth.org/"" class=""uvt_eweb"">www.theateratmonmouth.org/</a>",04259,07/2/2011,796 Main St.,ME,"<p>$24/Adults, $22/Senior Citizens, $20/Students</p>",07/2/2011,Monmouth,Cumston Hall,"<p>Our popular variety show returns as members of our summer company bring their many amazing talents to Cumston stage. A great mix of comedy, music and dance. Join the party and laugh the night away with us! Rated FUN for everyone.</p><p>Tickets: $24/Adults, $22/Senior Citizens, $20/Students. Order tickets at: www.theateratmonmouth.org or call 207-933-9999 today!</p>",<p>7:30pm - 9:30pm</p>
http://www.visitmaine.com/event/7162/tommyknockers_and_more_bus_tour/,(207) 947-5205,Tommyknockers and More Bus Tour,"<a href=""http://www.VisitBangorMaine.com/"" class=""uvt_eweb"">www.VisitBangorMaine.com/</a>",04401,07/4/2011,40 Harlow Street,ME,<p>Tickets must be secured in advance - $20 per person</p>,07/4/2011,Bangor,,<p>Yankee&#039;s 2010 &quot;Best of New England - Editor&#039;s Choice&quot; Tour of Stephen King-dom</p><p>Join our tour guide as he takes you through the sites and sounds of Stephen King&#039;s Bangor.  Visit the places that inspired King&#039;s books and movies.</p>,<p>Tour leaves at 2:00 p.m.</p>
http://www.visitmaine.com/event/7953/maine_festival_of_american_music/,(207) 926-4597,Maine Festival of American Music,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/9/2011,707 Shaker Rd. Route 26,ME,<p>$25.00 per evening concert;seniors-$20.; under 21-free. RESERVATIONS REQUIRED-(207) 926-4597</p>,07/6/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>&quot;America&#039;s Musics: A Rich Tapestry for the 21st Century&quot; Sixth Season. The festival will present its most varied and eclectic program yet-Caribbean folk, contemporary composers, Shaker hymns, fusion, jazz and classical. Three evening concerts feature the Portland String Quartet, Island Beats Steel Band, the Shaker Community, violinist/fusion artist Matt Szemela. Also a one day Chamber Music Workshop and Master Class.</p>",<p>7 PM</p>
http://www.visitmaine.com/event/7928/knit_a_bunny/,(207) 926-4597,Knit A Bunny,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/9/2011,Route 26,ME,<p>$30.00-materials included; bring own equipment as listed above</p>,07/9/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>Knit a crouching bunny with floppy ears. Beginning knitters can do it. Participants will sew the bunny together and stuff it for a delightful, cuddly result. Pattern provided along with yarn and stuffing. Bring scissors, a yarn needle, crochet hooks-H,I and J as the yarns may differ in thickness.</p>",<p>10 am - 3 pm</p>
http://www.visitmaine.com/event/4180/scottish_tattoo_bagpipe_performance_bands/,(207) 469-6553,Scottish Tattoo Bagpipe Performance Bands,"<a href=""http://fortknox.maineguide.com/"" class=""uvt_eweb"">fortknox.maineguide.com/</a>",04981,07/9/2011,711 Fort Knox Road,ME,<p>$10 for adults and $5 for children age 10 and under</p>,07/9/2011,Prospect,Fort Knox Historic Site,"<p>Fort Knox State historic site will host the annual Scottish Tattoo, this July. Four marching bagpipe bands will perform on the Fort Knox parade grounds. This popular cultural event is a hit with both children and adults.  People attending this event should plan to bring a blanket or chair, sit on and perhaps a picnic.</p>",<p>6 PM until 8 PM</p>
http://www.visitmaine.com/event/7643/breach_of_promise_-_the_pollard_breckinridge_affair/,(207) 882-7169,Breach of Promise - The Pollard Breckinridge Affair,"<a href=""http://www.HistoricNewEngland.org/"" class=""uvt_eweb"">www.HistoricNewEngland.org/</a>",04578,07/10/2011,121 Main Street (Entrance on Federal Street),ME,<p>$5 members. $10 nonmembers.</p>,07/10/2011,Wiscasset,Nickels-Sortwell House Barn,"<p>Maine historian and author Elizabeth DeWolfe talks about her latest book, a work-in-progress about one of the biggest political and sex scandals of the late nineteenth century, the Madeline Pollard vs. Congressman William C.P. Breckinridge breach of promise case. The 1894 trial and verdict involved the most controversial issues of the time - sexual mores, gender biases, women&#039;s suffrage and the question of the character of American politicians. A young Jennie Tucker played a small and surprising role in this story, far from her home at Castle Tucker in Wiscasset.</p>",<p>3:00 - 4:30 pm</p>
http://www.visitmaine.com/event/7370/boothbay_in_bloom_fashion_show_cocktail_party/,(207) 633-2353,Boothbay In Bloom Fashion Show &amp; Cocktail Party,"<a href=""http://www.boothbayharbor.com/"" class=""uvt_eweb"">www.boothbayharbor.com/</a>",04538,07/13/2011,22 Commercial Street,ME,<p>TBA</p>,07/13/2011,Boothbay Harbor,,"<p>A silent auction and fashion show of beautiful clothing and accessories for men, women and children. View the year&#039;s most smashing fashions in the Harbor, modeled by some dashing figures to a dynamic musical score while enjoying an assortment of delicious hors d&#039;oeuvres on the waterfront. Fisherman&#039;s Wharf Inn. Tickets sold in advance.</p>",<p>6:00 pm</p>
http://www.visitmaine.com/event/4221/pirate_day_at_fort_knox/,(207) 469-6553,Pirate Day at Fort Knox,"<a href=""http://fortknox.maineguide.com/"" class=""uvt_eweb"">fortknox.maineguide.com/</a>",04981,07/16/2011,711 Fort Knox Road,ME,<p>Regular Fort admission and a $3 event donation.</p>,07/16/2011,Prospect,Fort Knox and Observatory,"<p>Join the professional Pirates of the Dark Rose for a day of swashbuckling sword fights, duels, cannon fire and pirate ship attack. The pirate ship &quot;Must Roos&quot; will let loose cannon fire on the Fort as she sails the waters of the Penobscot River, in search of booty. The festival will feature a treasure hunt, pirate parade (all are encouraged to attend dressed in your best pirate attire), best dressed and most authentic sounding pirate contests. Regular Fort admission and a $3 per person event donation requested, because pirates love their gold!</p>",<p>10 AM until 3 PM</p>
http://www.visitmaine.com/event/7869/bar_harbor_garden_clubs_tour_of_island_gardens/,(207) 288-9689,Bar Harbor Garden Club&#039;s Tour of Island Gardens,"<a href=""http://www.barharborgardenclub.com/"" class=""uvt_eweb"">www.barharborgardenclub.com/</a>",,07/17/2011,,,"<p>$25 day of Tour, $20 before July 17.</p>",07/17/2011,Mt. Desert Island,,"<p>Tour 7 beautiful Island Gardens on July 17, rain or shine from 10-4.  $25 day of tour and $20 before July 17.  Check out www.barharborgardenclub.com for more information.</p>",<p>10-4</p>
http://www.visitmaine.com/event/4633/twilight_tours_at_the_nickels-sortwell_house/,(207) 882-7169,Twilight Tours at the Nickels-Sortwell House,"<a href=""http://www.HistoricNewEngland.org/"" class=""uvt_eweb"">www.HistoricNewEngland.org/</a>",04578,07/21/2011,121 Main Street,ME,<p>$8 Historic New England members. $15 nonmembers.</p>,07/21/2011,Wiscasset,Nickels-Sortwell House,"<p>Come and enjoy a special early evening tour of this beautiful mansion. Built in 1807 for Captain William Nickels, this high Federal style house is a testament to Wiscasset&#039;s heyday as a seaport. Purchased by the Sortwell family in 1899, the house was lovingly restored and decorated in the Colonial Revival style. See rooms not usually open to the public, offering a deeper picture of how the Sortwell family and their servants lived in the house in the summer. Pre-registration is required for ticket purchase. Tours are at 5:00 and 6:00.</p>",<p>5:00  - 7:00 pm</p>
http://www.visitmaine.com/event/4179/paranormal_psychic_faire/,(207) 469-6553,Paranormal/Psychic Faire,"<a href=""http://fortknox.maineguide.com/"" class=""uvt_eweb"">fortknox.maineguide.com/</a>",04981,07/24/2011,711 Fort Knox Road,ME,<p>Admission Fees Fort Knox $3 Adults $1 Children 5 - 11 Children under 5 are free!  * $2 event donation requested to cover event costs</p>,07/23/2011,Prospect,Fort Knox State Historic Site,"<p>The annual Paranormal/Psychic Faire at Fort Knox presents an opportunity for visitors to learn about ghost hunting, UFOs, cryptozoology, dowsing and meet with psychics. Loren Coleman, who has appeared on the History Channel, will update his research on undocumented animals such as bigfoot and sea serpents.</p>",<p>10 AM to 4 PM</p>
http://www.visitmaine.com/event/7929/cherokee_storage_basket/,(207) 926-4597,Cherokee Storage Basket,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/23/2011,Route 26,ME,<p>$40.00-materials included. Enrollment: 8 maximum.</p>,07/23/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>A storage basket drawn from the Cherokee Indian tradition. Tall reed basket is 8&quot;x8&quot; at the bottom. Natural and colored reed. Use in kitchen, dining room, office, car.</p>",<p>9:30 am - 4 pm</p>
http://www.visitmaine.com/event/7360/penobscot_bay_day_special_75th_birthday_edition/,(207) 548-2529,Penobscot Bay Day: Special 75th Birthday Edition,"<a href=""http://www.penobscotmarinemuseum.org"" class=""uvt_eweb"">www.penobscotmarinemuseum.org</a>",04974,07/23/2011,40 E. Main Street,ME,,07/23/2011,Searsport,,"<p>Free museum admission, cake, crafts, music, balloons, presentations, demonstrations, exhibits and more.</p>",<p>10am-5pm</p>
http://www.visitmaine.com/event/7941/beginners_woodcarving/,(207) 926-4597,Beginner&#039;s Woodcarving,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/23/2011,707 Shaker Rd. Route 26,ME,<p>$25.00. Add $18.00 if you want to buy a carving knife.</p>,07/23/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>Start a new hobby. Learn the basics of carving and go home with a finished carving of a Scottie dog. Participants will learn the proper use of the knife including the types of cuts and how to sharpen the knife. Norm Devonshire, a master carver, is the instructor.</p>",<p>9 am - 4 pm</p>
http://www.visitmaine.com/event/7942/shaker_style_bench/,(207) 926-4597,Shaker Style Bench,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/23/2011,707 Shaker Rd. Route 26,ME,<p>$40.00. Please make note of the special tools that you must bring.</p>,07/23/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>Make a 14&quot; high pine bench of Shaker design that can also be used as a small side table. Learn how to create a series of interlocking, wedged mortise and tenon joints. Bench will be completed during the workshop but participants will add their own finish at home. NOTE: Please bring a square, knife, marking gauge,saw, chisel and mallet. Chris Becksvoort, author of &quot;The Shaker Legacy,&quot; is a well known craftsman, teacher and writer.</p>",<p>9 am - 4 pm</p>
http://www.visitmaine.com/event/6194/maine_farm_day/,(207) 926-4597,Maine Farm Day,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/24/2011,707 Shaker Rd. Route 26,ME,<p>Free</p>,07/24/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>Shaker Village opens at 12 NOON as a part of this state wide celebration of Maine agriculture.  Enjoy wagon rides and barn tours, sheep and Scottish Highland cattle, the Shaker Store, barbecued food, Museum Reception Center with gifts and exhibits, tours of our Herb Department and gardens, and our new architecture exhibit.</p>",<p>12:00 NOON - 4:30 pm</p>
http://www.visitmaine.com/event/7644/nooks_and_crannies_tour_of_castle_tucker/,(207) 882-7169,Nooks and Crannies Tour of Castle Tucker,"<a href=""http://www.HistoricNewEngland.org/"" class=""uvt_eweb"">www.HistoricNewEngland.org/</a>",04578,07/29/2011,2 Lee Street,ME,<p>$10 members. $15 nonmembers. Pregistration for ticket purchase is required.</p>,07/29/2011,Wiscasset,Castle Tucker,"<p>Join Site Manager, Peggy Konitzky on a tour that peeks into unexpected corners of this unique house. Built in 1807 and occupied by the same family for almost a hundred and fifty years, this Regency-style mansion is filled with the furnishings and belongings of the Tucker family who lived here from 1857-2003. The Tuckers were at the pinnacle of Wiscasset society for four generations but the public never saw the private turmoil of these lively and colorful personalities. Enjoy a leisurely, in-depth experience of the house with stories and rooms not included on the general tour. See where family, friends and servants stayed during the busy summers of the boarding house period.</p>",<p>10:00 - 11:30 am</p>
http://www.visitmaine.com/event/7829/saltwater_celtic_music_festival/,(207) 877-4029,Saltwater Celtic Music Festival,"<a href=""http://www.saltwaterfest.com/"" class=""uvt_eweb"">www.saltwaterfest.com/</a>",04011,07/31/2011,29 Meadow Rd.,ME,<p>$25. advance $35. gate Children under 12 free.</p>,07/31/2011,Brunswick,Thomas Point Beach,"<p>Saltwater, one of the premier Celtic music events in New England, is held at beautiful Thomas Point Beach and Campground in Brunswick. Highlights include a diverse roster of internationally renowned musicians, sand beach, playground, manicured grounds and Celtic-themed vendors. Saltwater satellite events occur at leading Maine venues (Maine Irish Heritage Center, Maine Maritime Museum, Skye Theatre, Unity Centre, Byrnes&#039; Irish Pubs ) on the days leading up to Saltwater.</p>",<p>1:00 - 7:30 p.m.</p>
http://www.visitmaine.com/event/6601/red_cloak_haunted_history_tours/,(207) 380-3806,Red Cloak Haunted History Tours,"<a href=""http://www.redcloakhauntedhistorytours.com/"" class=""uvt_eweb"">www.redcloakhauntedhistorytours.com/</a>",,10/30/2011,,,"<p>Adults $12, children under 12 $7, children under 5 free.</p>",07/1/2011,Mid-Coast,,"<p>Lantern-lit walking tours of intown areas with the Lady in the Red Cloak; Camden, Damariscotta, Bath, Wiscasset, Boothbay Harbor. Come with us as we find ghosts and history, spirits and mystery! $10 adults, $7 under 12, free under 5. Call or e-mail for reservations. See calendar at www.redcloakhauntedhistorytours.com</p>","<p>July/August 7:30pm, Sept/Oct 7:00pm</p>"
http://www.visitmaine.com/event/8075/comedian_bob_marley_in_concert/,(207) 774-4527,COMEDIAN BOB MARLEY in CONCERT!,"<a href=""http://www.thelandingatpinepoint.com/"" class=""uvt_eweb"">www.thelandingatpinepoint.com/</a>",04074,07/1/2011,353 Pine Point Road,ME,<p>PREMIER: $25.00** MEZZANINE: $25.00** GENERAL: $25.00* Pick your seat and view dinner menu online under &quot;SHOWS&quot; tab  * A $2.50 processing fee will be added to each ticket sale. ** A $10.00 Food and Beverage minimum purchase is required for all PREMIER &amp; MEZZANINE seats 21+ | NO MINORS | NO REFUNDS</p>,07/1/2011,Scarborough,The Landing at Pine Point,"<p>Bob Marley is back at it again at The Landing at Pine Point!!! We are really excited about the funny man&#039;s return. In fact, due to popular demand and the fact that he has sold out 4 consecutive times here, we are excited to have him back in September also. Get your tickets now and don&#039;t wait. This show offers an opportunity to order dinner so it&#039;s a real treat to catch him early and then still have time to enjoy a beautiful summer evening</p><p>DOORS: 6:30PM</p><p>DINNER SERVED TILL 9:00PM</p><p>CURTAIN: 8:00PM</p>","<p>6:30 doors, 7pm opener, 8pm SHOW</p>"
http://www.visitmaine.com/event/7913/floorcloth/,(207) 926-4597,Floorcloth,"<a href=""http://www.shaker.lib.me.us/"" class=""uvt_eweb"">www.shaker.lib.me.us/</a>",04260,07/2/2011,Route 26,ME,<p>$55.00 (materials included). Wear old clothes. Enrollment: 6-min/10 max.</p>,07/2/2011,New Gloucester,Sabbathday Lake Shaker Village,"<p>Make a 2&#039;x 3&#039; floorcloth, a tradition from the 19th century. Construct a sturdy floorcloth using canvas, acrylic paint and polyurethane. Create your own design or use traditional or contemporary designs that will be shown. Betsey Grecoe, regional expert, will be the teacher.</p>",<p>10 am - 4 pm</p>
http://www.visitmaine.com/event/402/mollyockett_days_classic_road_race/,(207) 824-2282,Mollyockett Days Classic Road Race,"<a href=""http://www.bethelmaine.com/"" class=""uvt_eweb"">www.bethelmaine.com/</a>",04217,07/17/2011,Broad Street,ME,<p>TBD</p>,07/17/2011,Bethel,Bethel Village,<p>A Sunday race again this year ~ A 5 mile road race through the Bethel country side or a 3 mile walk. Children 14 &amp; under will enjoy the 1 mile fun run.   T-shirts &amp; prizes.  A fun race.  Call 207.824.2282 for registration.  www.bethelmaine.com</p>,<p>8:00am</p>
http://www.visitmaine.com/event/6503/the_moxie_festival/,207-992-8997,The Moxie Festival,"<a href=""http://www.MoxieFestival.com/"" class=""uvt_eweb"">www.MoxieFestival.com/</a>",04252,07/10/2011,Main Street,ME,<p>See fee schedule at web site</p>,07/8/2011,Lisbon Falls,,"<p>Since 1983, The Moxie Festival Weekend in Lisbon, Maine has been held on the second weekend in July.</p><p>The Festival now includes a three day Pow Wow; Friday night fireworks show; a Saturday parade, 5K race, and family fun carnival; and on Sunday, the Chief Worumbo Androscoggin River Race.  Moxie was designated Maine&#039;s official soft drink on May 20, 2005.</p>",<p>See Schedule at web site</p>
http://www.visitmaine.com/event/7448/3rd_semi-annual_restaurant_week_june/,(207) 646-2939,3rd Semi-Annual Restaurant Week: June,"<a href=""http://www.visitogunquit.org/event.php?id=19"" class=""uvt_eweb"">www.visitogunquit.org/event.php?id=19</a>",03907,06/13/2011,Around town,ME,<p>Please visit above website for this information.</p>,06/6/2011,Ogunquit,,"<p>Breakfast, Brunch/Lunch, &amp; Dinner. For a complete description visit: http://www.visitogunquit.org/event.php?id=19</p>","<p>Breakfast, Brunch/Lunch, &amp; Dinner</p>"
http://www.visitmaine.com/event/6316/3rd_semi-annual_restaurant_week_june/,(207) 646-2939,3rd Semi-Annual Restaurant Week: June,"<a href=""http://www.visitogunquit.org/event.php?id=19"" class=""uvt_eweb"">www.visitogunquit.org/event.php?id=19</a>",03907,06/13/2011,Around town,ME,<p>Please visit above website for this information.</p>,06/6/2011,Ogunquit,,"<p>Breakfast, Brunch/Lunch, &amp; Dinner. For a complete discription visit: http://www.visitogunquit.org/event.php?id=19</p>","<p>Breakfast, Brunch/Lunch, &amp; Dinner</p>"
http://www.visitmaine.com/event/1769/maine_canoe_symposium/,207-627-4429; 207-751-3458,Maine Canoe Symposium,"<a href=""http://www.mainecanoesymposium.org/"" class=""uvt_eweb"">www.mainecanoesymposium.org/</a>",04009,06/12/2011,35 Winona Rd,ME,"<p>$65 pp before May 1, $80 pp thereafter. Family discounts available.  Accommodations and meals additional.</p>",06/10/2011,Bridgton,Camp Winona,"<p>Learn traditional canoeing and camping skills at historic Camp Winona. Land and water workshops. Event goes on rain or shine!  Classes for all levels of canoeists are one and a quarter hours long, enabling participants to enjoy a range of activities. Equipment  is provided. Children&#039;s paddling and campcraft program also.  This is a great weekend event for the whole family.</p><p>Most people come for the weekend and camp, either with their own tent or trailer or stay in Winona&#039;s large wall tents.</p><p>Day registration available.</p><p>Registration forms available on our website.</p>",<p>4pm Fri. June 10 to 1PM Sunday June 12</p>
http://www.visitmaine.com/event/7973/biodiversity_institute_at_the_maine_wildlife_park/,(207) 657-4977 x0,Biodiversity Institute at the Maine Wildlife Park,"<a href=""http://www.mainewildlifepark.com/"" class=""uvt_eweb"">www.mainewildlifepark.com/</a>",04039,06/11/2011,56 Game Farm Road,ME,<p>Regular Admission Fees Apply</p>,06/11/2011,Gray,Maine Wildlife Park,"<p>&#039;BRI&#039; is a leader in creative, interactive education &amp; works to personalize wildlife issues among students, educators, scientists &amp; the public. By harnessing the power of state-of-the-art technology, people are connected to wildlife &amp; ecological science through the use of BRI webcams, with 24hr live-streaming video of nesting eagles, loons, osprey &amp; peregrine falcons. www.briloon.org</p>",<p>11am-2pm</p>
