startdate,hours,enddate,website,title,moreInfoLink,city,address,venue,description,email,tel,zipcode,image,state
"Feb 25, 2011",Tuesday - Friday 10am - 5pm,"Mar 1, 2011",http://www.oh-wow.com,Scott Campbell,http://www.artforum.com/guide/country=US&place=Miami&show=scheduled,MIAMI,3841 NE 2 Avenue Suite 203,OHWOW,,karina@oh,917 289 1140,33137.0,http://www.artforum.com/uploads/guide.001/id11919/exhibition.jpg,FL
"Feb 27, 2011","Wednesday - Sunday, 11 AM - 6 PM","Mar 27, 2011",http://www.lisa-cooley.com,Frank Haines,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,34 Orchard Street,Lisa Cooley,Under the Shadow of the Wing of the Thing,frontdesk@lisa,,10002.0,http://www.artforum.com/uploads/location.000/id06266/location.jpg,NY
"Feb 10, 2011","Tuesday-Saturday, 12-6pm","Mar 19, 2011",http://www.location1.org,Davide Balliano,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,26 Greene Street,Location One,Giving My Back to the Night I Heard You Lying to a Giant,info@location1.org,1-212-334-3347,10013.0,http://www.artforum.com/uploads/location.000/id00424/location.jpg,NY
"Feb 9, 2011",,"Mar 12, 2011",http://www.lohingeduld.com,Mayumi Sarai,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,531 West 25th Street,Lohin Geduld Gallery,Recent Work,,212 675 2656,10001.0,,NY
"Feb 17, 2011",Monday-Saturday 10:00-6:00,"Mar 26, 2011",http://www.lorettahoward.com,Ronald Bladen,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,525 W. 26th Street,Loretta Howard Gallery,Large Scale Sculpture,,212-695-0164,10001.0,,NY
"Feb 12, 2011",Tuesday - Saturday 10:30am - 6pm,"Mar 12, 2011",http://www.loribooksteinfineart.com,Larry Poons,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,138 Tenth Avenue,Lori Bookstein Fine Art,New Paintings,info@loribooksteinfineart.com,212-750-0949,10011.0,http://www.artforum.com/uploads/guide.001/id12621/exhibition.jpg,NY
"Feb 24, 2011",thu-sun 1-6pm and by appointment,"Mar 27, 2011",http://www.ludlow38.org,Waldemar Cordeiro &amp; Franz Mon,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,"38 Ludlow Street, between Grand and Hester",LUDLOW 38,,ludlow38@verizon.net,2122286848,10002.0,http://www.artforum.com/uploads/location.000/id07853/location.jpg,NY
"Feb 11, 2011","Tuesday - Saturday 10am - 6pm, July and August: Monday - Friday 10am - 5:30pm","Mar 19, 2011",http://www.luhringaugustine.com,Josh Smith,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,531 West 24th Street,Luhring Augustine,,info@luhringaugustine.com,1 212 2069100,10011.0,http://www.artforum.com/uploads/location.000/id00161/location.jpg,NY
"Feb 26, 2011",,"Apr 9, 2011",http://www.magnanmetz.com,Duke Riley,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,521 W. 26th Street,Magnan Metz Gallery,Two Riparian Tales of Undoing,info@magnanmetz.com,212 244 2344,10001.0,http://www.artforum.com/uploads/location.000/id05752/location.jpg,NY
"Feb 5, 2011","10 am to 6 pm, Tuesday - Saturday","Mar 12, 2011",http://www.marcjancou.com,Jacques Louis Vidal,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,524 West Twenty-Fourth Street,Marc Jancou Contemporary,Games People Play,info@marcjancou.com,212 473 2100,10011.0,http://www.artforum.com/uploads/location.000/id02120/location.jpg,NY
"Feb 17, 2011",Tuesday -Saturday 10am - 6pm,"Mar 26, 2011",http://www.thatcherprojects.com,William Steiger,http://www.artforum.com/guide/country=US&place=New%20York&page_id=4&show=scheduled,New York,"539 West 23rd Street, ground floor",Margaret Thatcher Projects,Manufactory,margaret@thatcherprojects.com,1 212 6750222,10011.0,http://www.artforum.com/uploads/guide.001/id12892/exhibition.jpg,NY
"Feb 23, 2011",Monday - Saturday 10am - 5:30pm,"Mar 26, 2011",http://www.marlboroughgallery.com,Jean Pagliuso,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,40 West 57th Street,Marlborough Gallery,The Poultry and Raptor Suites,mny@marlboroughgallery.com,1 212 5414900,10019.0,http://www.artforum.com/uploads/location.000/id00198/location.jpg,NY
"Feb 23, 2011",Monday - Saturday 10am - 5:30pm,"Mar 26, 2011",http://www.marlboroughgallery.com,Tom Otterness,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,40 West 57th Street,Marlborough Gallery,Animal Spirits,mny@marlboroughgallery.com,1 212 5414900,10019.0,http://www.artforum.com/uploads/location.000/id00198/location.jpg,NY
"Feb 12, 2011",,"Mar 19, 2011",http://www.maryboonegallery.com,Terence Koh,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,541 West 24th Street,Mary Boone Chelsea,nothingtoodoo,info@maryboonegallery.com,,10011.0,,NY
"Feb 10, 2011",,"Mar 19, 2011",http://www.maryboonegallery.com,Olivier  Mosset,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,745 5th Avenue,Mary Boone Gallery,,info@maryboonegallery.com,1 212 7522929,10151.0,http://www.artforum.com/uploads/location.000/id02924/location.jpg,NY
"Feb 17, 2011",,"Apr 9, 2011",http://www.maryryangallery.com,Donal Sultan,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,527 West 26th Street,Mary Ryan Gallery,Soot and Shine New Works,info@maryryangallery.com,212 397 0669,10001.0,http://www.artforum.com/uploads/location.000/id05620/location.gif,NY
"Feb 12, 2011",11AM-6PM,"Apr 9, 2011",http://www.matthewmarks.com,Ellsworth Kelly,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,new york,523 West 24th St,Matthew Marks Gallery (523 W 24),Reliefs 2009-2010,adrian@matthewmarks.com,212-243-0200,10011.0,,NY
"Feb 12, 2011",11AM-6PM,"Apr 9, 2011",,Ellsworth Kelly,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,new york,526 West 22nd St,Matthew Marks Gallery (526 W 22),Black and White Drawings,adrian@matthewmarks.com<br,212-243-0200,10011.0,,NY
"Feb 17, 2011","Tuesday - Friday 10am - 6pm, Saturday 11am - 6pm","Mar 19, 2011",http://www.mckenziefineart.com,James Nelson,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,"511 West 25th Street, Room 208",McKenzie Fine Art Inc.,Two Ton Hammer,info@mckenziefineart.com,1 212 9895467,10001.0,,NY
"Feb 25, 2011","Tuesday&#8211;Saturday, 10am&#8211;6pm","Apr 30, 2011",http://www.meulensteen.com,"In a Perfect World... features a bold new generation of Chinese artists raised after the Cultural Revolution. Working from the context of a rapidly transforming China, they address the world at large.",http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,511 West 22nd Street,Meulensteen,,info@meulensteen.com,212-633-6999,10011.0,http://www.artforum.com/uploads/guide.001/id12709/exhibition.jpg,NY
"Feb 19, 2011","Tuesday - Saturday 10am - 6pm, and by appointment.","Mar 19, 2011",http://www.mikeweissgallery.com,Hermann Nitsch,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,520 West 24th Street,Mike Weiss Gallery,60. Painting Action // 60. Malaktion,info@mikeweissgallery.com,1-212-691-6899,10011.0,http://www.artforum.com/uploads/guide.001/id12475/exhibition.jpg,NY
"Jan 13, 2011","Monday - Friday 10am - 6pm, Saturday 11am - 6pm","Mar 19, 2011",http://www.mixedgreens.com,Ashok Sinha,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,"531 West 26th Street, 1st floor",Mixed Greens,Window Installation:  Exacting Proportion,info@mixedgreens.com,1 212 3318888,10001.0,http://www.artforum.com/uploads/guide.001/id12759/exhibition.jpg,NY
"Feb 17, 2011","Monday - Friday 10am - 6pm, Saturday 11am - 6pm","Mar 19, 2011",http://www.mixedgreens.com,Coke Wisdom O'Neal,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,"531 West 26th Street, 1st floor",Mixed Greens,Blue Nude,info@mixedgreens.com,1 212 3318888,10001.0,http://www.artforum.com/uploads/guide.001/id12758/exhibition_large.jpg,NY
"Feb 24, 2011",Tuesday-Saturday 11-6,"Apr 2, 2011",http://www.morganlehmangallery.com/,ADAM CHAPMAN,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,535 West 22nd Street,Morgan Lehman Gallery,In THE STUDY at Morgan Lehman Gallery,art@morganlehmangallery.com,212,10001.0,http://www.artforum.com/uploads/guide.001/id11731/exhibition.jpg,NY
"Feb 24, 2011",Tuesday-Saturday 11-6,"Apr 2, 2011",http://www.morganlehmangallery.com/,JAQ CHARTIER,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,535 West 22nd Street,Morgan Lehman Gallery,SLOW COLOR,art@morganlehmangallery.com,212,10001.0,http://www.artforum.com/uploads/guide.001/id11729/exhibition_large.jpg,NY
"Jan 25, 2011",,"Mar 12, 2011",http://www.galeriemourlot.com,Susan Schwalb,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,16 East 79th Street,Galerie Mourlot,A Gathering Quiet: Metalpoint Paintings and Drawings,info@galeriemourlot.com,,10075.0,http://www.artforum.com/uploads/guide.001/id12432/exhibition.jpg,NY
"Feb 26, 2011",Tues-Sat 10am-6pm,"Apr 8, 2011",http://www.murrayguy.com,Kota Ezawa,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,453 West 17th Street,Murray Guy,City of Nature,info@murrayguy.com,1 212 4637372,10011.0,http://www.artforum.com/uploads/location.000/id00531/location.jpg,NY
"Jan 20, 2011",Tue-Sat 11am-5:30pm,"Mar 10, 2011",http://www.nailyaalexandergallery.com,Pentti Sammallahti,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,"41 East 57th St, Suite 704",Nailya Alexander Gallery,Extra/Ordinary World of Pentti Sammallahti,info@nailyaalexandergallery.com,212,10022.0,http://www.artforum.com/uploads/guide.001/id12258/exhibition.jpg,NY
"Feb 24, 2011",,"Apr 9, 2011",http://nancyhoffmangallery.com,Purdy Eaton,http://www.artforum.com/guide/country=US&place=New%20York&page_id=5&show=scheduled,New York,520 West 27th Street,Nancy Hoffman Gallery,The Golden Hour,nancyhoffmangallery@hotmail.com,1 212 9666676,10001.0,http://www.artforum.com/uploads/location.000/id02262/location.jpg,NY
"Feb 17, 2011",Tuesday through Saturday from 10-6,"Mar 26, 2011",http://www.nrgallery.com/,Wei Dong,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,535 West 20th Street,Nicholas Robinson Gallery,New Paintings,info@nrgallery.com,212 560 9075,10011.0,http://www.artforum.com/uploads/guide.001/id10648/exhibition.jpg,NY
"Feb 25, 2011",(Summer) Tuesday - Friday 10am - 6pm,"Apr 9, 2011",http://www.nicoleklagsbrun.com,"Robert Barry, Peer Bode, Nikolas Gambaroff, Raymond Hains, Ryan Sullivan",http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,"526 West 26th Street, Room 213",Nicole Klagsbrun Gallery,,gallery@nicoleklagsbrun.com,1 212 2433335,10001.0,http://www.artforum.com/uploads/location.000/id00528/location.jpg,NY
"Feb 4, 2011",,"Mar 15, 2011",http://www.gallerynine5.com,"Anne Senstad, L'Atlas, Jasper White, Agnes Pezeu, Francesco Masci.",http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,24 Spring Street,gallery nine5,FEATURED,info@gallerynine5.com,212 965 9995,10012.0,http://www.artforum.com/uploads/guide.001/id12899/exhibition.jpg,NY
"Feb 12, 2011",,"Mar 20, 2011",http://www.numberthirtyfive.com,Adam Hayes,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,141 Attorney Street,Number 35,On the Triumph it Hosted,info@numberthirtyfive.com,212-388-9311,10002.0,http://www.artforum.com/uploads/location.000/id07188/location.jpg,NY
"Feb 17, 2011",Thursday- Saturday12-6pm or by appt.,"Mar 19, 2011",http://www.nystudiogallery.com,Andrew MacDonald,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,"154 Stanton St., New York, NY",NY Studio Gallery,Lamentations And Dreams Of Eternity,info@nystudiogallery.com,212,10002.0,http://www.artforum.com/uploads/guide.001/id11613/exhibition.jpg,NY
"Feb 12, 2011",Tues - Sat 10AM to 6PM,"Mar 19, 2011",http://www.thepacegallery.com,Tara Donovan,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,510 W. 25th Street,The Pace Gallery,Tara Donovan: Drawings (Pins),info@thepacegallery.com,212-255-4044,10001.0,http://www.artforum.com/uploads/guide.001/id12467/exhibition.jpg,NY
"Feb 18, 2011","Tues-Sat, 10am- 6pm, Summer Hours: Mon-Thurs, 10am- 6pm &amp; Fri, 10am- 4pm","Mar 26, 2011",http://www.thepacegallery.com,Donald Judd,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,534 West 25th Street,The Pace Gallery,"Donald Judd: Works in Granite, Cor-ten, Plywood, and Enamel on Aluminum",info2@thepacegallery.com,212,10001.0,http://www.artforum.com/uploads/guide.001/id12466/exhibition.jpg,NY
"Feb 11, 2011",,"Mar 12, 2011",http://www.thepacegallery.com,Jim Dine,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,32 East 57th Street,The Pace Gallery,Paintings,,,10022.0,,NY
"Feb 10, 2011","Tuesday - Saturday 10am - 6pm; July and August: Monday - Friday, 11AM - 6PM","Mar 12, 2011",http://www.pavelzoubok.com,"Jerry Joffen, Salvatore Meo, May Wilson",http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,533 West 23rd Street,Pavel Zoubok Gallery,Rough,info@pavelzoubok.com,1 212 675 7490,10011.0,http://www.artforum.com/uploads/guide.001/id12473/exhibition.jpg,NY
"Feb 24, 2011",,"Apr 2, 2011",http://www.peterfreemaninc.com,Silvia Bachli,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,560 Broadway #602/603,Peter Freeman Gallery,Fjall,info@peterfreemaninc.com,1 212 9665154,10011.0,,NY
"Feb 25, 2011","Tuesday - Sunday 11am - 6pm, and by appointment","Apr 3, 2011",http://www.pierogi2000.com,Mark Lombardi,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,Brooklyn,"177 North Ninth Street, Williamsburg",Pierogi,Index,info@pierogi2000.com,1,11211.0,http://www.artforum.com/uploads/guide.001/id12376/exhibition.jpg,NY
"Feb 17, 2011","General Hours: Tues - Sat, 11am - 6pm; Summer Hours: Mon - Fri, 11am - 6pm","Mar 19, 2011",http://www.priskajuschkafineart.com,Stefano Cagol,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,"547 West 27th Street, 2nd floor",Priska C. Juschka Fine Art,Stockholm Syndrome (always with you),gallery@priskajuschkafineart.com,212,10001.0,http://www.artforum.com/uploads/guide.001/id12626/exhibition.jpg,NY
"Jan 22, 2011","WED - SUN, 12 - 6 PM","Mar 13, 2011",http://www.theproposition.com,"Megan Burns, Pavel Kraus",http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,,"2 Extra Place (East 1st Street, East of Bowery), New York",THE PROPOSITION,ANCIENT SCI-FI UPDATE,info@theproposition.com,1 212 242 0035,10003.0,http://www.artforum.com/uploads/guide.001/id11542/exhibition.jpg,NY
"Feb 27, 2011",,"Mar 27, 2011",http://www.racheluffnergallery.com,Gianna Commito,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,New York,47 Orchard Street,Rachel Uffner Gallery,,info@racheluffnergallery.com,212 274 0064,10002.0,http://www.artforum.com/uploads/guide.001/id12952/exhibition.jpg,NY
"Jan 29, 2011",,"Mar 6, 2011",http://www.realfinearts.com,Mathieu Malouf,http://www.artforum.com/guide/country=US&place=New%20York&page_id=6&show=scheduled,Brooklyn,673 Meeker Avenue,Real Fine Arts,TBT,realfinearts@gmail.com,,11222.0,http://www.artforum.com/uploads/location.000/id08277/location.jpg,NY
"Feb 10, 2011","Tues-Sat 10-6 / Mon by appt  | (July: Mon-Thurs, 10-6; Fri, 10-3)","Mar 26, 2011",http://www.feldmangallery.com,Helen Mayer Harrison &amp; Newton Harrison,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,31 Mercer Street,Ronald Feldman Fine Arts,"""Sierra Nevada: An Adaptation"" <br />In collaboration with the Center for Art  + Environment at the Nevada Museum of Art",info@feldmangallery.com,1 212 2263232,10013.0,http://www.artforum.com/uploads/guide.001/id11559/exhibition.jpg,NY
"Feb 26, 2011",,"Apr 17, 2011",http://www.scaramoucheart.com/,Alessandro Roma,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,52 Orchard St.,Scaramouche,Sites of Action,info@scaramoucheart.com,212-228-2229,10002.0,http://www.artforum.com/uploads/guide.001/id12804/exhibition.jpg,NY
"Feb 27, 2011",Wed. - Sun. 11 am - 6 pm,"Apr 10, 2011",http://www.simonprestongallery.com,Josh Tonsfeldt,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,301 Broome Street,Simon Preston,,office@simonprestongallery.com,1 212 431 1105,10002.0,http://www.artforum.com/uploads/guide.001/id12732/exhibition.jpg,NY
"Feb 9, 2011",W-Sun 12-6,"Mar 12, 2011",http://www.sloanfineart.com,"Greg Hopkins ""Paintings""",http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,128 Rivington St,Sloan Fine Art,"Roni Feldman ""XOXO""",alix@solanfineart.com,212,10002.0,,NY
"Feb 17, 2011",Tuesday - Saturday 10am - 6pm,"Mar 19, 2011",http://www.artnet.com/gallery/139120/Sonnabend_Gallery.html,"Andrea Robbins, Max Becher",http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,536 West 22nd Street,Sonnabend Gallery,"Venice, Las Vegas",info@sonnabendgallery.com,1 212 6271018,10001.0,,NY
"Feb 24, 2011","10 - 6, Tues - Sat, Closed Sundays, Mondays","Apr 2, 2011",http://www.stuxgallery.com,CIRIA,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,530 West 25th Street,Stefan Stux Gallery,The Execution of the Soul <br />Paintings by José Manuel Ciria,stux@stuxgallery.com,1 212 352-1600,10001.0,http://www.artforum.com/uploads/guide.001/id12678/exhibition.jpg,NY
"Jan 20, 2011",,"Mar 6, 2011",http://www.suescottgallery.com,"A Room, in Three Movements: Katy Heinlein, Sheila Pepe, and Halsey Rodman with ""Unpunished"", a Kabinett curated by Nayland Blake",http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,1 Rivington St,Sue Scott Gallery,,info@suescottgallery.com,212,10002.0,http://www.artforum.com/uploads/guide.001/id12023/exhibition.jpg,NY
"Feb 9, 2011","Tues - Sat, 11 am - 6 pm","Mar 23, 2011",http://www.swissinstitute.net,Karlheinz Weinberger,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,"495 Broadway, 3rd floor",Swiss Institute,Intimate Stranger,info@swissinstitute.net,1 212 9252035,10012.0,http://www.artforum.com/uploads/location.000/id00322/location.jpg,NY
"Feb 10, 2011",,"Apr 9, 2011",http://www.talwargallery.com,Allan deSouza,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,108 East 16 Street,Talwar Gallery,Trysts Tropicales,mail@talwargallery.com,212-673-3096,10003.0,http://www.artforum.com/uploads/guide.001/id12689/exhibition.jpg,NY
"Feb 17, 2011",10 am - 6 pm,"Mar 26, 2011",http://www.teamgal.com,Massimo Grimaldi,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,83 Grand Street,Team,Untitled 11',office@teamgal.com,1 212,10013.0,http://www.artforum.com/uploads/location.000/id01126/location.jpg,NY
"Jan 19, 2011",,"Apr 2, 2011",http://www.centerforbookarts.org,"Everything in Time (print installations, videos, conceptual poetry, and bookworks)",http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,"28 West 27th Street, Third Floor New York, NY 10001",The Center for Book Arts,Maximalist Works by Media Artists,,212-481-0295,10001.0,,NY
"Feb 11, 2011",Tuesday - Saturday 10am - 6pm,"Mar 12, 2011",http://thepacegallery.com,Jim Dine,http://www.artforum.com/guide/country=US&place=New%20York&page_id=7&show=scheduled,New York,32 East 57th Street,The Pace Gallery (57th Street),"Paintings, Jim Dine",info2@thepacegallery.com,1,10022.0,http://www.artforum.com/uploads/guide.001/id12468/exhibition.jpg,NY
"Feb 9, 2011",,"Mar 19, 2011",,"""But enough about me&#151;now let's talk about my work""",http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"899 Tenth Avenue Haaren Hall, Suite 325.27 New York, NY 10019",The President's Gallery John Jay College,Artoons by Pablo Helguera,,212-237-8329,10019.0,,NY
"Feb 27, 2011","Wed - Sun, 11-6","Apr 3, 2011",http://www.thierrygoldberg.com,Maya Bloch,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"5 Rivington Street, ground floor",THIERRY GOLDBERG PROJECTS,Hello Stranger,info@thierrygoldberg.com,(212) 967-2260,10002.0,http://www.artforum.com/uploads/guide.001/id12690/exhibition.jpg,NY
"Feb 17, 2011",10:00am - 6:00pm Monday - Friday,"Mar 19, 2011",http://www.thomaserben.com,Shanna Waddell,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"526 West 26th Street, floor 4",Thomas Erben Gallery,&#8220;Misshapen Chaos of Well-seeming Forms!&#8221;,info@thomaserbern.com,(212) 645-8701,10001.0,http://www.artforum.com/uploads/guide.001/id12778/exhibition.jpg,NY
"Feb 17, 2011",Tues.- Sat. 10-6,"Mar 19, 2011",http://www.vonlintel.com,Mark Sheinkman,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"520 West 23rd Street, Ground Floor",Von Lintel Gallery,,gallery@vonlintel.com,1 212 242 0599,10011.0,http://www.artforum.com/uploads/location.000/id02144/location.jpg,NY
"Feb 11, 2011","for #class events Wed - Sun, 2 - 8 pm","Mar 12, 2011",http://www.winkleman.com,Janet Biggs,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,621 West 27th Street,Winkleman Gallery,The Arctic Trilogy,info@winkleman.com,1 212 643 3152,10001.0,http://www.artforum.com/uploads/guide.001/id12625/exhibition.jpg,NY
"Feb 24, 2011",Tuesday - Saturday 10am - 6pm,"Apr 9, 2011",http://www.yanceyrichardson.com,Masao Yamamoto,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"535 West 22nd Street, 3rd Floor",Yancey Richardson Gallery,Kawa,info@yanceyrichardson.com,1 646 2309610,10011.0,http://www.artforum.com/uploads/location.000/id00356/location.jpg,NY
"Feb 24, 2011",Tuesday - Saturday 10am - 6pm,"Apr 9, 2011",http://www.yanceyrichardson.com,Victoria Sambunaris,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"535 West 22nd Street, 3rd Floor",Yancey Richardson Gallery,The Border,info@yanceyrichardson.com,1 646 2309610,10011.0,http://www.artforum.com/uploads/location.000/id00356/location.jpg,NY
"Feb 28, 2011",,"Mar 6, 2011",,Salon Zurcher,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,"33 Bleecker Street New York, NY 10012",Zurcher Studio,Salon Zurcher,,,10012.0,,NY
"Feb 9, 2011",,"May 1, 2011",http://www.asiasociety.org,Muhammad Juki's Shahnamah,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,725 Park Avenue,Asia Society and Museum,,,212-288-6400,10021.0,,NY
"Feb 9, 2011","Tuesday - Saturday, 1-6 pm during exhibitions","Apr 9, 2011",http://www.hunter.cuny.edu/art/galleries/index.htm,College Art Association NY Area MFA Exhibition,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,450 West 41st Street,Hunter College/Times Square Gallery,,meredith.halphern@hunter.cuny.edu,212-772-4991,10036.0,http://www.artforum.com/uploads/location.000/id02220/location.jpg,NY
"Feb 28, 2011",,"Mar 5, 2011",http://www.iscp-nyc.org,Petra Feriancova,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,Brooklyn,1040 Metropolitan Avenue,International Studio &amp; Curatorial Program (ISCP),Theory of the City or the Possibilities of an A4,info@iscp,718 387 2900,11211.0,http://www.artforum.com/uploads/location.000/id05671/location.jpg,NY
"Jan 31, 2011","Tuesday - Friday 11am - 6pm, Saturday - Sunday 11am - 5pm","Jun 12, 2011",http://www.japansociety.org,BYE BYE KITTY!!! Between Heaven and Hell in Contemporary Japanese Art,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,333 East 47th Street,Japan Society,,,1 212 8321155,10017.0,http://www.artforum.com/uploads/location.000/id00703/location.jpg,NY
"Nov 8, 2010","Tues - Thurs 9:30am - 5:30pm, Fri - Sat 9:30am - 9pm, Sunday 9:30am - 5:30pm","Apr 10, 2011",http://www.metmuseum.org,"&#8220;Our Future Is In The Air&#8221;: Photographs from the 1910s features 44 photographs by some 25 artists, including Eugène Atget, Alvin Langdon Coburn, Lewis Hine, and Jacques-Henri Lartigue.",http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,1000 Fifth Avenue at 82nd Street,The Metropolitan Museum of Art,,info@metmuseum.org,1 212 535 7710,10028.0,http://www.artforum.com/uploads/guide.001/id08686/exhibition.jpg,NY
"Jan 28, 2011","Sat.- Mon., Wed.-Thurs. 10:30 a.m.&#65533;5:30 p.m.; Fri. 10:30-8:00 p.m.; Closed Tues.","May 9, 2011",http://www.moma.org,Staging Action: Performance in Photography since 1960,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,11 West 53rd Street,MoMA - The Museum of Modern Art,"This exhibition considers performances made expressly for the camera, resulting in photographs that are independent, expressive pictures.",info@moma.org,(212) 708-9400,10019.0,http://www.artforum.com/uploads/guide.001/id11549/exhibition_large.jpg,NY
"Feb 9, 2011","Sat.- Mon., Wed.-Thurs. 10:30 a.m.&#65533;5:30 p.m.; Fri. 10:30-8:00 p.m.; Closed Tues.","May 23, 2011",http://www.moma.org,Projects 94: Henrik Olesen,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,11 West 53rd Street,MoMA - The Museum of Modern Art,"Olesen's conceptually rigorous, often witty work investigates structures of power and systems of knowledge. At MoMA he presents a new site-specific work.",info@moma.org,(212) 708-9400,10019.0,http://www.artforum.com/uploads/guide.001/id11550/exhibition_large.jpg,NY
"Feb 13, 2011","Sat.- Mon., Wed.-Thurs. 10:30 a.m.&#65533;5:30 p.m.; Fri. 10:30-8:00 p.m.; Closed Tues.","Jun 6, 2011",http://www.moma.org,Picasso: Guitars 1912&#8211;1914,http://www.artforum.com/guide/country=US&place=New%20York&page_id=8&show=scheduled,New York,11 West 53rd Street,MoMA - The Museum of Modern Art,"This exhibition explores a breakthrough moment in 20th-century art with some 70 closely connected collages, constructions, drawings, paintings &amp; photos.",info@moma.org,(212) 708-9400,10019.0,http://www.artforum.com/uploads/guide.001/id11547/exhibition_large.jpg,NY
