time,description,venue,address,startDate,endDate,photos,title,website,phone,moreInfoLink,cost
10:00 am - 6:00 pm,Enjoy a beautiful day by the ocean and warf at Chase Palm Park in gorgeous Santa Barbara. Celebrate companies and non-profits  who are making a positive difference.    If your company would like to reach thousands participants please exhibit with us. You may email us at admin@enjoypositive.com for more information or visit our website at www.Goodenergyfestival.com    See you there!,Chase Palm Park,73 Anacap Street Sant Barbara Ca 93103,05/07/2011,,,GOOD ENERGY FESTIVAL - SANTA BARBARA,http://www.Goodenergyfestival.com,3108553737,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/2160ed8a65ac7ccd85257850006b01ff!OpenDocument,Free</font>
11am - 6pm,"Commemorating its twentieth year, the Santa Monica Festival has evolved into a celebration of the unique intersection of art and the environment. Festival-goers can celebrate Mother Earth and all moms this Mother&#8217;s Day weekend with an eclectic mix of live music and dance, DIY art workshops utilizing recycled and repurposed materials, guilt-free shopping from vendors featuring earth-friendly artistic wares and local resources offered by a variety of City and local non-profit organizations.",Clover Park,"Clover Park, 2600 Ocean Park Blvd, Santa Monica, CA 90405",05/07/2011,,,THE SANTA MONICA FESTIVAL,http://www.smgov.net/festival.,310-458-8350,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/9af6cd3043f220c98525787a001b54b3!OpenDocument,Free</font>
10 am - 6 pm,"Families can run free with the friendly, hand-raised animals of The Great American Petting Zoo. The zoo contains a wide variety of animals including llamas, Fallow Deer, Bennett Wallabies, African Pygmy Goats, Vietnamese Potbellied Pigs, Bantam Chickens, miniature Sicilian Donkeys, miniature and Call Ducks. Come bond with these adorable animals in a setting without barriers!    The Great American Petting Zoo will take place April 15-17 during the 22nd Annual America&#8217;s Family Pet Expo.    Ticket prices for America&#8217;s Family Pet Expo: General Admission &#8211; $12.00. Seniors 60 &amp; over &#8211; $10.00. Children 6-12 &#8211; $6.00. 5 yrs and under &#8211; Free.   General Admission tickets may be purchased at a $2 discount online at www.PetExpoOC.org.",OC Fair &amp; Events Center,"88 Fair Dr., Costa Mesa, 92626",04/15/2011,05/17/2011,,PETTING ZOO,http://www.PetExpoOC.org,,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/6c0a8afee11f737b85257868007a678f!OpenDocument,Children 6-12 &#8211; $6.00. 5 yrs and under &#8211; Free.   General Admission tickets may be purchased at a $2 discount online at www.PetExpoOC.org.</font>
"Show times on Friday and Sunday are 11:30 am, 12:30, 1:30, 2:30, 3:30, 4:30, and 5:30 pm.  Show times on Saturday are 11:30 am, 12:30, 1:30, 2:30, 3:30, 4:30, 5:30 and 6:30 pm.","Do you ever wonder what makes a Police Dog such an effective part of a six-legged team of rescuers or crime fighters?  They love to play!  These Police Pups are terrific players and it is that trait in particular that makes them prime candidates for Police and Search Teams!  The best reward a Canine officer can earn is a chance for playtime with their trainer or a favorite toy.  When they&#8217;re at work with their &#8220;Uprights&#8221; they&#8217;re focused on the task at hand.  At home, they are a family pet.  Watch these Canine Officers at work and you&#8217;ll appreciate how fortunate we are to have Canine teams to protect our communities!    Police and Search Dog demonstrations will take place April 15-17 during the 22nd Annual America&#8217;s Family Pet Expo in the Main Mall of the OC Fair and Events Center in Costa Mesa, California.  Show times on Friday and Sunday are 11:30 am, 12:30, 1:30, 2:30, 3:30, 4:30, and 5:30 pm.  Show times on Saturday are 11:30 am, 12:30, 1:30, 2:30, 3:30, 4:30, 5:30 and 6:30 pm.    Ticket prices for America&#8217;s Family Pet Expo: General Admission &#8211; $12.00. Seniors 60 &amp; over &#8211; $10.00. Children 6-12 &#8211; $6.00. 5 yrs and under &#8211; Free.   General Admission tickets may be purchased at a $2 discount online at www.PetExpoOC.org.",OC Fair &amp; Events Center,"88 Fair Dr., Costa Mesa,CA 92626",04/15/2011,05/17/2011,,POLICE AND SEARCH DOG DEMONSTRATIONS,http://www.PetExpoOC.org,,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/4804edf1ffe0ec2585257868007b179b!OpenDocument,Ticket prices for America&#8217;s Family Pet Expo: General Admission &#8211; $12.00. Seniors 60 &amp; over &#8211; $10.00. Children 6-12 &#8211; $6.00. 5 yrs and under &#8211; Free.   General Admission tickets may be purchased at a $2 discount online at www.PetExpoOC.org.</font>
"Friday, April 15th at 12:00pm, 2:00 pm, and 4:00 pm; Saturday, April 16th at 12:00pm, 2:00 pm, 4:00 pm, and 6 pm; Sunday, April 17th at 12:00pm, 2:00 pm, and 4:00 pm.","Splash Dogs is a nationally recognized dog enthusiast company that organizes and promotes dock jumping events across the United States. Splash Dogs strives to provide a family oriented competitive atmosphere. Splash Dogs is a sanctioning body for dock jumping and dock diving events. Splash Dogs tracks overall event and individual rankings as well as offering a multi level titling program for all participants.    Sponsored by Canidae Pet Foods, Splash Dogs will take place April 15-17 during the 22nd Annual America&#8217;s Family Pet Expo in the Country Meadows of the OC Fair and Events Center in Costa Mesa, California. Show times will be: Friday, April 15th at 12:00pm, 2:00 pm, and 4:00 pm; Saturday, April 16th at 12:00pm, 2:00 pm, 4:00 pm, and 6 pm; Sunday, April 17th at 12:00pm, 2:00 pm, and 4:00 pm.      Ticket prices for America&#8217;s Family Pet Expo: General Admission &#8211; $12.00. Seniors 60 &amp; over &#8211; $10.00. Children 6-12 &#8211; $6.00. 5 yrs and under &#8211; Free.   General Admission tickets may be purchased at a $2 discount online at www.PetExpoOC.org.",OC Fair &amp; Events Center,"88 Fair Dr., Costa Mesa, CA 92626",04/15/2011,05/17/2011,,SPLASH DOGS,http://www.PetExpoOC.org,,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/e53f983b7fdb404d85257868007b658c!OpenDocument,Ticket prices for America&#8217;s Family Pet Expo: General Admission &#8211; $12.00. Seniors 60 &amp; over &#8211; $10.00. Children 6-12 &#8211; $6.00. 5 yrs and under &#8211; Free.   General Admission tickets may be purchased at a $2 discount online at www.PetExpoOC.org.</font>
,"The Mission Circuit Dog returns for its annual Memorial Day weekend event with four days of competition culminating Monday with top dogs honors celebrated.     The fest is sponsored by non-profits SGV, San Fernando, Los Encinos and Antelope Valley Kennel clubs. There are a howlin&#8217; 160 breeds and approximately 8,000 dogs competing over four days.  The finest show dogs in the country will be here.    FREE ADMISSION    Children must be accompanied by an adult.    The competition begins each day at 9 a.m. and concludes at 5:30 p.m.     Parking at Gate 17 (Fairplex Drive) @ prevailing rates.     For more information visit: missioncircuit.com",,1101 W. McKinley Ave.,05/26/2011,05/30/2011,,MISSION CIRCUIT DOG SHOW,http://www.missioncircuit.com,9098654310,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/d48e2290e84275dd85257832007eee20!OpenDocument,FREE</font>
,"The Southern California Peruvian Paso Horse Club (SCPPHC) is devoted to the promotion and enjoyment of the Peruvian Paso Horse, the Cadillac of Pleasure Horses.    For over 30 years, SCPPHC has been one of the largest and most active clubs in the nation.     For more information visit: scpphc.org",,1101 W. McKinley Ave.,05/28/2011,05/30/2011,,PERUVIAN PASO SPRING CLASSIC SHOW,,</font>,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/eddae732a3c42e1f8525781c006928a8!OpenDocument,
,"The Reptile Super Show is the world&#8217;s largest reptile show and breeders expo.    The largest selection and meeting spot of captive bred reptiles and reptile breeders.    Reptile Super Show offers thousands of lizards, snakes, turtles, frogs and all the supplies and accessories on sale at SUPER low prices.    A fun and educational event for the whole family.    More than 200 vendors from all over the world will feature the largest selection of captive bred reptiles and amphibians.    Visitors can learn from experts about breeding reptiles (with eggs hatching during the show).    ADULTS $12 / $8 kids (12 &amp; younger)  Two-day pass: $20 adults, $12 ages 12 &amp; younger    Parking at Gate 9    For more information please visit: reptilesupershow.com",,1101 W. McKinley Ave.,08/06/2011,08/07/2011,,REPTILE SUPER SHOW,http://www.reptilesupershow.com,</font>,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/76e438ceb8cbcfbc8525781c006b8efa!OpenDocument,
5pm - 9pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Northridge Farmers Market on second Wednesday starting April 13th from 5pm - 9pm. London Manori caters to an array of customers, so everyone is encouraged to come out!    See you there.",Northridge Farmers Market,"9301 Tampa Ave Northridge, CA 91324",04/13/2011,11/30/2011,,LONDON MANORI AT THE NORTHRIDGE FARMERS MARKET,http://www.londonmanori.com,888-880-1750,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/b650492d3015fca88525786f001a9b4a!OpenDocument,Free</font>
2pm - 7pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Silverlake Farmers Market every Tuesday from 2pm -7pm. London Manori. Everyone is encouraged to come out!    See you there.",Silverlake Farmers Market,West Sunset Blvd &amp; Edgecliffe Drive,04/12/2011,12/31/2011,,LONDON MANORI AT THE SILVERLAKE FARMERS MARKET,http://www.londonmanori.com,888,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/6f95e3159b19e2768525786f0019c6a8!OpenDocument,Free</font>
8am -2pm,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Art Park on every Saturday starting April 16th from 8am - 2pm. London Manori caters to an array of customers, so everyone is encouraged to come out!    See you there.",Silverlake Farmers Market,West Sunset Blvd &amp; Edgecliffe Drive,04/16/2011,12/31/2011,,LONDON MANORI AT THE SILVERLAKE FARMERS MARKET,http://www.londonmanori.com,888-880-1750,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/79cc87f4f44203118525786f001b934d!OpenDocument,Free</font>
,"American food in a spacious urban cafe setting in the Old Bank District.  Full bar, lunch, dinner and weekend brunch.  Open late.  Pet friendly in outdoor seating area - where well behaved pooches can pooch watch while you dine.  This is a good place to stop in for refreshments if you're visiting Gallery Row or taking in a play at the Los Angeles Theatre Centre.  There is a parking lot across the street or Pete's is a short walk from the Pershing Square Red Line station.      www.petescafe.com",,400 S. Main St. Los Angeles CA In the Old Bank District near Gallery Row,<br> Day(s): <br> Address:400 S. Main St. Los Angeles CA In the Old Bank District near Gallery Row,,,PETE'S CAFE &amp; BAR,,(213) 617-1000,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/54cba9b0e149922188256e4d007afe2c!OpenDocument,$$</font>
,"The Sepulveda basin is home to bike paths, walking trails, Lake Balboa, a wildlife area, an off-leash dog park, as well as tennis, golf and other sporting facilities.                 Located off of the 405 and 101 freeways, the Sepulveda Dam holds back the L.A. river during flooding, but is an area of natural beauty and recreation the rest of the time.      The lake and wildlife pond are filled from reclaimed water from the nearby Tillman Water Reclamation Plan before spilling into the Los Angeles river that runs along side the park.        Lake Balboa Park (off of Balboa between Burbank and Victory Blvds.) has fishing, small boating and other recreational opportunities on the eastside and tennis and other sports facilities on the westside of Balboa Blvd.         On the east side of Woodley ave. in Woodley Park there are cricket fields (the game) as well as the     wildlife area     and the     Japanese Gardens    .  On the westside of Woodley are two golf courses and a model aircraft park.      An off-leash dog park is located at the corner of White Oak and Victory. A skate park is located just east of the dog park. Bike paths encircle the entire area and there are numerous walking trails and paths also.        Area Map         Life on the Lake       A wide variety of birds abound in fall &amp; winter    A seagull, American White Pelican and Mud Hen         Good eats for the birds         A wild section of the L.A. River     runs through the park",,"Balboa and Victory blvd. Van Nuys CA Northwest of 405 &amp; 101 junction. Bordered by Woodley Ave., Victory Blvd., Whiteoak Ave. and Burbank","<br> Day(s): <br> Address: Balboa and Victory blvd. Van Nuys CA Northwest of405 &amp; 101 junction. Bordered by Woodley Ave., Victory Blvd., Whiteoak Ave. and Burbank",,"http://www.eyespyla.com/www/thebuzz.nsf/SDBbalboaprk200.jpg, http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/5e811e92c72b116a88256f470065d982/More/0.64FA!OpenElement&amp;FieldElemFormat=jpg"", http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/5e811e92c72b116a88256f470065d982/More/0.2F94!OpenElement&amp;FieldElemFormat=jpg"", http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/5e811e92c72b116a88256f470065d982/More/0.A22!OpenElement&amp;FieldElemFormat=jpg""",SEPULVEDA BASIN RECREATION AREA,http://www.laparks.org/dos/reccenter/facility/sepulvedaBasinRC.htm,</font>,http://www.eyespyla.com/www/thebuzz.nsf/93f39120659c45c288256ff4005a6334/5e811e92c72b116a88256f470065d982!OpenDocument,
4/29 - 8pm &amp; 10pm  4/30 - 7pm &amp; 9pm,"Come out and see Jennifer Coolidge live at the Brea Improv.    Coolidge is known for her supporting roles in many comedy movies and guest spots on television. She is best known for playing &quot;Stifler's mom,&quot; the consummate &quot;MILF,&quot; in the American Pie films, though she is also known for supporting parts in other films, including Hilary Duff's stepmother in A Cinderella Story, Paulette, the manicurist in Legally Blonde and its sequel, and the voice of Aunt Fanny in the animated feature Robots.    She has played comic parts in the improv mockumentaries Best in Show, A Mighty Wind, and For Your Consideration directed by Christopher Guest. She also appeared in the 2006 film Date Movie as a spoof of Barbra Streisand's Meet the Fockers character. Epic Movie, the first movie she had a starring role in, released in 2007 and was made by the same people behind Date Movie; in it, she played the &quot;White Bitch&quot; (the White Witch) of Gnarnia (Narnia), a lampoon of the Disney and Walden Media film The Chronicles of Narnia: the Lion, the Witch and the Wardrobe.    Coolidge had a regular role in the NBC sitcom Joey as Joey's agent, appearing in 37 out of 46 episodes in the series. She originally starred in an episode of Friends in its final season as Amanda, a tactless and uninhibited wannabe whom Phoebe and Monica try to shake off. Prior to her Friends appearance she was a regular on She TV, a very short-lived sketch comedy that also featured Nick Bakay, Elon Gold, Simbi Khali, and Linda Kash. She also has appeared on According to Jim, playing Jim's sister and in an episode of Sex and the City, and on Frasier as Frederica, Martin Crane's new physical therapist. Coolidge also appeared in the kiddie comedy Slappy and the Stinkers and as Adam Sandler's wife's friend, Janine, in the 2006 comedy film Click.    Coolidge made one of her first appearances in the Seinfeld episode &quot;The Masseuse&quot;. She also had a recurring role on King of the Hill as Luanne's beauty school teacher, Miss Kremzer. In 2006, she guest starred on an episode of Top Chef.    Most recently, Coolidge appeared on Thank God You're Here and The Closer, on TNT. In 2008, she guest starred on The Secret Life of the American Teenager as a call girl. She also starred in Living Proof a Lifetime movie.    In 2005, Coolidge was invited to join the Academy of Motion Picture Arts and Sciences.",Brea Improv,"120 South Brea Blvd, Brea 92821",04/29/2011,04/30/2011,http://www.eyespyla.com/www/thebuzz.nsf/coolidge200.jpg,JENNIFER COOLIDGE LIVE ON STAGE AT THE BREA IMPROV,http://www.improv.com,(714) 482-0700,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/2161471ac68fac8d8525787a005e6602!OpenDocument,22.00</font>
,"This show explores the world of four older gay men who are unhealthily obsessed with the famous foursome. Thanks to their equally dysfunctional therapist, they are able to explore their obsession through a novel new therapy. Through the process, they are also able to search their shallow souls for answers to other questions facing older gay men, the answers often coming in the form of a show tune from the decades familiar to thirty-somethings and above.    The neighborhood is full of nightspots for before Theatre dining and after Theatre libations.    Widestance Productions first brought these men who resemble women to life in September of 2009 with quick comeback in Los Angeles in January so they could tune up to take the show to larger venues in Palm Springs and Miami. The show received accolades from critics and the Public alike and was a BroadwayWorld.com People&#8217;s Choice Award winner in two categories (best ensemble, best new work). All previous performances were sold out. This show, originally written over ten years ago has shed a character and a few unneeded lines for this new rendering. This version will be directed by Sean Riley and the Musical Director is Anthony Starble.",,The Meta Theatre 7801 Melrose Avenue Los Angeles 90038,03/04/2011,05/01/2011,http://www.eyespyla.com/www/thebuzz.nsf/goldengays200.jpg,THE GOLDEN GAYS (DRAG MUSICAL SPOOF OF GOLDEN GIRLS),http://www.thegoldengays.com,424-298-9100,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/2aa46dfd6e3aa0398525783b002623c6!OpenDocument,37.50</font>
,"Friday &amp; Saturday April 8 &amp; 9, 2011 &#8211; 7:30 pm  Playing and singing professionally by the time he was 13,  Steve Lucky&#8217;s eclectic career has made him one of San Francisco&#8217;s most sought-after musical exports. Lucky formed his own band in New York City and toured Europe extensively until he moved to the San Francisco Bay Area in 1993. Culling the best of the Bay area&#8217;s musicians, Lucky started the Rhumba Bums in 1993 as a quintet but the band really took shape in &#8216;94 with the addition of Miss Carmen Getit.  Now, together with Miss Carmen Getit and the Rhumba Bums, Lucky has appeared on PBS' &quot;CD Highway,&quot; Music Television/FOX &#8220;Locals Only,&#8221; on CBS&#8217; Good Morning America, CNN's Showbiz with Jim More and the Bravo! documentary &quot;This Joint Is Jumpin'!&quot;  Relax in the intimate setting of the Nakano Theatre at four-seat cocktail tables and enjoy delicious cuisine. Dinners are available prior to each performance from some of the best local eateries. Doors open at 6:30 pm - Curtain at 7:30 pm  Reserved tables are available to season subscribers. All other seats are general admission. For tickets call: (310) 781-7171",,"3330 Civic Center Drive, Torrance 90503",04/08/2011,04/09/2011,,STEVE LUCKY AND THE RHUMBA BUMS,http://www.torrancearts.org,310-781-7171,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/c0fef586e47e13a8852577770079ad1c!OpenDocument,$30</font>
,"Show at Barre invites you to experience the soundtrack of a modern motion picture master. FOR THE RECORD: BAZ LUHRMANN celebrates the music from The Red Curtain Trilogy- Luhrmann's homage to the major theatrical conventions of Dance, Poetry and Song &#8211;STRICTLY BALLROOM, ROMEO + JULIET and MOULIN ROUGE. Playlist includes hit songs such as Lovefool, Kissing You, When Doves Cry, Love Is In The Air, Time After Time, Come What May, Your Song, Roxanne, Children Of The Revolution, Rhythm Of The Night and many more. Jenna Leigh Green, Arielle Jacobs, &amp; Kate Reinders star.",,1714 N. Vermont Ave.,02/04/2011,04/30/2011,,FOR THE RECORD: BAZ LURHMANN,http://www.showatbarre.com,,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/97a956cd3f219a64852578340056a849!OpenDocument,$20</font>
,"Saturday April 30, 2011 &#8211; 2:00 pm &amp; 8:00 pm   Two-time &quot;Comedy Magician of the Year&quot; Chipper Lowell brings his high-energy and original brand of hilarious fun and tricks to Torrance.  The Los Angeles Times calls him, &quot;Feverish, Frenetic &amp; Hilarious!&quot;   The Tahoe Daily Tribune named him &quot;Specialty Act of the Year!&quot;   Chipper blends visual stunts, comedy, magic, juggling, multi-media, and more into a one-of-a-kind performance that will have you rolling in the aisles.     Joining Chipper will be special guest star Jade, who was named &quot;Female Magician of the Year&quot; and has toured internationally. Suitable for all ages!",,"3330 Civic Center Drive, Torrance 90503",04/30/2011,,,THE CHIPPER EXPERIENCE - WHERE COMEDY AND MAGIC COLLIDE,http://www.torrancearts.org,310-781-7171,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/a7528383e703b6b2852577770077e909!OpenDocument,$20</font>
Tuesdays through Fridays at 8 p.m.; Saturdays at 2:30 and 8 p.m.;  Sundays at 1 p.m. and 6:30 p.m. No performance on Mondays.,"Burn This  By Lanford Wilson  Directed by Nicholas Martin  March 23 &#8211; May 1  Mark Taper Forum  For tickets call 213.628.2772 or go to   www.CenterTheatreGroup.org/BURN    Two incendiary forces collide in a blinding rush of high voltage passion! Rediscover this passionate modern classic by Pulitzer Prize-winner Lanford Wilson!    &#8220;Burn This cherishes every involuntary spark of feeling that suddenly lights up the darkness.&#8221;  - The New York Times     Anna is a dancer-choreographer who has lost Robbie, her best friend and collaborator, in a tragic accident. Pale is Robbie's brother, a powder-keg lost in his own way, who arrives at her doorstep in the middle of the night. Pale is dangerous, sexy, raw and demanding, and he interrupts the course of Anna's existence bringing major changes in her life.    This passionate modern classic, by Pulitzer Prize-winner Lanford Wilson (Talley's Folly), features original music by Peter Golub, and is directed by Nicholas Martin (Dead End at the Ahmanson, The House of Blue Leaves at the Taper).  The Burn This cast includes (in alphabetical order) Brooks Ashmanskas (Julie &amp; Julia), Ken Barnett (Puccini for Beginners, The Producers), Zabryna Guevara (Marley &amp; Me, All Good Things) and Adam Rothenberg (Mad Money, The Ex-List).    Burn This, which had its world premiere in CTG/Mark Taper Forum's 1986-87 season, moved to Broadway in 1987, and helped to ignite the careers of John Malkovich and Joan Allen. Newsweek said of the play, &quot;[It] has a voracious vitality and an almost manic determination to drive right into the highest voltage that life can register.&quot;    Hot Deal!  $25 seats to Burn This at the Taper! (Reg $35) Available Wednesday, Thursday and Friday evening performances March 23 - April 1. Call 213.628.2772 and mention code WILSON or visit www.CenterTheatreGroup.org/WILSON  *Conditions:  Valid for select performances in Section A. Subject to availability. Cannot be combined with any other offer. Not valid on previously purchased tickets or in the Section A+.  Please be sure to select the lowest price when purchasing your ticket.",Mark Taper Forum,"135 N. Grand Ave. Los Angeles, CA 90012",03/23/2011,05/01/2011,,$25 TICKETS TO BURN THIS AT MARK TAPER FORUM!,http://www.centertheatregroup.org/tickets/productiondetail.aspx?id=14492,213-628-2772,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/d334db6a9f45b1668525785b00748555!OpenDocument,$25 and up</font>
10:00 am - 6:00 pm,Enjoy a beautiful day by the ocean and warf at Chase Palm Park in gorgeous Santa Barbara. Celebrate companies and non-profits  who are making a positive difference.    If your company would like to reach thousands participants please exhibit with us. You may email us at admin@enjoypositive.com for more information or visit our website at www.Goodenergyfestival.com    See you there!,Chase Palm Park,73 Anacap Street Sant Barbara Ca 93103,05/07/2011,,,GOOD ENERGY FESTIVAL - SANTA BARBARA,http://www.Goodenergyfestival.com,3108553737,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/2160ed8a65ac7ccd85257850006b01ff!OpenDocument,Free</font>
"Fri 8:00 pm, Sat 8:00 pm &amp; 10:30 pm, Sun 7:00 pm","Performances for 'Love Sucks&quot; extended through May 8th with shows every Friday at 8:00 pm, Saturday at 8:00 pm and 10:30 pm, and Sunday at 7:00 pm.     Love Sucks is a 48 hour riotous romp through the bars, backseats and bathroom stalls of New York City's Lower East Side  Best friends, Josie and Calvin, are always looking for love in all the wrong places.  Josie, desperate to make a love connection, tries to do all the right things with the wrong guy, Harlen, a studly undergrad with an over active sex drive. Then Josie ends up doing all the &quot;wrong things&quot; with another wrong guy, Giuseppe, a mysterious palm reading gypsy (with an over active sex drive).   Calvin, also dreaming of love, tries to concoct a relationship out of a casual sexual encounter with a closeted stockbroker, Charlie. Confused, Charlie rejects Calvin's advances only to fall into his own snake den of deceit, pulling Calvin in with him.  Through a farcical bombardment of mistaken identities and sexual misadventures, six romantically-challenged philanderers come together to battle demons and face painful truths, in order to come out more hopeful of love in the end.",Coast Playhouse,8325 Santa Monica Boulevard,04/04/2011,05/08/2011,,'LOVE SUCKS&quot; PERFORMANCES EXTENDED THROUGH MAY 8TH,http://lovesucksplay.com,,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/0be7e900ad9298268525786800722df5!OpenDocument,37.50</font>
6pm - 12am,"London Manori designs visionary, cutting-edge luxury jewelry for both men and women, and is striving to be a competitive player in the jewelry industry by injecting unique style and design into the fashion market.    We will be at the Art Park on every second Thursday of each month from 6pm - midnight. London Manori caters to an array of customers, so everyone is encouraged to come out!    See you there.      The Citizen LA Downtown Art Park is designed to bring artists, vendors, performers and audience together for an evening of live entertainment and uninhibited shopping under the stars.    The Downtown Art Park is an independent event that operates during the Downtown Art Walk; a high-visibility event which draws an estimated crowd of 20,000+ each month.    This event is FREE to the public and takes place on the second Thursday of each month.",ART WALK,TBD,05/12/2011,,,LONDON MANORI AT DOWNTOWN ART PARK,http://www.londonmanori.com,888-880-1750,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/27553bc74131a1c38525786f001b5572!OpenDocument,Free</font>
8 p.m. (Sat: 2 p.m. / 8 p.m.; Sunday 2 p.m. / 7 p.m.),"KISS ME, KATE  Reprise Theatre Company  May 10 - 22, 2011 &#8211; Get Your Tickets Now!    Don&#8217;t miss one of the most raucous, rowdy and enduring romances of all time, Cole Porter&#8217;s KISS ME, KATE.  An on-stage &#8220;Taming of the Shrew&#8221; and a backstage &#8220;Peyton Place,&#8221; this enduring love story was the first ever winner of the Tony Award® for Best Musical. One hit song after another: Wunderbar, So In Love, Why Can&#8217;t You Behave, Too Darn Hot, From This Moment On &#8211; will all have you wanting to Brush Up Your Shakespeare.    Music and lyrics by Cole Porter  Book by Samuel and Bella Spewack  Directed by Michael Michetti  Get tickets and more information at Reprise.org     May 10 - 22, 2011  Reprise Theatre Company  Freud Playhouse at UCLA  Box office phone number: 310.825.2101    Ticket URL:  http://www.ticketmaster.com/Kiss-Me-Kate-tickets/artist/845060?list_view=1&amp;tm_link=Artist_SwitchTo_List&amp;brand=reprisela       RU$H CLUB! :  Between the ages of 16 and 25? Love musical theatre? Want to save money? Then you&#8217;re in the right place! Reprise&#8217;s RUSH CLUB gives you the chance to get tickets to any performance for $25. Want to Join? Visit reprise.org/rushclub today!   http://www.reprise.org/pages/get-tickects/rush-club.html         FRIDAY NIGHT OUT! Friday, May 13th, 2011 &#8211; Sponsored by Frontiers Magazine &amp; Barefoot Wine &amp; Bubbly.  A featured event for the gay &amp; lesbian community offering a complimentary post-show wine &amp; cheese mixer with the cast.   http://www.reprise.org/pages/get-tickects/friday-night-out.html",Freud Playhouse at UCLA,245 Charles E. Young Drive East,05/10/2011,05/22/2011,,"REPRISE THEATRE COMPANY'S KISS ME, KATE",http://www.reprise.org,310.825.2101</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/c68c6b377fc031768525786c000258ec!OpenDocument,
8 p.m.,"Barbara Cook in Concert  Reprise Theatre Company  Monday, May 16, 2011  Freud Playhouse at UCLA  $95 - $195    Don&#8217;t miss Barbara Cook in this one-night-engagement! She has delighted audiences around the world for more than 50 years her with her silvery soprano, purity of tone, and warm presence. Considered &#8220;Broadway&#8217;s favorite ingenue&#8221; during the heyday of the Broadway musical, Miss Cook then launched a second career as a concert and recording artist soaring from one professional peak to another. A Tony, Grammy, Drama Desk, New York Drama Critics Circle Award winner, and member of the Theatre Hall of Fame, Ms. Cook will surely dazzle in this very special Reprise event.    &#8220;She has earned the right to be called legendary&#8221;  - The Associated Press      Mon., May 16, 2011   Freud Playhouse at UCLA  $95 - $195  One Night Only!  For more information visit Reprise.org  Box office phone number: 310.825.2101     http://www.reprise.org/shows/barbara-cook-in-concert",Freud Playhouse at UCLA,245 Charles E. Young Drive East,05/10/2011,05/22/2011,,BARBARA COOK IN CONCERT,http://www.reprise.org/shows/barbara-cook-in-concert,310.825.2101</font>,http://www.eyespyla.com/www/thebuzz.nsf/d6cd17b3c3f167aa88256f25007026a7/a197143790c1de668525787100765f33!OpenDocument,
