website,phone,directions,moreInfo,description,venue,name,city,startDate,performers,images,state,endDate,email
http://www.tennesseewilliams.net/,504--5811144-,616 St. Peter Street,http://www.festivals.com/viewevent.aspx?eventid=FfOot8YjI54%3d,"Experience New Orleans exotic French Quarter with this annual five-day literary, theater and cultural festival. Events include literary panels, master classes, theater events, a one-act play competition, and walking tours of Williams New Orleans haunts.",Le Petit Theatre du Vieux Carré and nearby sites,Tennessee Williams New Orleans Literary Festival,New Orleans,3/23/2011,,,Louisiana,3/27/2011,info@tennesseewilliams.net
http://www.tcvb.com/showrecord.asp?id=2561,(20-9) 984-1378,"From SF Bay Area I-580 to CA 120 to CA 108 East, take downtown Sonora Exit (CA 49)& find Fairgrounds on right, approx 1 mile.  From Sacramento, CA 16 East to CA49 to south to Fairgrounds on left just past downtown Sonora",http://www.festivals.com/viewevent.aspx?eventid=N4T2Q21AFmo%3d,"The Vietnam Veterans of America, Chapter 391 is planning an art exhibit to coincide with The Traveling Wall Veterans Tribute which will be at the Mother Lode Fairgrounds from March 23-27 in celebration of the Welcome Home Vietnam Veterans Day which is on March 30th.    Our primary goal is to seek out our fellow Vietnam and Vietnam-era veterans who are doing art in any medium, says Frank Smart, coordinator of the art exhibition. We want to find out how many artists in Tuolumne and Calaveras Counties are also veterans of this period of American History.    While the Traveling Wall is at the Fairgrounds, George Eldridge, chair of the event, expects a minimum of 10,000 visitors to see this tribute to our fallen veterans. We know it will be a solemn experience for many people, Smart added. We thought an art show would be a nice compliment to this event. Its a way to honor the living while we pay respects to those who died in service to their country.    Any Vietnam or Vietnam-era veteran who is interested in participating in the Welcome Home Art Exhibit is urged to contact Frank Smart immediately by email (fsmart@rocketnail.com) or by phone at 532-0439",Mother Lode Fair Grounds,Vietnam Veterans-Welcome Home Art Exhibit,Sonora,3/23/2011,,,California,3/27/2011,fsmart@rocketnail.com
http://quiltcraftsew.com,800--717-8789,,http://www.festivals.com/viewevent.aspx?eventid=BXuTEXmkTcI%3d,"At the Quilt, Craft & Sewing Festival you will find a wide variety of Sewing, Quilting, Needle-Art and Craft supply exhibits from many quality companies.  In addition, you will have the opportunity to participate in one or more of the many “Make and Take” workshops or FREE educational seminars.  Your ticket is good for all 3 days of each show, so please take your time and don’t miss any of the exciting new products, techniques or educational ideas.",Cal Expo,"Quilt, Craft & Sewing Festival",Sacramento,3/24/2011,,,California,3/26/2011,rustybarn1@aol.com
http://www.cactusfestival.be,003-250332014,,http://www.festivals.com/viewevent.aspx?eventid=NI5S2COShwE%3d,,Minnewaterpark,Cactus Festival,Brugge,7/8/2011,MARK LANEGAN - ISOBELL CAMPBELL - KT TUNSTALLl - KATE NASH - TRIGGERFINGER - LYLE LOVETT - JANELLE MONÁE - MOGWAI - IRON AND WINE - FANFARLO.    more names tba...,,Belgium,7/10/2011,info@cactusfestival.be
http://www.rotw.org.uk,,,http://www.festivals.com/viewevent.aspx?eventid=TBr6LrDamp0%3d,"2011 marks the 20th Rhythms of the World festival. Held on Saturday 9th and Sunday 10th July, expect performances of music, dance (and a few surprises) across seven stages, as well as a Family Area, art displays and the new acoustic Icehouse Stage.     Set in a parkland area in the centre of Hitchin in Hertfordshire, the festival offers rock, pop, folk, reggae, jazz and classical music from the local area and around the world. An event for all ages and musical tastes, youll be hard pushed to find a better value day out. 2010 saw 31,000 people attend the festival - go along and help make the 20th year even bigger and better.    See www.crowdsurge.com/rotw2011 for tickets.",The Priory,Rhythms Of The World 2011,Hitchin,7/9/2011,C. C. Smugglers  CW Stoneking  Calan  Fernandos Kitchen  Jim Moray  Kadialy Kouyate  Kanda Bongo Man  Laura Victoria  Lu Cozma  Luke Leighfield  Megson  Moishes Bagel  My First Tooth  My Pet Junkie  Raghu Dixit  Randolph Matthews  Redtrack  Ruth Theodore  Sam Lee and The Gillie Boys  Sean Taylor  Ska Cubano  Skip Little Axe McDonald  Swanvesta Social Club  The Selecter  The Shabby Tinkerz  Trevor Hensley  Oi Va Voi,http://www.festivals.com/gfx//backstage/1/22247/032020110612090611_ad.jpg,Afghanistan,7/10/2011,info@rotw.org.uk
http://www.southeasternrailwaymuseum.org,770--476-2013,"From I-85:    Take I-85 to exit 104 (Pleasant Hill Road). Turn west, go past Gwinnett Place Mall and travel about 3.5 miles to Buford Highway exiting Pleasant Hill to the right BEFORE the underpass. Travel about 1/4 mile to the museum entrance on the left. Stay to the left and continue across the railroad tracks. Stay right into the SRM parking lot.",http://www.festivals.com/viewevent.aspx?eventid=2TOUBbwuJns%3d,Caboose Days - Celebrate the Caboose and those who lived and worked in them.         * Temporary caboose tattoos      * Caboose hunt      * Food      * Craft corner for kids to create a souvenir to take home,Southeastern Railway Museum,Caboose Days,Duluth,4/2/2011,,,Georgia,4/3/2011,admin@srmduluth.org
http://www.okcastle.com,918-6873625,3400 Fern Mountain Road,http://www.festivals.com/viewevent.aspx?eventid=81qQMDmTlKc%3d,"Join the excitement and the wonderment of a day in Renaissance England. Journey back in time to an age of sorcerers, knightin shining armor, gypsy and maidens faire. Musicians,magicians,jugglers,jesters and jousters will delight and entertain.Food,drinf and sweets will tantalize your tastbuds.The market provides more than 70 artisan booths with handcrafted wares. The children's Realm is full of activities for the young lords and ladies....Family-oriented abd truly fun for all ages",The Castle of Muskogee,Oklahoma Renaissance Festival,Muskogee,5/1/2011,"Queens Tea daily at 1:00pm   $10.00  Kings Feast May 15, at 7:30pm  $17.95  Masked Ball May 1st 7:00pm  $10.00  Ceilidh  May 22nd 7:00p.m. $10.00",,Oklahoma,5/29/2011,thecastle@okcastle.com
http://www.visitdover.com,800--2335368-,"411 Legislative Mall, Dover,19904 for Mapquest.",http://www.festivals.com/viewevent.aspx?eventid=AloWW3SJV2M%3d,"Dover Days Festival Weekend is the Capital of Delawares signature event. It is a celebration of history and heritage, with a judged car show, maypole dancing, parade and pet parade, arts and crafts show, 40+ food vendors, musical performances, childrens theater, kids zone, walking tours, historic house tours and more.",First State Heritage Park of Dover,78th Annual Old Dover Days,Dover,5/6/2011,,"http://www.festivals.com/gfx//backstage/1/9348/120520080853119702_thumb.jpg, http://www.festivals.com/gfx//backstage/1/9348/120520080848131322_thumb.jpg, http://www.festivals.com/gfx//backstage/1/9348/120520080845106669_thumb.jpg, http://www.festivals.com/gfx//backstage/1/9348/120520080838051907_ad.jpg",Delaware,5/8/2011,csmall@visitdover.com
http://www.danielboonefamilyfestival.com,336--751-3676,,http://www.festivals.com/viewevent.aspx?eventid=wXtgsmmMazE%3d,"Davie County is proud to celebrate our annual Daniel Boone Family Festival & Spring Auction. The celebration is taking place on Saturday, May 7, 2011 in Historic Downtown Mocksville - Junker’s Mill. The Saturday festival includes re-enactments from the Daniel Boone era, various music, heritage craft demonstrations, food, games, tours of historic sites and live & silent auctions. Vendor applications are available on our website.",Downtown Mocksville/Junkers Mill,Daniel Boone Family Festival & Spring Auction,Mocksville,5/7/2011,"11:30am ~ DC EXPRESS ~ Bluegrass featuring our local Davie county musicians  1:15pm ~DAVID MAYFIELD PARADE ~ Fusion of Blue Grass, Rock, and a “twang” of Country  3:00pm ~ SPRING AUCTION ~ Davie County Chamber of Commerce  4:30pm ~ Beach Music featuring Mixed Emotions!",,North Carolina,5/7/2011,chamber@daviecounty.com
http://www.paramountprod.com,908--781-0220,"GPS ADDRESS  1148 E JERSEY ST. ELIZABETH,N.J. 07201",http://www.festivals.com/viewevent.aspx?eventid=ATKj4%2fKxnYE%3d,DISCO FEVER SHOW 2 HOUR  WITH 1/2 INTERMISSION RELIVE THE GREAT 70s MUSIC BY ARTISTS THAT MADE THE SONGS.,RITZ THEATRE,Disco Fever,Elizabeth,5/7/2011,"BOEY M,THELMA HOUSTON,TRAMMPS,ANITA WARD,MAXINE NIGHTINGALE.",,New Jersey,5/7/2011,nickgrant@paramountprod.com
http://normanmusicfestival.com/2011/,(40-5) 579-3693,"Take I-35 to the Main Street Exit in Norman, Oklahoma. Head East on Main Street until you run straight into the festival. Find a parking spot, get out of your car, and get ready to have fun!",http://www.festivals.com/viewevent.aspx?eventid=CxKfjuHSw%2bo%3d,"Get out the black marker and designate April 28, 29 and 30, 2011 as the weekend to remember.  The fourth annual Norman Music Festival (NMF) will be held Thursday, through Saturday, April 28, 29 and 30, 2011. Riding the success of last year’s shift from a two days to a three day show throughout Norman venues, festival organizers are pleased to set this change as the new NMF standard.    Growing NMF into a multi-day festival over the last couple years has been much fun, and has turned Norman into a weekend destination for travelers from across the state and region,” says Quentin Bomgardner, publicity chair for the NMF. “The economic benefits from this visitation are wonderful, but even better is simply the chance to introduce the world to our community.  We think theyre going to like it and we think theyll be back.  As always, the festival will take place on the 100, 200 and 300 blocks of historic Downtown East Main Street, east of the railroad tracks in the Arts District. Once again, the festival is free and open to the public.  While headliners have not been secured, concertgoers can anticipate a spectacle. Previous headliners include Dirty Projectors, Leon Russell, Electric Six, The Sword, Of Montreal, Polyphonic Spree and the Chainsaw Kittens among others.  One thing is for certain—the Norman Music Festival never disappoints. And, this year will prove no different.    Be sure to follow NMF4 on Facebook and Twitter for the latest news and headlines about the festival!",Downtown Norman,Norman Music Festival,Norman,4/28/2011,The complete set list has not been released yet. Check the website for regular updates: http://www.normanmusicfestival.com/2011/bands,http://www.festivals.com/gfx//backstage/1/22136/030920110752537427_ad.jpg,Oklahoma,4/30/2011,rruiz@enye.net
http://sewanee.biz,931--968-1127,Sewanee Tennessee is located approximatley 45 minutes west of Chattanooga and 90 miles south of Nashville. Exit I-24 at exit 134 and follow the signs into the village of Sewanee,http://www.festivals.com/viewevent.aspx?eventid=kkw9Ej%2bEHKM%3d,"This will be out first FREE festival to help raise funds to complete our new park. Food, Music and drinks will be available. Come on up to our mountain and experience the beautiful sights and sounds of our village!",Downtown Sewanee Village Park,Sewanee Village Music Fest,Sewanee,5/7/2011,A list of local musicians,,Afghanistan,5/7/2011,sewaneebiz@yahoo.com
http://ohiorivervalleyfolkfestival.com,800--559-2956,"55 miles northeast of Louisville, KY 75 miles west of Cincinnati,OH 86 miles northwest of Lexington, KY 95 mi SE of Indianapolis IN.  (from Indiana take IN 56 East off of I-65, turn so on West Street to the River.)",http://www.festivals.com/viewevent.aspx?eventid=ckCnzIgpiUA%3d,"The Sixth Annual Ohio River Valley Folk Festival is held during the third weekend in May (May 20-22) on the banks of the Ohio River in one of Americas most beautiful, historic river towns Madison, Indiana.  The three day event features music, art, storytelling, food, wine, beer and a folk village of traditional crafts.  Other activities include workshops, exhibits, demonstrations and an opportunity to jam. The talent line-up includes classic and well-known folk musicians as well as up-and-comers.  Last years featured performers, the Carolina Chocolate Drops won a Grammy for Best Traditional Folk Album.","Bi-Centennial Park, Ohio River",Ohio River Valley Folk Festival,Madison,5/20/2011,"Mickey Clark & Blue Norther, Adrienne Young Paul Thorn The Tillers The Wiyos Bluegrazz(with Bill Lancton) Greg Zeismer & Kris Luckett Hogeye Navvy Carrie Newcomer UNCLE EARL DAVID BROMBERG THE GREENCARDS  plus local folk artisans and youth performers",,Indiana,5/22/2011,info@visitmadison.org
http://www.eurekaspringsblues.com,479--253-7377,contact info@eurekaspringsblues.com,http://www.festivals.com/viewevent.aspx?eventid=hXlsC5XrHY0%3d,"The Eureka Springs Blues Weekend, presented by The Basin Park Hotel, will be June 2, 3, 4 and 5, 20011. Blues Weekend features local, regional, national and international blues acts, and is held in The Auditorium, Basin Park, The Basin Park Hotels Barefoot Ballroom, and venues all around Eureka Springs. Past headliners have included Koko Taylor, John Hammond, Charlie Musselwhite, Magic Slim, Honeyboy Edwards, and many more. Blues Weekend is a fundraiser for The Blues Foundations HART Fund, 100% of which goes to help artists in need of medical or funeral assistance, and Turpentine Creek Wildlife Refuge, located just south of Eureka Springs, which gives lifetime refuge to abused, neglected or abandoned wildlife. For more information, please visit EurekaSpringsBlues.com!","The Auditorium, The Basin Park Hotel, Basin Park",The Eureka Springs Blues Weekend,Eureka Springs,6/2/2011,to be announced,,Arkansas,6/5/2011,info@eurekaspringsblues.com
http://www.yellowbanksdulcimer.org,270--684-1631,"Yellow Creek Baptist Church, 5741 Highway 144, Owensboro, KY 42303",http://www.festivals.com/viewevent.aspx?eventid=q%2bGekQJzaPE%3d,"Workshops in Mountain Dulcimer, Hammered Dulcimer, Banjo, Guitar, Bowed Psaltery, Fiddle, Penny Whistle and More.  Limited RV space (self-contained - reservation required.  Overnight lodging Sleep Inn, 270-691-6200.  Block of rooms is reserved - mention Yellowbanks.",5741 Highway 144,Yellowbanks Dulcimer Festival,KY,6/3/2011,"Susan Trump, Rick Thum, Heidi Muller and the Lindsey Family.",,Kentucky,6/4/2011,yellowbanks@bellsouth.net
http://www.ziontificproductions.com,000--000-0000,"2056 Rt. 100N Stockbridge, VT 05772",http://www.festivals.com/viewevent.aspx?eventid=TF6O5lEzbYs%3d,"3 Days of Good vibes, Music, Camping and Nature in beautiful Vermont! Come help make the weekend one to remember!!! 18+, NO open fires as there will be a community bonfire, NO dogs, NO glass bottles, NO fireworks, YES respect the property and staff! YES enjoy the music, YES dance! We want this weekend to be one for the age...s for all parties involved, so please come with respect or dont come at all!    Strangers Helping Strangers will also be doing a food drive during this event. So stock up on non-perishables now!!!!    We will be selling 1700 advance tickets. Prices will increase as we near the event.    Go to www.ziontificproductions.com for more info or to order tickets!!!!!!",2056 Rt. 100N,Ziontific Summer Solstice Music Festival,Stockbridge,6/17/2011,"The Alchemystics, Roots Of Creation, Jeff Bujak, Roast Beef Curtains, Bearquarium, The Juicy Grapes, Dub Proof, The Problemaddicts, Chachi Carvalho w/ Three Thirty Three, Pulse Prophets, Educated Advocates, Ready Set Flo, Political Animals, Doctor Doom Orchestra, Wolfman Conspiracy, Pipeline Riot, Rhythmic Circus, The Screw Ups, Yes Please, Grant Street Orchestra","http://www.festivals.com/gfx//backstage/1/22182/031420110835464086_ad.jpg, http://www.festivals.com/gfx//backstage/1/22182/031420110836479551_thumb.jpg",Vermont,6/19/2011,info@ziontificproductions.com
http://www.backtothecity.co.za,072- 591 5459,"Newtown,google it",http://www.festivals.com/viewevent.aspx?eventid=Sbw6ZgJIKdI%3d,"The aim of the “Back to the City” initiative was to take a neglected part of Newtown and transform the space with and color and life, creating awareness as well as sustainable revenue to the surrounding companies. This has been significantly achieved, as the once deserted street has now become a prime location for film shoots, music videos and most recently events too.",Ritual stores,Back to the City Youth Festival,Johannesburg,4/27/2011,41 artists12 djsits to crazy,http://www.festivals.com/gfx//backstage/1/22378/033120111035166403_ad.jpg,South Africa,4/28/2011,info@backtothecity.co.za
http://www.senefilm.org,401--568-7959,,http://www.festivals.com/viewevent.aspx?eventid=TiHsl99R1qM%3d,"The Southeast New England Film, Music and Arts Festival showcases the best in independent films from across the country and around the world.  To offer their audience a richer festival experience, SENE also includes musical performances and art exhibits as part of the four-day festival.    SENE’s mission is to promote independent film, music and art with year-round screenings, music concerts, art exhibits, educational programs and events and provide a fun, exciting and festival experience for their filmmakers, musicians, artists and audience.",Providence,"SENE Film, Music and Arts Festival",Providence,4/6/2011,,,Rhode Island,4/10/2011,info@senefilm.org
http://www.farmshowsusa.com,507--4377969-,"333 Gordon Cooper StOklahoma City, OK 73107(405) 948-6704",http://www.festivals.com/viewevent.aspx?eventid=hycF8GD7nxc%3d,"All the Latest in Agriculture Livestock Equipment Demos, Power Equipment Ride & Drive, Gentle Horse Training, 4H & FFA Competition, Scholarship Program.",Oklahoma City State Fair Park,Southern Plains Farm Show,Oklahoma City,4/7/2011,,,Oklahoma,4/9/2011,farmshowsusa@farmshowsusa.com
http://www.agievents.com/rv.cfm,800--736-5958,,http://www.festivals.com/viewevent.aspx?eventid=CjC6O561psE%3d,,See website,Pomona RV & Travel Show,Pomona,4/7/2011,,,California,4/10/2011,info@agievents.com
http://www.ncazaleafestival.org,910--794-4650,,http://www.festivals.com/viewevent.aspx?eventid=zTAt2WvMh3M%3d,,"Wilmington, North Carolina",North Carolina Azalea Festival,Wilmington,4/6/2011,,,North Carolina,4/10/2011,info@ncazaleafestival.org
http://www.fiesta-sa.org,210-2275191,,http://www.festivals.com/viewevent.aspx?eventid=eWwhCXudxn8%3d,"FIESTA OYSTER BAKE - THE HEARTBEAT OF FIESTA  The St. Mary’s University Fiesta Oyster Bake began in 1916 as a small gathering of alumni. Since that time the event has grown into one of the most popular Fiesta celebrations. This year the Fiesta Oyster Bake celebrates its 92nd anniversary!  The Oyster Bake features more than 100,000 oysters, served raw, baked or fried. Another 50 food booths dish up savory favorites such as fajitas, sausage on a stick, egg rolls, hamburgers and chicken on a stick. A variety of beverages is available to quench every thirst, while continuous rock ’n’ roll, Latin and country music compliment the feast.   Friday night is family night and officially starts the traditional Fiesta Oyster Bake, when half the grounds are opened. Patrons can enjoy four entertainment stages (six on Saturday), 30 food and beverage booths, a children’s area with games and other interactive activities geared for the young and young at heart, and a spectacular fireworks finale.   Fiesta Oyster Bake is sponsored by the St. Mary’s University Alumni Association. All proceeds fund student scholarships and university and alumni programs.",St. Marys University,Fiesta Oyster Bake,San Antonio,4/8/2011,TBA,,Texas,4/9/2011,laura@fiesta-sa.org
http://www.aldeburgh.co.uk,017-28 687110,,http://www.festivals.com/viewevent.aspx?eventid=x7RNlkTOT2U%3d,Bach is at the heart of an Easter Weekend framed by two performances of the St John Passion. Also featured at The Keyboard Partitas and La Nuova Musica with their stunning Renaissance music.,Snape Maltings Concert Hall,Easter Festival Aldeburgh,Snape,4/22/2011,Various,,United Kingdom - England,4/24/2011,boxoffice@aldeburgh.co.uk
http://www.saltriveracres.net,989-.631.0817,1 1/2 south of M-20 on Greendale Rd. Between Midland and Mt. Pleasant in Shepherd Michigan.  (Located in Oil City on Michigan maps),http://www.festivals.com/viewevent.aspx?eventid=Ge6HhcsS7w8%3d,"A celebration of Rock & Reggae Music.  One of the first outdoor festivals in the spring.  You wont want to miss this great outdoor experience.  Music continues all day on two seperate stages.  The T-Shirt Cannon will be blasting off gifts throughout the day for guests. Bring your lawn chairs, snacks & drinks.  Warmer clothes for the late afternoon.  Remember it is Michigan!  Vendors and concessions on site.",Salt River Acres,Rock-N-Reggae Fest,Midland,4/30/2011,"MACPODZ, THE DIRTY AMERICANS, AFTERHOURS EXPERIENCE WITH DONALD KINSEY, HULLABALOO, BACK FORTY, THE DEEP END, VITAMIN G",,Michigan,4/30/2011,info@saltriveracres.net
http://wwwhitcitylouisiana.info,254-.495.4323,,http://www.festivals.com/viewevent.aspx?eventid=bdm%2b7YfR7BY%3d,"3 Day Louisiana Party!!!!  Featuring the Louisiana Reggae/soul and Blues stars   Henry Turner Jr and Flavor      (featuring daily children’s limbo)  Live Storytelling by Louisiana Storyteller Joanna Ballard!  May 20-21-22  Fri-Sun  11am - 3pm EVERY Day  Historical Buie Allen Hospital Building  207 Winter St Marlin, Texas 76661  Owned by Joe and Lillie Sanchez  RSVP   Contact Joe and Lillie Sanchez 254.495.4323 or www.hitcitylouisiana.info for more details.  For more info and to purchase advance tickets ~ $25 per adult children under 15 ~ $15  Authentic Louisiana Red Beans and Rice served daily with catfish and skillet cornbread  Live stories by Joanna Ballard and the reggae soul blues sounds of Henry Turner",Ultimate Louisiana Partry,Ultimate Louisiana Party,Marlin texas,5/20/2011,Legnedary Henry Turner Jr and Flavor and Louisiana Storyteller Legend Joanna Ballard,http://www.festivals.com/gfx//backstage/1/22435/040620111201573376_ad.jpg,Texas,5/22/2011,henryturnerjr@gmail.com
http://www.orlandoculturalassociation.com,321-2021505,,http://www.festivals.com/viewevent.aspx?eventid=yO%2bTb2EK60s%3d,,Festival Field,Orlando Carnival,Orlando,5/29/2011,,,Florida,5/29/2011,pr@orlandoculturalassociation.com
http://www.mtnsage.com,209--962-7455,"On CA 120 in downtown Groveland (on the way to Yosemite Park) From SF Bay Area take I-205 East to CA 120 East, From Sacramento, CA 99 south to CA 108/120 east and stay on 120",http://www.festivals.com/viewevent.aspx?eventid=6CgzT4E01KU%3d,"Every first Saturday in June, Mountain Sage in Groveland, CA hosts Sierra Earthfest. This is an all day, free event focusing on sustainable living, natural history, holistic medicine and mountain crafts. There are numerous workshops, speakers and activities for people of all ages. There are also dozens of booths, interactive displays and vendors in addition to live music and fine, healthy food.    Summer concert series outside in the gardens of Mountain Sage. Outstanding bands from a variety of genres play this intimate and beautiful venue. Shows are Saturday or Sunday afternoons through the summer and are very family friendly.",Mountain Sage Coffee Bar,Mountain Sage Music Series and Earthfest,Groveland,6/4/2011,,,California,6/4/2011,mtnsage@mlode.com
http://www.stablestudios.net,(81-2) 859-4868,,http://www.festivals.com/viewevent.aspx?eventid=6QqtvgfxJPU%3d,"We are encouraging everyone to carpool and will have limited onsite parking. The purchase of one on-site parking ticket will include car side camping ~  All others must park off site with transportation provided to venue.    Limited on-site parking available $20     Pre-sale tickets $50.   Tickets on sale Friday April 8th (www.stablestudios.net)    *RV passes will be available on a limited basis.     More artists to be announced soon!     Vendors/artists/photographers/sponsors ANYONE interested in more information, please email or call Jess:    stablestudios.net@gmail.com  (812) 859-4868    We will have a second round of musicians announced soon",Stable Studios,Stable Studios Music Festival,Spencer,6/17/2011,"Initial Lin-up More to be announced soon  Dumpstaphunk  HeadTronics (feat. Freekbass, Steve Molitz {Particle, Phil & friends}, Fareed Haque {Garaj Mahal} and Gregg Fundis )  ...Chicago Afrobeat Project  Sophistafunk  Twin Cats  Old Union  Steepwater  Snake Oil Syndicate  Waldemere Revival   Bumpus  The Giving Tree Band  Gene Deer  Better Bidness Bureau   Kaleidescope Jukebox  *Herm Productions on Lights*  *live painting from Rays of a McGnarly Sunshine*",,Indiana,6/19/2011,stablestudios.net@gmail.com
http://www.GatorRun.org,805--583-4971,Exit Yosemite Dr. off Highway 118 in Simi Valley. Go south to Los Angeles Ave. Pass Stearns and park in Metro Link parking on south side of street. Walk across to Santa Susana Park.,http://www.festivals.com/viewevent.aspx?eventid=ZsQduR6f1L4%3d,"COMMEMORATIVE PINS TO THE FIRST 500 ENTRANTS  Prizes for 1st, 2nd & 3rd place overall, Male and Female 5K and 10K  Prizes to ALL Kid’s Fun Run participants!  Fast, Flat & Scenic Course. Entry Fees include Registration, Tech-Fabric Shirt, Goodie Bag and Refreshments.   Register at www.GatorRun.org.  Featured benefactor this year is SPECIAL OLYMPICS, with balance  of proceeds benefiting local community organizations and projects. Fun for the WHOLE FAMILY!",Rancho Santa Susana Community Park,Gator Run 5K-10K/Kids 1-Mile Fun Run,Simi Valley,4/17/2011,"Our Health & Fitness Expo encourages families to lead a healthy lifestyle through nutrition, fitness and exercise. The Expo offers unique products and/or services not only to the general public but to those individuals and families already aware of the benefits of health and fitness. Demonstrations, screenings, samples and discussions from over 40 vendors!",,California,4/17/2011,GatorRun@mac.com
http://www.bostonmarathon.org/,617--236-1652,,http://www.festivals.com/viewevent.aspx?eventid=aB9LErsy3vA%3d,"Running the Boston Marathon is a rite of spring that begins in the rural New England town of Hopkinton, winds through eight cities and towns and finishes near downtown Boston. More than 30,000 participants are expected.",Boston downtown,Boston Marathon,Boston,4/18/2011,,,Massachusetts,4/18/2011,mile27@baa.org
http://www.clovisrodeo.com,559--2998838-,743 Rodeo Drive,http://www.festivals.com/viewevent.aspx?eventid=9WYLRMk2Ocs%3d,"Since 1914, an annual tradition that has grown to become one of the Professional Rodeo Cowboys Association Tour Rodeos. World class athletes compete for prize money in Bull Riding, Barrel Racing, Bareback Riding, Team Roping, Saddle Bronc Riding, Calf Roping and Steer Wrestling. Festivities include opening night concert with country music headliner, a huge parade through the center of town, a rodeo dance and even a special Kids Rodeo for the future cowboys and cowgirls.",Clovis Rodeo Grounds,Clovis Rodeo,Clovis,4/21/2011,,,California,4/24/2011,clovisrodeo@clovisrodeo.com
http://www.eastersurffest.com/main.cfm,888--757-8737,,http://www.festivals.com/viewevent.aspx?eventid=iEj5ObBLYzU%3d,"The Easter Surfing Festival, one of the premiere surfing events on Florida’s East Coast. The event features both longboard and shortboard competitions, skimboarding contests and many other exhibitions.  Many of the world’s top-ranked surfers compete for cash and prizes. This family-friendly event is one of the largest free festivals on Florida’s East Coast, drawing up to 100,000 visitors and spectators over the Easter weekend.",See website,"Easter Surfing Festival, Cocoa Beach, Florida",Cocoa Beach,4/22/2011,,,Florida,4/24/2011,color@palmnet.net
http://www.gawthorpemaypole.org.uk,( u-k )01924 218990,"Junction 40 M1, A638 to Dewsbury, roundabout at end of dual carriageway ( Approx. 1.5 miles ) take third exit then take first right turn into village of Gawthorpe.",http://www.festivals.com/viewevent.aspx?eventid=l3S3AUGZmg4%3d,Ladies carry 20kgs of coal over a 1km course.  Gents carry 50kgs over same course.  Guinness World Records:    Ladies 4mins. 39secs.    Gents. 4mins. 6secs.,Gawthorpe,GAWTHORPE WORLD COAL CARRYING CHAMPIONSHIPS,Wakefield,4/25/2011,"Amateur athletes, children from age 5 to 16.  Ladies and Gents.",,United Kingdom - England,4/25/2011,BRNWILDING@BLUEYONDER.CO.UK
http://www.rk3de.org/,859--233-2362,4089 Iron Works Parkway,http://www.festivals.com/viewevent.aspx?eventid=ZjJJN%2fuTke8%3d,"The only four star three-day event in the Americas.   Because horse and rider combinations compete in World Championships and Olympic Games at the Four Star level, the ability to train and test themselves at this level on an annual basis is critical to developing strong individuals and teams for those contests.     While not every combination that competes at the Four Star level will be chosen to represent the U.S. or, in the case of foreign riders, their own country, the Rolex Four Star Championship, $250,000 in prize money and a Rolex Watch make the competition important in its own right. Additionally for U.S. riders, the USET Foundation CCI**** Championship for the Pinnacle Cup marks the high point of any U.S. rider's career.     To win Rolex Kentucky sets a horse and rider apart and they become members of that upper echelon who are winners of a CCI****. Simply to finish also puts them in select company.     One of three events in the Rolex Grand Slam of Eventing  The Rolex Grand Slam of Eventing awards $300,000 to the Rider who can win the Rolex Kentucky Three-Day Event, the Mitsubishi Motors Badminton Horse Trials in England the first weekend in May and the Burghley Land Rover Horse Trials in England the first of September in succession. In its 5th year in 2003, Pippa Funnell of Great Britain became the first Grand Slam winner with wins at Kentucky on Primmore's Pride, Badminton on Supreme Rock, and Burghley on Primmore's Pride, taking the $250,000 prize that most had thought impossible to win. When the next Grand Slam winner will burst onto the Eventing scene is anyone's guess.    The Rolex Kentucky Three-Day Event is the outgrowth of the 1978 World Three-Day Event Championships held for the first time in the U.S. at the brand new Kentucky Horse Park. The Four Star International Three-Day Event is the highest level of competition in the sport, reserved for World Championships and Olympic Games and only four annual competitions each year. Badminton and Burghley in England, run since 1949 and 1961 respectively, were the only four star competitions until 1998 when Rolex Kentucky became only the third four star in the world.     The Three-Day Event is a complete test of horse and rider, with its roots based on the training and use of the military horse. The consecutive days of tests measure diverse yet complementary skills. In the world of horses, the Three-Day Event is considered the decisive measure of athletic ability of both horse and rider. No other equestrian sport tests the horse so completely. No other equestrian sport requires the rider to be on such intimate terms with his horse.",Kentucky Horse Park,Rolex Kentucky Three Day Event,Lexington,4/28/2011,TBD,,Kentucky,5/1/2011,information@rk3de.org
http://www.tricalifornia.com,831--373-0678,,http://www.festivals.com/viewevent.aspx?eventid=ej7INbIyONE%3d,"The AVIA Wildflower Triathlons Festival is the largest Triathlon Festival in the world with over 7,500 athletes every year. Nicknamed “the Woodstock of Triathlon”, the four day festival includes camping, food, entertainment, and one of the largest sports and fitness expos in the industry. Don’t miss out on this one of a kind event!",Lake San Antonio,AVIA WIldflower Triathlons,Bradley,4/29/2011,,,California,5/1/2011,events@tricalifornia.com
