title,endHour,moreInfoLink,eventDate,venue,description,fullAddress,startHour
Celine Dion,,http://events.myspace.com/Event/1076083/Celine-Dion,07/30/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1093720/Celine-Dion,07/31/2011,The Colosseum at Caesars Palace,,Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076084/Celine-Dion,08/02/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076085/Celine-Dion,08/03/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1093721/Celine-Dion,08/06/2011,The Colosseum at Caesars Palace,,Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076086/Celine-Dion,08/07/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076087/Celine-Dion,08/09/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076088/Celine-Dion,08/10/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076089/Celine-Dion,08/12/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1093722/Celine-Dion,08/13/2011,The Colosseum at Caesars Palace,,Las Vegas&nbsp;NV &nbsp;89109,
Celine Dion,,http://events.myspace.com/Event/1076090/Celine-Dion,08/14/2011,The Colosseum at Caesars Palace,"After 5 consecutive years of sold-out shows at The Colosseum at<br>Caesars Palace, Celine embarked on a year-long worldwide tour in<br>2008-2009, visiting 5 continents, 25 countries and playing to more than<br>3 million people.</p><br><p>Now, Celine is getting ready to return to The Colosseum at Caesars<br>Palace in Las Vegas in March 2011, with a brand new-spectacular show.<br>Featuring 31 musicians, consisting of orchestra and band, Celine's new<br>show will include her biggest hits and capture the romance of classic<br>Hollywood movies performed with a stunning visual presentation.</p>",Las Vegas&nbsp;NV &nbsp;89109,
Clay Aiken,11:00 PM,http://events.myspace.com/Event/6985054/Tried--True-Tour,02/23/2011,Belk Theater of the North Carolina Blumenthal Performing Arts Center,Age Requirement: 0+,"130 N. Tryon Street, Charlotte&nbsp;North Carolina&nbsp;28202",7:30 PM
Clay Aiken,11:00 PM,http://events.myspace.com/Event/6985080/Tried--True,02/24/2011,Peace Center Concert Hall,Age Requirement: 0+,"101 W. Broad St, Greenville&nbsp;South Carolina&nbsp;29601",7:30 PM
Clay Aiken,11:00 PM,http://events.myspace.com/Event/6985102/Tried--True,02/26/2011,Theatre at Westbury,Age Requirement: 0+,"960 Brush Hollow Road, Westbury&nbsp;New York&nbsp;11590",7:30 PM
Clay Aiken,10:30 PM,http://events.myspace.com/Event/6985136/Tried--True-Tour,02/27/2011,Keswick Theatre,Age Requirement: 0+,"291 Keswick Ave., Glenside&nbsp;Pennsylvania&nbsp;19038",7:30 PM
Clay Aiken,11:30 PM,http://events.myspace.com/Event/6985173/Tried--True-Tour,03/01/2011,Taft Theatre,Age Requirement: 0+,"317 E. Fifth St., Cincinnati&nbsp;Ohio&nbsp;45202",7:30 PM
Clay Aiken,11:30 PM,http://events.myspace.com/Event/6985205/Tried--True-Tour,03/02/2011,Embassy Centre,Age Requirement: 0+,"121 W. Jefferson Blvd., Fort Wayne&nbsp;Indiana&nbsp;46802",8:00 PM
Clay Aiken,11:30 PM,http://events.myspace.com/Event/6985253/Tried--True-Tour,03/04/2011,Genesee Theatre,Age Requirement: 0+,"221 North Genesee St., Waukegan&nbsp;Illinois&nbsp;60085",8:00 PM
Clay Aiken,11:00 PM,http://events.myspace.com/Event/6985454/Tried--True-Tour,03/05/2011,State Theatre,Age Requirement: 0+,"805 Hennepin Ave., Minneapolis&nbsp;Minnesota&nbsp;55402",7:30 PM
Clay Aiken,11:30 PM,http://events.myspace.com/Event/6985479/Tried--True-Tour,03/07/2011,Minglewood Hall,Age Requirement: 0+,"1555 Madison Ave., Memphis&nbsp;Tennessee&nbsp;38104",7:00 PM
Clay Aiken,11:00 PM,http://events.myspace.com/Event/6985508/Tried--True-Tour,03/08/2011,Verizon Theatre at Grand Prairie,Age Requirement: 0+,"03/08/11, Grand Prairie&nbsp;Texas&nbsp;75050",7:30 PM
Clay Aiken,11:30 PM,http://events.myspace.com/Event/6985539/Tried--True-Tour,03/10/2011,Ikeda Theater,Age Requirement: 0+,"One East Main Street, Mesa&nbsp;Arizona&nbsp;85201",7:00 PM
Clay Aiken,11:30 PM,http://events.myspace.com/Event/6985564/Tried--True-Tour,03/12/2011,The Regency Ballroom,Age Requirement: 0+,"1300 Van Ness, San Francisco&nbsp;California&nbsp;94109",7:00 PM
of Montreal,10:00 PM,http://events.myspace.com/Event/1417147/of-Montreal,01/01/2020,find links to tickets and venue info at: OFMONTREAL.NET,Age Requirement: 0+,"1111111 heimdalsgate, oM&nbsp;Sunlandia&nbsp;30601",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7767613/All-Time-Low,02/24/2011,Live Music Hall,Age Requirement: 0+,"Lichtstrasse 30, Cologne&nbsp;&nbsp;50825",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7889869/All-Time-Low,02/25/2011,Le Trianon,Venue: http://www.theatreletrianon.com/             	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"80, Bld Rochechouart, Paris&nbsp;&nbsp;75018",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7914051/All-Time-Low,02/27/2011,Apollo,Age Requirement: 0+,"Stockport Road, Manchester&nbsp;&nbsp;M12 6A",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7716706/All-Time-Low,03/01/2011,Olympia Theatre,Tickets on sale October 1st          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"72 Dame Street, Dublin&nbsp;&nbsp;2",7:30 PM
All Time Low,,http://events.myspace.com/Event/7653893/All-Time-Low,03/10/2011,The Journal Tyne Theatre Newcastle,,"Westgate Rd, Newcastle Upon Tyne&nbsp;Newcastle&nbsp;NE4 6",
All Time Low,,http://events.myspace.com/Event/7653895/All-Time-Low,03/12/2011,Carling Academy Brixton,,"Stockwell Rd, Lambeth&nbsp;Greater Lo&nbsp;SW9 9",
All Time Low,11:30 PM,http://events.myspace.com/Event/7914073/All-Time-Low,03/13/2011,Academy,Age Requirement: 0+,"211 Stockwell Rd, Brixton&nbsp;&nbsp;SW9 9S",8:00 PM
Joe Diffie,10:30 PM,http://events.myspace.com/Event/7853507/The-Kent-Stage--BLUEGRASS,03/04/2011,The Kent Stage - BLUEGRASS!,Age Requirement: 0+  					      					          	               	  				  					Video  					      <param><param><param>,"175 E Main St, Kent&nbsp;OH&nbsp;44240",9:00 PM
Joe Diffie,10:00 PM,http://events.myspace.com/Event/7796734/Beulahfest,03/19/2011,Beulahfest,Age Requirement: 0+  					      					          	               	  				  					Video  					      <param><param><param>,"7750 Mobile Highway, Pensacola&nbsp;FL&nbsp;32526",9:00 PM
Joe Diffie,8:30 PM,http://events.myspace.com/Event/7623468/Knuckleheads--BLUEGRASS,04/16/2011,Knuckleheads - BLUEGRASS!,Age Requirement: 0+  					      					          	               	  				  					Video  					      <param><param><param>,"2715 Rochester, KC&nbsp;Missouri&nbsp;64120",7:00 PM
I SEE STARS,9:00 PM,http://events.myspace.com/Event/6501887/Melbourne-Soundwave-Festival-,03/04/2011,Melbourne Soundwave Festival @ Melbourne Showgrounds **SOLD OUT**,Age Requirement: 0+,"-, Melbourne&nbsp;-&nbsp;",12:30 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794550/Dailey--Vincent-Concert,02/23/2011,Vilar Center for the Arts,Age Requirement: 0+,"63 Avondale Lane, Beaver Creek&nbsp;Colorado&nbsp;81620",7:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794604/Dailey--Vincent-Concert,02/24/2011,Community Concert Hall at Fort Lewis College - Bill Harley Family Concert,Age Requirement: 0+,"1000 Rim Drive, Durango&nbsp;Colorado&nbsp;81301",7:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794656/Dailey--Vincent-Concert,03/03/2011,Nelson B.-Brent Tinnin Fine Arts Center Theater,Age Requirement: 0+,"2080 Three Rivers Blvd., Poplar Bluff&nbsp;MO&nbsp;63901",7:00 PM
Dailey & Vincent,6:30 PM,http://events.myspace.com/Event/7794755/Argyle-Bluegrass-Festival,03/04/2011,Cross Timbers Community Church,Age Requirement: 0+,"1119 South US Hwy 377, Argyle&nbsp;TX&nbsp;76226",5:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794778/Dailey--Vincent-Concert,03/05/2011,Davis Event Center,Age Requirement: 0+,"Itawamba Community College, Fulton&nbsp;Mississippi&nbsp;38843",7:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794814/Dailey--Vincent-Concert,03/10/2011,Faulkner Community College of Performing Arts,Age Requirement: 0+,"1900 US Highway 31 S, Bay Minette&nbsp;AL&nbsp;36507",7:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794840/Dailey--Vincent-Concert,03/11/2011,Copeland Hall,Age Requirement: 0+,"103 Barr Avenue, Bowdon&nbsp;Georgia&nbsp;30108",7:00 PM
Dailey & Vincent,9:00 PM,http://events.myspace.com/Event/7794856/Dailey--Vincent-Concert,03/12/2011,Mountaineer Opry House,Age Requirement: 0+,"Just off I-64 10 minutes East of Huntington, WV, Milton&nbsp;West Virginia&nbsp;25541",7:30 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7794943/Dailey--Vincent-Concert,03/18/2011,Morristown West Hight School Auditorium,Age Requirement: 0+,"1025 Sulphur Springs Rd., Morristown&nbsp;TN&nbsp;37814",7:00 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7795087/Dailey--Vincent-Concert,03/19/2011,Eichelberger Performing Arts Center,Age Requirement: 0+,"195 Stock Street, Hanover&nbsp;PA&nbsp;17331",8:00 PM
Dailey & Vincent,9:00 PM,http://events.myspace.com/Event/7795132/Dailey--Vincent-Concert,03/25/2011,Fisher Auditorium,Age Requirement: 0+,"1680 Madison Avenue, Wooster&nbsp;Ohio&nbsp;44691",7:30 PM
Dailey & Vincent,9:00 PM,http://events.myspace.com/Event/7795146/Southern-Ohio-Indoor-Music-Festival,03/26/2011,The Roberts Center,Age Requirement: 0+,"123 Gano Rd., Wilmington&nbsp;OH&nbsp;45177",7:30 PM
Dailey & Vincent,7:30 PM,http://events.myspace.com/Event/7795172/Dailey--Vincent-Concert,03/27/2011,Woodhaven Free Will Baptist Church,Age Requirement: 0+,"26191 Allen, Woodhaven&nbsp;MI&nbsp;48183",6:00 PM
Dailey & Vincent,9:00 PM,http://events.myspace.com/Event/7795190/Dailey--Vincent-Concert,04/02/2011,New River Community College,Age Requirement: 0+,"5251 College Drive, Dublin&nbsp;VA&nbsp;24084",7:30 PM
Dailey & Vincent,7:00 PM,http://events.myspace.com/Event/7795217/Dailey--Vincent-Concert,04/09/2011,Historic Flagler Museum,Age Requirement: 0+,"1 Whitehall Way, Palm Beach&nbsp;FL&nbsp;33480",5:30 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7795231/Dailey--Vincent-Concert,04/15/2011,The Emelin Theater,Age Requirement: 0+,"153 Library Ln, Mamaroneck&nbsp;NY&nbsp;10543",7:00 PM
Dailey & Vincent,9:00 PM,http://events.myspace.com/Event/7795266/Dailey--Vincent-Concert,04/29/2011,Grand Theatre,Age Requirement: 0+,"28 North Sixth Street, Keokuk&nbsp;IA&nbsp;52632",7:30 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7795282/Country-Bluegrass-Show,04/30/2011,Lincoln County Fairgrounds,Age Requirement: 0+,"Rodeo Rd, North Platte&nbsp;NE&nbsp;69101",8:00 PM
Dailey & Vincent,6:30 PM,http://events.myspace.com/Event/7795305/Denton-Farm-Park-Bluegrass-Festival,05/05/2011,Denton Farm Park,Age Requirement: 0+,"1072 Cranford Road, Denton&nbsp;North Carolina&nbsp;27239",5:00 PM
Dailey & Vincent,10:30 PM,http://events.myspace.com/Event/7795336/Festival-In-The-Pines,05/06/2011,Tripple Creek Music Campground,Age Requirement: 0+,"1184 Tripple Creek Rd., Rocky Mount&nbsp;VA&nbsp;24151",9:00 PM
Dailey & Vincent,11:00 PM,http://events.myspace.com/Event/7795383/Ralph-Stanley-Memorial-Bluegrass-Weekend,05/26/2011,Hills Of Home Park,Age Requirement: 0+,"Smith Ridge, McClure&nbsp;VA&nbsp;24269",9:30 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7795443/Lil-Johns-Mountain-Music-Festival,05/27/2011,Lil John's Mountain Music Festival Site,Age Requirement: 0+,"1256 Longest Acre Rd., Snow Camp&nbsp;NC&nbsp;27349",8:00 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7795486/Strawberry-Park-Bluegrass-Festival,06/03/2011,Strawberry Park Bluegrass Festival,Age Requirement: 0+,"42 Pierce Road, Preston&nbsp;Connecticut&nbsp;06365",8:00 PM
Dailey & Vincent,6:00 PM,http://events.myspace.com/Event/7795514/Graves-Mountain-Festival-of-Music,06/04/2011,Graves Mountain Lodge,Age Requirement: 0+,"Route 670, Syria&nbsp;Virginia&nbsp;22743",4:30 PM
Dailey & Vincent,10:30 PM,http://events.myspace.com/Event/7795572/Cherokee-Bluegrass-Festival,06/17/2011,Happy Holiday Campground,Age Requirement: 0+,"US 19 North, Cherokee&nbsp;NC&nbsp;28719",9:00 PM
Dailey & Vincent,6:30 PM,http://events.myspace.com/Event/7795596/Music-In-the-Mountains-Bluegrass-Festival,06/22/2011,Summersville Music Park,Age Requirement: 0+,"7441 Webster Rd., Hwy 41 N, Summersville&nbsp;WV&nbsp;26651",5:00 PM
Dailey & Vincent,6:30 PM,http://events.myspace.com/Event/7795620/Rudyfest,06/23/2011,Carter County Fairgrounds US 60,Age Requirement: 0+,"US 60, Grayson&nbsp;KY&nbsp;41143",5:00 PM
Dailey & Vincent,6:30 PM,http://events.myspace.com/Event/7795644/Red-White-and-Bluegrass-Festival,07/01/2011,River Stage,Age Requirement: 0+,"701 Sanford Dr., Morganton&nbsp;NC&nbsp;28655",5:00 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7795672/Shadow-Valley-Gospel-Music-Festival,07/02/2011,Shadow Valley,Age Requirement: 0+,"54 Warden Rd., Fayetteville&nbsp;TN&nbsp;37334",8:00 PM
Dailey & Vincent,,http://events.myspace.com/Event/7846059/Dailey--Vincent--vacation,07/03/2011,Vacation from July 3 to July 10,Age Requirement: 0+,"2011, 123, Nashville&nbsp;TN&nbsp;37212",
Dailey & Vincent,6:30 PM,http://events.myspace.com/Event/7795787/Bluegrass-Tuesdays,07/12/2011,Warren County Courthouse Lawn,Age Requirement: 0+,"115 North Howard St., Indianola&nbsp;IA&nbsp;50125",5:00 PM
Dailey & Vincent,,http://events.myspace.com/Event/7795805/Pickin-On-The-Plains,07/15/2011,Thomas County Fairgrounds,Age Requirement: 0+,"Thomas County Fairgrounds, Colby&nbsp;KS&nbsp;67701",
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7795829/Dailey--Vincent-Concert,07/23/2011,SIMON J. GRABER COMMUNITY BUILDING,Age Requirement: 0+,"7317 E. 1150 North, Odon&nbsp;IN&nbsp;47562",7:00 PM
Dailey & Vincent,7:30 PM,http://events.myspace.com/Event/7795857/Dailey--Vincent-Concert,07/24/2011,First Baptist Church Indian Trail,Age Requirement: 0+,"3512 Faith Church Rd., Indian Trail&nbsp;NC&nbsp;28079",6:00 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7795882/Missouri-State-Fair,08/17/2011,Grand Stand Even,Age Requirement: 0+,"2503 W 16th St., Sedalia&nbsp;MO&nbsp;65301",8:00 PM
Dailey & Vincent,9:30 PM,http://events.myspace.com/Event/7922824/The-Free-State-Bluegrass-Music-Festival,08/20/2011,First Monday Park Civic Center,Age Requirement: 0+,"Civic Center, Canton&nbsp;Texas&nbsp;75103",8:00 PM
Dailey & Vincent,,http://events.myspace.com/Event/7795924/Bluegrass-Gospel-Show,08/26/2011,Blue Gate Theatre,Age Requirement: 0+,"105 Middlebury St, Shipshewana&nbsp;IN&nbsp;46565",
Dailey & Vincent,,http://events.myspace.com/Event/7899438/20th-Annual-Appalachian-and-Bluegrass-Festival,09/03/2011,Ulster American Folk Park,Age Requirement: 0+,"Northern Ireland, Omagh&nbsp;&nbsp",
Dailey & Vincent,10:30 PM,http://events.myspace.com/Event/7796014/Starvy-Creek-Bluegrass-Festival,09/15/2011,Starvy Creek Bluegrass Festival,Age Requirement: 0+,"2229 Bluegrass Road, Conway&nbsp;MO&nbsp;65632",9:00 PM
Dailey & Vincent,11:00 PM,http://events.myspace.com/Event/7922748/Dumplin-Valley-Bluegrass-Festival,09/17/2011,Dumplin Valley,Age Requirement: 0+,"525 E. Dumplin Valley Rd., Kodak&nbsp;TN&nbsp;37764",9:30 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7922796/Dailey--Vincent-concert,10/15/2011,Dark County Center for the Performing Arts,Age Requirement: 0+,"215 W Fourth St., Greenville&nbsp;OH&nbsp;45331",7:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7796035/Dailey--Vincent-Concert,12/02/2011,OLD ROCK SCHOOL,Age Requirement: 0+,"141 OLD ROCK SCHOOL, VALDESE&nbsp;NC&nbsp;28690",7:00 PM
Dailey & Vincent,8:30 PM,http://events.myspace.com/Event/7796060/Dailey--Vincent-Concert,12/03/2011,Clayton Arts Center,Age Requirement: 0+,"111 East 2nd St., Clayton&nbsp;NC&nbsp;27520",7:00 PM
Wayne Hancock,12:30 PM,http://events.myspace.com/Event/7842266/Rockabilly-Rave-UK,06/16/2011,Rockabilly Rave June 2011 - TBA,Age Requirement: 0+,"TBA, TBA&nbsp;&nbsp;TB",2:00 AM
Bill Frisell,10:30 PM,http://events.myspace.com/Event/4928103/The-Music-of-Speedy-West-and-Jimmy-Bryant,02/26/2011,Wexner Center for the Arts,"NOT SO FAST<br>The Music of Speedy West and Jimmy Bryant<br>With Bill Frisell, Greg Leisz, Dennis Crouch and Don Heffington<br>http://wexarts.org/          	                	      	          	      	<br><br>  					    						Age Requirement: 0+",Columbus&nbsp;OH&nbsp,8:00 PM
Bill Frisell,10:00 PM,http://events.myspace.com/Event/7549413/Bill-Frisells-Disfarmer-Project,03/17/2011,Venue TBD,"Bill Frisell's Disfarmer Project featuring Greg Leisz, Viktor Krauss and Jenny Scheinman<br>http://www.ndr.de/info/kultur/jazz/jazzkonzerte2.html          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","Unknown, Hamberg&nbsp;Germany&nbsp;Unknow",8:00 PM
Bill Frisell,10:00 PM,http://events.myspace.com/Event/7549730/Bill-Frisells-Disfarmer-Project,03/18/2011,Venue TBD,"Bill Frisell's Disfarmer Project featuring Greg Leisz, Viktor Krauss and Jenny Scheinman<br>http://www.ndr.de/info/kultur/jazz/jazzkonzerte2.html<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","Unknown, Hamberg&nbsp;&nbsp;zip code unknow",8:00 PM
Bill Frisell,10:00 PM,http://events.myspace.com/Event/7549848/Bill-Frisells-Disfarmer-Project,03/20/2011,Venue TBD,"Bill Frisell's Disfarmer Project featuring Greg Leisz, Viktor Krauss and Jenny Scheinman<br>          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","?, Piacenza&nbsp;?&nbsp;",8:00 PM
Bill Frisell,10:30 PM,http://events.myspace.com/Event/4928216/Bill-Frisell-Trio-featuring-Tony-Scherr--Kenny-Wollesen-takes-on-Keaton-Woodring-and-Morrison,04/02/2011,UCLA Live,"Bill Frisell Trio featuring Tony Scherr & Kenny Wollesen takes on Keaton,<br>Woodring and Morrison          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","Royce Hall, Los Angeles&nbsp;CA&nbsp",7:30 PM
Leo Rondeau,11:30 PM,http://events.myspace.com/Event/7901708/Purple-Fiddle,02/25/2011,Purple Fiddle,Age Requirement: 0+,"21 East Avenue, Thomas&nbsp;West Virginia&nbsp;",9:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687450/Lady-Gaga,03/01/2011,THE MONSTER BALL at Van Andel Arena,Age Requirement: 0+,"130 West Fulton, Grand Rapids&nbsp;MI&nbsp;49503",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687468/Lady-Gaga,03/04/2011,THE MONSTER BALL at HSBC Arena,Age Requirement: 0+,"1 Seymour H. Knox III Plaza, Buffalo&nbsp;NY&nbsp;14203",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687295/Lady-Gaga,03/06/2011,THE MONSTER BALL at Scotiabank Place,Age Requirement: 0+,"1000 Palladium Drive, Ottawa&nbsp;ON&nbsp;K1A oA1",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687397/Lady-Gaga,03/12/2011,THE MONSTER BALL at KFC Yum! Center,Age Requirement: 0+,"1 Arena Plaza, Louisville&nbsp;KY&nbsp;40202",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687650/Lady-Gaga,03/17/2011,THE MONSTER BALL at Qwest Center,Age Requirement: 0+,"455 N 10th St, Omaha&nbsp;NE&nbsp;68102",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7715852/Lady-Gaga,03/26/2011,THE MONSTER BALL at US Airways Center,Age Requirement: 0+,"201 E Jefferson St, Phoenix&nbsp;AZ&nbsp;85004",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7689603/Lady-Gaga,03/29/2011,THE MONSTER BALL at Viejas Arena,Age Requirement: 0+,"San Diego State University, San Diego&nbsp;CA&nbsp;92182",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7836107/Lady-Gaga,04/04/2011,THE MONSTER BALL at BOK Center,Age Requirement: 0+,"200 South Denver, Tulsa&nbsp;OK&nbsp;74103",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687493/Lady-Gaga,04/15/2011,THE MONSTER BALL at Amway Center,Age Requirement: 0+,"600 West Amelia Street, Orlando&nbsp;FL&nbsp;32801",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687519/Lady-Gaga,04/16/2011,THE MONSTER BALL at St. Pete Times Forum,Age Requirement: 0+,"401 Channelside Drive, Tampa&nbsp;FL&nbsp;33602",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687567/Lady-Gaga,04/22/2011,THE MONSTER BALL at Prudential Center,Age Requirement: 0+,"Mulberry St. & Lafayette ST., Newark&nbsp;NJ&nbsp;07102",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687583/Lady-Gaga,04/23/2011,THE MONSTER BALL at Nassau Coliseum,Age Requirement: 0+,"1255 Hempstead Turnpike, Uniondale&nbsp;NY&nbsp;11553",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687541/Lady-Gaga,04/25/2011,THE MONSTER BALL at Bell Center,Age Requirement: 0+,"1275 St-Antoine St. W., Montreal&nbsp;QC&nbsp;Q",7:00 PM
Lady Gaga,11:30 PM,http://events.myspace.com/Event/7687418/Lady-Gaga,04/27/2011,THE MONSTER BALL at Quicken Loans Arena,Age Requirement: 0+,"One Center Court, Cleveland&nbsp;Ohio&nbsp;44115",7:00 PM
Night of Joy,,http://events.myspace.com/Event/7708927/Night-of-Joy,09/09/2011,Walt Disney World Restort,,"4600 N World Dr, Orlando&nbsp;FL&nbsp;32830",
I SEE STARS,8:00 PM,http://events.myspace.com/Event/6502057/Perth-Soundwave-Festival,03/07/2011,Perth Soundwave Festival @ Steel Blue Oval,Age Requirement: 0+,"-, Perth&nbsp;-&nbsp;",11:30 AM
Lupe Fiasco,11:00 PM,http://events.myspace.com/Event/7752021/Congo-Square-Fair-Grounds-Race-Course,05/06/2011,Congo Square- Fair Grounds Race Course,Age Requirement: 0+,"., New Orleans&nbsp;LA&nbsp;",8:00 PM
