phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/Monday%2DNight%2DLive/id/27957,40.014421,Monday Night Live,"2491 Summit St., Columbus, OH 43202",,04/04/2011,Wild Goose Creative,"Travis Hoewischer and Wild Goose Creative present a first-of-its-variety variety show, featuring some of the best creative comedy minds and brilliant musicians the capital city contains. No show will be the same, but each may include live and filmed sketches, improv and standup comedy, as well as other one special musical guest for each show.",http://www.wildgoosecreative.com,-83.000556
888-OHIO-123,http://www.experiencecolumbus.com/event-detail.cfm/event/Famed%2DHistorian%2DDoris%2DKearns%2DGoodwin/id/27806,,Famed Historian Doris Kearns Goodwin,"Broad St.& High St., Columbus, OH 43215",Free,04/06/2011,Ohio Statehouse,"One of the most recognized historians of the day, Doris Kearns Goodwin will provide an informed and enthralling free program centered around the 1860s, the time period when the Ohio Statehouse was completed. Goodwin will offer extraordinary insight into the life of Abraham Lincoln, his leadership dealing with the American Civil War and Ohio's contributions to the War.",http://www.ohiostatehouse.org,
614-221-4848,http://www.experiencecolumbus.com/event-detail.cfm/event/Cuttin%2DLoose%2D%2D%2DYour%2DPetals%2C%2DToo/id/27826,39.964287,"Cuttin Loose - Your Petals, Too","480 E. Broad St., Columbus, OH 43215",$60,04/07/2011,Columbus Museum of Art,"Be the first to see the beautiful floral installations in the Museum's newly renovated galleries at the opening night Gala that treats you to live 1970s music; sumptuous hors d'oeuvres from Columbus's finest restaurants; dance stations choreographed by BalletMet dancers, boutiques, silent auction bargains; and a raffle with a great selection of prizes and a Footloose surprise!",http://www.columbusmuseum.org,-82.987942
614-644-3247,http://www.experiencecolumbus.com/event-detail.cfm/event/Equine%2DAffaire/id/27112,40.004578,Equine Affaire,"717 E. 17th Ave., Columbus, OH 43211",Adult $14 or a 4-day pass $48. Child $8 or a 4-day pass $28.,04/07/2011 - 04/10/2011,Ohio Expo Center,"The Equine Affaire returns to the Ohio Expo Center April 7th through the 10th.   The nation's premiere equine exposition & equestrian gathering will feature four days of educational clinics, seminars, and demonstrations by top professionals in the horse industry, as well as an extensive trade show, Breed Pavilion, Youth Pavilion & evening entertainment. The Pfizer Fantasia is a Musical Celebration of the Horse (separate ticket required).",http://www.equineaffaire.com,-82.990338
614-431-0329,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DLadies%2Dof%2DLongford%2Dwith%2DCraig%2Dand%2DKara%2DMarkley/id/27757,40.0899092,The Ladies of Longford with Craig and Kara Markley,"777 Evening St., Worthington, 43085",$40,04/09/2011,Peggy R. McConnell Arts Center of Worthington,Presented by Atlrusa International Of Columbus Ohio Foundation. Contemporary Celtic concert with proceeds improving the economic well being and quality of life in our communities through a number of organizations.,http://www.mcconnellarts.org,-83.0221601
"614-645-3550, 800-666-5397",http://www.experiencecolumbus.com/event-detail.cfm/event/Adult%2DPhotography%2DWorkshop/id/27924,40.1592228,Adult Photography Workshop,"4850 W. Powell Rd., Powell, 43065",$85,04/10/2011,Columbus Zoo and Aquarium,"Two-day workshop series for ages 18 and up with the Zoo's photographer. Learn the tricks of the trade and then practice your newfound skills on Zoo grounds. Participants will need to supply their own digital SLR camera and have an intermediate knowledge on operating it. This class focuses on how to take those perfect Zoo photos, such as framing in an animal or taking the photo through glass.",http://www.columbuszoo.org,-83.1133725
614-431-0329,http://www.experiencecolumbus.com/event-detail.cfm/event/Focus%2Don%2DFour/id/27904,40.0899092,Focus on Four,"777 Evening St., Worthington, 43085",,04/14/2011 - 05/15/2011,Peggy R. McConnell Arts Center of Worthington,A showcase of Worthington high school's student art.,http://www.mcconnellarts.org,-83.0221601
614-431-0329,http://www.experiencecolumbus.com/event-detail.cfm/event/Charlottesville%2Dat%2Dthe%2DMAC/id/27900,40.0899092,Charlottesville at the MAC,"777 Evening St., Worthington, 43085",,04/16/2011,Peggy R. McConnell Arts Center of Worthington,"Meet Goodwill Art Studio & Gallery artist, Charlotte McGraw as she welcomes you to her town, Charlottesville and introduces you to her friends that live there. Charlotte will share with you how she creates her artwork and stories. Then Goodwill Art Studio & Gallery staff will lead the group in working with Charlotte to create a collaborative image and story.",http://www.mcconnellarts.org,-83.0221601
"614-645-3550, 800-666-5397",http://www.experiencecolumbus.com/event-detail.cfm/event/Adult%2DPhotography%2DWorkshop/id/27925,40.1592228,Adult Photography Workshop,"4850 W. Powell Rd., Powell, 43065",$85,04/17/2011,Columbus Zoo and Aquarium,"Two-day workshop series for ages 18 and up with the Zoo's photographer. Learn the tricks of the trade and then practice your newfound skills on Zoo grounds. Participants will need to supply their own digital SLR camera and have an intermediate knowledge on operating it. This class focuses on how to take those perfect Zoo photos, such as framing in an animal or taking the photo through glass.",http://www.columbuszoo.org,-83.1133725
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/COSI%2DAfter%2DDark/id/27986,39.960363,COSI After Dark,"333 W. Broad St., Columbus, OH 43215",$20,04/21/2011,COSI,"For ages 21 and over, with great exhibits, great drinks, and great fun. Includes parking and $4 in food/drink vouchers.",http://www.cosi.org,-83.005872
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/Photokinesis%3A%2DA%2DCollaboration%2Dof%2Dimage%2Dand%2Dmovement/id/27961,40.014421,Photokinesis: A Collaboration of image and movement,"2491 Summit St., Columbus, OH 43202",,04/21/2011,Wild Goose Creative,"Since the summer of 2008, photographer Nick Fancher has been collaborating with dancers.  This exhibit, showing at Wild Goose Creative between April 9 and May 17, shows the fruit of this two-year project.",http://www.wildgoosecreative.com,-83.000556
"614-645-3550, 800-666-5397",http://www.experiencecolumbus.com/event-detail.cfm/event/Earth%2C%2DPaws%2Dand%2DClaws/id/27035,40.1592486,"Earth, Paws and Claws","4850 W. Powell Rd., Powell, 43065",Adults $14. Seniors $10. Children 2-9 $9.,04/22/2011 - 04/23/2011,Columbus Zoo and Aquarium,"Hop over to the Columbus Zoo and Aquarium and join us for our annual Eggs, Paws and Claws Event with an Earth Day twist. This event returns bigger and better then ever. Now with more treat stations, kid friendly entertainment and seasonal themed animal enrichment activities than ever before. Don't miss a visit with the Bunny!",http://www.columbuszoo.org,-83.1133733
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/Earth%2DDay%3A%2DExploring%2DEnergy/id/27761,39.960363,Earth Day: Exploring Energy,"333 W. Broad St., Columbus, OH 43215",Adults $14.25. Children 2-12 $9.25. Seniors $13.25,04/23/2011,COSI,"What does our energy future hold? Meet scientists and engineers working to meet our energy needs, and find out how you can make a difference.",http://www.cosi.org,-83.005872
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Women%2Dof%2DFaith%3A%2DImagine/id/28035,,Women of Faith: Imagine,"200 W. Nationwide Blvd., Columbus, OH 43215",,04/29/2011 - 04/30/2011,Nationwide Arena,"Up to 10,000 women are expected to gather from Columbus and the surrounding areas for a much-needed opportunity to connect with one another and be encouraged as a diverse array of music artists, authors, and performers take the stage in a weekend designed to offer a refreshing getaway filled with laughter and hope. Attendees will not only hear from long-time Women of Faith speakers, but also become acquainted with new voices on the Women of Faith roster.",http://www.womenoffaith.com,
614-221-6801,http://www.experiencecolumbus.com/event-detail.cfm/event/2011%2DDecorators%27%2DShow%2DHouse/id/26540,40.037629,2011 Decorators' Show House,"4125 Oxford Dr., Upper Arlington, 43221",$20,04/30/2011 - 05/22/2011,Decorators' Show House,The Spanish-revival style home was built in 1928. It sits on almost two acres.,http://www.columbusmuseum.org,-83.093182
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Off%2Dthe%2DGrid/id/27803,40.000675,Off the Grid,"1871 N. High St., Columbus, OH 43210",$40,04/30/2011,Wexner Center for the Arts,"Off the Grid 2011 promises to keep the senses overloaded and far off the grid all night. Star-powered DJ sets from Shuttle (Nate of Passion Pit), DJ Patrick (O-GEE), live music from trance-rocking locals Shin Tower Music, and visuals from VJ Rainer (DIG!) keep the party mixed up and throbbing. Delicious eats from Dine Originals Columbus restaurants like Barrio, Rigsby's, Black Creek Bistro, and Due Amici delight your palette. Browse the exhibitions in our galleries when you want a break from the fierce dance party. You can even come early with an ""all-access pass"" and sample the party before the big crowds arrive (from 7-9 pm). And it's all for the benefit of the Wexner Center's educational programming.",http://www.wexarts.org,-83.0082
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/Wonderland%2DScience%2DFair/id/27858,39.960363,Wonderland Science Fair,"333 W. Broad St., Columbus, OH 43215",,04/30/2011,COSI,We know you remember the third grade. We're inviting you to re-live the fun. Come with our invention. It's a science fair! Would-be scientists and at-home tinker's here is your chance to experiment in public.,http://www.cosi.org,-83.005872
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Maze%2Dfeaturing%2DFrankie%2DBeverly/id/27927,39.9612296,Maze featuring Frankie Beverly,"300 W. Broad St., Columbus, OH 43215",$58.50-$68.50,04/07/2011,Veterans Memorial,,http://www.fcvm.com,-83.0088913
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Romophos%2DBattle%2Dof%2Dthe%2DBands/id/27843,39.9974696,Romophos Battle of the Bands,"1722 N. High St., Columbus, OH 43201",$14.25,04/08/2011,Newport Music Hall,,http://www.newportmusichall.com,-83.007515
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DDowntown%2DFiction/id/27802,39.9697354,The Downtown Fiction,"391 Neil Ave., Columbus, OH 43215",$16.25,04/21/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Uh%2DHuh%2DHer/id/28026,39.9697354,Uh Huh Her,"391 Neil Ave., Columbus, OH 43215",$20.25,04/26/2011,The Basement,,http://www.promowestlive.com,-83.0098098
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Steel%2DTrain/id/27952,39.9697354,Steel Train,"391 Neil Ave., Columbus, OH 43215",$7.75,04/27/2011,The Basement,,http://www.promowestlive.com,-83.0098098
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DControversy%3A%2DPieces%2DYou%2DDon%27t%2DNormally%2DSee/id/27894,40.002125,Exhibit: Controversy: Pieces You Don't Normally See,"1982 Velma Ave., Columbus, OH 43211",Adults $13. Seniors $12. Children 6-12 $9.,04/01/2011 - 11/20/2011,Ohio Historical Center/Ohio Village,The exhibit is an innovative departure from previous exhibits in that it focuses on a limited collection of objects and provides limited interpretation of the objects for the visitor.,http://www.ohiohistory.org,-82.986624
888-OHIO-123,http://www.experiencecolumbus.com/event-detail.cfm/event/Ohio%2DNational%2DGuard%2DEncampment%2DCeremony/id/27168,,Ohio National Guard Encampment & Ceremony,"Broad St.& High St., Columbus, OH 43215",Free,04/10/2011,Ohio Statehouse,"The Ohio National Guard, in partnership with the Ohio Statehouse and Ohio Historical Society will celebrate the 150th anniversary of the first Ohio unit mustered into federal service for the American Civil War. The event is the statewide kickoff weekend for the Ohio Civil War 150 celebration. Visitors will have the opportunity see an 1861 encampment as well as a modern day encampment, meet ""Abraham Lincoln,"" see a variety of homeland defense vehicles and witness ceremonies honoring the history of America's armed forces.",http://www.ohiostatehouse.org,
"614-297-2300, 800-686-6124",http://www.experiencecolumbus.com/event-detail.cfm/event/New%2DBehind%2Dthe%2DScenes%2DTours%3A%2DCivil%2DWar%2DCollections/id/28031,,New Behind-the-Scenes Tours: Civil War Collections,"1982 Velma Ave., Columbus, OH 43211",,04/14/2011,Ohio Historical Center/Ohio Village,"Participants will get an exclusive, guided tour through the Ohio Historical Society’s Civil War objects and collections that aren’t on exhibit and are stored in areas not open to the public. This tour will focus on the flags, weapons, military accessories and clothing related to the Civil War era in and around Ohio .",http://www.ohiohistory.org,
800-877-1830,http://www.experiencecolumbus.com/event-detail.cfm/event/Home%2DSchool%2DDays/id/27944,40.2816973,Home School Days,"600 N. Whitewoman St., Coshocton, 43812",,04/25/2011 - 04/26/2011,Historic Roscoe Village,Home School Days 2011 will commemorate the 150th anniversary of the American Civil War.  Bring the Canal Era to life with the history tour called Civil War on the Home Front.  Special Home School Days pricing and self-guided tours.,http://www.roscoevillage.com,-81.8767497
"800-838-3006, 614-440-3177",http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DFood%2DAdventures%3A%2DTaco%2DTruck%2DTour/id/27718,,Columbus Food Adventures: Taco Truck Tour,"Hamlet & Warren , Columbus , 43215",$55. Please purchase tickets in advance.,04/03/2011 - 06/26/2011,Leaves from Wonderland,"Taco trucks serve up far more than just tacos, and nobody knows Columbus's expansive taco truck scene better than Columbus Food Adventures. This van tour will explore the taco trucks of West side, taking you to some of our favorites and providing you with the best of Mexican food in Columbus. Each stop includes a tasting, and the tour is structured with an emphasis on individual truck specialties as well as the diversity of regional cuisine found at these trucks. If you want to find out what the buzz has been about, or want to learn more about authentic Mexican food, this is the tour for you. This tour is suitable for those who have never visited a taco truck as well as those who are looking to explore new trucks and dishes. In addition to sampling food and drink from 5 different trucks, you will learn all about the different dishes, meat choices, and how to order at a taco truck. This tour is not suitable for vegetarians.",http://www.columbusfoodadventures.com,
614-441-8860,http://www.experiencecolumbus.com/event-detail.cfm/event/Yelp%2DDrinks%21/id/28042,,Yelp Drinks!,"958 N. High St., Columbus, OH 43201",,04/05/2011 - 04/09/2011,Camelot Cellars Winery,"Maybe you've heard rumors, and if so, the rumors are true! Yelp Drinks is hitting Columbus with a non-stop citywide happy hour.",http://www.camelotcellars.com,
614-221-4848,http://www.experiencecolumbus.com/event-detail.cfm/event/Tiptoe%2DThrough%2Dthe%2DTulips/id/27827,39.964287,Tiptoe Through the Tulips,"480 E. Broad St., Columbus, OH 43215",$120,04/08/2011,Columbus Museum of Art,"This 1960s Retro Luncheon & our first ever ""Strut Your Stuff Show"" stars YOU and your favorite shoes. Strut your stuff down our petal-strewn runway wearing your Best Boot, Pinnacle Pump, Sexiest Sandal, Funkiest Footwear, or Standout Shoe. You don't want to miss this special event. Celebrity judges will award prizes to Best in Show.",http://www.columbusmuseum.org,-82.987942
614-245-4701,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DLee%2DBrothers%3A%2DCooking%2Das%2Da%2DFamily/id/25688,40.083215,The Lee Brothers: Cooking as a Family,"100 W. Dublin-Granville Rd.., New Albany, 43054",,04/10/2011,Jeanne B. McCoy Community Center for the Arts,"Siblings Matt and Ted grew up in Charleston, South Carolina. When they left to attend colleges in the Northeast, they so missed the foods of their hometown that they founded The Lee Bros. Boiled Peanuts Catalogue, a mail-order catalogue for southern pantry staples like stone-ground grits, fig preserves, and, of course, boiled peanuts.",http://www.mccoycenter.org,-82.810963
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/Too%2DMany%2DCooks/id/27959,40.014421,Too Many Cooks,"2491 Summit St., Columbus, OH 43202",$10,04/10/2011,Wild Goose Creative,"Too Many Cooks features local chefs and culinary artists and provides a space to feature their passion, whatever it may be. Whatever your interest you are bound to find something that resonates at Too Many Cooks. Join us the second Sunday of every month for an intimate conversation with the food artisans that are making Columbus a tastier place to live.",http://www.wildgoosecreative.com,-83.000556
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/Bread%2Dfor%2DBeginners%3A%2DPractical%2DCooking%2DClass%2Dwith%2DChef%2DRB/id/27960,40.014421,Bread for Beginners: Practical Cooking Class with Chef RB,"2491 Summit St., Columbus, OH 43202",$35,04/12/2011,Wild Goose Creative,"Learn simple techniques for making delicious homemade bread, including foccacia and artisan French boule. Each class is taught by Chef Laura Robertson-Boyd and takes place at Wild Goose Creative.",http://www.wildgoosecreative.com,-83.000556
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/Extreme%2DScreen%2DFilm%3A%2DMysteries%2Dof%2Dthe%2DGreat%2DLakes/id/27364,39.960363,Extreme Screen Film: Mysteries of the Great Lakes,"333 W. Broad St., Columbus, OH 43215",Film: $7.50.,01/02/2011 - 05/27/2011,COSI,"Journey into Amazing Caves tells the story of two women, Nancy Aulenbach and Dr. Hazel Barton, who explore caves like the ice caves in Greenland and the underwater caves in the jungles of Mexico, looking for important clues about the Earth's past and microorganisms that inhabit the most extreme environments. Featured on COSI's 7-Story Extreme Screen, this unique story will transport viewers on an adventure to some of the most extraordinary environments on earth. Journey into Amazing Caves is narrated by Liam Neeson and featuring a soundtrack with songs and music from The Moody Blues.",http://www.cosi.org,-83.005872
740-638-5030,http://www.experiencecolumbus.com/event-detail.cfm/event/Eco%2DThon%2Dat%2DThe%2DWilds/id/27057,39.8249257,Eco-Thon at The Wilds,"14000 International Rd., Cumberland, 43732",$35 or $30 before April 1,04/30/2011,The Wilds,"Immerse yourself in the beautiful environment of the Wilds. Navigate a 5K or 10K the trail across rolling grasslands. Take in the sweeping views along the lakes, woodlands, and wetlands of these unique lands. Breathe in the fresh air. Sweat a little. Smile a lot. Join hundreds of others in a day not to be missed.",http://www.thewilds.org,-81.7493615
"614-228-2674, 888-819-COSI",http://www.experiencecolumbus.com/event-detail.cfm/event/Extreme%2DScreen%2DFilm%3A%2DDolphins/id/28046,,Extreme Screen Film: Dolphins,"333 W. Broad St., Columbus, OH 43215",Film: $7.50.,03/16/2011 - 05/27/2011,COSI,"Imagine floating in the crystalline, turquoise waters of the Bahamas. Swimming alongside you are some of the most graceful and extraordinary creatures on earth—wild dolphins. From the dazzling coral reefs of the Bahamas to the wind-swept seas of Patagonia, go under the water’s surface for a romp with inquisitive Atlantic spotted dolphins, acrobatic dusky dolphins and the familiar bottlenose dolphin. Follow marine biologist, Dr. Kathleen Dudzinski, Dr. Bernd Würsig and Dr. Alejandro Acevedo-Gutierrez, as they research the communication of wild dolphins with innovative scientific methods. From rarely seen fish-herding behavior to a close-up look at complex communication activities, Dolphins offers a fascinating new perspective on the lives of dolphins and their remarkable intelligence.",http://www.cosi.org,
614-220-5555,http://www.experiencecolumbus.com/event-detail.cfm/event/5th%2DAnnual%2DVoice%2Dof%2Dthe%2DCity%2DVocal%2DCompetition/id/27776,39.9616375,5th Annual Voice of the City Vocal Competition,"549 Franklin Ave., Columbus, OH 43215",$15,04/02/2011,Columbus Performing Arts Center,"The best 20 singers' ages 8 to 21 from around the state will compete. Cash prizes will be awarded, and the competition's winner will receive a grand prize of $1,000.",http://www.columbuschildrenschoir.org,-82.9854197
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Birth%2Dof%2Dthe%2DCool%3A%2DJazz%2DPoetry/id/28012,39.965699,Birth of the Cool: Jazz & Poetry,"77 Jefferson Ave., Columbus, OH 43215",$10-$15,04/02/2011,Thurber House,"Explore the relationship of jazz and poetry, its rhythmic and lyrical styles and its historical context, particularly in relationship to the cool jazz period of post-war United States.",http://www.thejazzacademy.com,-82.985318
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Jazz%2Dand%2DPoetry%2Dwith%2DWilliam%2DEvans/id/27974,39.9671896,Jazz and Poetry with William Evans,"771 E. Long St., Columbus, OH 43203",$10-$15,04/02/2011 - 04/16/2011,"Jazz Academy, Lincoln Theatre","Explore the relationship of jazz and poetry, its rhythmic and lyrical styles and its historical context, particularly in relationship to the ""cool jazz"" period of post war United States.",http://www.jazzartsgroup.org,-82.9807147
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Jazz%2DArts%2DGroup%27s%2DInside%2DTrack%3A%2DTrombone%2DShorty%2DOrleans%2DAvenue%2Dwith%2DStretch%2DLefty/id/27580,39.96056,Jazz Arts Group's Inside Track: Trombone Shorty & Orleans Avenue with Stretch Lefty,"77 S. High St., Columbus, OH 43215",$25-$50,04/03/2011,"Capitol Theatre, Riffe Center","Rare indeed is the artist with the virtuosity to draw the unqualified respect of some of the most iconic legends in jazz and the ability to deliver a high-energy funk rock show capable of mesmerizing international rock stars. A virtuoso prodigy trombonist, brilliant trumpet player, and soulful, charismatic singer, Trombone Shorty commands the stage while emanating an elegance and class gleaned from his successful studies at the prestigious New Orleans Center for the Creative Arts.",http://www.jazzartsgroup.org,-83.000336
614-228-8600,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DColumbus%2DSymphony%3A%2DBeethoven%27s%2D%22Eroica%22/id/23507,39.9602755,"The Columbus Symphony: Beethoven's ""Eroica""","39 E. State St., Columbus, OH 43215",Adults $20.50-$66.50. Children $11.50-$33.50,04/09/2011 - 04/10/2011,Ohio Theatre,"Guest conductor Mei-Ann Chen will lead the Columbus Symphony in their final program of the 2010-11 classical season. Featuring guest cellist Nathaniel Rosen and guest violinist Axel Strauss, the program will include ""the three Bs"" of classical music - Bach (Ricercare No. 2 from Musical Offering), Beethoven (Symphony No. 3, Eroica), and Brahms (Double Concerto). WOSU's Christopher Purdy will hold a free, pre-concert lecture about the program for ticket holders one hour prior to each performance on the fourth floor of the Ohio Theatre's Galbreath Pavilion.",http://www.columbussymphony.com,-82.9991748
614-431-0329,http://www.experiencecolumbus.com/event-detail.cfm/event/Nashville%2DSinger%2DSongwriter%2DSeries%3A%2DIrene%2DKelley%2Dwith%2DMelissa%2DGreener/id/27744,40.0899092,Nashville Singer/Songwriter Series: Irene Kelley with Melissa Greener,"777 Evening St., Worthington, 43085",$5-$25,04/15/2011,Peggy R. McConnell Arts Center of Worthington,"Musicians and songwriters have been drawn to Nashville, the Music City since the early 1900's, performing and producing songs of many different styles and genres. True to the uniqueness of the music, the MAC is presenting a series of performances, workshops and critiques by those who have risen to the top in the Nashville music business.",http://www.mcconnellarts.org,-83.0221601
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/Birth%2Dof%2Dthe%2DCool%3A%2DJazz%2DPoetry/id/28014,39.964287,Birth of the Cool: Jazz & Poetry,"480 E. Broad St., Columbus, OH 43215",$10-$15,04/16/2011,Columbus Museum of Art,"Explore the relationship of jazz and poetry, its rhythmic and lyrical styles and its historical context, particularly in relationship to the cool jazz period of post-war United States.",http://www.thejazzacademy.com,-82.987942
614-294-5200,http://www.experiencecolumbus.com/event-detail.cfm/event/The%2DBirth%2Dof%2Dthe%2DCool%2Dworkshop/id/28013,39.9671896,The Birth of the Cool workshop,"771 E. Long St., Columbus, OH 43203",$10-$15,04/16/2011,"Jazz Academy, Lincoln Theatre","Birth of the Cool is the name of a compilation album by American jazz musician Miles Davis, but has come to signify a movement in American music. Cool jazz, which became prominent during the Second World War, stands as an important reaction to bebop, (characterized by fast tempos and instrumental virtuosity) in that the music was intricately arranged with a composed sound along with improvised sections. Join Mark Flugge to learn about this important era in American music history - from the arrangements and instrumentation to the historical context and the artists associated with the movement.",http://www.thejazzacademy.com,-82.9807147
,http://www.experiencecolumbus.com/event-detail.cfm/event/Sunday%2DAt%2DCentral%3A%2DThe%2DHigh%2DStreet%2DFour/id/27917,39.959548,Sunday At Central: The High Street Four,"132 S. Third St., Columbus, OH 43215",Adults $15. Students $5,04/17/2011,Central Presbyterian Church,"The High Street Four has already performed the complete cycle of Ludwig van  Beethoven and Johannes Brahms string quartets, and now aims to rediscover all of  Wolfgang Amadeus Mozart’s late quartets. The program for this particular concert  explores Beethoven’s String Quartet No. 12 (Op. 127), Mozart’s String Quartet No. 20  (K. 499), and Hugo Wolf’s Italian Serenade. Opus 127 is the first of Beethoven’s late  quartets and has been regarded as one of the composer’s greatest final achievements.  Mozart’s Quartet K. 499, one of a set of six dedicated to Franz Joseph Haydn, is  sometimes referred to as Hoffmeister, as Mozart wrote the piece in honor of his  friend Franz Anton Hoffmeister. The whimsical Italian Serenade marked the beginning  of a strikingly mature turning point in Wolf’s career.",http://www.sundayatcentral.org,-82.996895
614-292-2295,http://www.experiencecolumbus.com/event-detail.cfm/event/OSU%2D2011%2DContemporary%2DMusic%2DFestival/id/27984,40.0011829,OSU 2011 Contemporary Music Festival,"1866 College Rd., Columbus, OH 43210",$12,04/28/2011 - 04/29/2011,Weigel Auditorium,"This year’s festival pays tribute to Composer-In-Residence Donald Harris, who recently retired his professorship at OSU after 22 years of service, and who has made a passionate, prolific 44-year contribution to classical music.",http://www.cmf.osu.edu,-83.0104094
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/24%2DHour%2DComic%2DDay/id/27956,40.014421,24 Hour Comic Day,"2491 Summit St., Columbus, OH 43202",,04/02/2011 - 04/03/2011,Wild Goose Creative,"Wild Goose Creative is at it again with yet another 24-hour event.  Following in the wake of 24-hour Theater, 24-hour poetry, and a collaborative textile arts project called Piecing for Cover, Wild Goose is proud to present 24 Hour Comics.  Our artists will gather on April 2nd and begin creating, with the end goal of finishing 24 hours later with a 24 page original comic.  These comics will be gathered and printed as an anthology.",http://www.wildgoosecreative.com,-83.000556
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/Jerry%2DSeinfeld/id/27627,39.9602755,Jerry Seinfeld,"39 E. State St., Columbus, OH 43215",$46-$92.20,04/08/2011,Ohio Theatre,"By popular demand, America's premier comedian is hitting the road in a return to his first love - stand-up comedy. Hailed as ""the master stand-up comic of his generation"" and ""the best comedian of our time"" in a Washington Post article by Tom Shales, Seinfeld has an uncanny ability to joke about the little things in life that relate to audiences everywhere.",http://www.ticketmaster.com,-82.9991748
614-859-9453,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DComedy%2DFestival/id/27940,40.014421,Columbus Comedy Festival,"2491 Summit St., Columbus, OH 43202",$10,04/14/2011 - 04/16/2011,Wild Goose Creative,"Wild Goose Creative, a non-profit arts organization in Columbus, and the Columbus Comedy Collective, an organization of local comedians, are pleased to announce the second annual Columbus Comedy Festival. The Columbus Comedy Festival is open to the public (recommended 18+) and will feature stand-up, sketch comedy, improv, music, video, and more.",http://www.wildgoosecreative.com,-83.000556
800-686-0386,http://www.experiencecolumbus.com/event-detail.cfm/event/Romantic%2DFull%2DMoon%2DCanoe%2DTrip/id/27741,39.5498007,Romantic Full Moon Canoe Trip,"31251 Chieftain Dr., Logan, 43138",$45 per canoe,05/21/2011,Hocking Valley Canoe Livery,"Join us to experience canoeing by the light of the moon. On this date we will canoe under the Waxing Crescent Moon. As the Moon moves around the Earth it becomes more illuminated and provides light that reflects off the Hocking River. In addition to the moon, we also provide tiki torches for each canoe to help navigate the river. The tiki torches also help in viewing the wildlife that will be settling in for the night. We push off at sunset and descend back to the canoe livery for an evening of relaxation. We will depart from the Canoe Livery an hour before sunset to Trip 1 Crockett's Run. The trip is approximately 5 miles and 2 hours. We float back to the canoe livery and a roaring bonfire, roast smores, and enjoy a night of live entertainment.",http://www.hockinghillscanoeing.com,-82.4431795
614-645-5133,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DCommons%2DGrand%2DOpening/id/27814,,Columbus Commons Grand Opening,"High Street between State and Rich, Columbus, OH 43215",Free,05/26/2011,Columbus Commons,"Located in the center of downtown, Columbus Commons will be a six-acre pedestrian-friendly gathering space with a grassy park, walking paths and a covered stage all surrounded by flower beds and trees. The project is being built on site of the former City Center mall. Overtime, Columbus Commons will transform into a full-fledged neighborhood consisting of multi-story buildings with residential units above street-level retail, office buildings and entertainment venues. A grand opening is planned for May 26, 2011.",http://www.downtowncolumbus.com,
