website,allDates,moreinfo,location,contact,description,price,venue,name,image
,"02/26/2011 4:00PM, 02/26/2011 10:00PM, 02/27/2011 1:00PM, 02/27/2011 4:00PM, 02/26/2011 7:00PM",http://www.zipscene.com/events/view/2900831-blue-man-group-chicago,"3133 N. Halsted, Chicago, IL 60657",773-348-4000,,,Briar Street Theatre,Blue Man Group,http://static0.zipscene.com//data/business_md/BUS_00000443_0.gif
,"02/26/2011 8:00PM, 03/02/2011 8:00PM, 03/06/2011 5:00PM, 03/05/2011 8:00PM, 03/09/2011 1:00PM",http://www.zipscene.com/events/view/2854759-guys-and-dolls-lincolnshire,"10 Marriott Dr., Lincolnshire, IL 60069",847-634-0200,,,Marriott Theatre in Lincolnshire,Guys And Dolls,http://static2.zipscene.com//data/business_md/BUS_00000445_0.gif
,"03/03/2011 8:00PM, 03/03/2011 1:30PM, 03/12/2011 5:30PM, 03/09/2011 1:30PM",http://www.zipscene.com/events/view/2630617-monty-python-s-spamalot-chicago,"175 E. Chestnut St., Chicago, IL 60611",312-642-2000,,,Drury Lane Theatre,Monty Python's Spamalot,http://static3.zipscene.com//data/business_md/BUS_00007922_0_6p72sEDK.jpg
,"02/26/2011 7:00PM, 02/27/2011 4:00PM, 03/04/2011 10:00PM, 03/05/2011 7:00PM, 03/06/2011 1:00PM",http://www.zipscene.com/events/view/2870855-blue-man-group-chicago,"3133 N. Halsted, Chicago, IL 60657",773-348-4000,,,Briar Street Theatre,Blue Man Group,http://static0.zipscene.com//data/business_md/BUS_00000443_0.gif
,"03/05/2011 5:00PM, 03/12/2011 5:00PM, 03/19/2011 5:00PM, 04/02/2011 5:00PM, 03/26/2011 5:00PM",http://www.zipscene.com/events/view/2854781-saints-and-sinners-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Saints And Sinners,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"03/31/2011 8:00PM, 02/26/2011 8:00PM, 04/16/2011 8:00PM, 04/21/2011 8:00PM, 04/23/2011 8:00PM",http://www.zipscene.com/events/view/2856105-late-nite-catechism-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Late Nite Catechism,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"03/16/2011 7:30PM, 03/25/2011 8:00PM",http://www.zipscene.com/events/view/2885953-million-dollar-quartet-chicago,"2540 North Lincoln Ave., Chicago, IL 60614",773-935-6100,,,The Apollo Theater,Million Dollar Quartet,http://static2.zipscene.com//data/business_md/BUS_00000444_0.gif
,"03/25/2011 8:00PM, 04/15/2011 8:00PM, 04/22/2011 8:00PM",http://www.zipscene.com/events/view/2855491-put-the-nuns-in-charge-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Put The Nuns In Charge,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,"02/27/2011 3:00PM, 03/27/2011 3:00PM, 04/10/2011 3:00PM, 04/17/2011 3:00PM, 04/24/2011 3:00PM",http://www.zipscene.com/events/view/2857245-sunday-school-cinema-chicago,"1641 North Halsted Street, Chicago, IL 60614",312-988-9000,,,Royal George Theatre Center,Sunday School Cinema,http://static0.zipscene.com//data/business_md/BUS_00000413_0.gif
,03/04/2011,http://www.zipscene.com/events/view/2886101-gretchen-wilson-indianapolis-concerts,"111 N. Lynhurst Drive, Indianapolis, IN 46224",317-486-1569,,,8 Seconds Saloon,Gretchen Wilson,http://static1.zipscene.com//data/business_md/BUS_00001258_0_ZupIZMKA.jpg
,03/03/2011,http://www.zipscene.com/events/view/2887487-kem-cincinnati-concerts,"650 Walnut St., Cincinnati, OH 45202",513-721-3344,,,The Aronoff Center,Kem,http://static3.zipscene.com//data/business_md/BUS_00000124_0.jpg
,"03/05/2011 8:00PM, 03/06/2011 3:00PM",http://www.zipscene.com/events/view/2630637-cincinnati-pops-pops-goes-celtic-cincinnati,"1241 Elm St., Cincinnati, OH 45210",513-744-3344,,,Music Hall,Cincinnati Pops: Pops Goes Celtic,http://static0.zipscene.com//data/business_md/BUS_00000062_0.jpg
,03/09/2011,http://www.zipscene.com/events/view/2892005-jonathan-richman-newport-concerts,"24 E. Third St., Newport, KY 41071",859-431-2201,,,Southgate House,Jonathan Richman,http://static0.zipscene.com//data/business_md/BUS_00000092_0.jpg
,03/12/2011,http://www.zipscene.com/events/view/2900615-james-taylor-cincinnati-concerts,"650 Walnut St., Cincinnati, OH 45202",513-721-3344,,,The Aronoff Center,James Taylor,http://static3.zipscene.com//data/business_md/BUS_00000124_0.jpg
,"03/02/2011 4:00PM, 03/09/2011 4:00PM, 03/16/2011 4:00PM, 03/23/2011 4:00PM, 03/30/2011 4:00PM",http://www.zipscene.com/events/view/2476282-customer-appreciation-night-covington,"604 Main St., Covington, KY 41011",859-261-1330,Customer Appreciation Night 5 for $5.00 domestic bottled beers,,Cosmos Grille Pub,Customer Appreciation Night,http://static2.zipscene.com/build/web/images/consumer_v4/misc/photos/default_no_community_image-1261054447.jpg
http://www.cincinnatikidsview.com,"02/28/2011 3:30PM, 03/07/2011 3:30PM",http://www.zipscene.com/events/view/2835109-kid-s-view-photography-class-cincinnati,"4035 Hamilton Avenue, Cincinnati, OH 45223",513-557-3819,"Kids View is a photography program which engages youth with their communities through long term projects. This winter, Kids View gets front row seats to explore the local youth boxing scene by participating in a collaborative photography project with Cincinnati Golden Gloves. Kids View students will learn basic photography skills at Prairies Northside studio and then begin photographing youth boxing training sessions and exhibitions at the Golden Gloves training facility which is located at the Mount Auburn Recreation Center. Students will also photograph a regional boxing tournament held in Cincinnati in early March. The project culminates with an exhibit of student work at Prairies gallery space in Northside in early April and the publication of a book of photographs and writing about Cincinnati Golden Gloves which will include work from Kids View students. Cost to participate in this program is $85. Enrollment is limited to 8 students ages 12-18.    info@kidsviewcincinnati.com",85.0,Prairie,Kid's View Photography Class,http://static2.zipscene.com/build/web/images/consumer_v4/misc/photos/default_no_community_image-1261054447.jpg
,03/17/2011,http://www.zipscene.com/events/view/2812587-dayton-gems-vs-evansville-icemen-dayton,"1001 Shiloh Springs Rd, Dayton, OH 45414",937-278-4776,,,Hara Arena,Dayton Gems vs. Evansville Icemen,http://static0.zipscene.com//data/business_md/BUS_00038747_0_XnFnZRdi.jpg
,"03/18/2011 8:00PM, 04/15/2011 8:00PM, 05/20/2011 8:00PM",http://www.zipscene.com/events/view/2236266-fairfield-salsa-social-fairfield,"411 Wessel Drive, Fairfield, OH 45014",513-567-5348,"FAIRFIELD SALSA SOCIAL EVERY 3RD FRIDAY OF THE MONTH!!    ~ A Beautiful large wood dance floor!  ~ Dance Class by SALSA UNDERGROUND (Salsa, Merengue, Bachata, Cha cha & Salsa Rueda)  ~ The Best Latin mix by DJ AIKON  ~ An event for the entire family ~ EVERY 3RD FRIDAY OF THE MONTH   ~ Performances, Demonstrations & Special guests   (Instructors, Performers & DJs periodically)    FREE popcorn & Giveaways  Cash Bar- Beer & Wine    Dance Class 8-9pm- $10.00 / $7.00 for students (includes open dance)  Open Dance 9pm - Midnight- $5.00 / $3.00 for students.    Located at:   The Fairfield Community Arts Center  411 Wesel Dr.  Fairfield, OH 45014  513-567-5348  For more information, go to www.medialatina.net    PRODUCED BY MEDIA LATINA",,The Fairfield Community Arts center,Fairfield Salsa Social,http://static2.zipscene.com//data/event_data/event_lg/BUS_0_EVENT_2236238_gfO3QfD3_lg.jpg
,04/28/2011,http://www.zipscene.com/events/view/2899655-eoto-indianapolis-concerts,"6259 N. College Ave., Indianapolis, IN 46220",317-259-7029,,,Vogue Theatre,Eoto,http://static3.zipscene.com//data/business_md/BUS_00031175_0_isVEMCQp.jpg
,04/06/2011,http://www.zipscene.com/events/view/2887187-the-ready-set-chicago-concerts,"1375 Lake Street, Chicago, IL 60607",312-666-6775,,,Bottom Lounge,The Ready Set,http://static3.zipscene.com//data/business_md/BUS_00008031_0_CJ3QUSxX.jpg
,04/14/2011,http://www.zipscene.com/events/view/2893085-amon-amarth-chicago-concerts,"1375 Lake Street, Chicago, IL 60607",312-666-6775,,,Bottom Lounge,Amon Amarth,http://static3.zipscene.com//data/business_md/BUS_00008031_0_CJ3QUSxX.jpg
,04/24/2011,http://www.zipscene.com/events/view/2887263-pinback-chicago-concerts,"1375 Lake Street, Chicago, IL 60607",312-666-6775,,,Bottom Lounge,Pinback,http://static3.zipscene.com//data/business_md/BUS_00008031_0_CJ3QUSxX.jpg
,05/01/2011,http://www.zipscene.com/events/view/2747119-florida-marlins-at-cincinnati-reds-sun-5-1-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Florida Marlins at Cincinnati Reds  Sun 5/1/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"04/30/2011 10:30AM, 04/30/2011 5:30PM, 04/30/2011 2:00PM, 05/01/2011 4:30PM, 05/01/2011 1:00PM",http://www.zipscene.com/events/view/2835689-sesame-street-live-elmo-s-green-thumb-highland-heights-concerts,"Northern Kentucky University, Highland Heights, KY 41099",859-442-2652,,,The Bank of Kentucky Center,Sesame Street Live: Elmo's Green Thumb,http://static2.zipscene.com//data/business_md/BUS_00027094_0_Fes4HFp2.jpg
,"04/29/2011 7:10PM, 04/30/2011 7:10PM, 05/01/2011 4:10PM",http://www.zipscene.com/events/view/2826555-cincinnati-reds-vs-florida-marlins-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. Florida Marlins,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"02/28/2011 11:00AM, 03/07/2011 11:00AM, 03/14/2011 11:00AM, 03/21/2011 11:00AM, 03/28/2011 11:00AM",http://www.zipscene.com/events/view/2848987-5-burgers-and-6-pitchers-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"Now  this is how you watch Monday Night Football!!! With a $5 burger in your  left hand, and a $6 pitcher in your right hand!!! Plus we have free   pool and free jukebox!",,Village Tavern,$5 Burgers and $6 pitchers,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,05/05/2011,http://www.zipscene.com/events/view/2866999-kentucky-derby-breakfast-louisville,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,Kentucky Derby Breakfast,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,05/02/2011,http://www.zipscene.com/events/view/2746733-houston-astros-at-cincinnati-reds-mon-5-2-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Houston Astros at Cincinnati Reds  Mon 5/2/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"04/06/2011 7:10PM, 04/05/2011 7:10PM, 04/07/2011 12:35PM, 05/02/2011 7:10PM, 05/03/2011 7:10PM",http://www.zipscene.com/events/view/2826811-cincinnati-reds-vs-houston-astros-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. Houston Astros,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/06/2011,http://www.zipscene.com/events/view/2865315-kentucky-oaks-louisville,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,Kentucky Oaks,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,"03/01/2011 11:00AM, 03/22/2011 11:00AM, 03/29/2011 11:00AM, 03/15/2011 11:00AM, 03/08/2011 11:00AM",http://www.zipscene.com/events/view/2848574-tipsy-trivia-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"Whether  you are feeling smart, or in need of a cheap buzz, or both.... We have   the answer. Trivia starts at 7pm with cash prizes. Plus we have $3 well   drinks and $3 import beers!!!",,Village Tavern,Tipsy Trivia,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,05/06/2011,http://www.zipscene.com/events/view/2676605-2011-kentucy-oaks-louisville,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,2011 Kentucy Oaks,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,05/07/2011,http://www.zipscene.com/events/view/2676039-2011-kentucky-derby-louisville,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,2011 Kentucky Derby,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,05/03/2011,http://www.zipscene.com/events/view/2747515-houston-astros-at-cincinnati-reds-tue-5-3-2011-cincinnati-sports,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Houston Astros at Cincinnati Reds  Tue 5/3/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/14/2011,http://www.zipscene.com/events/view/2899253-kenny-chesney-lexington-concerts,"430 W. Vine St., Lexington, KY 40507",859-233-4567,,,Rupp Arena,Kenny Chesney,http://static0.zipscene.com//data/business_md/BUS_00006061_0_2FIhKo8k.jpg
,05/04/2011,http://www.zipscene.com/events/view/2745233-houston-astros-at-cincinnati-reds-wed-5-4-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Houston Astros at Cincinnati Reds  Wed 5/4/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/05/2011,http://www.zipscene.com/events/view/2866999-kentucky-derby-breakfast-louisville-sports,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,Kentucky Derby Breakfast,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,"03/03/2011 11:00AM, 03/10/2011 11:00AM, 03/17/2011 11:00AM, 03/24/2011 11:00AM, 03/31/2011 11:00AM",http://www.zipscene.com/events/view/2848678-karaoke-and-big-ass-beers-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,We have the market cornered on fun   Thursday nights!!! Jimmy gets the karaoke going at 10pm with no cover   charge! Plus we have 22oz domestic bottles for just $3 all night long!!!,,Village Tavern,Karaoke and Big Ass Beers,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,05/06/2011,http://www.zipscene.com/events/view/2865315-kentucky-oaks-louisville-sports,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,Kentucky Oaks,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,"03/04/2011 11:00AM, 03/11/2011 11:00AM, 03/18/2011 11:00AM, 03/25/2011 11:00AM, 04/01/2011 11:00AM",http://www.zipscene.com/events/view/2848782-dj-tweety-with-no-cover-charge-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"The weekend is finally here!!! So get up  to the VT for the best time around! We have XXXtreme happy hour from   3-8:45pm! Then put the women and children to bed, when DJ Tweety starts   spinning @ 10pm! The Tavern will be jumpin!!!",,Village Tavern,DJ Tweety with no cover charge,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,05/06/2011,http://www.zipscene.com/events/view/2676605-2011-kentucy-oaks-louisville-sports,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,2011 Kentucy Oaks,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,05/07/2011,http://www.zipscene.com/events/view/2676039-2011-kentucky-derby-louisville-sports,"700 Central Avenue, Louisville, KY 40208",502-636-4400,,,Churchill Downs,2011 Kentucky Derby,http://static3.zipscene.com//data/business_md/BUS_00004515_0_1.jpg
,"03/05/2011 7:00PM, 03/12/2011 7:00PM, 03/19/2011 7:00PM, 03/26/2011 7:00PM, 04/02/2011 7:00PM",http://www.zipscene.com/events/view/2848885-doors-open-7pm-johnny-b-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,Merry Christmas! We open at 7pm!!! Bring  all of that Christmas cash and make it rain!!! DJ Johnny B starts @   10pm!!! No cover charge!!!,,Village Tavern,Doors open @ 7pm Johnny B,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,05/07/2011,http://www.zipscene.com/events/view/2885133-tim-mcgraw-columbus-concerts,"555 Borror Dr, Columbus, OH 43210",614-688-8400,,,Schottenstein Center,Tim Mcgraw,http://static3.zipscene.com//data/business_md/BUS_00027612_0_psDv1APS.jpg
,05/07/2011,http://www.zipscene.com/events/view/2897559-columbus-crew-vs-seattle-sounders-fc-columbus-sports,"1 Black & Gold Boulevard, Columbus, OH 43211",614-431-3600,,,Crew Stadium,Columbus Crew vs. Seattle Sounders Fc,http://static3.zipscene.com//data/business_md/BUS_00038787_0_co5BhZPC.gif
,05/10/2011,http://www.zipscene.com/events/view/2899195-bon-jovi-columbus-concerts,"200 W. Nationwide Blvd., Columbus, OH 43215",614-246-2000,,,Nationwide Arena,Bon Jovi,http://static1.zipscene.com//data/business_md/BUS_00027021_0_zp1TVdu8.jpg
,05/10/2011,http://www.zipscene.com/events/view/2879783-social-distortion-columbus-concerts,"405 Neil Ave., Columbus, OH 43215",614-461-5483,,,Lifestyle Communities Pavilion,Social Distortion,http://static1.zipscene.com//data/business_md/BUS_00026808_0_ii4NwkLq.jpg
,"05/12/2011 7:00PM, 05/13/2011 7:00PM, 05/14/2011 11:00AM, 05/14/2011 3:00PM, 05/14/2011 7:00PM",http://www.zipscene.com/events/view/2758299-ringling-bros-and-barnum-amp-bailey-circus-barnum-s-funundrum-columbus,"200 W. Nationwide Blvd., Columbus, OH 43215",614-246-2000,,,Nationwide Arena,Ringling Bros And Barnum & Bailey Circus: Barnum`s Funundrum,http://static1.zipscene.com//data/business_md/BUS_00027021_0_zp1TVdu8.jpg
,05/13/2011,http://www.zipscene.com/events/view/2745971-st-louis-cardinals-at-cincinnati-reds-fri-5-13-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,St Louis Cardinals at Cincinnati Reds  Fri 5/13/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"05/15/2011 1:10PM, 05/14/2011 7:10PM, 05/13/2011 7:10PM, 07/16/2011 7:10PM, 07/15/2011 7:10PM",http://www.zipscene.com/events/view/2825111-cincinnati-reds-vs-st-louis-cardinals-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. St. Louis Cardinals,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/14/2011,http://www.zipscene.com/events/view/2745701-st-louis-cardinals-at-cincinnati-reds-sat-5-14-2011-cincinnati-sports,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,St Louis Cardinals at Cincinnati Reds  Sat 5/14/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/15/2011,http://www.zipscene.com/events/view/2746679-st-louis-cardinals-at-cincinnati-reds-sun-5-15-2011-cincinnati-sports,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,St Louis Cardinals at Cincinnati Reds  Sun 5/15/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/16/2011,http://www.zipscene.com/events/view/2746655-chicago-cubs-at-cincinnati-reds-mon-5-16-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Chicago Cubs at Cincinnati Reds  Mon 5/16/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/17/2011,http://www.zipscene.com/events/view/2746317-chicago-cubs-at-cincinnati-reds-tue-5-17-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Chicago Cubs at Cincinnati Reds  Tue 5/17/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"05/17/2011 7:10PM, 09/12/2011 7:10PM, 06/06/2011 7:10PM",http://www.zipscene.com/events/view/2825353-cincinnati-reds-vs-chicago-cubs-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. Chicago Cubs,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/18/2011,http://www.zipscene.com/events/view/2746471-pittsburgh-pirates-at-cincinnati-reds-wed-5-18-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Pittsburgh Pirates at Cincinnati Reds  Wed 5/18/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/18/2011,http://www.zipscene.com/events/view/2897125-usher-amp-akon-columbus-concerts,"555 Borror Dr, Columbus, OH 43210",614-688-8400,,,Schottenstein Center,Usher & Akon,http://static3.zipscene.com//data/business_md/BUS_00027612_0_psDv1APS.jpg
,"04/15/2011 7:10PM, 04/16/2011 1:10PM, 04/17/2011 1:10PM, 04/18/2011 7:10PM, 05/18/2011 7:10PM",http://www.zipscene.com/events/view/2825691-cincinnati-reds-vs-pittsburgh-pirates-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. Pittsburgh Pirates,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/19/2011,http://www.zipscene.com/events/view/2745435-pittsburgh-pirates-at-cincinnati-reds-thu-5-19-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Pittsburgh Pirates at Cincinnati Reds  Thu 5/19/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/28/2011,http://www.zipscene.com/events/view/2899591-the-avett-brothers-columbus-concerts,"405 Neil Ave., Columbus, OH 43215",614-461-5483,,,Lifestyle Communities Pavilion,The Avett Brothers,http://static1.zipscene.com//data/business_md/BUS_00026808_0_ii4NwkLq.jpg
,05/28/2011,http://www.zipscene.com/events/view/2898659-columbus-crew-vs-chivas-usa-columbus-sports,"1 Black & Gold Boulevard, Columbus, OH 43211",614-431-3600,,,Crew Stadium,Columbus Crew vs. Chivas Usa,http://static3.zipscene.com//data/business_md/BUS_00038787_0_co5BhZPC.gif
,05/30/2011,http://www.zipscene.com/events/view/2745405-milwaukee-brewers-at-cincinnati-reds-mon-5-30-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Milwaukee Brewers at Cincinnati Reds  Mon 5/30/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"09/18/2011 1:10PM, 05/30/2011 7:10PM, 06/01/2011 7:10PM, 03/31/2011 2:10PM",http://www.zipscene.com/events/view/2825827-cincinnati-reds-vs-milwaukee-brewers-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Cincinnati Reds vs. Milwaukee Brewers,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,05/31/2011,http://www.zipscene.com/events/view/2747025-milwaukee-brewers-at-cincinnati-reds-tue-5-31-2011-cincinnati,"100 Main St., Cincinnati, OH 45233",513-765-7000,,,Great American Ballpark,Milwaukee Brewers at Cincinnati Reds  Tue 5/31/2011,http://static1.zipscene.com//data/business_md/BUS_00038800_0_kGIi06OD.jpg
,"04/29/2011 7:10PM, 04/30/2011 6:10PM, 05/01/2011 1:00PM, 05/02/2011 7:10PM",http://www.zipscene.com/events/view/2873855-baltimore-orioles-at-chicago-white-sox-sun-5-1-2011-chicago-sports,"333 W 35th Street, Chicago, IL 60616",312-674-1000,,,U.S. Cellular Field,Baltimore Orioles at Chicago White Sox  Sun 5/1/2011,http://static2.zipscene.com//data/business_md/BUS_00042740_0_AEkcOEfB.jpg
,"04/30/2011 1:00PM, 05/01/2011 1:00PM, 05/02/2011 1:00PM",http://www.zipscene.com/events/view/2734211-baltimore-orioles-at-chicago-white-sox-sat-4-30-2011-chicago,"333 W 35th Street, Chicago, IL 60616",312-674-1000,,,U.S. Cellular Field,Baltimore Orioles at Chicago White Sox  Sat 4/30/2011,http://static2.zipscene.com//data/business_md/BUS_00042740_0_AEkcOEfB.jpg
,05/03/2011,http://www.zipscene.com/events/view/2745291-minnesota-twins-at-chicago-white-sox-tue-5-3-2011-chicago,"333 W 35th Street, Chicago, IL 60616",312-674-1000,,,U.S. Cellular Field,Minnesota Twins at Chicago White Sox  Tue 5/3/2011,http://static2.zipscene.com//data/business_md/BUS_00042740_0_AEkcOEfB.jpg
,"07/09/2011 3:10PM, 05/03/2011 7:10PM, 05/04/2011 1:10PM, 07/07/2011 7:10PM, 07/08/2011 7:10PM",http://www.zipscene.com/events/view/2881007-chicago-white-sox-vs-minnesota-twins-chicago,"333 W 35th Street, Chicago, IL 60616",312-674-1000,,,U.S. Cellular Field,Chicago White Sox vs. Minnesota Twins,http://static2.zipscene.com//data/business_md/BUS_00042740_0_AEkcOEfB.jpg
,05/04/2011,http://www.zipscene.com/events/view/2746939-minnesota-twins-at-chicago-white-sox-wed-5-4-2011-chicago,"333 W 35th Street, Chicago, IL 60616",312-674-1000,,,U.S. Cellular Field,Minnesota Twins at Chicago White Sox  Wed 5/4/2011,http://static2.zipscene.com//data/business_md/BUS_00042740_0_AEkcOEfB.jpg
,05/06/2011,http://www.zipscene.com/events/view/2746865-cincinnati-reds-at-chicago-cubs-fri-5-6-2011-chicago-sports,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,Cincinnati Reds at Chicago Cubs  Fri 5/6/2011,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
,"05/06/2011 1:20PM, 05/07/2011 12:05PM, 08/06/2011 12:05PM, 05/08/2011 1:20PM, 08/05/2011 1:20PM",http://www.zipscene.com/events/view/2820619-chicago-cubs-vs-cincinnati-reds-chicago,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,Chicago Cubs vs. Cincinnati Reds,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
,05/07/2011,http://www.zipscene.com/events/view/2745881-cincinnati-reds-at-chicago-cubs-sat-5-7-2011-chicago,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,Cincinnati Reds at Chicago Cubs  Sat 5/7/2011,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
,05/07/2011,http://www.zipscene.com/events/view/2894789-chicago-fire-vs-vancouver-whitecaps-fc-bridgeview-sports,"7000 S. Harlem Ave., Bridgeview, IL 60455",708-594-7200,,,Toyota Park,Chicago Fire vs. Vancouver Whitecaps Fc,http://static3.zipscene.com//data/business_md/BUS_00008361_0_kz5MAwxy.jpg
,05/08/2011,http://www.zipscene.com/events/view/2747297-cincinnati-reds-at-chicago-cubs-sun-5-8-2011-chicago,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,Cincinnati Reds at Chicago Cubs  Sun 5/8/2011,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
,05/10/2011,http://www.zipscene.com/events/view/2746663-st-louis-cardinals-at-chicago-cubs-tue-5-10-2011-chicago-sports,"1060 W. Addison, Chicago, IL 60613",773-404-2827,,,Wrigley Field,St Louis Cardinals at Chicago Cubs  Tue 5/10/2011,http://static3.zipscene.com//data/business_md/e7861bd836e0ef30e9dc399ce61e151c_1.jpg
