moreInfoLink,phone,title,address,venueName,description
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197625&amp;max=10,,Christian Support Group For Gay & Bisexual Men Ages 20-39,4800 Wedgewood Dr.,Wedgewood Baptist Church,"Group will discuss scripture, spiritual growth, emotional well-being, dating, relationships, and self-esteem. Facilitated by Jim Green, Psychotherapist. For more information, call 704-375-2822."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A107901&amp;max=10,704-301-1564,Improv 101,,,Ongoing workshops to learn and/or improve improvisational skills for actors or for professional or personal life.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199426&amp;max=10,,Improv Comedy Classes,2901 North Davidson St,Prevue,"Study improvisational comedy from 16 year Chicago Comedy veteran, Keli Semelsberger who has been featured on MTV and NPR.  Charlotte Comedy Theater offers professional improv classes in a laid back setting to help you learn to live in the moment, sharpen your wits, improve your confidence, and learn the skills of comedic masters. Classes run in eight week sessions.  For more information, call 803-548-6824, email improvkeli@yahoo.com or visit www.charlottecomedy.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84994&amp;max=10,,Club Blume,,,"A social club sponsored by the Blumenthal Performing Arts Center for young adults in their 20's and 30's . Club Blume members enjoy special offers like pre-show mixers, reserved seating with other young adults and other perks. For more information, visit www.clubblume.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56206&amp;max=10,704-348-1616,Co-Dependents Anonymous,,,12-step program for those who wish to  develop healthy relationships and behaviors.  Weekly meetings in the Charlotte metropolitan  area.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A201429&amp;max=10,,Commuity Housing Resource Center,,,"Community Housing Resource Center nonprofit organization that provides emergency, temporary, and permanent housing for economically disadvantaged individuals and families. Currently seeking devoted, dependable, and passionate people interested in volunteering. For more information, call 704-763-287 or email ad@communityhousingresource.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21790&amp;max=10,,Crisis Assistance Ministry,,,Needs a few good men and women to help pickup donated furniture to be given to families in need. Pickups are needed mornings or afternoons Monday-Friday.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199080&amp;max=10,,Improvisational Theatre Basics Workshops,,,"Presented by Actor's Crib, Inc. and the Chuckleheads. For all ages (Pre-k to seniors). Workshops help to break folks out of their comfort zones, and learn how to be a professional improvisor, improve personal and/or professional life, become a better actor, make new friends, supplement a child's public, private, or home school education with real world lessons, and more. Taught by a ten year improvisational theatre veteran. For more information 704-301-1564 or email scott@actorscrib.com. You may also visit www.actorscrib.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106291&amp;max=10,,Institute of Divine Metaphysical Research,772 Tyvola Road,Arcade Square,A nonprofit religious and scientific research organization which shows proof of the existence of God.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A31709&amp;max=10,336-601-0266,Crossdressers' & Transgenders' Information & Resource Guide,,,"Membership required for information & newsletter. CTA is open to all who self-identify as transgendered, crossdressers, etc."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A35870&amp;max=10,704-374-1565,Culture Camp,401 N. Myers St.,Afro-American Cultural Center,Children 6 and up will participate in various arts  and crafts projects and interactive performing arts  activities.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199919&amp;max=10,704-372-6261,KidScience,301 N. Tryon St.,Discovery Place,"Fun and learning go hand in hand at this exhibit for young visitors. The stimulating atmosphere relates to science and math. Children will learn by touching and testing different environments and activities, including water tables, wind tunnels, blocks, gears and air tubes."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A19745&amp;max=10,704-563-8845,Daito-ryu Study Group,,,Official Roppokai study group forming now. Very rare art. Only 3-4 branches in US. Call for information. Email: makoto333@iwon.com Website: http://clik.to/makoto.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197227&amp;max=10,,Learn to Make Your Own Jewelry,,,"Classes include wire wrapping, bead stringing, chain making, metal smithing and more. Limited space. Call Lapidary Arts at 704-847-7099 for more information."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A205726&amp;max=10,704-875-6521,New Corvid Exhibit,,Carolina Raptor Center,"The new corvid exhibit explores superstition associated with Jays, Magpies, Ravens, Crows and other Corvids. The exhibit opens June 26 and will be ongoing."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A82152&amp;max=10,,DBSA,,,Confidential peer-led meeting for people who  have mood disorders.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A32983&amp;max=10,704-892-1321,Exceptional Children's Assistance Center,907 Barra Row%2C Ste. 102-103,ECAC Center,"A state-wide, nonprofit parent organization committed to  improving the lives and education of all children through a  special emphasis on children with disabilities. All services  are free."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A25008&amp;max=10,704-662-9107,Performing Arts Classes,,,"The Lake Norman School of the Arts offers classes in dance, drama, musical theatre, voice/music and visual arts. Also offering an after-school program with transportation from area schools."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156092&amp;max=10,,Pet First Aid/CPR,,Harrisburg Training Center,"Learn how to take care of your ""other"" family members. To register, call 704-789-3535."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A58222&amp;max=10,,Food Addicts in Recovery Anonymous,,,"Are you having trouble controlling the way you  eat? You are not alone. Today there is a solution.  Meetings in Charlotte, Concord and Belmont."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153286&amp;max=10,704-408-4280,PrePaid Legal Business Briefing,,,Find out how you could build wealth to achieve both financial independence at these weekly meetings. Hilton at University Place.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197226&amp;max=10,,Public Speaking Training and Classes,,,"Learn to speak with style, impact and charisma. Get rid of stage fright. For more information about ongoing classes, call 704-759-8668."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112420&amp;max=10,,Food Addicts in Recovery Anonymous,,,"Are you having trouble controlling the way you eat? Food Addicts in Recovery Anonymous is a free 12-step recovery program for anyone suffering from food obsession, over-eating, under-eating and bulimia. For details, call 704-348-1569 or visit www.foodaddicts.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23531&amp;max=10,704-334-9200,Reflexology,,,by Amy Schneider at Talley's Green Grocery.  Call for details.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24647&amp;max=10,704-890-0971,French Reading Club,,,"We would like to start a French reading evening where we could talk and exchange on French poetry, a chosen novel or a film. Contact Michel David if you are interested."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112558&amp;max=10,,Reiki Certification Workshops,1867 Colin Creek Ln.,In Harmony,Reiki certification classes are being conducted by Tracy Douglas. One-on-one and groups sessions are available. 704-391-0610. www.pandamaretreat.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A80874&amp;max=10,,Fun For Singles,,,"Offers a variety of activities, events and adventures for Charlotte area singles.  For more information and upcoming events, visit www.fun4singles.com/charlotte/."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A22784&amp;max=10,704-752-8327,Scrapbook Workshops,,,"presented by Scrapbook Country. Share the excitement with others during a series of night workshops. Basics, creative lettering, cards, die cuts, stamping and much more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27238&amp;max=10,704-868-2165,Gaston County Public Library's Toddler Time,,,"A simple weekly 20-minute program for children ages 1 & 2 with caregiver. Program includes basic picture books, fingerplays and songs introducing toddlers to the fun of books and reading. Call for information on the Toddler Time branch location nearest you."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156684&amp;max=10,,Singles 10-Week Relationship Workshop,,,"Find out about relationships and how to find and keep a loved one. Must attend all 10 sessions.  Facilitated by Kay Strayer, Life/Relationship Coach. For more information, call 704-521-2755 or email kstrayer@carolina.rr.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27237&amp;max=10,704-868-2167,Gaston County Public Library's Weekly Storytime,,,For Preschooler children ages 3-5. Call for days and times at the Gaston County Public Library branch nearest to you.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200822&amp;max=10,,Soul Support,,,"Live and work authentically, embrace your true self, heal your wounded spirit and examine your callings in this laid back workshop. Work one-on-one with instructor or in a small group. For more information, call Vicky at 704-449-1177."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158274&amp;max=10,,Strong Mamas,16131 Lancaster Hwy.,Tae Kwon Do & Krav Maga Studio,"Come increase your energy, boost your metabolism, improve posture, prevent osteoporosis, burn calories or recover from pregnancy at the Strong Mamas Class. For more information, visit www.thebetterclass.com. You may also call 704-543-2821 or visit www.atacharlotte.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56922&amp;max=10,,The Gateway Project,,,"Provides congenial, discreet atmosphere for persons over 18  interested in dominant/submissive activities. 704-348-1711."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A19747&amp;max=10,704-375-2822,Gay Men's Spiritual Direction Group,,,"""A safe place where I can be my authentic self."" A ministry of St. Ann's Catholic Church."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A26312&amp;max=10,704-716-6800,Swim Lessons,5900 Quail Hollow Rd,Harris YMCA,"Offering Parent-Child, Preschool, Youth and Adult   lessons. Group or private instruction."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A55119&amp;max=10,,Go Social Club,,,"Join other social singles and couples of all ages at this Charlotte meetup group. Various events are designed each week to get people out and active in the community including free movies, dinners, concerts, wine tastings, theater events, bar events and more. For more information, visit www.gosocialclub.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112556&amp;max=10,,Transformational Art Classes,1867 Colin Creek Ln.,In Harmony,Transformational Art classes are conducted by artist Tracy Douglas in Charlotte. 704-391-0610. www.pandamaretreat.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153138&amp;max=10,,God-Cafe,,514 E. 15th St.,"Enjoy free coffee, pastries, wifi and plenty of places to plug in the laptop. All tips go to help dig water wells in Africa."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229283&amp;max=10,,Yoga Classes,11401 Ardrey Kell Rd.,521 Recreation Center,"Improve strength, flexibility, balance and cardiovascular health with yoga classes for all levels at 521 Rec Center at Elon Park. Tuesdays and Wednesdays, 10am; Fridays, 1pm; Saturdays, 9:30am. For more information call 704-540-2426."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A107420&amp;max=10,,Goldmine Toastmasters,3033 Cloverleaf Pkwy.,Fairfield Inn,"Promotes speaking, communication and leadership through club meetings. Interested persons are welcomed as guests. Meets in the lobby of Fairview Inn. For more information, visit www.goldminetoastmasters.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A207601&amp;max=10,704-598-8857,Yoga in the Preserve,2900 Rocky River Rd.,Reedy Creek Nature Center,"All levels are welcome to join yoga sessions on the preserve with a certified yoga instructor. Participants should wear comfortable clothing, bring a mat and water. Every Tuesday evening. Ages 12 and over."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24218&amp;max=10,704-502-8423,Acting Classes,,,"Inner Voices Theatre Company offers acting  classes. For more information or to register, call or  email innervoicestheatre@yahoo.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198930&amp;max=10,704-334-1177,The Actor's Lab,136 E. 36 St.,Hart-Witzen Gallery,"J.D. Lewis incorporates the business of acting with the craft. Teaches how to target both agents and casting directors, along with creating projects and networking. For more information, visit www.theactorslab.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200444&amp;max=10,704-568-1774,Beneath the Badge: Policing in Charlotte and Mecklenburg County,3500 Shamrock Drive,Charlotte Museum of History,Exhibit explores the history of Charlotte's law enforcement and the officers who have served the community.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A85345&amp;max=10,704-347-7843,Guardian ad Litem,720 E. 4th St.,Guardian Ad Litem,"A Guardian ad Litem in North Carolina is a trained community volunteer appointed by a district court judge to investigate the needs of abused and neglected children, make recommendations to the court about services, which focus on the needs of the child, and advocate for a permanent and safe home for the child.  dana.s.frady@nccourts.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153654&amp;max=10,,Cajun Canvas: A Painting Bayou,,,Bring your favorite wine or beer as you follow along with an artist for a 'painting by you.' 704-504-5224. www.cajuncanvas.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A56596&amp;max=10,,Charlotte Aikikai,,,"Learn Aikido, a defensive martial technique. Classes for men and women of any size or age. Located at 6630 East WT Harris Blvd., Ste. I in the Hickory Grove Business Park. For more information, visit www.charlotteaikikai.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106561&amp;max=10,,Guitar and Russian Dance Lessons,,,Vadim Kolpakov teaches guitar and Russian dance lessons.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153268&amp;max=10,,Charlotte Comedy Theater Improv Comedy Classes,,,"Learn how to improvise, regain your sense of play and live more in the moment from 15-year Chicago comedy veteran. The Charlotte Comedy Theater has been training and producing local talent for more than eight years. No experience necessary. Learn in a laidback and hysterical environment. Eight-week sessions meet once a week for three hours. For more information, visit www.charlottecomedy.com. or call 803-458-6824."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153651&amp;max=10,,Habitat Young Professionals of Charlotte,,,"Habitat Young Professionals of Charlotte (HYPC) is an initiative within Habitat for Humanity of Charlotte. Seeks to engage young professionals in their early 20's to early 40's  with opportunities to network through service and social events. Members of HYPC engage in efforts to diminish poverty housing in the Charlotte area. For more information, visit www.habitatcharlotte.org/hyp.cfm."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A52635&amp;max=10,704-845-4080,Clay Sculpture Classes,224 South Trade St.,Whiterock Studio,Classes are ongoing. Join anytime.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A17061&amp;max=10,704-333-7471,Hands on Charlotte,,,A nonprofit volunteer organization that organizes  more than 40 community-service projects each  month for volunteers of all ages. Individuals  participate as their schedules permit.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200251&amp;max=10,,The Comedy Zone Comedy School,,,"Write and perform stand-up comedy with the coaching of industry professionals. Conquer stage fright, explore your creativity, hone your sense of humor, or work towards becoming a professional comedian. For more information, email debbiemillwater@gmail.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153406&amp;max=10,,Healing Through Movement,,,"A therapeutic based movement program for people with breast cancer or other cancers, chronic illnesses or those looking for a gentle approach to exercise. Energy therapy also available. 1914 JN Pease Place, Charlotte. 704-919-3580. www.healingthroughmovement.webs.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198092&amp;max=10,704-372-6261,Cool Stuff,301 N. Tryon St.,Discovery Place,"Exhibit explores science and physics through hands-on interaction and experimentation. The exhibit allows visitors to launch objects into the air, lie on a bed of nails, crush a garbage can, use a laser to listen to secret messages and more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A58809&amp;max=10,,Herpes Social & Support Club,,,For singles of all ages who have Herpes (HSV 1  or 2) or Genital Warts (HPV) to meet other people  sharing their experiences in the Charlotte area.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23595&amp;max=10,704-716-6813,Creative Movement Classes,,,for adult women and adolescent girls struggling with body image issues will be offered this fall at the Harris YMCA. Classes are experimental and include creative movement and structured activities. Also offered are Sports Movement Classes for 4-6 year-old boys.  Financial aid is available if needed.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A29884&amp;max=10,,International Gay/Lesbian Aquatics,,,Do you swim for fitness? Did you swim in HS/college and long to get back in the pool? Join Charlotte's IGLA affiliated swim team to stay fit and make friends. charlotteh2os@yahoo.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197713&amp;max=10,,Creativity Classes,,,"Workplace presentations on the creative process. Lessons in drawing and mixed-media by local artist, Lisa Underwood. Art therapy provided for students with disabilities and special needs. For more information, call 704-553-8220 or email lisaunderwood@mindspring.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200443&amp;max=10,704-372-6261,Explore More Stuff,301 N. Tryon St.,Discovery Place,"Discover the secrets of stuff through chemistry and physics in this exhibit that allows visitors to experiment with forces and materials, through magnetism, electricity and more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112662&amp;max=10,,Intimate Partner Violence,,,Volunteers needed for hospital-based crisis intervention program for victims of intimate partner violence. 704-446-3999.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156065&amp;max=10,,"First Aid, CPR, AED Classes",,Harrisburg Training Center,"Learn First Aid, Cardiopulmonary Resuscitation (CPR )and how to use and Automated External Defibrillator (AED). For more information, call 704-789-3535."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A81052&amp;max=10,704-844-6677,Intro to Rock Climbing Class,9535 Monroe Rd.%2C Ste. 170,Inner Peaks Climbing Center,Class teaches climber's knot and how to belay.  Preregistraton required.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106612&amp;max=10,704-201-4347,Health Savings Accounts Seminar,,,For individuals seeking information on the advantages and benefits. Reservations required since seating is limited.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27674&amp;max=10,704-521-4032,Jazzercise,,,"Aerobic workout program for all ages and fitness levels. Several locations and times in the Charlotte area. Sign up anytime, no contracts."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A107901&amp;max=10,704-301-1564,Improv 101,,,Ongoing workshops to learn and/or improve improvisational skills for actors or for professional or personal life.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199080&amp;max=10,,Improvisational Theatre Basics Workshops,,,"Presented by Actor's Crib, Inc. and the Chuckleheads. For all ages (Pre-k to seniors). Workshops help to break folks out of their comfort zones, and learn how to be a professional improvisor, improve personal and/or professional life, become a better actor, make new friends, supplement a child's public, private, or home school education with real world lessons, and more. Taught by a ten year improvisational theatre veteran. For more information 704-301-1564 or email scott@actorscrib.com. You may also visit www.actorscrib.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A84629&amp;max=10,,Justice Project,,,Seeks to make change for good by adopting one fragile inner-city neighborhood yearly with kamikazi-servanthood and radical hospitality. Volunteer and live out social justice through this intensely practical relationally-invested service initiative. www.charlotte24-7.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156420&amp;max=10,,Karate-Do & Tae Kwon Do,,,"Accepting individuals and small groups (4 or less). Private instruction only. Old school, real deal, street tested instructor. For more information, call 704-525-9524 or email Fliver1@msn.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199919&amp;max=10,704-372-6261,KidScience,301 N. Tryon St.,Discovery Place,"Fun and learning go hand in hand at this exhibit for young visitors. The stimulating atmosphere relates to science and math. Children will learn by touching and testing different environments and activities, including water tables, wind tunnels, blocks, gears and air tubes."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197227&amp;max=10,,Learn to Make Your Own Jewelry,,,"Classes include wire wrapping, bead stringing, chain making, metal smithing and more. Limited space. Call Lapidary Arts at 704-847-7099 for more information."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158624&amp;max=10,,Kids Summer Camp,8326-408 Pineville-Matthews Rd.,Eagle TaeKwonDo Academy,"Basketball, dodge-ball, relay races, obstacle courses, math skills, word drills and a character-building martial art class every day. Plus field trips, including swimming. Ages 5-11. For more information, call 704-541-9400."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A205726&amp;max=10,704-875-6521,New Corvid Exhibit,,Carolina Raptor Center,"The new corvid exhibit explores superstition associated with Jays, Magpies, Ravens, Crows and other Corvids. The exhibit opens June 26 and will be ongoing."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199919&amp;max=10,704-372-6261,KidScience,301 N. Tryon St.,Discovery Place,"Fun and learning go hand in hand at this exhibit for young visitors. The stimulating atmosphere relates to science and math. Children will learn by touching and testing different environments and activities, including water tables, wind tunnels, blocks, gears and air tubes."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A25008&amp;max=10,704-662-9107,Performing Arts Classes,,,"The Lake Norman School of the Arts offers classes in dance, drama, musical theatre, voice/music and visual arts. Also offering an after-school program with transportation from area schools."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156092&amp;max=10,,Pet First Aid/CPR,,Harrisburg Training Center,"Learn how to take care of your ""other"" family members. To register, call 704-789-3535."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A71565&amp;max=10,704-344-9642,Kripalu Yoga Classes,1920 Cleveland Ave.%2C Ste. B,Yoga for Life in Dilworth,"Professionally trained, certified Kripalu Yoga  teachers emphasize the total yoga experience."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A197226&amp;max=10,,Public Speaking Training and Classes,,,"Learn to speak with style, impact and charisma. Get rid of stage fright. For more information about ongoing classes, call 704-759-8668."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112558&amp;max=10,,Reiki Certification Workshops,1867 Colin Creek Ln.,In Harmony,Reiki certification classes are being conducted by Tracy Douglas. One-on-one and groups sessions are available. 704-391-0610. www.pandamaretreat.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21899&amp;max=10,704-569-3477,Life Improvement Center of Charlotte,,,"Offers Dianetics and Scientology services. Free personality tests, information, and interviews. Open houses most Sundays from 1-5pm. 4801 E. Independence Blvd. Suite 609, in the big gold building."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A22784&amp;max=10,704-752-8327,Scrapbook Workshops,,,"presented by Scrapbook Country. Share the excitement with others during a series of night workshops. Basics, creative lettering, cards, die cuts, stamping and much more."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A138506&amp;max=10,803-684-2327,Living History Saturdays,1444 Brattonsville Rd.,Historic Brattonsville,Watch activities and demonstrations by costumed interpreters who shed light onto what life was like during the 18th and 19th centuries.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156684&amp;max=10,,Singles 10-Week Relationship Workshop,,,"Find out about relationships and how to find and keep a loved one. Must attend all 10 sessions.  Facilitated by Kay Strayer, Life/Relationship Coach. For more information, call 704-521-2755 or email kstrayer@carolina.rr.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200822&amp;max=10,,Soul Support,,,"Live and work authentically, embrace your true self, heal your wounded spirit and examine your callings in this laid back workshop. Work one-on-one with instructor or in a small group. For more information, call Vicky at 704-449-1177."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A26312&amp;max=10,704-716-6800,Swim Lessons,5900 Quail Hollow Rd,Harris YMCA,"Offering Parent-Child, Preschool, Youth and Adult   lessons. Group or private instruction."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200878&amp;max=10,,Martial Arts Club,,,"Looking for new students & members. For more information, call Lucky Riley at 704-525-9524."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A156288&amp;max=10,704-336-7600,Tai Chi Program,5841 Brookshire Blvd.,Mecklenburg County Park and Recreation,Relax with yoga while taking in the sights and sounds of the Reedy Creek Nature Center. Classes are taught by a certified yoga instructor.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106622&amp;max=10,,Massage and Energy Healing,,,"Kevin Harris specializes in Swedish, Deep Tissue, Myofacial, Reiki, Shiatsu, Tuina and Refloxology. N.C. License #2713."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A139763&amp;max=10,,Metrolina Real Estate Investment Association,,,"Learn to buy, sell, and lease investment property. Several meetings per week in Charlotte and surrounding areas. For more information, call 704-523-1570 or visit www.metrolinareia.org."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112556&amp;max=10,,Transformational Art Classes,1867 Colin Creek Ln.,In Harmony,Transformational Art classes are conducted by artist Tracy Douglas in Charlotte. 704-391-0610. www.pandamaretreat.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153385&amp;max=10,,Metropolitan Ballroom,,,"Enroll for new beginner classes in cha-cha, swing, rumba, salsa and waltz. 704-364-1871. 2935 Providence Rd., Ste. 200. www.metropolitan-ballroom.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A229283&amp;max=10,,Yoga Classes,11401 Ardrey Kell Rd.,521 Recreation Center,"Improve strength, flexibility, balance and cardiovascular health with yoga classes for all levels at 521 Rec Center at Elon Park. Tuesdays and Wednesdays, 10am; Fridays, 1pm; Saturdays, 9:30am. For more information call 704-540-2426."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A195629&amp;max=10,,Modern Dance Classes,1609 Nassau Blvd.,Aris' Heart Studio,Intermediate/Advanced Technique class for ages 15 and up.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24218&amp;max=10,704-502-8423,Acting Classes,,,"Inner Voices Theatre Company offers acting  classes. For more information or to register, call or  email innervoicestheatre@yahoo.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A198930&amp;max=10,704-334-1177,The Actor's Lab,136 E. 36 St.,Hart-Witzen Gallery,"J.D. Lewis incorporates the business of acting with the craft. Teaches how to target both agents and casting directors, along with creating projects and networking. For more information, visit www.theactorslab.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A27998&amp;max=10,919-968-6344,NC NARAL Pro-Choice America,,,"Seeking pro-choice volunteers to fight for  reproductive rights. Currently forming committees  for volunteers interested in campus organizing,  outreach activities, lobbying and educating the  public about emergency contraception. Ongoing  events and activities throughout the year."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200444&amp;max=10,704-568-1774,Beneath the Badge: Policing in Charlotte and Mecklenburg County,3500 Shamrock Drive,Charlotte Museum of History,Exhibit explores the history of Charlotte's law enforcement and the officers who have served the community.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A200830&amp;max=10,,New Friends of Carolina,,,"Women's social group, open to women of all ages.  Activities include a book club, luncheons, Mah Jongg, Canasta, social bridge and more. For more information, call 866-213-9183 or visit www.newfriendsofcarolina.com."
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A153654&amp;max=10,,Cajun Canvas: A Painting Bayou,,,Bring your favorite wine or beer as you follow along with an artist for a 'painting by you.' 704-504-5224. www.cajuncanvas.com.
http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A60768&amp;max=10,,North Carolina Naturists,,,"Seeking kindred spirits inclined to a clothes-free lifestyle.For more information, email membership@NCNaturists.com or visit www.ncnaturists.com."
