moreInfoLink,title,venueAddress,endDate,description,venue,startDate,venuePhone
http://gonewport.com/ViewPage.aspx?id=175,Salve Regina University's 4th Wine Tasting & Auction,"100 Ochre Point Ave, Newport, RI 02840",04/28/2011,"Silent Auction 5:30pm-7:30pm. Live Auction 7:45pm. Proceeds from the evening go toward important scholarship dollars for Salve Regina students. This year's event will highlight the Vision of Mercy Endowed Scholarship, a new fund that supports students committed to the University's mission.",Ochre Court - Salve Regina University,04/28/2011,877-778-4438
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/29/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/29/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",04/30/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled.... Ghosts of Belcourt Castle..... Tour Price: $25 adult $15 student(up to 18)/ senior. Reservations are recommended. Cash at the Door.",Belcourt Castle,04/30/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Bristol Tales of the Slave & Rum Trade Walking Tour,"500 Hope Street, Bristol, RI 02809",04/30/2011,"Linden Place will host a guided walking tour of the Mansion and downtown Bristol, focusing on the DeWolf Family and their involvement in the Slave Trade. The tour will begin at Linden Place, and continue through the center of Bristol and down Thames Street, acknowledging significant sites tied to Bristol’s profitable involvement in the slave trade. The tour is $15 and includes a complimentary drink at the DeWolf Tavern. Reservations are required, the tour is limited to 15 people.",Linden Place Museum,04/30/2011,401-253-0390
http://gonewport.com/ViewPage.aspx?id=175,Competing for Laughs,"4 Eqaulity Park Place, Newport, RI 02840",04/30/2011,"Laughletics, competitive improv comedy, plays like a sports match complete with referee. Teams compete in improvised games to win laughs and applause from the audience. They play both games they choose & games to which they are challenged. The match starts at 10pm following The Bit Players at 8pm.",Firehouse Theater,04/30/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Ocean State Orchid Society Auction,"101 Ferry Road, Bristol, RI 02809",04/30/2011,Visit Blithewold for Daffodil Days and you will also have the opportunity to enjoy the Ocean State Orchid Society (OSOS) Auction of Orchids. OSOS will be presenting a wide range of species and hybrids for your buying pleasure. All plants have been purchased from growers just for this annual auction. Experts will be on hand to answer any and all questions regarding the plants on sale. They will also be happy to give you advice about any orchids you already own.,Blithewold Mansion,04/30/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Journey: Recent Work by Rugmaker Meg Little,"76 Bellevue Avenue, Newport, RI 02840",05/15/2011,"Meg Little uses historical techniques and durable modern materials to create her striking, abstract hand-tufted rugs. Cultural artifacts from around the world and contemporary art by artists such as David Hockney inspire Little's designs. She uses a basic design vocabulary - stripe, spot, circle, cross, spiral. These shapes mirror the simplest hand gestures and have been used for decorative purposes since pre-historic times.",Newport Art Museum,05/01/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Stop. Run. Play. Photographs by Susan Duca,"76 Bellevue Avenue, Newport, RI 02840",05/30/2011,"Susan Duca's photo-essay follows a group of Italian children attending a public school in Florence, Italy through eight years of growing, playing, learning and relating. Admission is $10 adults, $8 seniors, $6 students/military with valid ID, by donation Sat 10 am-12 pm.",Newport Art Museum,05/01/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Art from Within: Coleman Center Faculty Exhibition,"76 Bellevue Avenue, Newport, RI 02840",05/15/2011,"The professional working artists who teach in the Newport Art Museum's school, the Coleman Center for Creative Studies, share their passion for art with 2000 people of all ages every year. This spring, the Museum shines the spotlight on these talented, creative artists in an exhibition of their work in the Griswold House. Admission is $10 adult, $8 senior, $6 student/military with valid ID, by donation Sat 10 am-12 pm.",Newport Art Museum,05/01/2011,401-848-8200
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/01/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/01/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,RISD CE Art Exhibit: Inspired by Gardens,"101 Ferry Road, Bristol, RI 02809",05/01/2011,"During Daffodil Days at Blithewold Mansion, Gardens & Arboretum, enjoy a special showcase of paintings created by RISD Continuing Education students. Blithewold’s spectacular 33-acre estate is perfect for ""plein air"" painting - painting in the open air - because of its striking and varied gardens. Visitors will enjoy an art exhibit that recreates the visual riches of Blithewold’s landscapes on canvas.",Blithewold Mansion,05/01/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,May Day Fairy Festival,"101 Ferry Road, Bristol, RI 02809",05/01/2011,"Blithewold’s Fairy Festival is a day to rejoice in the return of fragrance and beauty to the landscape. Join us for this spring play-day for all ages. Absorb the sights, sounds and smells of the garden at Blithewold during Daffodil Days. Fairy costumes encouraged!",Blithewold Mansion,05/01/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/02/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/02/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Road to Independence History Walking Tour,"127 Thames Street, Newport, RI 02840",05/04/2011,"Riots and rebellion, enemies and allies! Learn about Newport in the years surrounding the American Revolution at 11am.",Museum & Shop at Brick Market,05/04/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,"Newport Life Magazine 15th Annual ""Best Of Soiree""","548 Bellevue Avenue, Newport, RI 02840",05/05/2011,"Come celebrate with the 2011 Newport Life Magazine Best of Newport winners! Open Bar, Hors d'ouevres, Live Entertainment and Silent Auction, featuring ""The Best Tickets in Town"" - 7 pm to 9 pm. All proceeds benefit the Preservation Society of Newport County. To purchase tickets call 401-380-2310 or visit our website.",Rosecliff,05/05/2011,401-380-2311
http://gonewport.com/ViewPage.aspx?id=175,“It might as well be Spring” Fundraising Concert with Michael DiMucci and Ashley Hewitt,"500 Hope Street, Bristol, RI 02809",05/06/2011,"Linden Place will host a performance by Michael DiMucci and Ashley Hewitt, which will include songs from Broadway, classical cross-over and The American Songbook. Reservations are required. Ticket purchase includes a discount for a 3-course Prix Fixe dinner at the DeWolf Tavern for $19.95. Dining reservations should be no later than 5:45pm. (Specify upon arrival that you will be attending the DiMucci concert) Tickets for the concert are $20 ($16 for LP members, $12 for Colt Circle members).",Linden Place Museum,05/06/2011,401-253-0390
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/06/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/06/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/07/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/07/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Greenvale Vineyards Live Jazz Saturdays,"582 Wapping Road, Portsmouth, RI 02871",05/07/2011,"1pm-4pm. Greenvale will host live jazz musicians in their restored Stable turned Tasting Room. Event includes wine tasting, tours, and wine by the glass. Picnics and friendly dogs are welcomed!",Greenvale Vineyards,05/07/2011,401-847-3777
http://gonewport.com/ViewPage.aspx?id=175,Cheryl Wheeler,"933 Anthony Road, Portsmouth, RI 02871",05/07/2011,"Common Fence Music presents the Picnic Series. BYOB and food. Doors open at 7:00pm for the pre-show ""Folk tail-gate party"". Show starts at 8:00pm. Cheryl Wheeler is a singer/songwriter/comedian.",Common Fence Music Hall,05/07/2011,401-683-5085
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/09/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/09/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/13/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/13/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Women of Colonial Newport History Walking Tour,"127 Thames Street, Newport, RI 02840",05/13/2011,"Follow a guide in colonial costume as she retraces the lives of the shopkeepers, tavern owners, teachers and more on the Women in Colonial Newport tour. This 11am tour will investigate the many entrepreneurial women who once lived and worked in this diverse seaport. $12 per person, $10 for Newport Historical Society members. Reservations strongly recommended as space is limited.",Museum & Shop at Brick Market,05/13/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/14/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/14/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Greenvale Vineyards Live Jazz Saturdays,"582 Wapping Road, Portsmouth, RI 02871",05/14/2011,"1pm-4pm. Greenvale will host live jazz musicians in their restored Stable turned Tasting Room. Event includes wine tasting, tours, and wine by the glass. Picnics and friendly dogs are welcomed!",Greenvale Vineyards,05/14/2011,401-847-3777
http://gonewport.com/ViewPage.aspx?id=175,Feathered Friends Series at Blithewold: Spring Bird Walk at Mt. Hope Farm,"250 Metacom Avenue, Bristol, RI 02809",05/14/2011,"Join us for an exciting morning bird walk during the peak of spring migration in New England. Longtime local birder Raymond Payson will lead us through the 128-acre estate of Mt. Hope Farm, an area diverse with wildlife habitat. We will meet at the farm’s south entrance and parking lot (not the main entrance to the house). Please call Blithewold for directions. $10 Members, $12 Non-members.",Mount Hope Farm,05/14/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/15/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/15/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/16/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/16/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Hats off To Spring- Tea & Floral Design,"101 Ferry Road, Bristol, RI 02809",05/17/2011,"This will be the garden party of the season you won’t want to miss! 1pm -  Welcome and Introduction. 1:15pm - Lecture/Demo - Stoneblossom Floral Design, Dennis DelSignore. 2pm -  Lunch - catered by Russell Morin Fine Catering. 2:45pm - Lecture/Demo - Sayles Livingston, floral designer. 3:30pm - Raffle, Closing. $35 Garden Club & Blithewold Member. $45 Non-member.","Blithewold Mansion, Gardens & Arboretum",05/17/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/20/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/20/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/21/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/21/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Greenvale Vineyards Live Jazz Saturdays,"582 Wapping Road, Portsmouth, RI 02871",05/21/2011,"1pm-4pm. Greenvale will host live jazz musicians in their restored Stable turned Tasting Room. Event includes wine tasting, tours, and wine by the glass. Picnics and friendly dogs are welcomed!",Greenvale Vineyards,05/21/2011,401-847-3777
http://gonewport.com/ViewPage.aspx?id=175,Road to Independence History Walking Tour,"127 Thames Street, Newport, RI 02840",05/21/2011,"Riots and rebellion, enemies and allies! Learn about Newport in the years surrounding the American Revolution at 11am. $12 per person, $10 for Newport Historical Society members.",Museum & Shop at Brick Market,05/21/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Susan Werner,"933 Anthony Road, Portsmouth, RI 02871",05/21/2011,"Common Fence Music presents the Picnic Series. BYOB and food. Doors open at 7:00pm for the pre-show ""Folk tail-gate party"". Show starts at 8:00pm. Susan Werner is a singer/songwriter/comedian.",Common Fence Music Hall,05/21/2011,401-683-5085
http://gonewport.com/ViewPage.aspx?id=175,Best You Retreat for Women,"55 Purgatory Road, Middletown, RI 02842",05/21/2011,"Make yourself a priority! Experience body-changing exercise through natural movement. Learn about foods that nourish and energize. Integrate self-care for joy and balance. This amazing event includes demonstrations, speakers, meals and gift bag. Let us help you create your Best You! An Ellen Palmer Wellness Production.",Atlantic Beach Club,05/21/2011,860-655-1382
http://gonewport.com/ViewPage.aspx?id=175,Grand Charity ball for Children's Wishes,"65 Ridge Road, Newport, RI 02840",05/21/2011,"Children's Wishes Grand Charity Ball at Ocean Cliff. This is going to be a spectacular black-tie event with fine dining, entertainment, silent auctions and more. A great way to help grant wishes with love to local children that have life threatening illnesses. Ticket Donations: $200pp or VIP $300",OceanCliff,05/21/2011,401-228-7761
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/22/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/22/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/23/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/23/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,An Evening with Andrea Wulf,"101 Ferry Road, Bristol, RI 02809",05/25/2011,"Join us for an elegant evening in the garden with award winning author Andrea Wulf. Enjoy informal tours of Blithewold’s gardens, a champagne toast in honor of the 100th “Birthday” of our Sequoiadendron giganteum (giant sequoia) and hors d'oeuvres. Ms. Wulf will discuss her newly released book Founding Gardeners: The Revolutionary Generation, Nature, and the Shaping of the American Nation. $50 Reserved tickets are required.","Blithewold Mansion, Gardens & Arboretum",05/25/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,O'Brien's Pub Patio Opening,"501 Thames Street, Newport, RI 02840",05/26/2011,"Join your friends this for this very fun annual fundraiser for Visiting Nurse Services of Newport and Bristol Counties. Complimentary hors d’oeuvres, wine and beer - and a special visit from the Ancient Order of the Hibernians Pipes and Drums! Tickets available in advance by calling 401-849-2101 or at the door.",O'Brien's Pub,05/26/2011,401-849-2101
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/27/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/27/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Ghost Tour with owner Harle Tinney,"657 Bellevue Avenue, Newport, RI 02840",05/28/2011,"Ghost Tour throughout Belcourt's museum with owner, Harle Tinney. Mrs. Tinney takes you on a tour of her home of 50 years and talks about her ghost experiences she has put pen to paper in her new book titled ""Ghosts of Belcourt Castle"".  Tour Price: $25 adult, $15 student(up to 18) / senior.  Reservations are recommended. Cash at the Door.",Belcourt Castle,05/28/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Greenvale Vineyards Live Jazz Saturdays,"582 Wapping Road, Portsmouth, RI 02871",05/28/2011,"1pm-4pm. Greenvale will host live jazz musicians in their restored Stable turned Tasting Room. Event includes wine tasting, tours, and wine by the glass. Picnics and friendly dogs are welcomed!",Greenvale Vineyards,05/28/2011,401-847-3777
http://gonewport.com/ViewPage.aspx?id=175,Competing for Laughs,"4 Equality Park Place, Newport, RI 02840",05/28/2011,"Laughletics, competitive improv comedy, plays like a sports match complete with referee. Teams compete in improvised games to win laughs and applause from the audience. They play both games they choose & games to which they are challenged. The match starts at 10 pm following The Bit Players at 8 pm.",Firehouse Theater,05/28/2011,401-849-3473
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/29/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/29/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Belcourt Castle Candlelight Tour,"657 Bellevue Avenue, Newport, RI 02840",05/30/2011,"6pm. Evening Guided Tour throughout Belcourt's museum which takes you on a tour of the home showcasing the antiquities of the Tinney Family collection. Tour Price: $20 adult, $15 student (up to 18) / senior. Reservations are recommended. Cash at the Door. Doors open at 5:45pm.",Belcourt Castle,05/30/2011,401-846-0669
http://gonewport.com/ViewPage.aspx?id=175,Guided Arboretum Tours: Shurbs for Any Location,"101 Ferry Road, Bristol, RI 02809",05/30/2011,"Join Assistant Grounds Manager and Certified Horticulturist Dan Christina for a “walk in the woods” as he reveals and discusses some of Blithewold’s horticultural treasures. $5 Member, $7 Non-member. Rain or Shine, please dress for the weather.","Blithewold Mansion, Gardens & Arboretum",05/30/2011,401-253-2707
http://gonewport.com/ViewPage.aspx?id=175,Newport’s Jewish History Walking Tour,"127 Thames Street, Newport, RI 02840",05/30/2011,"Stroll the neighborhood where Newport’s early Jewish settlers worked side by side with their neighbors. Hear stories about the founders of Touro Synagogue and learn about the legacy of religious freedom they left behind. This tour will be offered twice on Memorial Day, at 10:30am and 1:30pm. $12 per person, $10 for Newport Historical Society members. Reservations recommended as space is limited.",Museum & Shop at Brick Market,05/30/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/03/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/03/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/04/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/04/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Newport's Buried History Walking Tour,"127 Thames Street, Newport, RI 02840",06/04/2011,"11am. Discover the early history of Newport's people of color, enslaved and free. Visit the Wanton-Lyman-Hazard House and the colonial African buring ground. Reservations suggested. $12 per person",Museum & Shop at Brick Market,06/04/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,30th Annual Knorr Great Chowder Cook-Off,"4 Commercial Wharf, Newport, RI 02840",06/04/2011,"The official kick-off to summer in Newport, the international chowder championships are back! Enjoy all-you-can-eat samples of exotic and traditional chowders from across the country and beyond, and vote for the best in 3 categories - Clam, Seafood, and Creative - plus “The Clam Shack” Clam Cake competition and other awards. The power is in your spoon to crown the new titans of chowder! With kids’ activities and 3 stages of live entertainment, this is one clam-tastic event not to be missed. 11am-6pm.",Newport Yachting Center,06/04/2011,401-846-1600
http://gonewport.com/ViewPage.aspx?id=175,7th Annual Family Day,"Fort Adams State Park, Newport, RI 02840",06/04/2011,"A great day of fun. Admission is free for the entire family. The day will be filled with activities, entertainment, games, food and various vendor booths. The March of Dimes is organizing a Touch-A-Truck Event – lots of cool vehicles to touch, climb on and sit in. Guided tours of Historic Fort Adams including the listening tunnels. Brought to you in partnership with Rhode Island State Parks.",Fort Adams,06/04/2011,401-841-0707
http://gonewport.com/ViewPage.aspx?id=175,Sail Newport Family Sailing Festival,"60 Fort Adams Drive, Newport, RI 02840",06/04/2011,"10am-3pm. Bring the Entire Family - Experience Sailing. All ages are invited for free sailboat rides. Sail Newport experienced skippers will give tours of Newport Harbor and Brenton Cove. <br><br>Lifejackets will be provided. First-come, first-served. Email for group reservations.",Sail Newport,06/04/2011,401-846-1983
http://gonewport.com/ViewPage.aspx?id=175,Greenvale Vineyards Live Jazz Saturdays,"582 Wapping Road, Portsmouth, RI 02871",06/04/2011,"1pm-4pm. Greenvale will host live jazz musicians in their restored Stable turned Tasting Room. Event includes wine tasting, tours, and wine by the glass. Picnics and friendly dogs are welcomed!",Greenvale Vineyards,06/04/2011,401-847-3777
http://gonewport.com/ViewPage.aspx?id=175,Habitat for Humanity of East Bay RI Seaside Soiree,"Goat Island, Newport, RI 02840",06/04/2011,"Join us for an evening of cocktails, hors d'oeuvres, music and dancing while overlooking the iconic Newport skyline, all to benefit Habitat for Humanity of East Bay Rhode Island. The Seaside Soiree returns on June 4th to help our neighbors in need. As the sun sets on the City-by-the-Sea, celebrate for an extraordinary cause and partake in a fantastic silent auction. Tickets are just $75 for an evening to remember.",Regatta Place,06/04/2011,888-270-5274
http://gonewport.com/ViewPage.aspx?id=175,Heart & Sole Walk for the Animals,"Glen Park, Portsmouth, RI 02871",06/05/2011,"10:30am-1pm. 1 or 3 Mile Walkathon to support The Potter League, Newport County’s Animal Care & Education Center. Many fun activities planned including Pet Contests, Doggie Obstacle Course, Entertainment, Prizes and The Walk.",Potter League for Animals,06/05/2011,
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/05/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/05/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/06/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/06/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/08/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/08/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/10/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/10/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,157th Annual Regatta Presented by Rolex,,06/12/2011,<strong><u>New York Yacht Club</u></strong>,New York Yacht Club,06/10/2011,
http://gonewport.com/ViewPage.aspx?id=175,Greenvale Vineyards Live Jazz Saturdays,"582 Wapping Road, Portsmouth, RI 02871",06/11/2011,"1pm-4pm. Greenvale will host live jazz musicians in their restored Stable turned Tasting Room. Event includes wine tasting, tours, and wine by the glass. Picnics and friendly dogs are welcomed!",Greenvale Vineyards,06/11/2011,401-847-3777
http://gonewport.com/ViewPage.aspx?id=175,Colony House & Wanton-Lyman-Hazard House Colonial Site Tours,"127 Thames Street, Newport, RI 02840",06/11/2011,"Tour the 1739 Colony House, built to house RI government meetings, and the c.1697 Wanton-Lyman-Hazard House, Newport's oldest house museum. This 11:30am tour costs $12 per person. Reservations recommended as space is limited.",Museum & Shop at Brick Market,06/11/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Rum & Revolution History Walking Tour,"127 Thames Street, Newport, RI 02840",06/11/2011,"Explore the changing role of alcohol in Newport through stories of taverns, distillers, rum runners and more.",Museum & Shop at Brick Market,06/11/2011,401-841-8770
http://gonewport.com/ViewPage.aspx?id=175,Rum & Revolution History Walking Tour,"127 Thames Street, Newport, RI 02840",06/11/2011,"11am. Explore the changing role of alcohol in Newport through stories of taverns, distillers, rum runners and more.",Museum & Shop at Brick Market,06/11/2011,401-841-8770
