sTicketPhone,sSynopsis,close,sMoreInfo,sTheaterAddress,showName,more,theater,opens,sTicketPrice
888-818-7872,"Nominated for seven Tony Awards, Legally Blonde, The Musical is the turbo-charged Broadway musical with a lot of snap, crackle and pop. Based on the 2001 film starring Reese Witherspoon and debuting on Broadway in 2007, Legally Blonde, The Musical is about the darling sorority star Elle Woods who doesn't take ""no"" for an answer. When her boyfriend dumps her for someone &quot;serious,&quot; Elle puts down the credit card, hits the books, and sets out to go where no Delta Nu has gone before: Harvard Law. Along the way, Elle proves that being true to yourself never ever goes out of style.",,http://www.spencertheater.com/win11/blonde.html,"108 Spencer Road, Alto, New Mexico 88312",Legally Blonde,http://www.theatermania.com/new-mexico/shows/legally-blonde_174951/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
888-818-7872,"With her sweetly arresting soprano and captivating stage presence, Lorrie Morgan is one of the biggest names on the country music scene, carving out a career that has garnered 14 top-ten hits, 12 albums, seven of which have gone gold and platinum, and four Female Vocalist of the Year awards.",,http://www.spencertheater.com/win11/morgan.html,"108 Spencer Road, Alto, New Mexico 88312",Lorrie Morgan Acoustic,http://www.theatermania.com/new-mexico/shows/lorrie-morgan-acoustic_174936/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
505-277-4569,A vibrant tradition continues as Mariachi Christmas returns for its 12th season. The thrilling horns and whirling dancers bring the colorful celebrations of a Mexican Christmas to our stage. Ballet Folklorico Paso del Norte returns alongside mariachi group Campanas de America to ring in the season with the pride and pageantry of all of Mexico.,,http://www.popejoypresents.com/2010-2011/mariachi-christmas,,Mariachi Christmas,http://www.theatermania.com/new-mexico/shows/mariachi-christmas_174636/,Popejoy Hall  The University of New Mexico,,$22.00 - $35.00
505-277-4569,"Three years ago, for a September 11th performance, the Martha Graham Dance Company commissioned three choreographers to create variations of Martha Graham's masterpiece, &quot;Lamentation.&quot; So moving were these new pieces that the company commissioned more choreographers to do the same. The result is a stunning evening of modern dance.",,http://www.popejoypresents.com/2010-2011/martha-graham-dance-company,,Martha Graham Dance Company,http://www.theatermania.com/new-mexico/shows/martha-graham-dance-company_174685/,Popejoy Hall  The University of New Mexico,,$47.00 - $59.00
505-277-4569,"With A Midsummer Night's Dream Shakespeare weaves a web of magic that takes us to an enchanted forest where love and its attendant complications -- passion, lust, frustration, depression, confusion and, of course, marriage -- all reign supreme, even for the Fairy King and his Queen, outlasting the antics of the impish and delightful Puck.",,http://www.popejoypresents.com/2010-2011/a-midsummer-nights-dream,,A Midsummer Night's Dream,http://www.theatermania.com/new-mexico/shows/a-midsummer-nights-dream_174684/,Popejoy Hall  The University of New Mexico,,$28.00 - $43.00
914-591-6602,Broadway Training Center presents their annual Junior Ensemble Musical.,"April 17, 2011",http://www.irvingtontheater.com/node/71,"85 Main Street, Irvington, NY 10533",BTC's Junior Ensemble Musical,http://www.theatermania.com/westchester-rockland/shows/btcs-junior-ensemble-musical_175437/,Irvington Town Hall,"April 15, 2011",$20.00 Adults;&nbsp;$14.00 Seniors/Students
505-277-4569ww.popejoypresents.com/2010-2011/the-mikado,"The New York Gilbert and Sullivan Players bring The Mikado to Popejoy. The company performs in the traditional mold, combining a modern playfulness with respect for the creators' original intent. A full orchestra accompanies the story of an executioner who must execute himself to keep up with the job's demands.",,http://ww.popejoypresents.com/2010-2011/the-mikado,,The Mikado,http://www.theatermania.com/new-mexico/shows/the-mikado_174690/,Popejoy Hall  The University of New Mexico,,$28.00 - $43.00
914-591-6602,Broadway Training Center presents their annual Senior Ensemble Musical.,"March 27, 2011",http://www.irvingtontheater.com/node/69,"131 School Road, Millbrook, NY 12545",BTC's Senior Ensemble Musical,http://www.theatermania.com/westchester-rockland/shows/btcs-senior-ensemble-musical_175443/,Chelsea Morrison Theater,"March 25, 2011",$20.00 Adults;&nbsp;$14.00 Seniors/Students
914-591-6602,"Come and see Broadway Training Center's dance, acting, and vocal classes perform the pieces they have been working on throughout the year. Celebrate with their students at this high-energy event for the whole family.",,http://www.irvingtontheater.com/node/73,"85 Main Street, Irvington, NY 10533",BTC's Spring Recital,http://www.theatermania.com/westchester-rockland/shows/btcs-spring-recital_175436/,Irvington Town Hall,,$16.00 Adults;&nbsp;$14.00 Students/Seniors
914-591-6602,"Bye Bye Birdie is a candy-coated treat that's just sweet enough. It's chock full of some of the most famous songs in the musical theater archive. Our talented troupe of teen and preteens breathe life into this chestnut, which breezes by and leaves audience members of all ages with a smile.","May 14, 2011",http://www.irvingtontheater.com/node/54,"85 Main Street, Irvington, NY 10533",Bye Bye Birdie,http://www.theatermania.com/westchester-rockland/shows/bye-bye-birdie_175434/,Irvington Town Hall,"May 13, 2011",$20.00 Adults;&nbsp;$15.00 Seniors/Students
505-662-3654,"David O. Selznick, famed Hollywood producer, has a problem. He's three weeks into shooting his latest historical epic, Gone with the Wind, but the script just isn't working. His solution? Fire the director, pull Victor Fleming off The Wizard of Oz, and lock himself, Fleming, and script doctor Ben Hecht in his office for five days until they have a screenplay. With only peanuts and bananas to sustain them, they work through and act out Margaret Mitchell's bestseller and in the process make movie history.","March 19, 2011",http://www.lalt.org/2010-2011/MM/index.shtml,,Moonlight And Magnolias,http://www.theatermania.com/new-mexico/shows/moonlight-and-magnolias_174898/,Los Alamos Little Theater,"February 25, 2011",$12.00 Adults;&nbsp;$10.00 Seniors/Students
1-877-840-0457,"Five tremendous brass musicians -- each a virtuoso in his own right -- form the legendary Canadian Brass, with an international reputation as one of the most popular brass ensembles today.",,http://tickets.tarrytownmusichall.org/,"13 Main Street, Tarrytown, NY 10591",Canadian Brass Christmas,http://www.theatermania.com/westchester-rockland/shows/canadian-brass-christmas_175845/,Tarrytown Music Hall,,$35.00 - $55.00
505-277-4569,"Fast-talking salesman Harold Hill cons Iowans into buying musical instruments for a band he'll organize, though he doesn't know a trombone from a treble clef! His planned escape collapses when he falls for Marian, the librarian. Filled with favorites like &quot;Seventy-Six Trombones,&quot; &quot;Goodnight My Someone&quot; and &quot;Till There Was You,&quot; The Music Man is the perfect All-American Musical!",,http://www.popejoypresents.com/2010-2011/the-music-man,,The Music Man,http://www.theatermania.com/new-mexico/shows/the-music-man_174680/,Popejoy Hall  The University of New Mexico,,$33.00 - $49.00
914-232-1252,"Now in its third year, Caramoor's Vocal Rising Stars, in collaboration with New York Festival of Song, continues its vital mentoring program devoted to shaping the next generation of vocal talent. The week-long residency culminates in two public performances of Spanish Gold -- a program exploring the rich variety and distinctive rhythmic vitality of the often overlooked tradition of Spanish song.    Program includes songs by: Sor, Gomis, Nin, Guridi, Granados, Montsalvatge, Lavilla, Toldr&aacute;, Mompou, Luna, Guridi, Soroz&aacute;bal, Caballero, Yradier",,http://tickets.caramoor.org/public/show.asp,"149 Girdle Ridge Road, Katonah, NY 10536",Caramoor's Vocal Rising Stars - Spanish Gold,http://www.theatermania.com/westchester-rockland/shows/caramoors-vocal-rising-stars-spanish-gold_175551/,Caramoor,,$25.00
,"Ballet Theatre of New Mexico presents Mythical Wonders, an evening of contemporary ballets inspired by ancient myths; featuring Orpheus, choreography by Alex Ossadnik.","May 8, 2011",http://www.btnm.org/season/index.htm,"6913 Natalie NE, Albuquerque, NM 87110",Mythical Wonders,http://www.theatermania.com/new-mexico/shows/mythical-wonders_174699/,Ballet Theatre of New Mexico,"May 7, 2011",TBA
888-818-7872,"Twelve-year-old jazz singer Nikki Yanofsky made her debut at the opening of the 2006 Montreal International Jazz Festival, scatting and belting out ""It Don't Mean a Thing (if It Ain't Got That Swing)"" with the authority of a seasoned performer. Three years later, she appeared on the album ""We All Love Ella"" with well-known performers like Diana Krall, Etta James and Natalie Cole. Yanofsky recorded ""Airmail Special"" for that album, the song that turned her interest to jazz at age eleven. In 2008, she released ""Ella...of Thee I Swing,"" a tribute album of tunes by Ella Fitzgerald, Billie Holiday, and other jazz greats whom she cites as her inspiration. The album earned her two Juno Award nominations - the Canadian equivalent of a Grammy - for both New Artist of the Year and Vocal Jazz Album of the Year, making her the youngest nominee in Juno Award history. Her latest album, ""New To Me,"" includes jazz standards like ""God Bless the Child"" as well as tunes that she co-wrote with songwriter Jesse Harris, whose song ""Don't Know Why"" launched the career of Norah Jones. Don't miss this chance to see this rising star at the start of what promises to be an extraordinary career.",,http://www.spencertheater.com/win11/nikki.html,"108 Spencer Road, Alto, New Mexico 88312",Nikki Yanofsky,http://www.theatermania.com/new-mexico/shows/nikki-yanofsky_174954/,Spencer Theater for the Performing Arts,,$56.00 - $59.00
888-818-7872,"Winner of the Pulitzer Prize, two Academy Awards, a Grammy and a special Tony Award, Oklahoma! is the classic American musical that launched the remarkable songwriting collaboration of Richard Rodgers and Oscar Hammerstein. Set in turn of the century Oklahoma, against a backdrop of the high-spirited rivalry between local farmers and cowboys, Oklahoma! is the cherished love story of Curly, a handsome cowboy, and Laurey, a winsome farm girl. Featuring such favorite song and dance numbers as People Will Say We're In Love, Oklahoma, Oh What A Beautiful Mornin', and Surrey With A Fringe On Top, this landmark musical, featuring 30 singers, dancers, actors and orchestra musicians with Columbia Artists Theatricals is a true treasure that can be enjoyed over and over again!",,http://www.spencertheater.com/win11/oklahoma.html,"108 Spencer Road, Alto, New Mexico 88312",Oklahoma!,http://www.theatermania.com/new-mexico/shows/oklahoma_174947/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
505-898-9222,"The Oldest Living Graduate is a bittersweet look at the life of an WWI veteran's memories of his past towards the end of life. His struggle with his son over a plot of land that the colonel owns becomes the focus of the play. This play, written by Preston Jones, is part of a series of three plays called the Texas Trilogy; set in the town of and about the people of Bradleyville, Texas, it deals with the disappearance of small town America as the highways pass them by.","April 17, 2011",http://www.adobetheater.org/comingsoon,"9813 4th St NW, Albuquerque, NM 87114",The Oldest Living Graduate,http://www.theatermania.com/new-mexico/shows/the-oldest-living-graduate_174611/,Adobe Theater,"March 25, 2011",$14.00 Adults;&nbsp;$12.00 Seniors/Students
888-818-7872,"Critics nail it down when calling Paul Revere & The Raiders &quot;the greatest show band on earth&quot; and a &quot;great rip-roaring riot of rock-n-roll and slapstick!&quot; The amazing performance style of the triangular hat, Revolutionary-garbed band, named for its founding member Paul Revere, has made these rockers a roaring force in the entertainment industry for over 35 years. The magic of Revere's personality - his warm humor and physical spontaneity - has been a major factor in the Raiders' success, as has it's gold and platinum hit songs like Indian Reservation, Louie Louie, Ups and Downs, Just Like Me, Hungry, Steppin' Out, Kicks, Good Thing and Him or Me-What's It Gonna Be. These and other popular Raiders' tunes enjoyed years of serious chart action, including three in which their record sales were second only to the Beatles and the Rolling Stones. They were regulars (following their debut) on Dick Clark's afternoon music showcase, were one of the most written about bands of the entire 60s & 70s rock hey-day, are still one of the most popular, actively touring rock bands in the country.",,http://www.spencertheater.com/win11/revere.html,"108 Spencer Road, Alto, New Mexico 88312",Paul Revere & The Raiders,http://www.theatermania.com/new-mexico/shows/paul-revere-and-the-raiders_174955/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
914-591-6602,"In an empty theatre, on a bare stage, 17 Broadway Dancers put themselves on the line for their dream. Only 8 will reach it.","March 20, 2011",http://www.irvingtontheater.com/node/58,"85 Main Street, Irvington, NY 10533",A Chorus Line,http://www.theatermania.com/westchester-rockland/shows/a-chorus-line_175432/,Irvington Town Hall,"March 12, 2011",$28.00 Adults;&nbsp;$20.00 Seniors/Students
505-277-4569,"The Peking Acrobats have toured the world with their awe-inspiring acrobatics. These gymnasts, jugglers, cyclists, and tumblers transform 2000-year old athletic disciplines into a kaleidoscope of entertainment and wonder.  This is their 25th Anniversary Tour, which will feature the Women's Peace Orchestra of China.",,http://www.popejoypresents.com/2010-2011/peking-acrobats,,Peking Acrobats,http://www.theatermania.com/new-mexico/shows/peking-acrobats_174687/,Popejoy Hall  The University of New Mexico,,$22.00 - $35.00
505-898-9222,"In a remote village pub in County Mayo, a young and desperate man arrives on a lonesome night and reveals to the inhabitants that he has murdered his father. Transfixed by the audacity of the deed, they declare him poet and hero. Then, his father shows up.","February 26, 2011",http://www.adobetheater.org/comingsoon,"9813 4th St NW, Albuquerque, NM 87114",Playboy of the Western World,http://www.theatermania.com/new-mexico/shows/playboy-of-the-western-world_174609/,Adobe Theater,"January 21, 2011",$14.00 Adults;&nbsp;$12.00 Seniors/Students
888-818-7872,"Ricky Nelson Remembered is a unique multi media entertainment event featuring the live music of Ricky Nelson's hit songs (Hello Mary Lou, Travelin' Man, Garden Party, Poor Little Fool, Lonesome Town, It's Late, Believe What You Say)  performed by Ricky's identical twin sons Matthew & Gunnar and their band, and includes never before seen big screen video footage of the Nelson family.",,http://www.spencertheater.com/win11/ricky.html,"108 Spencer Road, Alto, New Mexico 88312",Ricky Nelson Remembered,http://www.theatermania.com/new-mexico/shows/ricky-nelson-remembered_174935/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
505-471-1799,"Two American couples, stranded on a garbage tow lurching out of Capetown, South Africa in 1985, find their best-laid plans gone up in smoke - literally. Now, Victor and Sheila Finkelberg and Max and Annie Mottram must adapt to their new circumstances - some people are better at that than others! The Rug Merchants of Chaos delivers a surprising evening of silliness with a bite, and hapless characters that are eerily familiar or doesn't everyone have a wild uncle somewhere in the family closet?","February 27, 2011",http://www.twnm.org/?p=108,"1060 Cerrillos Road, Santa Fe, NM 87505",The Rug Merchants of Chaos,http://www.theatermania.com/new-mexico/shows/the-rug-merchants-of-chaos_174956/,James A. Little Theatre  New Mexico School for the Deaf,"February 18, 2011",$15.00 Adults;&nbsp;$10.00 Students
505-988-1234,"Santa Fe's heartwarming performance, The Rumi Concert, returns to The Lensic. Featuring Coleman Barks, poet and translator of the 13th century mystical poet, Rumi; David Darling, Grammy-award winning cellist; Glen Velez, world percussionist extraordinaire; and Zuleikha, international performer and a whirlwind of spirit, dance, story and humor. The Rumi Concert is a stunning collaboration not to be missed!",,http://www.lensic.org/event_calendar/detail/451,"211 W. San Francisco St, Santa Fe, NM 87501","The Rumi Concert: a feast of poetry, music, dance & story",http://www.theatermania.com/new-mexico/shows/the-rumi-concert-a-feast-of-poetry-music-dance-and-story_174888/,The Lensic Performing Arts Center,,$30.00 - $75.00
888-818-7872,"Ricky Nelson Remembered is a unique multi media entertainment event featuring the live music of Ricky Nelson's hit songs (Hello Mary Lou, Travelin' Man, Garden Party, Poor Little Fool, Lonesome Town, It's Late, Believe What You Say)  performed by Ricky's identical twin sons Matthew & Gunnar and their band, and includes never before seen big screen video footage of the Nelson family.",,http://www.spencertheater.com/win11/ricky.html,"108 Spencer Road, Alto, New Mexico 88312",Ricky Nelson Remembered,http://www.theatermania.com/new-mexico/shows/ricky-nelson-remembered_174935/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
914-698-0098,"Clever, hilarious and fearless, Christine Lavin ""is as captivating an artist in solo performance as there is today"" (Billboard). A classic modern troubadour, Lavin makes our ordinary lives extraordinary and extraordinarily funny. The New York Times calls her ""a garrulous comic observer of contemporary manners.""",,http://emelin.org/music.html,"153 Library Lane, Mamaroneck, NY 10543",Christine Lavin,http://www.theatermania.com/westchester-rockland/shows/christine-lavin_175609/,Emelin Theatre,,$30.00
505-471-1799,"Two American couples, stranded on a garbage tow lurching out of Capetown, South Africa in 1985, find their best-laid plans gone up in smoke - literally. Now, Victor and Sheila Finkelberg and Max and Annie Mottram must adapt to their new circumstances - some people are better at that than others! The Rug Merchants of Chaos delivers a surprising evening of silliness with a bite, and hapless characters that are eerily familiar or doesn't everyone have a wild uncle somewhere in the family closet?","February 27, 2011",http://www.twnm.org/?p=108,"1060 Cerrillos Road, Santa Fe, NM 87505",The Rug Merchants of Chaos,http://www.theatermania.com/new-mexico/shows/the-rug-merchants-of-chaos_174956/,James A. Little Theatre  New Mexico School for the Deaf,"February 18, 2011",$15.00 Adults;&nbsp;$10.00 Students
1-877-840-0457,"Citizen Cope is a pseudonym of Clarence Greenwood, keyboardist, guitarist, singer, DJ, and record producer. Cope blends many genres of music, such as folk, blues, hip hop, rock, and R & B. His writing is the complement to a magnetic live performer who can mesmerize a &quot;pin-drop&quot; audience in a coffeehouse setting, and a bandleader who can enthrall thousands at large venues. His newest album, The Rainwater LP was released in 2010.",,http://tickets.tarrytownmusichall.org/,"13 Main Street, Tarrytown, NY 10591",Citizen Cope,http://www.theatermania.com/westchester-rockland/shows/citizen-cope_175849/,Tarrytown Music Hall,,$32.00 - $50.00
914-698-0098,"All day long Farmer Brown hears ""click clack moo, clickety clackety moo..."" The cows are typing and protesting their working conditions! A hilariously ""moo-ving"" musical about compromise based on the award-winning book by Doreen Cronin and Betsy Lewin.",,http://emelin.org/family.html,"153 Library Lane, Mamaroneck, NY 10543",Click Clack Moo,http://www.theatermania.com/westchester-rockland/shows/click-clack-moo_175588/,Emelin Theatre,,$18.00 Adults;&nbsp;$13.00 Children
505-986-5955,The &quot;Stars of Tomorrow&quot; perform two evenings of fully staged opera scenes.,"August 21, 2011",http://www.santafeopera.org/tickets/production.aspx?performanceNumber=4686,"301 Opera Dr, Santa Fe, NM 87506",Santa Fe Opera Apprentice Showcase Scenes,http://www.theatermania.com/new-mexico/shows/santa-fe-opera-apprentice-showcase-scenes_174932/,Santa Fe Opera,"August 14, 2011",$15.00 Adults;&nbsp;$5.00 Children ages 6-17
1-877-840-0457,"Colin Mochrie and Brad Sherwood, stars of the Emmy nominated Whose Line Is It Anyway?, have teamed up to present an evening of extraordinary improvisational comedy. Using their quick wit, Colin and Brad take contributions from the audience to create hilarious and original scenes - just like a live version of 'Whose Line'! Throughout the evening, the show becomes truly interactive as audience members are called to the stage to participate in the fun. The Colin and Brad Show has played to sold-out venues all over the country.",,http://www.paramountcenter.org/stage/2011/03/colin-mochrie-brad-sherwood,"1008 Brown Street, Peekskill, NY 10566",Colin Mochrie and Brad Sherwood: The Colin and Brad Show,http://www.theatermania.com/westchester-rockland/shows/colin-mochrie-and-brad-sherwood-the-colin-and-brad-show_175756/,The Paramount Center for the Arts,,$35.00 - $55.00
800-960-6680,"Per Tengstrand, piano  Colin Jacobsen, violin  Sonata in G Major, Op. 96 for Violin & Piano  Piano Sonata in F Minor, Op. 57 &quot;Appassionata&quot;",,http://www.tickets.com/browseother.cgi?minpid=6773903,"211 W. San Francisco St, Santa Fe, NM 87501",Santa Fe Pro Musica: Appassionata,http://www.theatermania.com/new-mexico/shows/santa-fe-pro-musica-appassionata_174695/,The Lensic Performing Arts Center,,$15.00 - $65.00
800-960-6680,"Thomas O'Connor, conductor  Carol Redman, flute  Stephen Redfield, violin    Britten - Variations on a Theme by Frank Bridge  J.C. Bach - Adagio and Allegro for Flute & Strings  J.S. Bach - Violin Concerto in A Minor, BWV 1041  Holst - St. Paul Suite","March 27, 2011",http://www.santafepromusica.com/,"107 West Palace Avenue, Santa Fe, NM 87501",Santa Fe Pro Musica: Bach & More,http://www.theatermania.com/new-mexico/shows/santa-fe-pro-musica-bach-and-more_171078/,St Francis Auditorium  The Museum of Fine Arts,"March 26, 2011",$15.00 - $65.00
800-960-6680,"Thomas O'Connor, conductor  Colin Jacobsen, violin soloist    Bernstein - Serenade after Plato's Symposium  Bernstein - Sonata for Clarinet & Strings  Copland - Appalachian Spring","May 1, 2011",http://www.santafepromusica.com/,"107 West Palace Avenue, Santa Fe, NM 87501",Santa Fe Pro Musica: Lenny & Friends,http://www.theatermania.com/new-mexico/shows/santa-fe-pro-musica-lenny-and-friends_171080/,St Francis Auditorium  The Museum of Fine Arts,"April 30, 2011",$15.00 - $65.00
800-960-6680,"Thomas O'Connor, conductor  Per Tengstrand, piano  Piano Concerto No. 1 in C Major, Op. 15  Symphony No. 6 in F Major, Op. 68 &quot;Pastoral&quot;",,http://www.santafepromusica.com/,"211 W. San Francisco St, Santa Fe, NM 87501",Santa Fe Pro Musica: Pastoral,http://www.theatermania.com/new-mexico/shows/santa-fe-pro-musica-pastoral_174694/,The Lensic Performing Arts Center,,$15.00 - $65.00
800-960-6680,"Santa Fe Pro Musica presents Quartets with the Jasper String Quartet.    Carol Redman, flute    Haydn - String Quartet, Op. 50 No. 4  Tao - String Quartet  Mozart - Flute Quartet in D Major, K. 285  Beethoven - String Quartet in C-Sharp Minor, Op. 131",,http://www.santafepromusica.com/,"107 West Palace Avenue, Santa Fe, NM 87501",Santa Fe Pro Musica: Quartets,http://www.theatermania.com/new-mexico/shows/santa-fe-pro-musica-quartets_171077/,St Francis Auditorium  The Museum of Fine Arts,,$15.00 - $65.00
914-277-8477,"Dancing At Lughnasa is a brilliant, gripping family story, beautiful in its extraordinary depth and poetry and heartbreakingly poignant in its truth. Set in rural Ireland in the summer of 1936, the play follows the lives of the five Mundy sisters and their extended clan, exposing their long buried desires and vanishing dreams. Brian Friel's genius for layering time periods in this remarkable memory play won him a Tony award for Best Drama. It is a modern masterpiece which in the hands of The Schoolhouse creative team, will definitely be a remarkable evening of theater.   Not to be missed!","April 3, 2011",http://schoolhousetheater.org/the_season.html,"3 Owens Road, Croton Falls, NY 10519",Dancing At Lughnasa,http://www.theatermania.com/westchester-rockland/shows/dancing-at-lughnasa_175484/,The Schoolhouse Theater,"March 10, 2011",$30.00 - $32.00
800-960-6680,"Thomas O'Connor, conductor  Colin Jacobsen, violin  Violin Concerto in D Major, Op. 61  Symphony No. 7 in A Major, Op. 92",,http://www.santafepromusica.com/,"211 W. San Francisco St, Santa Fe, NM 87501",Santa Fe Pro Musica: Violin Concerto,http://www.theatermania.com/new-mexico/shows/santa-fe-pro-musica-violin-concerto_174696/,The Lensic Performing Arts Center,,$15.00 - $65.00
505-988-1234,"Joseph Illick conducts the Santa Fe Concert Association Orchestra and international star tenor Richard Croft in The Lensic Performing Arts Center's Christmas Eve Concert. The program includes arias and songs, followed by Beethoven's Triple Concerto with violinist Irina Muresanu, cellist Wendy Warner, and Maestro Illick as pianist and conductor.",,http://www.lensic.org/event_calendar/detail/196,"211 W. San Francisco St, Santa Fe, NM 87501",SFCA: Christmas Eve Concert,http://www.theatermania.com/new-mexico/shows/sfca-christmas-eve-concert_174893/,The Lensic Performing Arts Center,,$20.00 - $84.00
1-877-840-0457,"The Dave Brubeck Quartet returns to The Music Hall in what has become something of a tradition. As a recent Kennedy Center honoree who has also officially been designated a Living Legend by The Library Of Congress, Dave certainly is a piece of American music history, but when he sits down to play with his quartet, he is as young and musically curious as ever.",,http://tickets.tarrytownmusichall.org/,"13 Main Street, Tarrytown, NY 10591",Dave Brubeck Quartet,http://www.theatermania.com/westchester-rockland/shows/dave-brubeck-quartet_175834/,Tarrytown Music Hall,,$45.00 - $85.00
505-988-1234,Joseph Illick conducts the SFCA Orchestra and Chorus in The Lensic Performing Arts Center's New Year's Eve Concert performance of Beethoven's Ninth Symphony.,,http://www.lensic.org/event_calendar/detail/198,"211 W. San Francisco St, Santa Fe, NM 87501",SFCA: New Year's Eve Concert Beethoven's Ninth,http://www.theatermania.com/new-mexico/shows/sfca-new-years-eve-concert-beethovens-ninth_174895/,The Lensic Performing Arts Center,,$20.00 - $84.00
505-988-1234,Santa Fe Symphony Orchestra & chorus presents their  concert. Repertoire to be confirmed.,,http://www.lensic.org/event_calendar/detail/272,"211 W. San Francisco St, Santa Fe, NM 87501",SFSOC: Christmas Joy,http://www.theatermania.com/new-mexico/shows/sfsoc-christmas-joy_174891/,The Lensic Performing Arts Center,,$20.00 - $70.00
575-523-1223,"A feisty parolee follows her dreams, based on a page from an old travel book, to a small town in Wisconsin and finds a place for herself working at Hannah's Spitfire Grill. It is for sale but there are no takers for the only eatery in the depressed town, so newcomer Percy suggests to Hannah that she raffle it off. Entry fees are one hundred dollars and the best essay on why you want the grill wins. Soon, mail is arriving by the wheelbarrow full and things are definitely cookin' at the Spitfire Grill.","April 24, 2011",http://www.no-strings.org/upcoming10-11.html,,Spitfire Grill,http://www.theatermania.com/new-mexico/shows/spitfire-grill_170872/,No Strings Theatre,"April 8, 2011",$10.00 Adults;&nbsp;$9.00 Students/Seniors 65+;&nbsp;$7.00 Thursdays
505-242-4750,"The action is set in Truvy's beauty salon in Chinquapin, Louisiana, where all the ladies who are ""anybody"" come to have their hair done. Helped by her eager new assistant, Annelle (who is not sure whether or not she is still married), the outspoken, wise-cracking Truvy dispenses shampoos and free advice to the town's rich curmudgeon, Ouiser, (""I'm not crazy, I've just been in a bad mood for forty years""); an eccentric millionaire, Miss Clairee, who has a raging sweet tooth; and the local social leader, M'Lynn, whose daughter, Shelby (the prettiest girl in town), is about to marry a ""good ole boy."" Filled with hilarious repartee and not a few acerbic but humorously revealing verbal collisions, Steel Magnolias moves toward tragedy when, in the second act, the spunky Shelby (who is a diabetic) risks pregnancy and forfeits her life. The sudden realization of their mortality affects the others, but also draws on the underlying strength--and love--which give the play, and its characters, the special quality to make them truly touching, funny and marvelously amiable company in good times and bad.","March 13, 2011",http://www.albuquerquelittletheatre.org/MainStage.htm,"224 San Pasquale SW, Albuquerque, NM 87104",Steel Magnolias,http://www.theatermania.com/new-mexico/shows/steel-magnolias_170659/,Albuquerque Little Theatre,"February 25, 2011",$22.00 Adults;&nbsp;$20.00 Seniors;&nbsp;$18.00 Students;&nbsp;$10.00 Children under 12
888-818-7872,"Australia's most debonair musical export - The Ten Tenors - deliver a dynamic mix of vocal power ranging from high-tone opera, to jazz, disco, modern and classic pop - always with a stylized flair that leaves audiences breathless. Renowned as a musical force to be reckoned with, The Ten Tenors have impressed literally millions of fans on three continents and shared their commanding charm and vocal virtuosity at such venues as London's Royal Albert Hall, the Sydney Opera House, The Shrine Auditorium in Los Angeles and encore performances at the Spencer Theater for the Performing Arts. Expect these hot boys to tackle everything from Verdi and Puccini to the Bee Gees and Queen with a unique style that fuses artistry, musicianship and well-balanced comedy.",,http://www.spencertheater.com/win11/tenors.html,"108 Spencer Road, Alto, New Mexico 88312",The Ten Tenors,http://www.theatermania.com/new-mexico/shows/the-ten-tenors_174950/,Spencer Theater for the Performing Arts,,$66.00 - $69.00
505-988-1234,Jazz Great Tierney Sutton and her band bring smooth sounds to the Lensic.,,http://www.lensic.org/event_calendar/detail/197,"211 W. San Francisco St, Santa Fe, NM 87501",Tierney Sutton,http://www.theatermania.com/new-mexico/shows/tierney-sutton_174894/,The Lensic Performing Arts Center,,$20.00 - $72.00
575-523-6403,"The UCB Theatre is America's premier school for improv comedy and the Upright Citizens Brigade Touring Company (UCB TourCo) incorporates the very best of the theatres in NYC and LA. It's a chance to see the stars of tomorrow live on stage! The UCBTourCo show consists of two hilarious halves of the freshest longform improv the nation has to offer. The TourCo cast is hand-picked from the best improv comedians in New York City and Los Angeles - these performers are the ""next wave"" of comedy superstars from the theatre that brought you Amy Poehler, Horatio Sanz, Rob Corddry (The Daily Show), Ed Helms (The Daily Show, The Office), Rob Riggle (SNL, Daily Show), Paul Scheer & Rob Huebel (Best Week Ever), and many many more. Cast credits include Late Night with Conan O'Brien, MadTV, The Daily Show with Jon Stewart, The Showbiz Show with David Spade, MTV's Boiling Points, VH1's Best Week Ever to name a few.",,http://www.riograndetheatre.com/calendar/,"211 N Downtown Mall, Las Cruces, NM 88001",Upright Citizen's Brigade Touring Company,http://www.theatermania.com/new-mexico/shows/upright-citizens-brigade-touring-company_174923/,Rio Grande Theatre,,$15.00
