startDate,city,address,venue,description,longitude,zipcode,state,title,website,latitude,moreinfo
Ongoing.,,,,Seeking adult mentors for youth.,,,,Mentoring Partnership of SWPA,www.MentoringPittsburgh.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45313
Ongoing.,,,,Seeking adult mentors for youth.,,,,Mentoring Partnership of SWPA,www.MentoringPittsburgh.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45313
,,,,Educational program for low-income students. Garfield.,,,,The Neighborhood Academy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23240
,,,,Educational program for low-income students. Garfield.,,,,The Neighborhood Academy,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23240
,Pittsburgh,Allegheny Square East,New Hazlett Theater,Seeking volunteer ushers.,-80.00456,15212.0,PA,New Hazlett Theater,http://www.newhazletttheater.org,40.45251,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76060
,Pittsburgh,Allegheny Square East,New Hazlett Theater,Seeking volunteer ushers.,-80.00456,15212.0,PA,New Hazlett Theater,http://www.newhazletttheater.org,40.45251,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76060
,,,,Ushering and concessions for upcoming theatrical productions.,,,,New Place Collaborations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23215
,,,,Ushering and concessions for upcoming theatrical productions.,,,,New Place Collaborations,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23215
,,,,"Help families in hardship and crisis, nonmedical support for frail seniors.",,,,North Hills Community Outreach,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23216
,,,,"Help families in hardship and crisis, nonmedical support for frail seniors.",,,,North Hills Community Outreach,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23216
Ongoing.,,,,Make a difference in the lives of area kids through our dynamic tutoring program for kids K-12. No experience necessary; instructional support provided.,,,,North Hills Youth Ministry Counseling Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59027
Ongoing.,,,,Make a difference in the lives of area kids through our dynamic tutoring program for kids K-12. No experience necessary; instructional support provided.,,,,North Hills Youth Ministry Counseling Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59027
,,,,To work with terminally ill patients.,,,,Odyssey HealthCare,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23218
,,,,To work with terminally ill patients.,,,,Odyssey HealthCare,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23218
,,,,"Front and back of house, techies and more in all areas of theater production.",,,,Open Stage Theatre,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23219
,,,,"Front and back of house, techies and more in all areas of theater production.",,,,Open Stage Theatre,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23219
Ongoing.,,,,"Westmoreland  County no-kill shelter with many puppy mill rescues seeking foster homes and volunteers for all aspects of shelter operation: dog walking, cat cuddling, fund raising, etc. Yukon, PA.",,,,Pet Adoption League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:40975
Ongoing.,,,,"Westmoreland  County no-kill shelter with many puppy mill rescues seeking foster homes and volunteers for all aspects of shelter operation: dog walking, cat cuddling, fund raising, etc. Yukon, PA.",,,,Pet Adoption League,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:40975
,,,,"Daytime medical advocates, hotline work, special events and/or speakers bureau. South Side.",,,,Pittsburgh Action Against Rape,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23221
,,,,"Daytime medical advocates, hotline work, special events and/or speakers bureau. South Side.",,,,Pittsburgh Action Against Rape,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23221
,,,,"For special events, mailings, community education, client services and more. East Liberty.",,,,Pittsburgh AIDS Task Force,www.patf.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23223
,,,,"For special events, mailings, community education, client services and more. East Liberty.",,,,Pittsburgh AIDS Task Force,www.patf.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23223
,,,,Opportunities with community-service organizations throughout the area. All ages. Downtown.,,,,Pittsburgh Cares,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23224
,,,,Opportunities with community-service organizations throughout the area. All ages. Downtown.,,,,Pittsburgh Cares,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23224
,,,,Board positions open and volunteer staff needed.,,,,Pittsburgh Gay & Lesbian Film Festival,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23225
,,,,Board positions open and volunteer staff needed.,,,,Pittsburgh Gay & Lesbian Film Festival,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23225
,,,,Training docents for children and adult tours.,,,,Pittsburgh History & Landmarks Foundation,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23226
,,,,Training docents for children and adult tours.,,,,Pittsburgh History & Landmarks Foundation,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23226
,,,,"Media-literacy education, radio/TV production, writing/research, Web site development.",,,,Pittsburgh Independent Media Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23222
,,,,"Media-literacy education, radio/TV production, writing/research, Web site development.",,,,Pittsburgh Independent Media Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23222
,,,,Volunteers needed for Oct-March city-wide Family Series shows as well as May Children's Festival.,,,,Pittsburgh International Children's Theater,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23227
,,,,Volunteers needed for Oct-March city-wide Family Series shows as well as May Children's Festival.,,,,Pittsburgh International Children's Theater,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23227
,,,,"Help with outreach at concerts, clubs and fairs.",,,,Pittsburgh League of Young Voters,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23354
,,,,"Help with outreach at concerts, clubs and fairs.",,,,Pittsburgh League of Young Voters,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23354
,,,,"To work tables and seminars, make bird toys, fundraising and more.",,,,Pittsburgh Parrot Rescue,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23228
,,,,"To work tables and seminars, make bird toys, fundraising and more.",,,,Pittsburgh Parrot Rescue,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23228
,,,,For a wide variety of projects.,,,,Planned Parenthood of Western Pennsylvania,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23230
,,,,For a wide variety of projects.,,,,Planned Parenthood of Western Pennsylvania,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23230
,,,,Help women recovering from alcohol and other drug addictions. Swissvale.,,,,POWER,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23232
,,,,Help women recovering from alcohol and other drug addictions. Swissvale.,,,,POWER,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23232
,,,,"Children's environmental-education programs, office duties, museum retail store, special events, gardening and outdoor projects. Springdale.",,,,Rachel Carson Homestead,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23233
,,,,"Children's environmental-education programs, office duties, museum retail store, special events, gardening and outdoor projects. Springdale.",,,,Rachel Carson Homestead,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23233
,,,,Program to read to children. Various venues and times.,,,,READ! 365,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23234
,,,,Program to read to children. Various venues and times.,,,,READ! 365,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23234
Ongoing.,,,,Help low income seniors who are in need of home repairs to be safe warm & happy in their own homes.,,,,Rebuilding Together Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45149
Ongoing.,,,,Help low income seniors who are in need of home repairs to be safe warm & happy in their own homes.,,,,Rebuilding Together Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45149
,,,,,,,,Riding for the Handicapped,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23236
,,,,,,,,Riding for the Handicapped,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23236
Mondays-Sundays.,,,,To work on upcoming youth arts productions and events.,,,,Royal Tribe Arts Organization,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:25679
Mondays-Sundays.,,,,To work on upcoming youth arts productions and events.,,,,Royal Tribe Arts Organization,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:25679
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Become a volunteer, tour guide, or concierge. Contact Sandra Baker.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:32283
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Become a volunteer, tour guide, or concierge. Contact Sandra Baker.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:32283
,,,,To educate voters on environmental issues.,,,,Sierra Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23355
,,,,To educate voters on environmental issues.,,,,Sierra Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23355
,,,,Tutors needed for after-school homework club. And preschool assistants.,,,,South Hills Interfaith Ministries,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23237
,,,,Tutors needed for after-school homework club. And preschool assistants.,,,,South Hills Interfaith Ministries,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23237
Ongoing.,,,,Non-profit agency which provides quality residential care and life skills training for adults with developmental challenges throughout Allegheny County.,,,,"Southwinds, Inc.",www.southwindsinc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39933
Ongoing.,,,,Non-profit agency which provides quality residential care and life skills training for adults with developmental challenges throughout Allegheny County.,,,,"Southwinds, Inc.",www.southwindsinc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39933
,,,,To help with event preparations. Sewickley.,,,,Sweetwater Art Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23238
,,,,To help with event preparations. Sewickley.,,,,Sweetwater Art Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23238
,,,,To staff nonprofit store in Squirrel Hill providing income to Third World artisans.,,,,Ten Thousand Villages,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23239
,,,,To staff nonprofit store in Squirrel Hill providing income to Third World artisans.,,,,Ten Thousand Villages,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23239
,,,,,,,,The Thomas Merton Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23241
,,,,,,,,The Thomas Merton Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23241
Ongoing.,,,,Currently forming a Pittsburgh chapter.,,,,Twilight Wish Foundation,www.twilightwishfoundation.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:47522
Ongoing.,,,,Currently forming a Pittsburgh chapter.,,,,Twilight Wish Foundation,www.twilightwishfoundation.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:47522
,,,,"Cleaning, painting, decorating, stained-glass restoration and more. Highland Park.",,,,Union Project,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23244
,,,,"Cleaning, painting, decorating, stained-glass restoration and more. Highland Park.",,,,Union Project,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23244
Ongoing.,,,,"Looking for Political Activist Volunteers for member mobilization, communication, and strategic political actions. Free t-shirts, food. Downtown.",,,,United Steelworkers Activist Corps,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:36336
Ongoing.,,,,"Looking for Political Activist Volunteers for member mobilization, communication, and strategic political actions. Free t-shirts, food. Downtown.",,,,United Steelworkers Activist Corps,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:36336
,,,,To help visit hospitalized older patients. Training provided.,,,,UPMC Shadyside,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23245
,,,,To help visit hospitalized older patients. Training provided.,,,,UPMC Shadyside,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23245
,,,,"Animal advocacy, rescue and adoption and environmental work.",,,,Voices for Animals of Western PA,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23246
,,,,"Animal advocacy, rescue and adoption and environmental work.",,,,Voices for Animals of Western PA,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23246
,,,,Tutor training sessions offered.,,,,Washington County Literacy Council,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23247
,,,,Tutor training sessions offered.,,,,Washington County Literacy Council,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23247
,,,,Become advocates to end social violence against women.,,,,Womansplace,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23248
,,,,Become advocates to end social violence against women.,,,,Womansplace,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23248
,,,,Seeking volunteer receptionists. South Side.,,,,WYEP,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23249
,,,,Seeking volunteer receptionists. South Side.,,,,WYEP,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23249
Ongoing.,,,,"Volunteer opportunities to serve teenage mothers and their children. Mentors, childcare volunteers, etc. younglivespittsburgh.younglife.org",,,,YoungLives,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66753
Ongoing.,,,,"Volunteer opportunities to serve teenage mothers and their children. Mentors, childcare volunteers, etc. younglivespittsburgh.younglife.org",,,,YoungLives,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66753
,,,,"One-time volunteer projects for youth 12-21. Pittsburgh Cares, Downtown.",,,,Youth Engaged in Service,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23251
,,,,"One-time volunteer projects for youth 12-21. Pittsburgh Cares, Downtown.",,,,Youth Engaged in Service,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23251
,,,,Young-adult survivors of mental illness needed to support their peers. (Ages 14-27.),,,,Youth Outreach Union,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23252
,,,,Young-adult survivors of mental illness needed to support their peers. (Ages 14-27.),,,,Youth Outreach Union,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23252
,,,,"Share craft, talent or profession with teens.",,,,YWCA Teen Services Department,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23253
,,,,"Share craft, talent or profession with teens.",,,,YWCA Teen Services Department,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23253
Today,Pittsburgh,4523 Liberty Avenue,BoxHeart Gallery,"Reception Jan. 8, 5-8 p.m.",-79.95093,15224.0,PA,10th Annual Art Inter/National Exhibition,http://www.boxheart.org,40.46289,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89229
Today,Ligonier,1 Boucher Lane,Southern Alleghenies Museum of Art,75 works from 75 artists.,-79.24009,15658.0,PA,15th Annual Regional Juried Art Exhibition,http://www.sama-art.org,40.23658,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87398
Today,Pittsburgh,4400 Forbes Avenue,Carnegie Museum of Art,Works on Paper Gallery.,-79.94926,15213.0,PA,Andre Kertesz: On Reading,http://www.cmoa.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86847
Today,Pittsburgh,4400 Forbes Avenue,Carnegie Museum of Art,Innovative bridges & concrete shell structures designed by leading 20th-century engineers.,-79.94926,15213.0,PA,The Art of Structure,http://www.cmoa.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85462
Today,Pittsburgh,206 S.Highland Ave.,The Gallery 4,Recent work by Michael Walsh.,-79.92517,15206.0,PA,Coming Full Circle,,40.45831,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89212
,Pittsburgh,Woodland Road,Chatham University,African Art from the Olkes Collection.,-79.92356,15232.0,PA,Culture in Context,http://www.chatham.edu,40.44797,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:22728
Today,Pittsburgh,2100 Smallman Street,The Society for Contemporary Craft,15 artists from diverse geographic locations.,-79.98394,15222.0,PA,DIY: A Revolution in Handicrafts,http://www.contemporarycraft.org,40.45235,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84677
March 11,Pittsburgh,1815 Metropolitan Street,Manchester Craftsmen's Guild,Solo exhibitions by Phil Borges & LaToya Ruby Frazier.,-80.03185,15233.0,PA,Documentary & Divergence,http://www.manchesterguild.org,40.45723,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85952
Today,Pittsburgh,5833 Ellsworth Avenue,Morgan Contemporary Glass Gallery,Eleven female artists.,-79.92997,15232.0,PA,Domesticity: How We Live,http://www.morganglassgallery.com,40.45692,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86236
Today,Pittsburgh,1015 E. Carson Street,Silver Eye Center for Photography,Exhibitions by Laura Heyman & Laura Bell.,-79.98797,15203.0,PA,Fellowship 2010,http://www.silvereye.org,40.42884,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88246
Today,Pittsburgh,5871 Forbes Ave.,Christine Frechard Gallery,"Photography by Rebecca Bailey, Farras Abdelnour, Lindy La Due.",-79.92017,15217.0,PA,Give Art: The Gift of Inspiration,http://www.christinefrechardgallery.com,40.43825,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88932
,Pittsburgh,531 E. Ohio St.,Photo Antiquities,Plus preservation and education exhibits. Native American photos on display thru November.,-79.99955,15212.0,PA,The History of Photography,http://www.photoantiquities.org,40.45351,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23842
Today,Pittsburgh,117 Sandusky Street,Andy Warhol Museum,Long-term exhibition of Warhol's film & video work.,-80.00236,15212.0,PA,"I Just Want to Watch: Warhol's Film, Video and Television",http://www.warhol.org,40.44841,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76472
,Pittsburgh,500 Sampsonia Way,Mattress Factory,"Works by Turrell, Lutz, Kusama, Anastasi, Highstein, Wexler & Woodrow.",-80.0124,15212.0,PA,Ongoing Installations,http://www.mattress.org,40.45679,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23838
Today,West Homestead,449 West 8th Ave.,Bulgarian-Macedonian National Education and Cultural Center,Recent paintings by Georgi Petrov.,-79.91753,15120.0,PA,Password Love,http://www.bmnecc.org,40.40175,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87739
,Pittsburgh,117 Sandusky Street,Andy Warhol Museum,Artwork and artifacts by the famed Pop Artist.,-80.00236,15212.0,PA,Permanent collection,http://www.warhol.org,40.44841,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23119
,Pittsburgh,7227 Reynolds Street,Frick Art &#38; Historical Center,,-79.90251,15208.0,PA,Permanent collection of European Art,http://www.frickart.org,40.44634,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:22730
,Pittsburgh,4300 Butler St.,Picturesque Photography & Gifts,,-79.96011,15201.0,PA,Photography by Brenda Knoll,http://www.picturesquephotographygifts.com,40.47061,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23857
Today,Pittsburgh,420 Boulevard of the Allies,Art Institute of Pittsburgh,,-79.9994,15219.0,PA,Pittsburgh Society of Artists Annual Members Exhibition,http://www.artinstitutes.edu/pittsburgh,40.4375,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88458
Today,Pittsburgh,,James Gallery,"Paper: burned, sliced, disguised, reclaimed, reconfigured. Group show.",-80.03343,15220.0,PA,Pulp Friction,http://www.jamesgallery.net,40.4414,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88436
Today,Pittsburgh,500 Sampsonia Way,Mattress Factory,,-80.0124,15212.0,PA,Queloides: Race and Racism in Cuban Contemporary Art,http://www.mattress.org,40.45679,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89483
,Pittsburgh,4525 Liberty Ave.,Crazy Mocha Coffee Company,Work by Ron Copeland.,-79.95088,15224.0,PA,Recent Assemblage & Collage,,40.46286,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88979
,Pittsburgh,3900 Forbes Ave.,Barco Law Library,Photography by Daniel Coyle.,0.0,15213.0,PA,"Rustique, the Art of Oxidation",,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87738
,Pittsburgh,3623 Butler St.,Espresso a Mano,"Photo-paintings by Gregory Scott Williams, Jr.",-79.96504,15201.0,PA,Secrets: Nudes From the Muslim World,,40.46609,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86783
Today,Pittsburgh,519 E. Ohio St.,Fein Art Gallery,,-79.99993,15212.0,PA,Third Annual Holiday Art Sale,http://www.feinartgallery.com,40.45343,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88457
,Pittsburgh,6300 Fifth Avenue,Pittsburgh Center for the Arts,Presented by Group A.,-79.91967,15232.0,PA,"Touch Me, Please",http://www.pittsburgharts.org,40.45303,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84749
Mondays-Saturdays. Jan.  7   Feb. 28,Sewickley,533 Beaver St.,Sewickley Herald Gallery,"A Painting Exhibition by Tara Zalewsky-Nease. Opening reception Jan. 7, 6-8 p.m.",-80.17966,15143.0,PA,Traveling Creatures,,40.53953,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88998
Today,Pittsburgh,5472 Penn Ave.,Pittsburgh Glass Center,Installation by Fumino Hora.,-79.93301,15206.0,PA,The Way of Samsara,http://www.pittsburghglasscenter.org,40.46412,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86376
Today,Pittsburgh,5000 Forbes Ave,Miller Gallery at Carnegie Mellon University,"Steelers Fan Collections, Rituals, and Obsessions.",-79.93777,15213.0,PA,Whatever It Takes,http://www.cmu.edu/millergallery,40.44266,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84628
Today,Pittsburgh,719 Liberty Avenue,Benedum Center,"Presented by The Pittsburgh Cultural Trust, Pittsburgh Symphony & Broadway Across America.",-79.99922,15222.0,PA,Mary Poppins,http://www.pgharts.org,40.44261,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89144
,Green Tree,101 Radisson Dr.,The Funny Bone,Weekly showcase of local/regional talent.,-80.05791,15219.0,PA,Best of the Burgh,http://funnybonepgh.com,40.41814,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23890
"Tuesdays, 8 p.m",Finleyville,3710 State Route 88,Roy's By the Tracks,,-79.98936,15332.0,PA,Comedy Open Mic,,40.25635,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85407
"Tuesdays, 9 p.m",Pittsburgh,1306 E. Carson Street,Smiling Moose,Hosted by Mitch Mekulsia.,-79.98499,15203.0,PA,Open Mic Stand Up Comedy Nite,,40.42866,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55957
,,,Bayernhof Museum,Large collection of automatic roll-played musical instruments and music boxes in a mansion setting. Call for appointment.,-79.91521,,,Bayernhof Museum,http://www.bayernhofmuseum.com,40.49899,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23316
,Pittsburgh,4400 Forbes Avenue,Carnegie Museum of Natural History,,-79.94926,15213.0,PA,Carnegie Museum of Natural History,http://www.carnegiemnh.org,40.44413,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23156
,Pittsburgh,1 Allegheny Avenue,Carnegie Science Center,,-80.00345,15212.0,PA,Carnegie Science Center,http://www.carnegiesciencecenter.org,40.45222,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23661
,Ligonier,US Route 30,Compass Inn,Demos and tours with costumed guides featuring this restored stagecoach stop.,-79.17752,15655.0,PA,Compass Inn,http://www.compassinn.com,40.20487,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23318
,Allison Park,4743 S. Pioneer Road,Depreciation Lands Museum,Small living history museum celebrating the settlement and history of the Depreciation Lands.,-79.94862,15101.0,PA,Depreciation Lands Museum,http://www.depreciationlandsmusem.org,40.59508,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:51164
,Homestead,623 East 8th Avenue,Rivers of Steel National Heritage Area,Steel industry and community artifacts from 1881-1986.,-79.9045,15120.0,PA,Exhibits on the Homestead Mill,http://www.riversofsteel.com,40.40916,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23506
,Mill Run,Rt. 381,Fallingwater,Tour the famed Frank Lloyd Wright house.,-79.4512,15464.0,PA,Fallingwater,http://www.fallingwater.org,39.98258,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23319
,Pittsburgh,320 6th Avenue,First Presbyterian Church,Tours of 13 Tiffany stained-glass windows,-79.99898,15222.0,PA,First Presbyterian Church,http://www.fpcp.org,40.44174,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23320
,Pittsburgh,Point State Park,Fort Pitt Museum,Reconstructed fort houses museum of Pittsburgh history circa French & Indian War and American Revolution.,0.0,15222.0,PA,Fort Pitt Museum,http://www.fortpittmuseum.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78122
,Pittsburgh,7227 Reynolds Street,Frick Art &#38; Historical Center,"Ongoing: tours of Clayton, the Frick estate, with classes, car & carriage museum. Nov. 19 - Jan. 2: Holidays at the Frick: A Gilded Age Christmas.",-79.90251,15208.0,PA,Frick Art & Historical Center,http://www.frickart.org,40.44634,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23149
Tuesdays-Sundays. Jan. 11   Jan. 31,Pittsburgh,117 Sandusky Street,Andy Warhol Museum,From the permanent collection of the Friends of Hôpital Albert Schweitzer Haiti.,-80.00236,15212.0,PA,Haiti at the Warhol,http://www.warhol.org,40.44841,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89326
,Allison Park,200 Hartwood Acres,Hartwood Acres,"Tour this Tudor mansion and stable complex, and enjoy hikes and outdoor activities in the surrounding park.",-79.91108,15101.0,PA,Hartwood Acres,http://www.friendsofhartwood.org,40.56947,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23323
,Chalk Hill,,Kentuck Knob,,-79.51117,15431.0,PA,Kentuck Knob,http://www.kentuckknob.com,39.87448,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23657
,Butler,322 N. McKean St.,Maridon Museum,"Collection includes jade and ivory statues from China and Japan, as well as Meissen porcelain.",-79.89356,16001.0,PA,Maridon Museum,http://www.maridon.org,40.86407,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23494
,Millvale,24 Maryland Ave.,St. Nicholas Croatian Catholic Church,"Mid-20th century murals depicting war, social justice and the immigrant experience in America.",-79.96969,15209.0,PA,Maxo Vanka Murals,,40.47701,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78532
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,Mario Lemieux's Personal Trophy Collection.,-79.99289,15222.0,PA,Memories of Mario,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89331
