allDates,moreInfoLink,name,address,city,price,description,venueName,state,image
"03/13/2011, 03/06/2011, 02/27/2011, 04/03/2011, 05/15/2011, 05/22/2011, 05/01/2011, 04/24/2011, 04/17/2011, 04/10/2011, 05/08/2011, 03/27/2011, 03/20/2011",http://www.villagevoice.com/events/sunday-gospel-brunch-477797/,'Sunday Gospel Brunch',237 W. 42nd St.,New York,$40-$42.50,Featuring the Harlem Gospel Choir.</p>,B.B. King Blues Club & Grill,NY,
"03/04/2011, 04/22/2011, 04/15/2011, 04/08/2011, 04/01/2011, 03/25/2011, 03/18/2011, 03/11/2011, 05/27/2011, 05/20/2011, 05/13/2011, 05/06/2011, 04/29/2011",http://www.villagevoice.com/events/gospel-queens-of-brooklyn-1311233/,Gospel Queens of Brooklyn,75 Christopher St.,New York,,,Fat Cat,NY,
03/04/2011,http://www.villagevoice.com/events/steve-wynn-and-the-miracle-3-2405955/,Steve Wynn & The Miracle 3,154 Ludlow St.,New York,$10,,Living Room,NY,
03/05/2011,http://www.villagevoice.com/events/debutante-hour-mso-kinglsey-flood-2406036/,Debutante Hour+MSO+Kinglsey Flood,327 Bowery,New York,,,Bowery Electric,NY,
03/05/2011,http://www.villagevoice.com/events/john-fries-and-the-heat-tim-mac-emily-brooke-2412135/,John Fries & the Heat+Tim Mac+Emily Brooke,159 E. Houston St.,New York,,,National Underground,NY,
03/05/2011,http://www.villagevoice.com/events/the-river-james-the-john-henrys-the-library-2406038/,The River James+the John Henrys+the Library,327 Bowery,New York,,,Bowery Electric,NY,
03/05/2011,http://www.villagevoice.com/events/needmore-find-vienna-2411802/,Needmore+Find Vienna,214 Sullivan St.,New York,$10,,Sullivan Hall,NY,
03/05/2011,http://www.villagevoice.com/events/sami-akbari-jennifer-greer-and-john-shannon-erene-2405956/,Sami Akbari+Jennifer Greer & John Shannon+Erene,154 Ludlow St.,New York,,,Living Room,NY,
03/05/2011,http://www.villagevoice.com/events/the-juggs-atlantic-pacific-vs-antelope-2411712/,The Juggs+Atlantic/Pacific+Vs. Antelope,158 Ludlow St.,New York,$10,,Pianos,NY,
03/05/2011,http://www.villagevoice.com/events/turrigenous-ikillya-borgo-pass-2406050/,Turrigenous+Ikillya+Borgo Pass,9 Great Jones,New York,$10,,Ace of Clubs,NY,
03/05/2011,http://www.villagevoice.com/events/the-hixon-slam-one-down-flames-of-fury-2411902/,The Hixon+Slam One Down+Flames of Fury,256 Grand St.,Brooklyn,$12,,The Trash Bar,NY,
03/05/2011,http://www.villagevoice.com/events/pogo-telepath-2406196/,Pogo+Telepath,431 W. 16th St.,New York,$12-$15,,Highline Ballroom,NY,
03/05/2011,http://www.villagevoice.com/events/akron-family-delicate-steve-2406055/,Akron/Family+Delicate Steve,6 Delancey,New York,$15,,Bowery Ballroom,NY,
03/05/2011,http://www.villagevoice.com/events/the-beets-the-twitchers-teardrops-2412062/,The Beets+the Twitchers+Teardrops,245 Grand Street,Brooklyn,$8,,Bruar Falls,NY,
03/05/2011,http://www.villagevoice.com/events/deluka-zoobombs-new-collisions-2412002/,Deluka+Zoobombs+New Collisions,125 E. 11th St.,New York,$12,,Webster Hall,NY,
03/05/2011,http://www.villagevoice.com/events/el-drugstore-mugen-huso-2406162/,El Drugstore+Mugen Huso,105 Eldridge St.,New York,$8,,Fontana's,NY,
03/05/2011,http://www.villagevoice.com/events/emily-warren-and-the-betters-shape-machine-jess-turner-2406117/,Emily Warren & the Betters+Shape Machine+Jess Turner,152 Ludlow St.,New York,$8,,Cake Shop,NY,
03/05/2011,http://www.villagevoice.com/events/natur-pilgrim-hour-of-13-2406111/,Natur+Pilgrim+Hour of 13,152 Ludlow St.,New York,$8,,Cake Shop,NY,
03/05/2011,http://www.villagevoice.com/events/the-poor-things-reformed-whores-colonial-radio-2411699/,The Poor Things+Reformed Whores+Colonial Radio,709 Lorimer St.,Brooklyn,free,,Pete's Candy Store,NY,
03/05/2011,http://www.villagevoice.com/events/the-nico-blues-those-mockingbirds-hands-on-the-stereo-2406014/,The Nico Blues+Those Mockingbirds+Hands on the Stereo,1039 Washington St.,Hoboken,$8,,Maxwell's,NJ,
03/05/2011,http://www.villagevoice.com/events/danny-walsh-quartet-2412102/,Danny Walsh Quartet,151 W. 51st St.,New York,,,Palio Bar,NY,
03/05/2011,http://www.villagevoice.com/events/flora-and-fauna-apache-kid-baby-brother-2412088/,Flora & Fauna+Apache Kid+Baby Brother,184 Bedford Ave.,Brooklyn,,,Spike Hill,NY,
03/05/2011,http://www.villagevoice.com/events/hate-my-day-jobs-anxieteam-nightmare-and-the-cat-2405919/,Hate My Day Jobs+Anxieteam+Nightmare & the Cat,93 Second Ave.,New York,$6,,Lit Lounge,NY,
03/05/2011,http://www.villagevoice.com/events/heaven-papertwin-nothing-2412116/,Heaven+Papertwin+Nothing,484 Union Ave.,Brooklyn,,,Union Pool,NY,
03/05/2011,http://www.villagevoice.com/events/psychic-paramount-talk-normal-eleven-twenty-nine-2412025/,Psychic Paramount+Talk Normal+Eleven Twenty-Nine,49 S. 2nd St.,Brooklyn,$8,,Death By Audio,NY,
03/05/2011,http://www.villagevoice.com/events/smith-westerns-unknown-mortal-orchestra-2412076/,Smith Westerns+Unknown Mortal Orchestra,361 Metropolitan Ave.,Brooklyn,sold out,,Knitting Factory,NY,
"05/02/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/09/2011, 05/16/2011, 05/23/2011",http://www.villagevoice.com/events/laid-off-mondays-795481/,'Laid Off Mondays',168 Delancey,New York,,,The Delancey,NY,
"02/28/2011, 04/18/2011, 04/11/2011, 04/04/2011, 03/28/2011, 03/21/2011, 03/07/2011, 03/14/2011, 05/23/2011, 05/16/2011, 05/09/2011, 05/02/2011, 04/25/2011",http://www.villagevoice.com/events/michael-powers-419665/,Michael Powers,149 Bleecker St.,New York,,,Terra Blues,NY,
"05/23/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 05/09/2011, 05/16/2011",http://www.villagevoice.com/events/monday-night-vinyl-club-908785/,'Monday Night Vinyl Club',149 7th St.,Brooklyn,free,,Bell House,NY,
"05/16/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 05/09/2011, 05/23/2011",http://www.villagevoice.com/events/cangelosi-cards-387934/,Cangelosi Cards,700 E. 9th St.,New York,,,Banjo Jim's,NY,
"05/09/2011, 05/23/2011, 05/16/2011, 02/28/2011, 03/07/2011, 03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011",http://www.villagevoice.com/events/chicha-libre-229393/,Chicha Libre,376 9th St.,Brooklyn,,"Beside being a popular alcoholic beverage, chicha is also the name of the psychedelic cumbia sound fermented in Peru's Amazonian rainforests during the '70s. Barb&egrave;s owner Olivier Conan, who anthologized chicha's origins in one of last year's finer compilations, fronts a terrific chicha dance combo with members of One Ring Zero and Las Rubias del Norte. They open a portal to Peru here nearly every Monday, and their fine new album will bubble your brain, too.</p>",Barbes,NY,http://vvoice.vo.llnwd.net/e12/2405737.47.jpg
"02/28/2011, 04/18/2011, 04/11/2011, 04/04/2011, 03/28/2011, 03/21/2011, 03/14/2011, 03/07/2011, 05/23/2011, 05/16/2011, 05/09/2011, 05/02/2011, 04/25/2011",http://www.villagevoice.com/events/jim-campilongo-electric-trio-2326618/,Jim Campilongo Electric Trio,154 Ludlow St.,New York,$8,With Stephan Crump and Tony Mason.</p>,Living Room,NY,
"03/14/2011, 03/07/2011, 02/28/2011, 05/09/2011, 05/02/2011, 04/25/2011, 04/18/2011, 04/11/2011, 04/04/2011, 03/28/2011, 03/21/2011, 05/23/2011, 05/16/2011",http://www.villagevoice.com/events/monday-night-open-jam-425715/,'Monday Night Open Jam',18 W. 24th St.,New York,,,Cutting Room,NY,
"05/03/2011, 05/24/2011, 05/17/2011, 05/10/2011, 04/26/2011, 04/19/2011, 04/12/2011, 04/05/2011, 03/29/2011, 03/22/2011, 03/15/2011, 03/08/2011, 03/01/2011",http://www.villagevoice.com/events/gotham-rocks-922909/,'Gotham Rocks',199 Bowery,New York,$10,,Crash Mansion,NY,
"03/09/2011, 03/16/2011, 03/23/2011, 03/30/2011, 04/06/2011, 03/02/2011, 04/13/2011, 04/20/2011, 04/27/2011, 05/04/2011, 05/11/2011, 05/18/2011, 05/25/2011",http://www.villagevoice.com/events/amateur-night-453955/,'Amateur Night',253 W. 125th St.,New York,$15-$25,,Apollo Theater,NY,
"03/02/2011, 03/09/2011, 03/16/2011, 03/23/2011, 03/30/2011, 04/06/2011, 04/13/2011, 04/20/2011, 04/27/2011, 05/04/2011, 05/11/2011, 05/25/2011, 05/18/2011",http://www.villagevoice.com/events/roots-155157/,Roots,18 Little West 12th St.,New York,$15,Louie Vega and Kevin Hedge spin deep house.</p>,Cielo,NY,
"05/25/2011, 03/09/2011, 03/02/2011, 03/16/2011, 03/23/2011, 03/30/2011, 04/06/2011, 04/13/2011, 04/20/2011, 04/27/2011, 05/04/2011, 05/11/2011, 05/18/2011",http://www.villagevoice.com/events/soulgasm-155045/,Soulgasm,248 E. Fifth St.,New York,$5,"DJ Bryan Cox and Spin Dynasty's Rob Flow spin house, funk, soul, and old-school hip-hop.</p>",Leopard Lounge,NY,
"03/10/2011, 05/26/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 04/14/2011, 04/07/2011, 03/31/2011, 03/17/2011, 03/03/2011, 03/24/2011",http://www.villagevoice.com/events/small-beast-music-salon-795480/,'Small Beast Music Salon',168 Delancey,New York,free,,The Delancey,NY,
"03/03/2011, 05/05/2011, 05/12/2011, 05/19/2011, 05/26/2011, 04/28/2011, 04/21/2011, 04/14/2011, 04/07/2011, 03/31/2011, 03/24/2011, 03/17/2011, 03/10/2011",http://www.villagevoice.com/events/ashford-and-simpsons-legendary-open-mic-night-477208/,'Ashford & Simpson's Legendary Open Mic Night',254 W. 72nd St.,New York,,,Sugar Bar,NY,
"03/24/2011, 03/31/2011, 04/07/2011, 05/26/2011, 03/03/2011, 04/14/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 03/10/2011, 03/17/2011",http://www.villagevoice.com/events/blue-sky-thursdays-155046/,Blue Sky Thursdays,248 E. Fifth St.,New York,,Miss Blue Sky hosts a night of deep and tech house.</p>,Leopard Lounge,NY,
"05/05/2011, 03/10/2011, 03/03/2011, 05/26/2011, 05/19/2011, 03/17/2011, 05/12/2011, 03/24/2011, 03/31/2011, 04/07/2011, 04/14/2011, 04/21/2011, 04/28/2011",http://www.villagevoice.com/events/hits-983948/,Hits,100 Lafayette St.,New York,$5,,Santos' Party House,NY,
"05/27/2011, 03/04/2011, 03/11/2011, 03/18/2011, 03/25/2011, 04/01/2011, 04/08/2011, 04/15/2011, 04/22/2011, 04/29/2011, 05/06/2011, 05/13/2011, 05/20/2011",http://www.villagevoice.com/events/baby-johnson-532124/,Baby Johnson,151 Bleecker St.,New York,,,The Red Lion,NY,
"05/27/2011, 04/01/2011, 03/25/2011, 03/18/2011, 03/11/2011, 03/04/2011, 04/08/2011, 04/15/2011, 04/22/2011, 04/29/2011, 05/06/2011, 05/13/2011, 05/20/2011",http://www.villagevoice.com/events/razor-boy-music-presents-864154/,'Razor Boy Music Presents',147 Bleecker St.,New York,$5,,The Bitter End,NY,
"05/06/2011, 05/13/2011, 05/20/2011, 05/27/2011, 04/22/2011, 04/29/2011, 04/01/2011, 03/04/2011, 03/11/2011, 03/18/2011, 04/15/2011, 03/25/2011, 04/08/2011",http://www.villagevoice.com/events/between-a-rock-and-a-hard-place-559736/,'Between a Rock & a Hard Place',199 Bowery,New York,,,Crash Mansion,NY,
"04/08/2011, 03/04/2011, 03/11/2011, 03/18/2011, 03/25/2011, 04/01/2011, 04/15/2011, 04/22/2011, 04/29/2011, 05/06/2011, 05/13/2011, 05/20/2011, 05/27/2011",http://www.villagevoice.com/events/michael-powers-frequency-419669/,Michael Powers Frequency,149 Bleecker St.,New York,,,Terra Blues,NY,
"04/29/2011, 05/13/2011, 05/20/2011, 05/27/2011, 03/11/2011, 03/18/2011, 03/25/2011, 04/01/2011, 04/08/2011, 04/15/2011, 04/22/2011, 03/04/2011, 05/06/2011",http://www.villagevoice.com/events/tatler-155144/,Tatler,409 W. 14th St.,New York,$20,"A saucy soiree hosted by the Queen Mum of Motherfucker himself, Michael T.</p>",Lotus,NY,
"04/30/2011, 03/05/2011, 03/12/2011, 03/19/2011, 03/26/2011, 04/02/2011, 04/09/2011, 04/16/2011, 04/23/2011, 05/07/2011, 05/14/2011, 05/21/2011",http://www.villagevoice.com/events/beatles-brunch-800394/,'Beatles Brunch',237 W. 42nd St.,New York,$40-$42.50,,B.B. King Blues Club & Grill,NY,
"05/21/2011, 03/05/2011, 03/12/2011, 03/19/2011, 03/26/2011, 04/02/2011, 04/09/2011, 04/16/2011, 04/23/2011, 04/30/2011, 05/07/2011, 05/14/2011",http://www.villagevoice.com/events/strawberry-fields-a-tribute-to-the-beatles-477793/,'Strawberry Fields: A Tribute to the Beatles',237 W. 42nd St.,New York,$25-$43,,B.B. King Blues Club & Grill,NY,
"03/05/2011, 03/12/2011, 03/19/2011, 03/26/2011, 04/02/2011, 04/09/2011, 04/16/2011, 04/23/2011, 04/30/2011, 05/07/2011, 05/14/2011, 05/21/2011",http://www.villagevoice.com/events/the-rewind-show-454050/,The Rewind Show,431 W. 16th St.,New York,$20,,Highline Ballroom,NY,
"05/01/2011, 05/22/2011, 05/15/2011, 02/27/2011, 03/06/2011, 03/13/2011, 03/20/2011, 03/27/2011, 04/03/2011, 04/10/2011, 04/17/2011, 04/24/2011, 05/08/2011",http://www.villagevoice.com/events/bell-house-rocks-806254/,Bell House Rocks,149 7th St.,Brooklyn,$10,,Bell House,NY,
"05/15/2011, 05/08/2011, 05/01/2011, 04/24/2011, 04/17/2011, 04/10/2011, 04/03/2011, 03/27/2011, 03/20/2011, 03/13/2011, 03/06/2011, 02/27/2011, 05/22/2011",http://www.villagevoice.com/events/live-band-karaoke-563518/,Live Band Karaoke,157 Bleecker St.,New York,,,Kenny's Castaways,NY,
"05/15/2011, 05/22/2011, 04/03/2011, 04/10/2011, 03/20/2011, 03/13/2011, 03/06/2011, 02/27/2011, 03/27/2011, 04/17/2011, 04/24/2011, 05/01/2011, 05/08/2011",http://www.villagevoice.com/events/drinkland-drumnbass-sundays-155140/,Drinkland Drum'n'Bass Sundays,339 E. 10th St.,New York,,"With resident DJs I-Cue, Amadeus, and Paul C.</p>",Plan B,NY,
"3/12/2011, 4/9/2011, 5/14/2011",http://www.villagevoice.com/events/consignment-463525/,'Consignment',16 Main St.,Brooklyn,free,"With Broken Spurs, Dynasty Electric, and Fan-Tan.</p>",Galapagos Art Space,NY,
"03/05/2011, 05/21/2011, 05/14/2011, 05/07/2011, 04/30/2011, 04/23/2011, 04/16/2011, 04/09/2011, 04/02/2011, 03/26/2011, 03/19/2011, 03/12/2011",http://www.villagevoice.com/events/back-to-the-80s-show-1183594/,'Back to the '80s Show',285 W. Broadway,New York,$8,,Canal Room,NY,
"05/01/2011, 05/15/2011, 05/08/2011, 02/27/2011, 04/24/2011, 05/22/2011, 04/17/2011, 04/10/2011, 04/03/2011, 03/27/2011, 03/20/2011, 03/13/2011, 03/06/2011",http://www.villagevoice.com/events/bleecker-st-all-stars-martin-craig-510370/,Bleecker St. All-Stars+Martin Craig,151 Bleecker St.,New York,,,The Red Lion,NY,
"05/23/2011, 05/16/2011, 05/09/2011, 05/02/2011, 04/25/2011, 04/18/2011, 04/11/2011, 04/04/2011, 03/28/2011, 03/21/2011, 03/14/2011, 03/07/2011, 02/28/2011",http://www.villagevoice.com/events/monday-night-open-mic-673371/,'Monday Night Open Mic',157 Bleecker St.,New York,,Hosted by Bobby Kane.</p>,Kenny's Castaways,NY,
"03/28/2011, 03/21/2011, 03/14/2011, 03/07/2011, 02/28/2011, 05/16/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 05/09/2011, 05/23/2011, 04/04/2011",http://www.villagevoice.com/events/no-cover-monday-1397789/,'No Cover Monday',125 E. 11th St.,New York,free,,Webster Hall,NY,
"03/16/2011, 03/02/2011, 04/13/2011, 04/06/2011, 03/30/2011, 03/23/2011, 03/09/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011, 04/27/2011, 04/20/2011",http://www.villagevoice.com/events/in-the-basement-936749/,In the Basement,152 Orchard St.,New York,,,The Annex,NY,
"03/02/2011, 04/13/2011, 04/27/2011, 03/16/2011, 03/23/2011, 03/09/2011, 03/30/2011, 04/06/2011, 04/20/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011",http://www.villagevoice.com/events/fio-1589018/,Fio,157 Bleecker St.,New York,,,Kenny's Castaways,NY,
"03/08/2011, 03/01/2011, 05/24/2011, 04/12/2011, 04/19/2011, 04/26/2011, 05/03/2011, 05/10/2011, 05/17/2011, 04/05/2011, 03/29/2011, 03/22/2011, 03/15/2011",http://www.villagevoice.com/events/slavic-soul-party-155084/,'Slavic Soul Party',376 9th St.,Brooklyn,$10,"Slavic Soul Party are Eastern Europe's answer to the funk (and ""Grunt"") of the J.B.'s or, more recently, the Budos Band. On their recordings, and every Tuesday at Barb&egrave;s, the 10-person brass ensemble pins Gypsy melodies against the sort of jazzy r&b horn collages you hear in movies adapted from Elmore Leonard books. The best part, though, is how they interact with their audience at their concerts, sometimes breaking the fourth wall, and really making each word in their name&#151;especially the last&#151;pull its weight.</p>",Barbes,NY,http://vvoice.vo.llnwd.net/e12/4232102.47.jpg
03/05/2011,http://www.villagevoice.com/events/oleta-adams-2405989/,Oleta Adams,237 W. 42nd St.,New York,$30-$35,,B.B. King Blues Club & Grill,NY,
03/05/2011,http://www.villagevoice.com/events/meta-and-the-cornerstones-kevin-batchelor-2406294/,Meta & the Cornerstones+Kevin Batchelor,200 Hudson St.,New York,$12-$15,,92Y Tribeca,NY,
"03/30/2011, 03/16/2011, 03/09/2011, 03/02/2011, 03/23/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011, 04/27/2011, 04/20/2011, 04/13/2011, 04/06/2011",http://www.villagevoice.com/events/little-rickys-rib-shack-303647/,Little Ricky's Rib Shack,419 W. 13th St.,New York,$10,"DJ Rich Medina spins soul, hip-hop, Afrobeat, and jazz downstairs.</p>",APT,NY,
"03/14/2011, 03/21/2011, 03/28/2011, 04/04/2011, 04/11/2011, 04/18/2011, 04/25/2011, 05/02/2011, 05/09/2011, 05/16/2011, 05/23/2011, 03/07/2011, 02/28/2011",http://www.villagevoice.com/events/monday-night-soul-sessions-609878/,'Monday Night Soul Sessions',345 Grand St.,Brooklyn,,"Hosted by Chauncey Yearwood with Andy Cotton, Brian J, and more.</p>",Rose Live Music,NY,
03/04/2011,http://www.villagevoice.com/events/professor-louie-and-the-cromatix-2411726/,Professor Louie & the Cromatix,375 Third Ave.,New York,,,Rodeo Bar,NY,
"04/30/2011, 05/07/2011, 05/21/2011, 05/14/2011, 03/12/2011, 03/19/2011, 03/26/2011, 04/02/2011, 04/09/2011, 04/16/2011, 04/23/2011, 03/05/2011",http://www.villagevoice.com/events/open-mic-with-wayne-kral-and-rick-snyder-586090/,'Open Mic with Wayne Kral & Rick Snyder',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"4/9/2011, 5/14/2011, 3/12/2011",http://www.villagevoice.com/events/downhome-live-389420/,'Downhome Live',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"3/19/2011, 4/16/2011, 5/21/2011",http://www.villagevoice.com/events/strictly-bluegrass-615529/,'Strictly Bluegrass',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"4/16/2011, 5/21/2011, 3/19/2011",http://www.villagevoice.com/events/latin-ny-now-445657/,'Latin NY Now',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"03/30/2011, 05/18/2011, 05/25/2011, 04/06/2011, 05/11/2011, 05/04/2011, 04/27/2011, 04/20/2011, 04/13/2011, 03/02/2011, 03/09/2011, 03/16/2011, 03/23/2011",http://www.villagevoice.com/events/terry-waldo-515652/,Terry Waldo,700 E. 9th St.,New York,,,Banjo Jim's,NY,
"05/11/2011, 05/04/2011, 05/25/2011, 03/02/2011, 03/09/2011, 03/16/2011, 03/23/2011, 03/30/2011, 04/06/2011, 04/13/2011, 04/20/2011, 04/27/2011, 05/18/2011",http://www.villagevoice.com/events/roots-n-ruckus-418289/,'Roots N Ruckus',315 Columbia St.,Brooklyn,,,Jalopy Theatre,NY,
"05/15/2011, 05/08/2011, 05/01/2011, 04/24/2011, 04/17/2011, 04/10/2011, 04/03/2011, 03/27/2011, 03/20/2011, 03/13/2011, 03/06/2011, 02/27/2011, 05/22/2011",http://www.villagevoice.com/events/vicious-country-1576694/,'Vicious Country',375 Third Ave.,New York,,With Popa Chubby and Galea.</p>,Rodeo Bar,NY,
"05/18/2011, 05/25/2011, 05/11/2011, 05/04/2011, 04/27/2011, 04/20/2011, 04/13/2011, 04/06/2011, 03/30/2011, 03/23/2011, 03/16/2011, 03/09/2011, 03/02/2011",http://www.villagevoice.com/events/jason-blum-1056446/,Jason Blum,30 W. 26th St.,New York,free,,Hill Country Barbecue,NY,
03/05/2011,http://www.villagevoice.com/events/randy-newman-2411897/,Randy Newman,123 W. 43rd St.,New York,$59.50-$99.50,,Town Hall,NY,
03/20/2011,http://www.villagevoice.com/events/cornell-dupree-joe-cocker-dr-john-2434468/,Cornell Dupree+Joe Cocker+Dr. John,237 W. 42nd St.,New York,$125,,B.B. King Blues Club & Grill,NY,
03/21/2011,http://www.villagevoice.com/events/keyshia-cole-lloyd-2434471/,Keyshia Cole+Lloyd,237 W. 42nd St.,New York,$50,,B.B. King Blues Club & Grill,NY,
03/27/2011,http://www.villagevoice.com/events/naturally-7-2445168/,Naturally 7,431 W. 16th St.,New York,$22-$25,,Highline Ballroom,NY,
"03/20/2011, 03/21/2011, 03/19/2011, 03/18/2011",http://www.villagevoice.com/events/janet-jackson-2444893/,Janet Jackson,1260 Sixth Ave.,New York,$59.50-$250,,Radio City Music Hall,NY,
03/15/2011,http://www.villagevoice.com/events/rick-snell-hilary-hawke-solo-banjo-recital-2417589/,Rick Snell+Hilary Hawke Solo Banjo Recital,315 Columbia St.,Brooklyn,$10,,Jalopy Theatre,NY,
03/15/2011,http://www.villagevoice.com/events/matuto-2427771/,Matuto,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/17/2011,http://www.villagevoice.com/events/hell-or-high-water-2444895/,Hell or High Water,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/17/2011,http://www.villagevoice.com/events/bar-bq-bob-and-the-spareribs-2444894/,Bar BQ Bob & the Spareribs,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/18/2011,http://www.villagevoice.com/events/madison-south-2444896/,Madison South,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/16/2011,http://www.villagevoice.com/events/cuddle-magic-sleepy-very-sleepy-boy-without-god-2444962/,Cuddle Magic+Sleepy Very Sleepy+Boy Without God,702 Union St.,Brooklyn,$8,,Union Hall,NY,
03/19/2011,http://www.villagevoice.com/events/m-shanghai-string-band-allison-williams-and-thomas-bailey-2445251/,M Shanghai String Band+Allison Williams & Thomas Bailey,315 Columbia St.,Brooklyn,$10,,Jalopy Theatre,NY,
03/19/2011,http://www.villagevoice.com/events/barry-ryans-rockabilly-express-2444897/,Barry Ryan's Rockabilly Express,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/20/2011,http://www.villagevoice.com/events/russian-red-and-tulsa-2439135/,Russian Red & Tulsa,425 Lafayette St.,New York,$15,,Joe's Pub,NY,
03/21/2011,http://www.villagevoice.com/events/the-sounds-2444619/,The Sounds,66 N. 6th St.,Brooklyn,sold out,,Music Hall of Williamsburg,NY,
03/20/2011,http://www.villagevoice.com/events/foghorn-string-band-the-dust-busters-2445252/,Foghorn String Band+the Dust Busters,315 Columbia St.,Brooklyn,$10,,Jalopy Theatre,NY,
03/20/2011,http://www.villagevoice.com/events/uncle-leon-and-the-alibis-2444898/,Uncle Leon & the Alibis,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/22/2011,http://www.villagevoice.com/events/those-dancing-days-young-legionnaire-2440006/,Those Dancing Days+Young Legionnaire,217 E. Houston St.,New York,$10,,Mercury Lounge,NY,
03/21/2011,http://www.villagevoice.com/events/hilary-hawke-and-the-flipsides-2444899/,Hilary Hawke & the Flipsides,375 Third Ave.,New York,,,Rodeo Bar,NY,
03/22/2011,http://www.villagevoice.com/events/chris-berardo-and-the-desberardos-2444900/,Chris Berardo & the DesBerardos,375 Third Ave.,New York,,,Rodeo Bar,NY,
"03/16/2011, 03/20/2011, 03/19/2011, 03/18/2011, 03/17/2011",http://www.villagevoice.com/events/elton-john-2439315/,Elton John,Seventh Ave. & 32nd St.,New York,$36.50-$156.50,,Madison Square Garden,NY,
03/22/2011,http://www.villagevoice.com/events/jessy-carolina-and-the-hot-mess-2445259/,Jessy Carolina & the Hot Mess,315 Columbia St.,Brooklyn,$10,,Jalopy Theatre,NY,
"03/22/2011, 03/23/2011, 03/24/2011",http://www.villagevoice.com/events/nellie-mckay-2445049/,Nellie McKay,540 Park Ave.,New York,$71.86-$88.19,,Feinstein's at the Regency,NY,
03/24/2011,http://www.villagevoice.com/events/eden-and-johns-east-river-string-band-the-little-brothers-the-whiskey-spitters-2445260/,Eden & John's East River String Band+the Little Brothers+the Whiskey Spitters,315 Columbia St.,Brooklyn,$10,,Jalopy Theatre,NY,
03/25/2011,http://www.villagevoice.com/events/lichtmans-brain-cloud-howard-fishman-2445261/,Lichtman's Brain Cloud+Howard Fishman,315 Columbia St.,Brooklyn,$10,,Jalopy Theatre,NY,
"3/19/2011, 4/16/2011, 5/21/2011",http://www.villagevoice.com/events/strictly-bluegrass-615529/,'Strictly Bluegrass',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"5/21/2011, 3/19/2011, 4/16/2011",http://www.villagevoice.com/events/latin-ny-now-445657/,'Latin NY Now',700 E. 9th St.,New York,,,Banjo Jim's,NY,
"05/11/2011, 03/16/2011, 03/30/2011, 04/06/2011, 04/13/2011, 04/20/2011, 04/27/2011, 03/23/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/25/2011, 05/18/2011, 05/04/2011",http://www.villagevoice.com/events/terry-waldo-515652/,Terry Waldo,700 E. 9th St.,New York,,,Banjo Jim's,NY,
"04/20/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011, 04/27/2011, 03/16/2011, 04/13/2011, 04/06/2011, 03/30/2011, 03/23/2011",http://www.villagevoice.com/events/roots-n-ruckus-418289/,'Roots N Ruckus',315 Columbia St.,Brooklyn,,,Jalopy Theatre,NY,
"03/26/2011, 04/23/2011, 04/16/2011, 04/09/2011, 04/02/2011, 03/19/2011, 06/11/2011, 06/04/2011, 05/28/2011, 05/21/2011, 05/14/2011, 05/07/2011, 04/30/2011",http://www.villagevoice.com/events/open-mic-with-wayne-kral-and-rick-snyder-586090/,'Open Mic with Wayne Kral & Rick Snyder',700 E. 9th St.,New York,,,Banjo Jim's,NY,
