ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 685-6511,Tee It Up For the Team Golf Tournament,http://golf.tntparentsclub.com/,http://www.sacramento365.com/event/detail/441178495/Tee_It_Up_For_the_Team_Golf_Tournament,05/27/2011,,38.4772877,Fri:,05/27/2011,"The TNT&nbsp;Parents Club is hosting their annual golf tournament and silent auction, Tee It Up For the Team. During this event, attendees are given the opportunity to bid on silent auction items, win raffle drawings, and enjoy lunch provided by Wildhawk Grill! <br> <br> Net proceeds will provide financial assistance to our athletes who compete locally and nationally. TNT Parents Club is a 501(c)3 non-profit organization developed to support the boys and girls competitive gymnast of Byers Gymnastics Center in Elk Grove, CA. We are proud that many of our gymnasts are Junior Olympic National champions!</p>			</p>    			<br><br>",WildHawk Golf Club,7713 Vineyard Rd.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441178495/teeitupgraphiconly-web1_medium.jpg,95829,-121.3161137,golf@tntpartentsclub.com
,Paria Canyon Backpacking,,http://www.sacramento365.com/event/detail/441144719/Paria_Canyon_Backpacking,,,,,,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441144719/photos-of-river-bend-paria-canyon-pictures_medium.jpg,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151113/Belay_101,06/07/2011,,,,06/07/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151113/p9150046_medium.jpg,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151121/Belay_101,06/15/2011,,,,06/15/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151121/p9150046_medium.jpg,,,
,Basic Mountain Biking,,http://www.sacramento365.com/event/detail/441176611/Basic_Mountain_Biking,,,,,,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441176611/mtb_101__3-14-04_042_medium.jpg,,,
,Father's Day Celebration with the Sacramento River Cats,,http://www.sacramento365.com/event/detail/441180179/Fathers_Day_Celebration_with_the_Sacramento_River_Cats,06/19/2011,,,,06/19/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441180179/river_cats_medium.jpg,,,
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151119/Belay_101,06/21/2011,,38.5656656,Tues 7pm~9pm,06/21/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151119/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
,Yosemite Backpacking,,http://www.sacramento365.com/event/detail/441179593/Yosemite_Backpacking,,,,,,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179593/group_photos_and_video_091_medium.jpg,,,
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151123/Belay_101,06/29/2011,,38.5656656,Wed 7pm~9pm,06/29/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151123/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
,Independence Weekend Celebration with the Sacramento River Cats,,http://www.sacramento365.com/event/detail/441180217/Independence_Weekend_Celebration_with_the_Sacramento_River_Cats,07/03/2011,,,,07/03/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441180217/river_cats_medium.jpg,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151513/Belay_101,07/05/2011,,,,07/05/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151513/p9150046_medium.jpg,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151515/Belay_101,07/13/2011,,,,07/13/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151515/p9150046_medium.jpg,,,
,World Masters Athletic Championships 2011 (WMA 2011),,http://www.sacramento365.com/event/detail/440986101/World_Masters_Athletic_Championships_2011_WMA_2011,,,,,,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/440986101/track_and_field_medium.gif,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151517/Belay_101,07/19/2011,,,,07/19/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151517/p9150046_medium.jpg,,,
,"Grant Napear's ""Fairway To The Future""",,http://www.sacramento365.com/event/detail/441085591/Grant_Napears_Fairway_To_The_Future,07/25/2011,,,,07/25/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441085591/fairway_tothe_future_medium.jpg,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151519/Belay_101,07/27/2011,,,,07/27/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151519/p9150046_medium.jpg,,,
,Critical Mass,,http://www.sacramento365.com/event/detail/440829199/Critical_Mass,,,,,,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/440829199/critical_mass_riders_cropped_medium.jpg,,,
,Belay 101,,http://www.sacramento365.com/event/detail/441151521/Belay_101,08/02/2011,,,,08/02/2011,,,,,,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151521/p9150046_medium.jpg,,,
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151523/Belay_101,08/10/2011,,38.5656656,Wed 7pm~9pm,08/10/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151523/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151527/Belay_101,08/16/2011,,38.5656656,Tues 7pm~9pm,08/16/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151527/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151529/Belay_101,08/24/2011,,38.5656656,Wed 7pm~9pm,08/24/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151529/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151531/Belay_101,09/06/2011,,38.5656656,Tues 7pm~9pm,09/06/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151531/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151533/Belay_101,09/14/2011,,38.5656656,Wed 7pm~9pm,09/14/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151533/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Santa Cruz Surf Camp,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441146961/Santa_Cruz_Surf_Camp,,,38.5656656,Thurs 6pm,,"Dude, ever wonder what it's like to be a surfer? Find out by spending a day at Santa Cruz where the beautiful coastline is ideal for your first surfing lesson. We'll head down Saturday, set up camp then enjoy the sights in Santa Cruz. Sunday morning brings salt water excitement with the surf lesson at Club Ed. We'll guide you through your first steps in this challenging but rewarding sport.</p> <p>No experience is necessary; however, participants must be able swimmers. Trip includes guides, transportation, camping fees and gear, surf lesson and gear and Sunday&rsquo;s meals.</p> <p>A pre-trip meeting occurs the Thursday before the trip.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441146961/jason_silhouette_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Basic Mountain Biking,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441176619/Basic_Mountain_Biking,09/18/2011,,38.5656656,Wed 6pm,09/18/2011,"This ride is geared for beginning or intermediate riders who want to improve their mountain biking skills. We will cover all the riding basics needed to travel down the trail via two wheels. Instruction will cover riding techniques such as successful gearing, brake modulation, and ratcheting, as well as repair, safety, gear, trail etiquette, and much more.<br> <br> This trip welcomes riders of all abilities. Trip includes guides and transportation. You provide your own bike and helmet. If you don't have a bike, we rent them! Check out the equipment rental page for prices and details.<br> <br> A pre-trip meeting occurs the Wednesday before the class.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441176619/mtb_101__3-14-04_042_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151537/Belay_101,09/20/2011,,38.5656656,Tues 7pm~9pm,09/20/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151537/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Yosemite Backpacking: Hetch Hetchy,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441179595/Yosemite_Backpacking_Hetch_Hetchy,,,38.5656656,Mon 6pm-7pm,,"With a view that will rival the splendor of Half Dome, Smith Peak is a chance to see some of the best that Yosemite has to offer. This secret gem of the park allows you to enjoy everything Yosemite without the crowds. At its more than 7000 foot summit Smith Peak allows you a bird's eye view of the Hetch Hetchy reservoir, as well as several of the waterfalls that make the area a favorite among backpackers.<br> <br> The 360 degree view will take your breath away on this challenging and rewarding trip. Beginner backpackers welcome. Trip includes transportation, knowledgeable guides, equipment, dinners, and entrance/permit fees. A pre-trip meeting occurs the Monday before the trip.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179595/group_photos_and_video_091_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151539/Belay_101,09/28/2011,,38.5656656,Wed 7pm~9pm,09/28/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151539/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Yosemite Backpacking: Half Dome,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441179613/Yosemite_Backpacking_Half_Dome,,,38.5656656,Wed 6pm-7pm,,"&ldquo;A good photograph is knowing where to stand.&rdquo; From the summit of the famed Half Dome you can&rsquo;t go wrong. At 8,836 feet, the view will surely take your breath away. Sleep amongst the splendor of towering evergreens. Keep one eye open for a playful black bear cub through the mist. The exhausting hours it takes to climb the cables of Half Dome are well worth the effort.</p> <p>Sign up for this trip today and you&rsquo;ll be able to cross one more adventure off of your bucket list. Trip includes transportation, knowledgeable guides, equipment, dinners, and entrance/permit fees. A&nbsp;pre-trip meeting occurs the Wednesday before the trip.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179613/half_dome_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151541/Belay_101,10/04/2011,,38.5656656,Tues 7pm~9pm,10/04/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151541/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Basic Rock Climbing: Cosumnes River Gorge,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441179619/Basic_Rock_Climbing_Cosumnes_River_Gorge,,,38.5656656,Thurs 6pm-7:30pm,,"If you've always wanted to try this exciting sport, but didn't know how to get started, look no further! Designed for the adventurous beginner, this all day course provides an introduction to outdoor climbing. We&rsquo;ll cover the basics: knot tying, belaying, general equipment use, and basic climbing techniques.</p> <p>While this course is focused on the beginner, the intermediate climbers will still learn valuable techniques to help you climb smarter and safer. Trip includes expert instruction by the Peak Adventures climbing staff, transportation, and all climbing gear.</p> <p>A pre-trip meeting occurs the Thursday before the class.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179619/p6050003_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
,Boot Camp Workout,http://www.facebook.com/kristinwaltonpersonaltraining,http://www.sacramento365.com/event/detail/440952585/Boot_Camp_Workout,,,38.7146526,Wed &amp;&nbsp;Fri 5:30pm-6:30pm,,"An hour long boot camp style class without the yelling! Just fun, hard work for all levels and ages.<br> <br> This class happens every week in the park. We workout following a circuit style which helps keep your heart rate going the whole time. Working out this way promotes fat loss while building lean muscle.			</p>    			<br><br>",William Land Park,4000 S. Landpark Drive,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/440952585/oct2010_038_medium.jpg,95822,-121.3443923,knwalton@gmail.com
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151547/Belay_101,10/12/2011,,38.5656656,Wed 7pm~9pm,10/12/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151547/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151549/Belay_101,10/18/2011,,38.5656656,Tues 7pm~9pm,10/18/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151549/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151551/Belay_101,10/26/2011,,38.5656656,Wed 7pm~9pm,10/26/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151551/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Zipline Canopy Tour,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441179651/Zipline_Canopy_Tour_,10/28/2011,,38.5656656,Sun 8am~6pm,10/28/2011,"If you&rsquo;ve ever wondered what it feels like to fly, then this is the trip for you. You&rsquo;ll rocket through the tall redwood trees of Sonoma County across 10 different ziplines reaching speeds up to 25 miles per hour. Over the several hour tour you will see the wonders of the natural world from a whole different perspective, at times gliding 300 feet above a natural ravine, and whizzing around Walter, the oldest tree on the property. First of its kind, the spiral staircase around one of the trees will take your breath away, and the 175 foot sky bridge will make you feel like you&rsquo;re walking on air.</p> <p>Trip includes guides, transportation, fees, and equipment.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179651/experience01[1]_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151553/Belay_101,11/01/2011,,38.5656656,Tues 7pm~9pm,11/01/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151553/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151555/Belay_101,11/09/2011,,38.5656656,Wed 7pm~9pm,11/09/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151555/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Point Reyes Backpacking,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441179573/Point_Reyes_Backpacking,,,38.5656656,Wed 6pm-7pm,,"Come walk on the &quot;wild&quot; side at Point Reyes National Seashore, one of California&rsquo;s finest and most well-preserved wildlife areas. You might get a magical glimpse of a fox, badger, or possibly a rare albino deer. As a bonus, take a walk down to the beach where you can explore the wonders of tide pool life and possibly catch a glimpse of seals or whales.<br> <br> If you have always wanted to try backpacking, then this is the trip for you since no experience is necessary! The coastal air will be invigorating and relaxing as you pass through a riparian zone to coastal bluffs.</p> <p>Trip price includes guides, transportation, gear, dinners, and camping permits. A&nbsp;pre-trip meeting occurs the Wednesday before the trip.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441179573/backpack_training_04_pt._reyes_114_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151557/Belay_101,11/15/2011,,38.5656656,Tues 7pm~9pm,11/15/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151557/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151561/Belay_101,11/23/2011,,38.5656656,Wed 7pm~9pm,11/23/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151561/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151563/Belay_101,12/06/2011,,38.5656656,Tues 7pm~9pm,12/06/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151563/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
(916) 278-6321,Belay 101,http://www.peakadventures.org,http://www.sacramento365.com/event/detail/441151565/Belay_101,12/14/2011,,38.5656656,Wed 7pm~9pm,12/14/2011,"Looking for a way to reach new heights? This is the ideal course for the novice climber. This course is designed to teach you how to use ropes and other safety equipment to keep your climbing partner secure while climbing. This class will teach you everything that you need to know to pass the belay test, which is required to belay at the WELL climbing wall.  During this course you will learn how to tie a figure-8 follow through knot and a double fisherman&rsquo;s knot, standard climbing commands, and a pre-climb safety check.  Additionally, at the conclusion of the course the participant should be able to safely belay a climber up the climbing wall, and then lower the climber back to the ground.</p>			</p>    			<br><br>",Peak Adventures - Sacramento State Campus,6000 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441151565/p9150046_medium.jpg,95819,-121.4256352,peakinfo@csus.edu
